seed,checkpoint,ALN_loss,OFF_loss,ALN_minus_OFF
43022,late_mean_80_90_100,3.017113960011138,3.117606215013398,-0.10049225500226022
43122,late_mean_80_90_100,3.0240761715935336,3.127811471396022,-0.10373529980248852
