seed,checkpoint,ALN_loss,OFF_loss,ALN_minus_OFF
43022,chck_100M,2.9965123726526897,3.094527994354566,-0.09801562170187639
43022,chck_80M,3.055188357869784,3.157235927482446,-0.10204756961266215
43022,chck_90M,2.99964114951094,3.101054723203182,-0.10141357369224213
43122,chck_100M,3.0127324930826824,3.1123528026441734,-0.09962030956149093
43122,chck_80M,3.0426143378317354,3.1571957790950935,-0.11458144126335812
43122,chck_90M,3.016881683866183,3.1138858324488004,-0.09700414858261741
