family,seed,relation,arm,checkpoint,sentence_uid,source,sentence_words,isolation,row_context,context_gain
crv,43022,CLEAN,C43022,chck_100M,r0070_s01,bnc_spoken,10,0.19420786201953888,0.04795825853943825,0.14624960348010063
crv,43022,CLEAN,C43022,chck_100M,r0070_s02,bnc_spoken,8,8.52614688873291,7.5105977058410645,1.0155491828918457
crv,43022,CLEAN,C43022,chck_100M,r0073_s01,bnc_spoken,17,1.306801438331604,1.8488562107086182,-0.5420547723770142
crv,43022,CLEAN,C43022,chck_100M,r0073_s07,bnc_spoken,10,1.6292155981063843,5.573347091674805,-3.9441314935684204
crv,43022,CLEAN,C43022,chck_100M,r0075_s00,bnc_spoken,10,1.2056750059127808,1.5163395404815674,-0.3106645345687866
crv,43022,CLEAN,C43022,chck_100M,r0079_s01,bnc_spoken,22,8.294952392578125,7.128706455230713,1.166245937347412
crv,43022,CLEAN,C43022,chck_100M,r0079_s02,bnc_spoken,30,1.432234287261963,1.1002682447433472,0.3319660425186157
crv,43022,CLEAN,C43022,chck_100M,r0080_s00,bnc_spoken,29,2.443051338195801,1.8790029287338257,0.5640484094619751
crv,43022,CLEAN,C43022,chck_100M,r0081_s06,bnc_spoken,12,4.6788530349731445,0.9623666405677795,3.716486394405365
crv,43022,CLEAN,C43022,chck_100M,r0082_s03,bnc_spoken,14,2.367439031600952,2.538290500640869,-0.170851469039917
crv,43022,CLEAN,C43022,chck_100M,r0082_s05,bnc_spoken,32,4.691723346710205,4.22775936126709,0.46396398544311523
crv,43022,CLEAN,C43022,chck_100M,r0085_s03,bnc_spoken,13,4.319900035858154,3.5691003799438477,0.7507996559143066
crv,43022,CLEAN,C43022,chck_100M,r0087_s00,bnc_spoken,10,6.168731212615967,0.5342333316802979,5.634497880935669
crv,43022,CLEAN,C43022,chck_100M,r0087_s05,bnc_spoken,12,3.9202144145965576,3.0090198516845703,0.9111945629119873
crv,43022,CLEAN,C43022,chck_100M,r0088_s00,bnc_spoken,16,0.001374610816128552,0.008036303333938122,-0.00666169251780957
crv,43022,CLEAN,C43022,chck_100M,r0090_s00,bnc_spoken,13,8.053876876831055,8.309475898742676,-0.2555990219116211
crv,43022,CLEAN,C43022,chck_100M,r0091_s02,bnc_spoken,34,3.577932357788086,2.6522316932678223,0.9257006645202637
crv,43022,CLEAN,C43022,chck_100M,r0092_s00,bnc_spoken,23,0.08681166172027588,0.1079835295677185,-0.021171867847442627
crv,43022,CLEAN,C43022,chck_100M,r0097_s02,bnc_spoken,11,0.21437926590442657,1.222309947013855,-1.0079306811094284
crv,43022,CLEAN,C43022,chck_100M,r0098_s05,bnc_spoken,12,7.956628799438477,5.444435119628906,2.5121936798095703
crv,43022,CLEAN,C43022,chck_100M,r0098_s07,bnc_spoken,18,2.9005510807037354,2.7998714447021484,0.10067963600158691
crv,43022,CLEAN,C43022,chck_100M,r0099_s03,bnc_spoken,21,5.410986423492432,4.933596134185791,0.4773902893066406
crv,43022,CLEAN,C43022,chck_100M,r0100_s06,bnc_spoken,10,14.151810646057129,12.620354652404785,1.5314559936523438
crv,43022,CLEAN,C43022,chck_100M,r0102_s01,bnc_spoken,14,1.7127087116241455,0.7616177797317505,0.951090931892395
crv,43022,CLEAN,C43022,chck_100M,r0102_s05,bnc_spoken,45,1.6522592306137085,2.263803482055664,-0.6115442514419556
crv,43022,CLEAN,C43022,chck_100M,r0104_s03,bnc_spoken,27,8.270781517028809,4.1845808029174805,4.086200714111328
crv,43022,CLEAN,C43022,chck_100M,r0108_s04,bnc_spoken,45,4.159066200256348,2.930927276611328,1.2281389236450195
crv,43022,CLEAN,C43022,chck_100M,r0109_s01,bnc_spoken,19,0.0658465251326561,0.24791784584522247,-0.18207132071256638
crv,43022,CLEAN,C43022,chck_100M,r0109_s02,bnc_spoken,18,2.2504849433898926,2.676574945449829,-0.4260900020599365
crv,43022,CLEAN,C43022,chck_100M,r0110_s02,bnc_spoken,27,2.1042325496673584,2.9649248123168945,-0.8606922626495361
crv,43022,CLEAN,C43022,chck_100M,r0115_s01,bnc_spoken,23,4.900997638702393,4.527487277984619,0.37351036071777344
crv,43022,CLEAN,C43022,chck_100M,r0117_s03,bnc_spoken,41,4.402912616729736,4.685542583465576,-0.28262996673583984
crv,43022,CLEAN,C43022,chck_100M,r0121_s05,bnc_spoken,9,8.152167320251465,7.290836811065674,0.861330509185791
crv,43022,CLEAN,C43022,chck_100M,r0122_s01,bnc_spoken,45,2.636342763900757,2.349764347076416,0.2865784168243408
crv,43022,CLEAN,C43022,chck_100M,r0124_s02,bnc_spoken,36,5.028494834899902,4.150844573974609,0.877650260925293
crv,43022,CLEAN,C43022,chck_100M,r0130_s03,bnc_spoken,45,3.2189865112304688,3.1280219554901123,0.09096455574035645
crv,43022,CLEAN,C43022,chck_100M,r0131_s02,bnc_spoken,45,3.139800786972046,3.4105193614959717,-0.2707185745239258
crv,43022,CLEAN,C43022,chck_100M,r0137_s03,bnc_spoken,45,3.824357271194458,3.8701303005218506,-0.04577302932739258
crv,43022,CLEAN,C43022,chck_100M,r0139_s03,bnc_spoken,41,2.607602119445801,2.170645236968994,0.43695688247680664
crv,43022,CLEAN,C43022,chck_100M,r0139_s05,bnc_spoken,26,2.3858892917633057,1.6213208436965942,0.7645684480667114
crv,43022,CLEAN,C43022,chck_100M,r0140_s03,bnc_spoken,27,1.356631875038147,1.7465171813964844,-0.3898853063583374
crv,43022,CLEAN,C43022,chck_100M,r0141_s01,bnc_spoken,24,3.8840551376342773,3.7307217121124268,0.15333342552185059
crv,43022,CLEAN,C43022,chck_100M,r0145_s00,bnc_spoken,45,5.2948832511901855,4.359455108642578,0.9354281425476074
crv,43022,CLEAN,C43022,chck_100M,r0150_s00,bnc_spoken,45,5.960230350494385,4.265893936157227,1.6943364143371582
crv,43022,CLEAN,C43022,chck_100M,r0155_s00,bnc_spoken,45,4.137997150421143,3.6996922492980957,0.4383049011230469
crv,43022,CLEAN,C43022,chck_100M,r0155_s04,bnc_spoken,26,3.8710556030273438,2.982334613800049,0.8887209892272949
crv,43022,CLEAN,C43022,chck_100M,r0156_s04,bnc_spoken,8,1.8632466793060303,0.19047290086746216,1.6727737784385681
crv,43022,CLEAN,C43022,chck_100M,r0158_s05,bnc_spoken,24,3.693471670150757,3.631603479385376,0.06186819076538086
crv,43022,CLEAN,C43022,chck_100M,r0163_s04,bnc_spoken,28,6.60943603515625,5.961582660675049,0.6478533744812012
crv,43022,CLEAN,C43022,chck_100M,r0165_s03,bnc_spoken,32,2.9145307540893555,2.2188377380371094,0.6956930160522461
crv,43022,CLEAN,C43022,chck_100M,r0169_s02,bnc_spoken,12,3.54063081741333,1.5123136043548584,2.0283172130584717
crv,43022,CLEAN,C43022,chck_100M,r0169_s06,bnc_spoken,17,1.6529241800308228,1.037253737449646,0.6156704425811768
crv,43022,CLEAN,C43022,chck_100M,r0171_s03,bnc_spoken,23,2.6942524909973145,1.329028606414795,1.3652238845825195
crv,43022,CLEAN,C43022,chck_100M,r0172_s02,bnc_spoken,45,5.260339260101318,3.9784553050994873,1.281883955001831
crv,43022,CLEAN,C43022,chck_100M,r0174_s06,bnc_spoken,21,4.671482563018799,4.705814838409424,-0.034332275390625
crv,43022,CLEAN,C43022,chck_100M,r0177_s03,bnc_spoken,45,4.954078674316406,4.602998733520508,0.35107994079589844
crv,43022,CLEAN,C43022,chck_100M,r0177_s05,bnc_spoken,9,0.5449413061141968,0.7247251868247986,-0.1797838807106018
crv,43022,CLEAN,C43022,chck_100M,r0179_s06,bnc_spoken,13,3.6729178428649902,3.3261656761169434,0.3467521667480469
crv,43022,CLEAN,C43022,chck_100M,r0181_s02,bnc_spoken,17,6.135268211364746,5.235223770141602,0.9000444412231445
crv,43022,CLEAN,C43022,chck_100M,r0182_s00,bnc_spoken,10,1.2230708599090576,1.5887844562530518,-0.36571359634399414
crv,43022,CLEAN,C43022,chck_100M,r0191_s04,bnc_spoken,14,6.660282611846924,6.47742223739624,0.1828603744506836
crv,43022,CLEAN,C43022,chck_100M,r0194_s00,bnc_spoken,45,0.8821267485618591,1.0621591806411743,-0.18003243207931519
crv,43022,CLEAN,C43022,chck_100M,r0196_s01,bnc_spoken,45,0.8738946318626404,0.8178207874298096,0.05607384443283081
crv,43022,CLEAN,C43022,chck_100M,r0196_s02,bnc_spoken,24,7.316087245941162,6.504131317138672,0.8119559288024902
crv,43022,CLEAN,C43022,chck_100M,r0197_s05,bnc_spoken,15,3.217003345489502,1.7569526433944702,1.4600507020950317
crv,43022,CLEAN,C43022,chck_100M,r0199_s03,bnc_spoken,26,8.141545295715332,5.778159141540527,2.3633861541748047
crv,43022,CLEAN,C43022,chck_100M,r0206_s03,bnc_spoken,12,4.26586389541626,3.8594532012939453,0.40641069412231445
crv,43022,CLEAN,C43022,chck_100M,r0207_s00,bnc_spoken,8,6.797924041748047,6.1020660400390625,0.6958580017089844
crv,43022,CLEAN,C43022,chck_100M,r0210_s00,bnc_spoken,14,9.061302185058594,3.0126638412475586,6.048638343811035
crv,43022,CLEAN,C43022,chck_100M,r0213_s04,bnc_spoken,25,7.563226222991943,6.474863052368164,1.0883631706237793
crv,43022,CLEAN,C43022,chck_100M,r0215_s04,bnc_spoken,14,6.162555694580078,3.077056646347046,3.0854990482330322
crv,43022,CLEAN,C43022,chck_100M,r0216_s02,bnc_spoken,39,4.672372817993164,4.7734503746032715,-0.10107755661010742
crv,43022,CLEAN,C43022,chck_100M,r0220_s07,childes,18,0.035172924399375916,0.01428250316530466,0.020890421234071255
crv,43022,CLEAN,C43022,chck_100M,r0223_s08,childes,11,2.4154675006866455,2.3320374488830566,0.08343005180358887
crv,43022,CLEAN,C43022,chck_100M,r0235_s02,childes,19,1.709315299987793,1.3568044900894165,0.35251080989837646
crv,43022,CLEAN,C43022,chck_100M,r0245_s04,childes,11,2.3831095695495605,1.302017331123352,1.0810922384262085
crv,43022,CLEAN,C43022,chck_100M,r0256_s02,childes,10,0.9168881177902222,0.8895001411437988,0.02738797664642334
crv,43022,CLEAN,C43022,chck_100M,r0261_s02,childes,9,7.553018093109131,1.550681471824646,6.002336621284485
crv,43022,CLEAN,C43022,chck_100M,r0266_s02,childes,14,8.002245903015137,3.469620943069458,4.532624959945679
crv,43022,CLEAN,C43022,chck_100M,r0270_s04,childes,9,0.23365218937397003,0.00011455356434453279,0.2335376358096255
crv,43022,CLEAN,C43022,chck_100M,r0271_s05,childes,19,3.2702178955078125,2.9837491512298584,0.2864687442779541
crv,43022,CLEAN,C43022,chck_100M,r0278_s07,childes,8,4.290083885192871,,
crv,43022,CLEAN,C43022,chck_100M,r0285_s01,childes,11,8.165503095369786e-05,7.593343616463244e-05,5.721594789065421e-06
crv,43022,CLEAN,C43022,chck_100M,r0292_s07,childes,11,6.137607097625732,3.8719074726104736,2.265699625015259
crv,43022,CLEAN,C43022,chck_100M,r0294_s05,childes,12,2.2631759643554688,1.8699188232421875,0.39325714111328125
crv,43022,CLEAN,C43022,chck_100M,r0298_s03,childes,9,9.615663528442383,0.790233314037323,8.82543021440506
crv,43022,CLEAN,C43022,chck_100M,r0299_s06,childes,13,5.980706214904785,0.03093070723116398,5.949775507673621
crv,43022,CLEAN,C43022,chck_100M,r0312_s07,childes,8,0.4824080467224121,0.09382276982069016,0.38858527690172195
crv,43022,CLEAN,C43022,chck_100M,r0316_s01,childes,17,5.314507007598877,4.034389495849609,1.2801175117492676
crv,43022,CLEAN,C43022,chck_100M,r0343_s04,childes,8,0.004349058959633112,0.00021479207498487085,0.004134266884648241
crv,43022,CLEAN,C43022,chck_100M,r0344_s00,childes,8,2.0153002738952637,0.0012335809879004955,2.014066692907363
crv,43022,CLEAN,C43022,chck_100M,r0345_s09,childes,8,0.4946354627609253,0.17673327028751373,0.31790219247341156
crv,43022,CLEAN,C43022,chck_100M,r0347_s01,childes,11,7.7579169273376465,2.348515748977661,5.409401178359985
crv,43022,CLEAN,C43022,chck_100M,r0349_s00,childes,9,1.1004841327667236,0.4049966037273407,0.6954875290393829
crv,43022,CLEAN,C43022,chck_100M,r0350_s06,childes,10,0.05154969170689583,0.0008631794480606914,0.05068651225883514
crv,43022,CLEAN,C43022,chck_100M,r0353_s03,childes,8,3.5267982482910156,5.22667121887207,-1.6998729705810547
crv,43022,CLEAN,C43022,chck_100M,r0356_s02,childes,11,0.8903096318244934,0.7252187728881836,0.16509085893630981
crv,43022,CLEAN,C43022,chck_100M,r0360_s02,childes,21,2.977855682373047,2.603550434112549,0.37430524826049805
crv,43022,CLEAN,C43022,chck_100M,r0367_s02,childes,18,0.005335140507668257,0.002543668495491147,0.0027914720121771097
crv,43022,CLEAN,C43022,chck_100M,r0372_s03,childes,12,2.0243494510650635,0.03301979973912239,1.991329651325941
crv,43022,CLEAN,C43022,chck_100M,r0395_s05,childes,9,1.1385096311569214,0.7547493577003479,0.3837602734565735
crv,43022,CLEAN,C43022,chck_100M,r0398_s02,childes,10,3.8451926708221436,1.282238483428955,2.5629541873931885
crv,43022,CLEAN,C43022,chck_100M,r0405_s02,childes,22,1.7137391567230225,1.2013936042785645,0.512345552444458
crv,43022,CLEAN,C43022,chck_100M,r0407_s04,childes,10,0.5729257464408875,0.0002723561483435333,0.5726533902925439
crv,43022,CLEAN,C43022,chck_100M,r0414_s06,childes,10,0.16997100412845612,1.1647545099258423,-0.9947835057973862
crv,43022,CLEAN,C43022,chck_100M,r0415_s02,childes,16,0.44124773144721985,1.4470096826553345,-1.0057619512081146
crv,43022,CLEAN,C43022,chck_100M,r0421_s00,childes,8,11.755245208740234,13.423710823059082,-1.6684656143188477
crv,43022,CLEAN,C43022,chck_100M,r0435_s00,childes,11,5.819072723388672,3.725759267807007,2.093313455581665
crv,43022,CLEAN,C43022,chck_100M,r0436_s08,childes,26,3.431518077850342,2.1994059085845947,1.232112169265747
crv,43022,CLEAN,C43022,chck_100M,r0451_s00,childes,16,3.9813787937164307,3.9661707878112793,0.015208005905151367
crv,43022,CLEAN,C43022,chck_100M,r0456_s01,childes,18,0.7873808145523071,0.46236228942871094,0.3250185251235962
crv,43022,CLEAN,C43022,chck_100M,r0465_s02,childes,16,2.3287487030029297,1.3150895833969116,1.013659119606018
crv,43022,CLEAN,C43022,chck_100M,r0467_s05,childes,18,0.11945722252130508,0.045512475073337555,0.07394474744796753
crv,43022,CLEAN,C43022,chck_100M,r0481_s04,childes,22,2.5645976066589355,0.9385085105895996,1.626089096069336
crv,43022,CLEAN,C43022,chck_100M,r0489_s05,childes,9,4.208521842956543,0.9153685569763184,3.2931532859802246
crv,43022,CLEAN,C43022,chck_100M,r0496_s04,childes,9,0.7675886750221252,1.0593262910842896,-0.2917376160621643
crv,43022,CLEAN,C43022,chck_100M,r0506_s03,childes,16,0.23451967537403107,0.4048468768596649,-0.17032720148563385
crv,43022,CLEAN,C43022,chck_100M,r0522_s01,childes,8,0.8288698196411133,0.25136274099349976,0.5775070786476135
crv,43022,CLEAN,C43022,chck_100M,r0531_s01,childes,10,2.3495707511901855,0.11960363388061523,2.2299671173095703
crv,43022,CLEAN,C43022,chck_100M,r0542_s01,childes,11,7.250946998596191,1.1504523754119873,6.100494623184204
crv,43022,CLEAN,C43022,chck_100M,r0551_s03,childes,9,5.166741847991943,0.018219729885458946,5.148522118106484
crv,43022,CLEAN,C43022,chck_100M,r0554_s01,childes,14,5.410484313964844,2.11435604095459,3.296128273010254
crv,43022,CLEAN,C43022,chck_100M,r0561_s05,childes,11,0.005217269994318485,0.0017611959483474493,0.003456074045971036
crv,43022,CLEAN,C43022,chck_100M,r0563_s03,childes,8,3.9306282997131348,0.0023010701406747103,3.92832722957246
crv,43022,CLEAN,C43022,chck_100M,r0576_s04,childes,12,3.358798027038574,4.312714576721191,-0.9539165496826172
crv,43022,CLEAN,C43022,chck_100M,r0582_s00,childes,8,4.999942302703857,2.4198319911956787,2.5801103115081787
crv,43022,CLEAN,C43022,chck_100M,r0596_s03,childes,10,5.770018100738525,0.7441469430923462,5.025871157646179
crv,43022,CLEAN,C43022,chck_100M,r0608_s01,childes,14,7.381964206695557,4.3078932762146,3.074070930480957
crv,43022,CLEAN,C43022,chck_100M,r0609_s02,childes,11,5.496727466583252,2.903841495513916,2.592885971069336
crv,43022,CLEAN,C43022,chck_100M,r0617_s02,childes,12,1.768306851387024,1.031572937965393,0.7367339134216309
crv,43022,CLEAN,C43022,chck_100M,r0629_s00,childes,13,5.047883033752441,,
crv,43022,CLEAN,C43022,chck_100M,r0639_s06,childes,10,4.135829925537109,,
crv,43022,CLEAN,C43022,chck_100M,r0646_s05,childes,8,5.226395606994629,4.881776809692383,0.3446187973022461
crv,43022,CLEAN,C43022,chck_100M,r0646_s07,childes,16,3.4606847763061523,,
crv,43022,CLEAN,C43022,chck_100M,r0656_s04,childes,10,4.50585412979126,2.2053380012512207,2.300516128540039
crv,43022,CLEAN,C43022,chck_100M,r0671_s01,childes,11,5.204659461975098,6.079156398773193,-0.8744969367980957
crv,43022,CLEAN,C43022,chck_100M,r0686_s02,childes,12,0.6610224843025208,0.6889652013778687,-0.0279427170753479
crv,43022,CLEAN,C43022,chck_100M,r0688_s02,childes,10,1.2360342741012573,1.1241809129714966,0.11185336112976074
crv,43022,CLEAN,C43022,chck_100M,r0702_s00,childes,10,5.345739841461182,0.884118378162384,4.461621463298798
crv,43022,CLEAN,C43022,chck_100M,r0706_s00,childes,8,4.707010269165039,,
crv,43022,CLEAN,C43022,chck_100M,r0711_s02,childes,10,0.15917259454727173,0.04617397114634514,0.11299862340092659
crv,43022,CLEAN,C43022,chck_100M,r0714_s01,childes,11,5.854587554931641,2.2636992931365967,3.590888261795044
crv,43022,CLEAN,C43022,chck_100M,r0728_s06,childes,16,5.486534595489502,,
crv,43022,CLEAN,C43022,chck_100M,r0731_s00,childes,10,7.702075004577637,1.6368812322616577,6.065193772315979
crv,43022,CLEAN,C43022,chck_100M,r0748_s02,childes,8,7.8734130859375,1.193615436553955,6.679797649383545
crv,43022,CLEAN,C43022,chck_100M,r0749_s03,childes,8,0.0016870565013960004,4.875540980719961e-05,0.0016383010915888008
crv,43022,CLEAN,C43022,chck_100M,r0759_s00,childes,9,0.7711078524589539,0.026577766984701157,0.7445300854742527
crv,43022,CLEAN,C43022,chck_100M,r0764_s02,childes,8,9.894953727722168,0.44056519865989685,9.454388529062271
crv,43022,CLEAN,C43022,chck_100M,r0773_s04,childes,11,2.0160272121429443,2.141378879547119,-0.1253516674041748
crv,43022,CLEAN,C43022,chck_100M,r0789_s06,childes,10,4.573799133300781,1.7694834470748901,2.804315686225891
crv,43022,CLEAN,C43022,chck_100M,r0790_s02,childes,12,6.952078342437744,1.8412542343139648,5.110824108123779
crv,43022,CLEAN,C43022,chck_100M,r0797_s03,childes,13,1.7095210552215576,1.0171104669570923,0.6924105882644653
crv,43022,CLEAN,C43022,chck_100M,r0797_s04,childes,10,7.624597549438477,0.13533736765384674,7.48926018178463
crv,43022,CLEAN,C43022,chck_100M,r0802_s04,childes,13,4.316028594970703,2.5334830284118652,1.782545566558838
crv,43022,CLEAN,C43022,chck_100M,r0802_s09,childes,9,2.861374616622925,0.08301852643489838,2.7783560901880264
crv,43022,CLEAN,C43022,chck_100M,r0818_s02,childes,8,3.1121387481689453,1.9363762140274048,1.1757625341415405
crv,43022,CLEAN,C43022,chck_100M,r0823_s08,childes,20,0.3546653985977173,0.017809512093663216,0.33685588650405407
crv,43022,CLEAN,C43022,chck_100M,r0826_s03,childes,10,1.8602442741394043,1.097139596939087,0.7631046772003174
crv,43022,CLEAN,C43022,chck_100M,r0833_s04,childes,8,0.9877815842628479,0.09366419166326523,0.8941173925995827
crv,43022,CLEAN,C43022,chck_100M,r0857_s01,childes,9,4.724214553833008,2.9497196674346924,1.7744948863983154
crv,43022,CLEAN,C43022,chck_100M,r0891_s03,childes,8,2.9306397438049316,0.4023243486881256,2.528315395116806
crv,43022,CLEAN,C43022,chck_100M,r0893_s01,childes,9,4.051623821258545,2.3611373901367188,1.6904864311218262
crv,43022,CLEAN,C43022,chck_100M,r0898_s06,childes,8,0.0006649667047895491,1.8954096958623268e-05,0.0006460126078309258
crv,43022,CLEAN,C43022,chck_100M,r0906_s05,childes,20,5.1362528800964355,3.706535816192627,1.4297170639038086
crv,43022,CLEAN,C43022,chck_100M,r0912_s01,childes,9,4.2862091064453125,1.0868972539901733,3.199311852455139
crv,43022,CLEAN,C43022,chck_100M,r0915_s00,childes,12,3.7476744651794434,6.509646415710449,-2.761971950531006
crv,43022,CLEAN,C43022,chck_100M,r0928_s04,childes,8,7.037245273590088,,
crv,43022,CLEAN,C43022,chck_100M,r0939_s00,childes,9,3.33586049079895,9.679325739853084e-05,3.3357636975415517
crv,43022,CLEAN,C43022,chck_100M,r0942_s01,childes,8,4.247298240661621,2.9158568382263184,1.3314414024353027
crv,43022,CLEAN,C43022,chck_100M,r0948_s00,childes,8,2.034381866455078,0.7449531555175781,1.2894287109375
crv,43022,CLEAN,C43022,chck_100M,r0954_s02,childes,10,8.994807243347168,5.111471652984619,3.883335590362549
crv,43022,CLEAN,C43022,chck_100M,r0983_s01,childes,9,0.004304013215005398,0.0005504907458089292,0.0037535224691964686
crv,43022,CLEAN,C43022,chck_100M,r0983_s04,childes,12,5.2642011642456055,0.00035482310340739787,5.263846341142198
crv,43022,CLEAN,C43022,chck_100M,r1003_s06,childes,8,6.031808152329177e-05,1.156323378381785e-05,4.8754847739473917e-05
