family,seed,checkpoint,contrast,source,n_sentences,delta_row_context_loss,delta_isolation_loss,delta_context_gain,se_delta_context_gain
compact_experience,43022,chck_100M,DUP-minus-OFF,childes,108,-0.13045706069135998,0.1208433355076758,0.25130039619903577,0.1228271594097898
compact_experience,43022,chck_100M,DUP-minus-OFF,gutenberg,120,-0.07763020300481002,0.3365717670336987,0.41420197003850867,0.11997268440462427
compact_experience,43022,chck_100M,DUP-minus-OFF,open_subtitles,120,0.329019511217363,0.24221768654048598,-0.086801824676877,0.12979936531532263
compact_experience,43022,chck_100M,DUP-minus-OFF,simple_wiki,115,-0.19514298788879228,0.2490727204343547,0.444215708323147,0.11807568186419123
compact_experience,43022,chck_100M,DUP-minus-OFF,switchboard,51,-0.12854698756892308,0.2272091594469898,0.35575614701591285,0.12388414144733116
compact_experience,43022,chck_100M,ALN-minus-DUP,bnc_spoken,120,-0.27095430913808133,-0.29702134675365716,-0.026067037615575828,0.10129887127107236
compact_experience,43022,chck_100M,ALN-minus-DUP,childes,108,0.054775037715208544,-0.14053993838570022,-0.19531497610090878,0.10382007411601615
compact_experience,43022,chck_100M,ALN-minus-DUP,gutenberg,120,-0.2432530063961167,-0.08867133674987902,0.15458166964623768,0.12635050627893887
compact_experience,43022,chck_100M,ALN-minus-DUP,open_subtitles,120,-0.2727273960215825,0.06064579564214607,0.3333731916637286,0.12879017838926166
compact_experience,43022,chck_100M,ALN-minus-DUP,simple_wiki,115,-0.14117307421629843,-0.1544710717022257,-0.013297997485927266,0.10176445797459122
compact_experience,43022,chck_100M,ALN-minus-DUP,switchboard,51,-0.20796000075471752,-0.11837728400075552,0.089582716753962,0.14828748038613715
compact_experience,43022,chck_100M,SEP-minus-OFF,bnc_spoken,120,0.16444164799468125,-0.023877305403584615,-0.18831895339826588,0.09014762274666464
compact_experience,43022,chck_100M,SEP-minus-OFF,childes,108,0.4848477453744501,-0.170222618005398,-0.6550703633798481,0.15403573700963208
compact_experience,43022,chck_100M,SEP-minus-OFF,gutenberg,120,0.3360523793739655,-0.12606267821975053,-0.462115057593716,0.1325336677423857
compact_experience,43022,chck_100M,SEP-minus-OFF,open_subtitles,120,0.24794097456130354,-0.11689292637262648,-0.36483390093393003,0.07841149952136482
compact_experience,43022,chck_100M,SEP-minus-OFF,simple_wiki,115,0.22606226474694582,0.03220570599255355,-0.19385655875439228,0.10099069641332935
compact_experience,43022,chck_100M,SEP-minus-OFF,switchboard,51,0.18867433743149625,0.1273478792395954,-0.061326458191900864,0.10106261199785516
compact_experience,43022,chck_100M,ALN-minus-SEP,bnc_spoken,120,-0.4831029396378047,0.06816381331979453,0.5512667529575992,0.12129383846877757
compact_experience,43022,chck_100M,ALN-minus-SEP,childes,108,-0.5605297683506015,0.1505260151273736,0.711055783477975,0.1601738336375731
compact_experience,43022,chck_100M,ALN-minus-SEP,gutenberg,120,-0.6569355887748922,0.3739631085035702,1.0308986972784624,0.17832745729878594
compact_experience,43022,chck_100M,ALN-minus-SEP,open_subtitles,120,-0.1916488593655231,0.41975640855525853,0.6114052679207816,0.09974375913659868
compact_experience,43022,chck_100M,ALN-minus-SEP,simple_wiki,115,-0.5623783268520366,0.06239594273957545,0.624774269591612,0.13584207933893225
compact_experience,43022,chck_100M,ALN-minus-SEP,switchboard,51,-0.5251813257551369,-0.01851600379336114,0.5066653219617757,0.10928746992324918
compact_experience,43022,chck_100M,SHUF-minus-SEP,bnc_spoken,120,-0.26350473281636366,-0.08006254061862515,0.18344219219773852,0.08663214895310567
compact_experience,43022,chck_100M,SHUF-minus-SEP,childes,108,-0.490640701464094,-0.0941006129141897,0.3965400885499043,0.12511317390453341
compact_experience,43022,chck_100M,SHUF-minus-SEP,gutenberg,120,-0.3336121939035365,0.11109384507096062,0.4447060389744972,0.11416531526847312
compact_experience,43022,chck_100M,SHUF-minus-SEP,open_subtitles,120,-0.261098964488095,0.10293409818647585,0.3640330626745708,0.07841386238331106
compact_experience,43022,chck_100M,SHUF-minus-SEP,simple_wiki,115,-0.2830817121202531,-0.04488901238048287,0.23819269973977023,0.09786237173103912
compact_experience,43022,chck_100M,SHUF-minus-SEP,switchboard,51,-0.24574199749850759,0.014089650602317323,0.25983164810082493,0.1068982406540067
compact_experience,43122,chck_100M,ALN-minus-OFF,bnc_spoken,120,0.0001907599837674449,0.13881112747573449,0.13862036749196704,0.07996608501451703
compact_experience,43122,chck_100M,ALN-minus-OFF,childes,108,-0.19296137478404826,-0.019069952848238043,0.17389142193581023,0.12901570949007532
compact_experience,43122,chck_100M,ALN-minus-OFF,gutenberg,120,-0.2636059265913597,0.2591026532153288,0.5227085798066885,0.12411960373866217
compact_experience,43122,chck_100M,ALN-minus-OFF,open_subtitles,120,0.2321835800557892,0.2484861115522411,0.016302531496451896,0.1283622291757283
compact_experience,43122,chck_100M,ALN-minus-OFF,simple_wiki,115,-0.14440002691648576,0.10836635793194822,0.252766384848434,0.1073858532453538
compact_experience,43122,chck_100M,ALN-minus-OFF,switchboard,51,-0.10847365081894632,0.004422410829540561,0.11289606164848688,0.08625462234753291
compact_experience,43122,chck_100M,SHUF-minus-OFF,bnc_spoken,120,0.12199217625893652,-0.004529614135390147,-0.12652179039432668,0.06949062461259381
compact_experience,43122,chck_100M,SHUF-minus-OFF,childes,108,0.06289743872046663,-0.24397247147485526,-0.3068699101953219,0.12502390648477693
compact_experience,43122,chck_100M,SHUF-minus-OFF,gutenberg,120,0.032393180320893104,0.029251059199062488,-0.0031421211218306175,0.07000138671299959
compact_experience,43122,chck_100M,SHUF-minus-OFF,open_subtitles,120,0.12917204152933362,0.0867526576917347,-0.04241938383759892,0.07986984048219534
compact_experience,43122,chck_100M,SHUF-minus-OFF,simple_wiki,115,0.11411640324994274,0.011177752594180081,-0.10293865065576266,0.08520881189953401
compact_experience,43122,chck_100M,SHUF-minus-OFF,switchboard,51,-0.05143101531647,0.016100313989262954,0.06753132930573295,0.08601628138196138
compact_experience,43122,chck_100M,ALN-minus-SHUF,bnc_spoken,120,-0.12180141627516908,0.14334074161112464,0.2651421578862937,0.09339591631543127
compact_experience,43122,chck_100M,ALN-minus-SHUF,childes,108,-0.2558588135045149,0.22490251862661723,0.48076133213113215,0.11287045075773074
compact_experience,43122,chck_100M,ALN-minus-SHUF,gutenberg,120,-0.2959991069122528,0.22985159401626637,0.5258507009285192,0.11051593671194818
compact_experience,43122,chck_100M,ALN-minus-SHUF,open_subtitles,120,0.1030115385264556,0.16173345386050642,0.058721915334050814,0.11274946510060192
compact_experience,43122,chck_100M,ALN-minus-SHUF,simple_wiki,115,-0.2585164301664285,0.09718860533776814,0.35570503550419663,0.1033161596262746
compact_experience,43122,chck_100M,ALN-minus-SHUF,switchboard,51,-0.05704263550247632,-0.011677903159722393,0.04536473234275393,0.10177779408028022
