arm,variant,data_arm,checkpoint,words,BLiMP,Supplement,EWoK,Entity,COMPS,GlobalPIQA,Reading,cheap7,cheap6_no_GlobalPIQA,cheap5_no_GlobalPIQA_Reading,EWoK_plus_Entity_sum,Supplement,Entity,COMPS,summary_path,per_target
full_compact,full_p2c_c2p_abs,compact,chck_80M,80000000,66.11,60.66,51.01,27.06,51.93,35.58,8.29,42.94857142857143,44.17666666666666,51.354,78.07,60.66,27.06,51.93,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/full_compact/chck_80M/arch_full_compact_chck_80M_summary.json,experiments/archive/frontier_consolidation/data/legal_mature_treatment_effect_eval/per_target/complianttok_reinvest_seed43022_80M.json
full_repeat,full_p2c_c2p_abs,repeat,chck_80M,80000000,66.58,60.34,49.74,26.42,51.59,39.065,7.895,43.09,43.76083333333334,50.934000000000005,76.16,60.34,26.42,51.59,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/full_repeat/chck_80M/arch_full_repeat_chck_80M_summary.json,experiments/archive/frontier_consolidation/data/architecture_interaction_selected_panel_final/full_repeat/chck_80M/eval/per_target/arch_full_repeat_chck_80M.json
nodis_compact,commoncopy_no_disentangle_abs,compact,chck_80M,80000000,56.34,53.02,50.64,18.47,51.45,38.635,8.045,39.51428571428571,39.660833333333336,45.984,69.11,53.02,18.47,51.45,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_compact/chck_80M/arch_nodis_compact_chck_80M_summary.json,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_compact/chck_80M/eval/per_target/arch_nodis_compact_chck_80M.json
nodis_repeat,commoncopy_no_disentangle_abs,repeat,chck_80M,80000000,55.91,52.5,50.52,17.98,51.13,35.65,7.965,38.807857142857145,39.33416666666667,45.608000000000004,68.5,52.5,17.98,51.13,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_repeat/chck_80M/arch_nodis_repeat_chck_80M_summary.json,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_repeat/chck_80M/eval/per_target/arch_nodis_repeat_chck_80M.json
full_compact,full_p2c_c2p_abs,compact,chck_100M,100000000,65.87,61.17,50.39,27.4,52.01,36.065,8.135,43.005714285714284,44.1625,51.368,77.78999999999999,61.17,27.4,52.01,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/full_compact/chck_100M/arch_full_compact_chck_100M_summary.json,experiments/archive/frontier_consolidation/data/compliant_full_eval/per_target/complianttok_reinvest_seed43022.json
full_repeat,full_p2c_c2p_abs,repeat,chck_100M,100000000,66.99,60.96,51.25,25.77,51.53,39.565,7.705,43.395714285714284,44.034166666666664,51.3,77.02,60.96,25.77,51.53,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/full_repeat/chck_100M/arch_full_repeat_chck_100M_summary.json,experiments/archive/frontier_consolidation/data/architecture_interaction_selected_panel_final/full_repeat/chck_100M/eval/per_target/arch_full_repeat_chck_100M.json
nodis_compact,commoncopy_no_disentangle_abs,compact,chck_100M,100000000,56.78,53.47,49.94,18.86,51.4,37.65,8.01,39.44428571428571,39.74333333333333,46.089999999999996,68.8,53.47,18.86,51.4,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_compact/chck_100M/arch_nodis_compact_chck_100M_summary.json,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_compact/chck_100M/eval/per_target/arch_nodis_compact_chck_100M.json
nodis_repeat,commoncopy_no_disentangle_abs,repeat,chck_100M,100000000,55.94,53.4,49.55,17.95,51.5,33.695,8.0,38.57642857142857,39.39,45.668,67.5,53.4,17.95,51.5,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_repeat/chck_100M/arch_nodis_repeat_chck_100M_summary.json,experiments/archive/frontier_consolidation/data/commoncopy_architecture_interaction_selected_panel/nodis_repeat/chck_100M/eval/per_target/arch_nodis_repeat_chck_100M.json
