frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00001,BASE_0001,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00002,BASE_0001,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00003,BASE_0001,last_event,empty_full,glass,empty,full,2.409726619720459,2.4438095092773438,-0.034082889556884766,-2.4438095092773438,False,True,False
IF_00004,BASE_0001,consistent_prior,empty_full,glass,empty,full,9.223133444786072,-5.342718228697777,14.565851673483849,5.342718228697777,True,False,False
IF_00005,BASE_0001,distractor_event,empty_full,glass,empty,full,2.956972360610962,3.060246706008911,-0.10327434539794922,-3.060246706008911,False,True,False
IF_00006,BASE_0001,contradict_bare,empty_full,glass,empty,full,-4.285448044538498,9.12731547653675,-13.412763521075249,-9.12731547653675,False,False,False
IF_00007,BASE_0001,contradict_temporal,empty_full,glass,empty,full,-4.179989039897919,9.031991809606552,-13.21198084950447,-9.031991809606552,False,False,False
IF_00008,BASE_0001,contradict_reinforced,empty_full,glass,empty,full,-5.643141612410545,8.852808997035027,-14.495950609445572,-8.852808997035027,False,False,False
IF_00009,BASE_0001,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
IF_00010,BASE_0001,reported_event,empty_full,glass,empty,full,1.3758902549743652,2.1633377075195312,-0.787447452545166,-2.1633377075195312,False,True,False
IF_00011,BASE_0002,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00012,BASE_0002,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00013,BASE_0002,last_event,empty_full,glass,empty,full,3.2838594913482666,2.7522988319396973,0.5315606594085693,-2.7522988319396973,False,True,False
IF_00014,BASE_0002,consistent_prior,empty_full,glass,empty,full,9.56540159881115,-5.379276797175407,14.944678395986557,5.379276797175407,True,False,False
IF_00015,BASE_0002,distractor_event,empty_full,glass,empty,full,3.9314541816711426,3.5384225845336914,0.39303159713745117,-3.5384225845336914,False,True,False
IF_00016,BASE_0002,contradict_bare,empty_full,glass,empty,full,-4.243063867092133,9.521428927779198,-13.76449279487133,-9.521428927779198,False,False,False
IF_00017,BASE_0002,contradict_temporal,empty_full,glass,empty,full,-4.152963727712631,9.270403429865837,-13.423367157578468,-9.270403429865837,False,False,False
IF_00018,BASE_0002,contradict_reinforced,empty_full,glass,empty,full,-5.560834929347038,9.021288201212883,-14.582123130559921,-9.021288201212883,False,False,False
IF_00019,BASE_0002,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
IF_00020,BASE_0002,reported_event,empty_full,glass,empty,full,3.0483665466308594,3.224505662918091,-0.17613911628723145,-3.224505662918091,False,True,False
IF_00021,BASE_0003,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00022,BASE_0003,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00023,BASE_0003,last_event,empty_full,glass,empty,full,2.94061017036438,2.4717020988464355,0.46890807151794434,-2.4717020988464355,False,True,False
IF_00024,BASE_0003,consistent_prior,empty_full,glass,empty,full,9.218417227268219,-5.396495997905731,14.61491322517395,5.396495997905731,True,False,False
IF_00025,BASE_0003,distractor_event,empty_full,glass,empty,full,3.371635913848877,3.1836516857147217,0.18798422813415527,-3.1836516857147217,False,True,False
IF_00026,BASE_0003,contradict_bare,empty_full,glass,empty,full,-4.458687961101532,9.16764049232006,-13.626328453421593,-9.16764049232006,False,False,False
IF_00027,BASE_0003,contradict_temporal,empty_full,glass,empty,full,-4.216309666633606,9.072925791144371,-13.289235457777977,-9.072925791144371,False,False,False
IF_00028,BASE_0003,contradict_reinforced,empty_full,glass,empty,full,-5.579505071043968,8.842727839946747,-14.422232910990715,-8.842727839946747,False,False,False
IF_00029,BASE_0003,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
IF_00030,BASE_0003,reported_event,empty_full,glass,empty,full,3.6857080459594727,3.7062292098999023,-0.020521163940429688,-3.7062292098999023,False,True,False
IF_00031,BASE_0004,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00032,BASE_0004,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00033,BASE_0004,last_event,empty_full,glass,empty,full,2.698748826980591,2.7520251274108887,-0.05327630043029785,-2.7520251274108887,False,True,False
IF_00034,BASE_0004,consistent_prior,empty_full,glass,empty,full,9.337576299905777,-5.434069216251373,14.77164551615715,5.434069216251373,True,False,False
IF_00035,BASE_0004,distractor_event,empty_full,glass,empty,full,4.044415712356567,3.9266128540039062,0.11780285835266113,-3.9266128540039062,False,True,False
IF_00036,BASE_0004,contradict_bare,empty_full,glass,empty,full,-4.478959828615189,9.157730370759964,-13.636690199375153,-9.157730370759964,False,False,False
IF_00037,BASE_0004,contradict_temporal,empty_full,glass,empty,full,-4.2094630897045135,9.06961776316166,-13.279080852866173,-9.06961776316166,False,False,False
IF_00038,BASE_0004,contradict_reinforced,empty_full,glass,empty,full,-5.593241840600967,8.858450397849083,-14.45169223845005,-8.858450397849083,False,False,False
IF_00039,BASE_0004,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
IF_00040,BASE_0004,reported_event,empty_full,glass,empty,full,2.40633487701416,3.191009998321533,-0.784675121307373,-3.191009998321533,False,True,False
IF_00041,BASE_0005,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00042,BASE_0005,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00043,BASE_0005,last_event,empty_full,glass,empty,full,2.2789230346679688,2.2850449085235596,-0.00612187385559082,-2.2850449085235596,False,True,False
IF_00044,BASE_0005,consistent_prior,empty_full,glass,empty,full,9.121193036437035,-5.483541741967201,14.604734778404236,5.483541741967201,True,False,False
IF_00045,BASE_0005,distractor_event,empty_full,glass,empty,full,2.782085657119751,2.73317551612854,0.04891014099121094,-2.73317551612854,False,True,False
IF_00046,BASE_0005,contradict_bare,empty_full,glass,empty,full,-4.413514345884323,9.114139378070831,-13.527653723955154,-9.114139378070831,False,False,False
IF_00047,BASE_0005,contradict_temporal,empty_full,glass,empty,full,-4.281957745552063,9.045158803462982,-13.327116549015045,-9.045158803462982,False,False,False
IF_00048,BASE_0005,contradict_reinforced,empty_full,glass,empty,full,-5.726256743073463,8.84094949066639,-14.567206233739853,-8.84094949066639,False,False,False
IF_00049,BASE_0005,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
IF_00050,BASE_0005,reported_event,empty_full,glass,empty,full,1.3544893264770508,1.6920061111450195,-0.33751678466796875,-1.6920061111450195,False,True,False
IF_00051,BASE_0006,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00052,BASE_0006,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00053,BASE_0006,last_event,empty_full,glass,empty,full,2.369497299194336,2.4880495071411133,-0.11855220794677734,-2.4880495071411133,False,True,False
IF_00054,BASE_0006,consistent_prior,empty_full,glass,empty,full,9.366597443819046,-5.608016595244408,14.974614039063454,5.608016595244408,True,False,False
IF_00055,BASE_0006,distractor_event,empty_full,glass,empty,full,3.3906664848327637,3.3469364643096924,0.04373002052307129,-3.3469364643096924,False,True,False
IF_00056,BASE_0006,contradict_bare,empty_full,glass,empty,full,-4.78238570690155,9.353575095534325,-14.135960802435875,-9.353575095534325,False,False,False
IF_00057,BASE_0006,contradict_temporal,empty_full,glass,empty,full,-4.510791897773743,9.153821662068367,-13.66461355984211,-9.153821662068367,False,False,False
IF_00058,BASE_0006,contradict_reinforced,empty_full,glass,empty,full,-6.067368045449257,8.973094791173935,-15.040462836623192,-8.973094791173935,False,False,False
IF_00059,BASE_0006,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
IF_00060,BASE_0006,reported_event,empty_full,glass,empty,full,2.356034278869629,2.860860824584961,-0.504826545715332,-2.860860824584961,False,True,False
IF_00061,BASE_0007,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00062,BASE_0007,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00063,BASE_0007,last_event,empty_full,glass,empty,full,2.9236888885498047,2.801772117614746,0.1219167709350586,-2.801772117614746,False,True,False
IF_00064,BASE_0007,consistent_prior,empty_full,glass,empty,full,9.3125668913126,-5.366077229380608,14.678644120693207,5.366077229380608,True,False,False
IF_00065,BASE_0007,distractor_event,empty_full,glass,empty,full,3.276385545730591,3.307796001434326,-0.03141045570373535,-3.307796001434326,False,True,False
IF_00066,BASE_0007,contradict_bare,empty_full,glass,empty,full,-4.410455882549286,9.376370817422867,-13.786826699972153,-9.376370817422867,False,False,False
IF_00067,BASE_0007,contradict_temporal,empty_full,glass,empty,full,-4.194230318069458,9.184606894850731,-13.378837212920189,-9.184606894850731,False,False,False
IF_00068,BASE_0007,contradict_reinforced,empty_full,glass,empty,full,-5.5432009398937225,8.956728920340538,-14.49992986023426,-8.956728920340538,False,False,False
IF_00069,BASE_0007,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
IF_00070,BASE_0007,reported_event,empty_full,glass,empty,full,2.0477147102355957,2.6833484172821045,-0.6356337070465088,-2.6833484172821045,False,True,False
IF_00071,BASE_0008,no_context,empty_full,glass,empty,full,2.8986191749572754,2.8986191749572754,0.0,-2.8986191749572754,False,True,False
IF_00072,BASE_0008,explicit_final,empty_full,glass,empty,full,9.741426572203636,-7.635243594646454,17.37667016685009,7.635243594646454,True,False,False
IF_00073,BASE_0008,last_event,empty_full,glass,empty,full,3.0788540840148926,2.521573543548584,0.5572805404663086,-2.521573543548584,False,True,False
IF_00074,BASE_0008,consistent_prior,empty_full,glass,empty,full,9.475661784410477,-5.5722543597221375,15.047916144132614,5.5722543597221375,True,False,False
IF_00075,BASE_0008,distractor_event,empty_full,glass,empty,full,3.8750314712524414,3.5150651931762695,0.3599662780761719,-3.5150651931762695,False,True,False
IF_00076,BASE_0008,contradict_bare,empty_full,glass,empty,full,-4.330005705356598,9.49411529302597,-13.824120998382568,-9.49411529302597,False,False,False
IF_00077,BASE_0008,contradict_temporal,empty_full,glass,empty,full,-4.22642719745636,9.193333148956299,-13.419760346412659,-9.193333148956299,False,False,False
IF_00078,BASE_0008,contradict_reinforced,empty_full,glass,empty,full,-5.605229169130325,8.91953431069851,-14.524763479828835,-8.91953431069851,False,False,False
IF_00079,BASE_0008,explicit_override,empty_full,glass,empty,full,5.383345201611519,-0.6162252426147461,5.999570444226265,0.6162252426147461,True,False,False
