role,group,n,accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words
OFF,rel_ge2,3916,24.20837589376915,3.1179775280898876,9.274770173646578,136.0349846782431
OFF,rel_ge3,2650,25.849056603773583,3.6520754716981134,9.80188679245283,140.93735849056603
OFF,rel_ge4,1420,27.323943661971832,4.216901408450704,10.112676056338028,143.64225352112675
OFF,rel_updates_0,1541,24.20506164828034,0.0,3.388059701492537,88.73329007138221
OFF,rel_updates_1,1323,15.192743764172336,1.0,6.316704459561603,111.98185941043084
OFF,rel_updates_2,1266,20.774091627172194,2.0,8.171406003159557,125.77330173775671
OFF,rel_updates_3,1230,24.146341463414632,3.0,9.44308943089431,137.81463414634146
OFF,rel_updates_4,1112,26.70863309352518,4.0,10.02158273381295,142.931654676259
OFF,rel_updates_5,308,29.545454545454547,5.0,10.441558441558442,146.2077922077922
OFF,total_ops_0,304,26.644736842105267,0.0,0.0,61.473684210526315
OFF,total_ops_1,331,26.283987915407852,0.22356495468277945,1.0,69.66465256797584
OFF,total_ops_10,733,22.10095497953615,2.8076398362892223,10.0,141.51841746248294
OFF,total_ops_11,828,24.396135265700483,2.9504830917874396,11.0,149.18961352657004
OFF,total_ops_12,919,22.63329706202394,3.115342763873776,12.0,158.37431991294886
OFF,total_ops_2,339,24.48377581120944,0.4424778761061947,2.0,77.53687315634218
OFF,total_ops_3,358,20.391061452513966,0.723463687150838,3.0,85.74022346368714
OFF,total_ops_4,369,17.615176151761517,1.005420054200542,4.0,93.0
OFF,total_ops_5,393,21.374045801526716,1.3231552162849873,5.0,101.42493638676845
OFF,total_ops_6,446,22.869955156950674,1.6591928251121075,6.0,109.03363228699551
OFF,total_ops_7,508,20.866141732283463,2.045275590551181,7.0,117.93897637795276
OFF,total_ops_8,592,21.114864864864867,2.285472972972973,8.0,126.08952702702703
OFF,total_ops_9,660,21.818181818181817,2.5196969696969695,9.0,134.4
SEP,ALL,6780,19.896755162241888,1.9960176991150442,7.359587020648967,120.59041297935103
SEP,rel0_total_ops_0,304,23.026315789473685,0.0,0.0,61.473684210526315
SEP,rel0_total_ops_1,257,17.509727626459142,0.0,1.0,69.715953307393
SEP,rel0_total_ops_10,36,16.666666666666664,0.0,10.0,143.72222222222223
SEP,rel0_total_ops_11,32,9.375,0.0,11.0,148.96875
SEP,rel0_total_ops_12,30,10.0,0.0,12.0,157.36666666666667
SEP,rel0_total_ops_2,212,15.09433962264151,0.0,2.0,77.93867924528301
SEP,rel0_total_ops_3,172,12.209302325581394,0.0,3.0,85.88372093023256
SEP,rel0_total_ops_4,131,15.267175572519085,0.0,4.0,93.36641221374046
SEP,rel0_total_ops_5,104,12.5,0.0,5.0,100.5673076923077
SEP,rel0_total_ops_6,88,14.772727272727273,0.0,6.0,107.64772727272727
SEP,rel0_total_ops_7,66,19.696969696969695,0.0,7.0,117.81818181818181
SEP,rel0_total_ops_8,63,14.285714285714285,0.0,8.0,127.47619047619048
SEP,rel0_total_ops_9,46,26.08695652173913,0.0,9.0,134.91304347826087
SEP,rel_eq0,1541,16.872160934458144,0.0,3.388059701492537,88.73329007138221
SEP,rel_ge1,5239,20.78640962015652,2.5831265508684864,8.527772475663294,129.96087039511357
SEP,rel_ge2,3916,21.961184882533196,3.1179775280898876,9.274770173646578,136.0349846782431
SEP,rel_ge3,2650,22.339622641509436,3.6520754716981134,9.80188679245283,140.93735849056603
SEP,rel_ge4,1420,23.450704225352112,4.216901408450704,10.112676056338028,143.64225352112675
SEP,rel_updates_0,1541,16.872160934458144,0.0,3.388059701492537,88.73329007138221
SEP,rel_updates_1,1323,17.30914588057445,1.0,6.316704459561603,111.98185941043084
SEP,rel_updates_2,1266,21.169036334913113,2.0,8.171406003159557,125.77330173775671
SEP,rel_updates_3,1230,21.056910569105693,3.0,9.44308943089431,137.81463414634146
SEP,rel_updates_4,1112,22.571942446043167,4.0,10.02158273381295,142.931654676259
SEP,rel_updates_5,308,26.623376623376622,5.0,10.441558441558442,146.2077922077922
SEP,total_ops_0,304,23.026315789473685,0.0,0.0,61.473684210526315
SEP,total_ops_1,331,16.61631419939577,0.22356495468277945,1.0,69.66465256797584
SEP,total_ops_10,733,22.237380627557982,2.8076398362892223,10.0,141.51841746248294
SEP,total_ops_11,828,19.685990338164252,2.9504830917874396,11.0,149.18961352657004
SEP,total_ops_12,919,19.58650707290533,3.115342763873776,12.0,158.37431991294886
SEP,total_ops_2,339,17.10914454277286,0.4424778761061947,2.0,77.53687315634218
SEP,total_ops_3,358,18.156424581005588,0.723463687150838,3.0,85.74022346368714
SEP,total_ops_4,369,16.802168021680217,1.005420054200542,4.0,93.0
SEP,total_ops_5,393,18.06615776081425,1.3231552162849873,5.0,101.42493638676845
SEP,total_ops_6,446,20.179372197309416,1.6591928251121075,6.0,109.03363228699551
SEP,total_ops_7,508,21.653543307086615,2.045275590551181,7.0,117.93897637795276
SEP,total_ops_8,592,20.60810810810811,2.285472972972973,8.0,126.08952702702703
SEP,total_ops_9,660,21.21212121212121,2.5196969696969695,9.0,134.4
SHUF,ALL,6780,21.430678466076696,1.9960176991150442,7.359587020648967,120.59041297935103
SHUF,rel0_total_ops_0,304,25.986842105263158,0.0,0.0,61.473684210526315
SHUF,rel0_total_ops_1,257,24.90272373540856,0.0,1.0,69.715953307393
SHUF,rel0_total_ops_10,36,13.88888888888889,0.0,10.0,143.72222222222223
SHUF,rel0_total_ops_11,32,12.5,0.0,11.0,148.96875
SHUF,rel0_total_ops_12,30,6.666666666666667,0.0,12.0,157.36666666666667
SHUF,rel0_total_ops_2,212,18.867924528301888,0.0,2.0,77.93867924528301
SHUF,rel0_total_ops_3,172,21.511627906976745,0.0,3.0,85.88372093023256
SHUF,rel0_total_ops_4,131,18.3206106870229,0.0,4.0,93.36641221374046
SHUF,rel0_total_ops_5,104,21.153846153846153,0.0,5.0,100.5673076923077
SHUF,rel0_total_ops_6,88,18.181818181818183,0.0,6.0,107.64772727272727
SHUF,rel0_total_ops_7,66,10.606060606060606,0.0,7.0,117.81818181818181
SHUF,rel0_total_ops_8,63,11.11111111111111,0.0,8.0,127.47619047619048
SHUF,rel0_total_ops_9,46,19.565217391304348,0.0,9.0,134.91304347826087
SHUF,rel_eq0,1541,20.506164828033743,0.0,3.388059701492537,88.73329007138221
SHUF,rel_ge1,5239,21.702615002863144,2.5831265508684864,8.527772475663294,129.96087039511357
SHUF,rel_ge2,3916,23.518896833503575,3.1179775280898876,9.274770173646578,136.0349846782431
SHUF,rel_ge3,2650,25.245283018867926,3.6520754716981134,9.80188679245283,140.93735849056603
SHUF,rel_ge4,1420,27.887323943661972,4.216901408450704,10.112676056338028,143.64225352112675
SHUF,rel_updates_0,1541,20.506164828033743,0.0,3.388059701492537,88.73329007138221
SHUF,rel_updates_1,1323,16.3265306122449,1.0,6.316704459561603,111.98185941043084
SHUF,rel_updates_2,1266,19.90521327014218,2.0,8.171406003159557,125.77330173775671
SHUF,rel_updates_3,1230,22.195121951219512,3.0,9.44308943089431,137.81463414634146
SHUF,rel_updates_4,1112,26.70863309352518,4.0,10.02158273381295,142.931654676259
SHUF,rel_updates_5,308,32.142857142857146,5.0,10.441558441558442,146.2077922077922
SHUF,total_ops_0,304,25.986842105263158,0.0,0.0,61.473684210526315
SHUF,total_ops_1,331,22.658610271903324,0.22356495468277945,1.0,69.66465256797584
SHUF,total_ops_10,733,21.418826739427015,2.8076398362892223,10.0,141.51841746248294
SHUF,total_ops_11,828,21.256038647342994,2.9504830917874396,11.0,149.18961352657004
SHUF,total_ops_12,919,22.95973884657236,3.115342763873776,12.0,158.37431991294886
SHUF,total_ops_2,339,17.10914454277286,0.4424778761061947,2.0,77.53687315634218
SHUF,total_ops_3,358,19.273743016759777,0.723463687150838,3.0,85.74022346368714
SHUF,total_ops_4,369,20.05420054200542,1.005420054200542,4.0,93.0
SHUF,total_ops_5,393,22.900763358778626,1.3231552162849873,5.0,101.42493638676845
SHUF,total_ops_6,446,21.524663677130047,1.6591928251121075,6.0,109.03363228699551
SHUF,total_ops_7,508,20.669291338582678,2.045275590551181,7.0,117.93897637795276
SHUF,total_ops_8,592,20.27027027027027,2.285472972972973,8.0,126.08952702702703
SHUF,total_ops_9,660,21.666666666666668,2.5196969696969695,9.0,134.4
