role,group,n,accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words
ALN,ALL,6780,25.781710914454276,1.9960176991150442,7.359587020648967,120.59041297935103
ALN,rel0_total_ops_0,304,36.18421052631579,0.0,0.0,61.473684210526315
ALN,rel0_total_ops_1,257,33.46303501945525,0.0,1.0,69.715953307393
ALN,rel0_total_ops_10,36,36.11111111111111,0.0,10.0,143.72222222222223
ALN,rel0_total_ops_11,32,25.0,0.0,11.0,148.96875
ALN,rel0_total_ops_12,30,36.666666666666664,0.0,12.0,157.36666666666667
ALN,rel0_total_ops_2,212,37.735849056603776,0.0,2.0,77.93867924528301
ALN,rel0_total_ops_3,172,43.02325581395349,0.0,3.0,85.88372093023256
ALN,rel0_total_ops_4,131,38.93129770992366,0.0,4.0,93.36641221374046
ALN,rel0_total_ops_5,104,40.38461538461539,0.0,5.0,100.5673076923077
ALN,rel0_total_ops_6,88,42.04545454545455,0.0,6.0,107.64772727272727
ALN,rel0_total_ops_7,66,36.36363636363637,0.0,7.0,117.81818181818181
ALN,rel0_total_ops_8,63,36.507936507936506,0.0,8.0,127.47619047619048
ALN,rel0_total_ops_9,46,30.434782608695656,0.0,9.0,134.91304347826087
ALN,rel_eq0,1541,37.183646982478905,0.0,3.388059701492537,88.73329007138221
ALN,rel_ge1,5239,22.427944264172552,2.5831265508684864,8.527772475663294,129.96087039511357
ALN,rel_ge2,3916,24.412665985699693,3.1179775280898876,9.274770173646578,136.0349846782431
ALN,rel_ge3,2650,26.37735849056604,3.6520754716981134,9.80188679245283,140.93735849056603
ALN,rel_ge4,1420,28.028169014084508,4.216901408450704,10.112676056338028,143.64225352112675
ALN,rel_updates_0,1541,37.183646982478905,0.0,3.388059701492537,88.73329007138221
ALN,rel_updates_1,1323,16.55328798185941,1.0,6.316704459561603,111.98185941043084
ALN,rel_updates_2,1266,20.300157977883096,2.0,8.171406003159557,125.77330173775671
ALN,rel_updates_3,1230,24.471544715447155,3.0,9.44308943089431,137.81463414634146
ALN,rel_updates_4,1112,28.23741007194245,4.0,10.02158273381295,142.931654676259
ALN,rel_updates_5,308,27.27272727272727,5.0,10.441558441558442,146.2077922077922
ALN,total_ops_0,304,36.18421052631579,0.0,0.0,61.473684210526315
ALN,total_ops_1,331,29.305135951661633,0.22356495468277945,1.0,69.66465256797584
ALN,total_ops_10,733,24.69304229195089,2.8076398362892223,10.0,141.51841746248294
ALN,total_ops_11,828,23.67149758454106,2.9504830917874396,11.0,149.18961352657004
ALN,total_ops_12,919,24.37431991294886,3.115342763873776,12.0,158.37431991294886
ALN,total_ops_2,339,28.023598820058996,0.4424778761061947,2.0,77.53687315634218
ALN,total_ops_3,358,30.16759776536313,0.723463687150838,3.0,85.74022346368714
ALN,total_ops_4,369,26.558265582655828,1.005420054200542,4.0,93.0
ALN,total_ops_5,393,25.190839694656486,1.3231552162849873,5.0,101.42493638676845
ALN,total_ops_6,446,27.130044843049326,1.6591928251121075,6.0,109.03363228699551
ALN,total_ops_7,508,23.818897637795274,2.045275590551181,7.0,117.93897637795276
ALN,total_ops_8,592,22.466216216216218,2.285472972972973,8.0,126.08952702702703
ALN,total_ops_9,660,25.0,2.5196969696969695,9.0,134.4
DUP,ALL,6780,24.867256637168143,1.9960176991150442,7.359587020648967,120.59041297935103
DUP,rel0_total_ops_0,304,42.10526315789473,0.0,0.0,61.473684210526315
DUP,rel0_total_ops_1,257,43.57976653696498,0.0,1.0,69.715953307393
DUP,rel0_total_ops_10,36,25.0,0.0,10.0,143.72222222222223
DUP,rel0_total_ops_11,32,34.375,0.0,11.0,148.96875
DUP,rel0_total_ops_12,30,36.666666666666664,0.0,12.0,157.36666666666667
DUP,rel0_total_ops_2,212,39.62264150943396,0.0,2.0,77.93867924528301
DUP,rel0_total_ops_3,172,38.95348837209303,0.0,3.0,85.88372093023256
DUP,rel0_total_ops_4,131,36.6412213740458,0.0,4.0,93.36641221374046
DUP,rel0_total_ops_5,104,38.46153846153847,0.0,5.0,100.5673076923077
DUP,rel0_total_ops_6,88,44.31818181818182,0.0,6.0,107.64772727272727
DUP,rel0_total_ops_7,66,37.878787878787875,0.0,7.0,117.81818181818181
DUP,rel0_total_ops_8,63,34.92063492063492,0.0,8.0,127.47619047619048
DUP,rel0_total_ops_9,46,34.78260869565217,0.0,9.0,134.91304347826087
DUP,rel_eq0,1541,39.71447112264763,0.0,3.388059701492537,88.73329007138221
DUP,rel_ge1,5239,20.500095438060697,2.5831265508684864,8.527772475663294,129.96087039511357
DUP,rel_ge2,3916,22.088866189989787,3.1179775280898876,9.274770173646578,136.0349846782431
DUP,rel_ge3,2650,23.58490566037736,3.6520754716981134,9.80188679245283,140.93735849056603
DUP,rel_ge4,1420,25.774647887323944,4.216901408450704,10.112676056338028,143.64225352112675
DUP,rel_updates_0,1541,39.71447112264763,0.0,3.388059701492537,88.73329007138221
DUP,rel_updates_1,1323,15.797430083144368,1.0,6.316704459561603,111.98185941043084
DUP,rel_updates_2,1266,18.95734597156398,2.0,8.171406003159557,125.77330173775671
DUP,rel_updates_3,1230,21.056910569105693,3.0,9.44308943089431,137.81463414634146
DUP,rel_updates_4,1112,26.169064748201436,4.0,10.02158273381295,142.931654676259
DUP,rel_updates_5,308,24.350649350649352,5.0,10.441558441558442,146.2077922077922
DUP,total_ops_0,304,42.10526315789473,0.0,0.0,61.473684210526315
DUP,total_ops_1,331,36.85800604229607,0.22356495468277945,1.0,69.66465256797584
DUP,total_ops_10,733,21.69167803547067,2.8076398362892223,10.0,141.51841746248294
DUP,total_ops_11,828,23.18840579710145,2.9504830917874396,11.0,149.18961352657004
DUP,total_ops_12,919,21.10990206746464,3.115342763873776,12.0,158.37431991294886
DUP,total_ops_2,339,30.383480825958703,0.4424778761061947,2.0,77.53687315634218
DUP,total_ops_3,358,25.977653631284912,0.723463687150838,3.0,85.74022346368714
DUP,total_ops_4,369,22.22222222222222,1.005420054200542,4.0,93.0
DUP,total_ops_5,393,23.155216284987276,1.3231552162849873,5.0,101.42493638676845
DUP,total_ops_6,446,26.23318385650224,1.6591928251121075,6.0,109.03363228699551
DUP,total_ops_7,508,22.83464566929134,2.045275590551181,7.0,117.93897637795276
DUP,total_ops_8,592,22.972972972972975,2.285472972972973,8.0,126.08952702702703
DUP,total_ops_9,660,23.18181818181818,2.5196969696969695,9.0,134.4
OFF,ALL,6780,22.448377581120944,1.9960176991150442,7.359587020648967,120.59041297935103
OFF,rel0_total_ops_0,304,26.644736842105267,0.0,0.0,61.473684210526315
OFF,rel0_total_ops_1,257,29.961089494163424,0.0,1.0,69.715953307393
OFF,rel0_total_ops_10,36,11.11111111111111,0.0,10.0,143.72222222222223
OFF,rel0_total_ops_11,32,15.625,0.0,11.0,148.96875
OFF,rel0_total_ops_12,30,10.0,0.0,12.0,157.36666666666667
OFF,rel0_total_ops_2,212,27.830188679245282,0.0,2.0,77.93867924528301
OFF,rel0_total_ops_3,172,25.581395348837212,0.0,3.0,85.88372093023256
OFF,rel0_total_ops_4,131,19.083969465648856,0.0,4.0,93.36641221374046
OFF,rel0_total_ops_5,104,22.115384615384613,0.0,5.0,100.5673076923077
OFF,rel0_total_ops_6,88,25.0,0.0,6.0,107.64772727272727
OFF,rel0_total_ops_7,66,21.21212121212121,0.0,7.0,117.81818181818181
OFF,rel0_total_ops_8,63,11.11111111111111,0.0,8.0,127.47619047619048
OFF,rel0_total_ops_9,46,19.565217391304348,0.0,9.0,134.91304347826087
OFF,rel_eq0,1541,24.20506164828034,0.0,3.388059701492537,88.73329007138221
OFF,rel_ge1,5239,21.931666348539796,2.5831265508684864,8.527772475663294,129.96087039511357
