overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
ALL,ALL,ALNminusOFF,gain_T_vs_U,1200,1.8247756428470083,0.06486300025977013,0.7916666666666666
ALL,ALL,ALNminusOFF,gain_T_vs_N,1200,1.502061263656748,0.06645305212346869,0.74
ALL,ALL,ALNminusOFF,gain_U_vs_N,1200,-0.32271437919026036,0.037762736684366964,0.3883333333333333
ALL,ALL,ALNminusSEP,gain_T_vs_U,1200,3.1177358254430065,0.07655993805701262,0.8516666666666667
ALL,ALL,ALNminusSEP,gain_T_vs_N,1200,2.6866649960775004,0.0780205446228767,0.8041666666666667
ALL,ALL,ALNminusSEP,gain_U_vs_N,1200,-0.4310708293655059,0.036477158844200414,0.3641666666666667
ALL,ALL,ALNminusSHUF,gain_T_vs_U,1200,2.3480670066335008,0.0690107781737145,0.82
ALL,ALL,ALNminusSHUF,gain_T_vs_N,1200,1.9109246201965204,0.07048039823471101,0.7641666666666667
ALL,ALL,ALNminusSHUF,gain_U_vs_N,1200,-0.4371423864369799,0.03725551352059711,0.35083333333333333
ALL,ALL,SHUFminusOFF,gain_T_vs_U,1200,-0.5232913637864921,0.03655651379783679,0.3675
ALL,ALL,SHUFminusOFF,gain_T_vs_N,1200,-0.4088633565397726,0.037480539601424195,0.39416666666666667
ALL,ALL,SHUFminusOFF,gain_U_vs_N,1200,0.11442800724671945,0.02206520989739184,0.5625
ALL,ALL,SEPminusOFF,gain_T_vs_U,1200,-1.292960182595998,0.047585593694687366,0.23166666666666666
ALL,ALL,SEPminusOFF,gain_T_vs_N,1200,-1.1846037324207523,0.04846992796608212,0.2816666666666667
ALL,ALL,SEPminusOFF,gain_U_vs_N,1200,0.1083564501752456,0.02186912344560158,0.5591666666666667
ALL,ALL,DUPminusOFF,gain_T_vs_U,1200,1.3668297263153688,0.07604925998027745,0.7016666666666667
ALL,ALL,DUPminusOFF,gain_T_vs_N,1200,1.0790849329762406,0.07532180859345494,0.6533333333333333
ALL,ALL,DUPminusOFF,gain_U_vs_N,1200,-0.287744793339128,0.04517053237422955,0.42916666666666664
ALL,ALL,ALNminusDUP,gain_T_vs_U,1200,0.4579459165316398,0.07198446323181336,0.5675
ALL,ALL,ALNminusDUP,gain_T_vs_N,1200,0.42297633068050755,0.06965594218054444,0.5775
ALL,ALL,ALNminusDUP,gain_U_vs_N,1200,-0.03496958585113235,0.04972678234200092,0.4975
ALL,ALL,DUPminusALN,gain_T_vs_U,1200,-0.4579459165316398,0.07198446323181336,0.4325
ALL,ALL,DUPminusALN,gain_T_vs_N,1200,-0.42297633068050755,0.06965594218054444,0.4225
ALL,ALL,DUPminusALN,gain_U_vs_N,1200,0.03496958585113235,0.04972678234200092,0.5025
ALL,ALL,SHUFminusSEP,gain_T_vs_U,1200,0.769668818809506,0.034388501897224935,0.7283333333333334
ALL,ALL,SHUFminusSEP,gain_T_vs_N,1200,0.7757403758809799,0.03569642100965091,0.7275
ALL,ALL,SHUFminusSEP,gain_U_vs_N,1200,0.006071557071473867,0.01776731473461994,0.49916666666666665
ALL,ALL,SEPminusSHUF,gain_T_vs_U,1200,-0.769668818809506,0.034388501897224935,0.27166666666666667
ALL,ALL,SEPminusSHUF,gain_T_vs_N,1200,-0.7757403758809799,0.03569642100965091,0.2725
ALL,ALL,SEPminusSHUF,gain_U_vs_N,1200,-0.006071557071473867,0.01776731473461994,0.5008333333333334
ALL,nonoverlap,ALNminusOFF,gain_T_vs_U,1200,-0.24731164632365107,0.050519764530182525,0.45916666666666667
ALL,nonoverlap,ALNminusOFF,gain_T_vs_N,1200,-0.5933967567762981,0.05024979752132002,0.3575
ALL,nonoverlap,ALNminusOFF,gain_U_vs_N,1200,-0.346085110452647,0.04163927747608839,0.3933333333333333
ALL,nonoverlap,ALNminusSEP,gain_T_vs_U,1200,-0.31766375827913484,0.04971092340637021,0.4325
ALL,nonoverlap,ALNminusSEP,gain_T_vs_N,1200,-0.7700520111734255,0.05020892214213537,0.31583333333333335
ALL,nonoverlap,ALNminusSEP,gain_U_vs_N,1200,-0.4523882528942906,0.040089855398868654,0.37083333333333335
ALL,nonoverlap,ALNminusSHUF,gain_T_vs_U,1200,-0.3251045630520416,0.049336795553838034,0.4325
ALL,nonoverlap,ALNminusSHUF,gain_T_vs_N,1200,-0.7698479889778213,0.05074580399258025,0.3383333333333333
ALL,nonoverlap,ALNminusSHUF,gain_U_vs_N,1200,-0.44474342592577965,0.04174423506543288,0.3675
ALL,nonoverlap,SHUFminusOFF,gain_T_vs_U,1200,0.07779291672839059,0.027723420352042377,0.54
ALL,nonoverlap,SHUFminusOFF,gain_T_vs_N,1200,0.17645123220152326,0.029792168596487163,0.5775
ALL,nonoverlap,SHUFminusOFF,gain_U_vs_N,1200,0.09865831547313267,0.026234753177135608,0.5575
ALL,nonoverlap,SEPminusOFF,gain_T_vs_U,1200,0.07035211195548376,0.026458406742712732,0.5325
ALL,nonoverlap,SEPminusOFF,gain_T_vs_N,1200,0.17665525439712737,0.02908330824065992,0.5858333333333333
ALL,nonoverlap,SEPminusOFF,gain_U_vs_N,1200,0.1063031424416436,0.025352285840540837,0.5433333333333333
ALL,nonoverlap,DUPminusOFF,gain_T_vs_U,1200,-0.8831898433346457,0.06437645315708336,0.36083333333333334
ALL,nonoverlap,DUPminusOFF,gain_T_vs_N,1200,-1.18401665286161,0.06587679121860605,0.3
ALL,nonoverlap,DUPminusOFF,gain_U_vs_N,1200,-0.3008268095269644,0.05235561605521967,0.4116666666666667
ALL,nonoverlap,ALNminusDUP,gain_T_vs_U,1200,0.6358781970109946,0.06719958758205416,0.6075
ALL,nonoverlap,ALNminusDUP,gain_T_vs_N,1200,0.590619896085312,0.06865126044452806,0.605
ALL,nonoverlap,ALNminusDUP,gain_U_vs_N,1200,-0.0452583009256826,0.05817804961369302,0.49833333333333335
ALL,nonoverlap,DUPminusALN,gain_T_vs_U,1200,-0.6358781970109946,0.06719958758205416,0.3925
ALL,nonoverlap,DUPminusALN,gain_T_vs_N,1200,-0.590619896085312,0.06865126044452806,0.395
ALL,nonoverlap,DUPminusALN,gain_U_vs_N,1200,0.0452583009256826,0.05817804961369302,0.5016666666666667
ALL,nonoverlap,SHUFminusSEP,gain_T_vs_U,1200,0.007440804772906833,0.01979230132895125,0.5108333333333334
ALL,nonoverlap,SHUFminusSEP,gain_T_vs_N,1200,-0.0002040221956041203,0.02306643847051579,0.495
ALL,nonoverlap,SHUFminusSEP,gain_U_vs_N,1200,-0.007644826968510937,0.02113696759348259,0.5025
ALL,nonoverlap,SEPminusSHUF,gain_T_vs_U,1200,-0.007440804772906833,0.01979230132895125,0.4891666666666667
ALL,nonoverlap,SEPminusSHUF,gain_T_vs_N,1200,0.0002040221956041203,0.02306643847051579,0.505
ALL,nonoverlap,SEPminusSHUF,gain_U_vs_N,1200,0.007644826968510937,0.02113696759348259,0.4975
ALL,overlap,ALNminusOFF,gain_T_vs_U,1200,3.8968629320176684,0.12109504549251003,0.8183333333333334
ALL,overlap,ALNminusOFF,gain_T_vs_N,1200,3.5975192840897945,0.12355470651210856,0.8016666666666666
ALL,overlap,ALNminusOFF,gain_U_vs_N,1200,-0.29934364792787366,0.0632894504693861,0.43666666666666665
ALL,overlap,ALNminusSEP,gain_T_vs_U,1200,6.553135409165148,0.1474153265210653,0.865
ALL,overlap,ALNminusSEP,gain_T_vs_N,1200,6.143382003328426,0.148626091500816,0.8325
ALL,overlap,ALNminusSEP,gain_U_vs_N,1200,-0.40975340583672126,0.061449886897964545,0.4241666666666667
ALL,overlap,ALNminusSHUF,gain_T_vs_U,1200,5.021238576319043,0.13219271306081126,0.8383333333333334
ALL,overlap,ALNminusSHUF,gain_T_vs_N,1200,4.591697229370863,0.1338664973941285,0.8108333333333333
ALL,overlap,ALNminusSHUF,gain_U_vs_N,1200,-0.4295413469481799,0.06279334266731348,0.425
ALL,overlap,SHUFminusOFF,gain_T_vs_U,1200,-1.1243756443013748,0.06725894029879984,0.3433333333333333
ALL,overlap,SHUFminusOFF,gain_T_vs_N,1200,-0.9941779452810685,0.06824680504856313,0.3616666666666667
ALL,overlap,SHUFminusOFF,gain_U_vs_N,1200,0.13019769902030626,0.035485146342230114,0.5375
ALL,overlap,SEPminusOFF,gain_T_vs_U,1200,-2.6562724771474797,0.09038534269315619,0.21666666666666667
ALL,overlap,SEPminusOFF,gain_T_vs_N,1200,-2.5458627192386323,0.09149428884464975,0.24583333333333332
ALL,overlap,SEPminusOFF,gain_U_vs_N,1200,0.11040975790884758,0.035323879637266145,0.545
ALL,overlap,DUPminusOFF,gain_T_vs_U,1200,3.6168492959653826,0.13929445344911454,0.7633333333333333
ALL,overlap,DUPminusOFF,gain_T_vs_N,1200,3.3421865188140916,0.13954754911127346,0.7391666666666666
ALL,overlap,DUPminusOFF,gain_U_vs_N,1200,-0.27466277715129156,0.07102366546295104,0.475
ALL,overlap,ALNminusDUP,gain_T_vs_U,1200,0.28001363605228513,0.12749126369784788,0.5266666666666666
ALL,overlap,ALNminusDUP,gain_T_vs_N,1200,0.2553327652757031,0.1252371120477292,0.5016666666666667
ALL,overlap,ALNminusDUP,gain_U_vs_N,1200,-0.024680870776582084,0.07983020723163387,0.4891666666666667
ALL,overlap,DUPminusALN,gain_T_vs_U,1200,-0.28001363605228513,0.12749126369784788,0.47333333333333333
ALL,overlap,DUPminusALN,gain_T_vs_N,1200,-0.2553327652757031,0.1252371120477292,0.49833333333333335
ALL,overlap,DUPminusALN,gain_U_vs_N,1200,0.024680870776582084,0.07983020723163387,0.5108333333333334
ALL,overlap,SHUFminusSEP,gain_T_vs_U,1200,1.5318968328461051,0.06500328352508798,0.7283333333333334
ALL,overlap,SHUFminusSEP,gain_T_vs_N,1200,1.5516847739575637,0.06616142757465053,0.7416666666666667
ALL,overlap,SHUFminusSEP,gain_U_vs_N,1200,0.019787941111458672,0.029144589215997347,0.5008333333333334
ALL,overlap,SEPminusSHUF,gain_T_vs_U,1200,-1.5318968328461051,0.06500328352508798,0.27166666666666667
ALL,overlap,SEPminusSHUF,gain_T_vs_N,1200,-1.5516847739575637,0.06616142757465053,0.25833333333333336
ALL,overlap,SEPminusSHUF,gain_U_vs_N,1200,-0.019787941111458672,0.029144589215997347,0.49916666666666665
high,ALL,ALNminusOFF,gain_T_vs_U,400,1.9420058062746344,0.11956130056157958,0.7925
high,ALL,ALNminusOFF,gain_T_vs_N,400,1.6642211277747991,0.12015595089278486,0.7475
high,ALL,ALNminusOFF,gain_U_vs_N,400,-0.27778467849983524,0.06367837364431131,0.3975
high,ALL,ALNminusSEP,gain_T_vs_U,400,3.470678529858511,0.13355756022534238,0.8575
high,ALL,ALNminusSEP,gain_T_vs_N,400,3.148311008993769,0.13616325905295087,0.8375
high,ALL,ALNminusSEP,gain_U_vs_N,400,-0.32236752086474246,0.06171287172667369,0.3825
high,ALL,ALNminusSHUF,gain_T_vs_U,400,2.537619870076499,0.12454738358622144,0.8225
high,ALL,ALNminusSHUF,gain_T_vs_N,400,2.1926430284321152,0.12680212618923165,0.8
high,ALL,ALNminusSHUF,gain_U_vs_N,400,-0.34497684164438397,0.06266140942900614,0.375
high,ALL,SHUFminusOFF,gain_T_vs_U,400,-0.5956140638018648,0.06139716630355661,0.3175
high,ALL,SHUFminusOFF,gain_T_vs_N,400,-0.5284219006573161,0.06690195205135366,0.35
high,ALL,SHUFminusOFF,gain_U_vs_N,400,0.06719216314454872,0.03739025927150598,0.53
high,ALL,SEPminusOFF,gain_T_vs_U,400,-1.528672723583877,0.0827922354355523,0.185
high,ALL,SEPminusOFF,gain_T_vs_N,400,-1.4840898812189698,0.08654652826608876,0.225
high,ALL,SEPminusOFF,gain_U_vs_N,400,0.04458284236490728,0.03548451544454405,0.525
high,ALL,DUPminusOFF,gain_T_vs_U,400,1.4661146372610045,0.12951100050270198,0.72
high,ALL,DUPminusOFF,gain_T_vs_N,400,1.1539549220748206,0.12733116781542508,0.67
high,ALL,DUPminusOFF,gain_U_vs_N,400,-0.3121597151861837,0.07689934907981902,0.43
high,ALL,ALNminusDUP,gain_T_vs_U,400,0.47589116901363016,0.12117011953145043,0.565
high,ALL,ALNminusDUP,gain_T_vs_N,400,0.5102662056999786,0.11803522583629604,0.5775
high,ALL,ALNminusDUP,gain_U_vs_N,400,0.03437503668634842,0.0855384622922645,0.5225
high,ALL,DUPminusALN,gain_T_vs_U,400,-0.47589116901363016,0.12117011953145043,0.435
high,ALL,DUPminusALN,gain_T_vs_N,400,-0.5102662056999786,0.11803522583629604,0.4225
high,ALL,DUPminusALN,gain_U_vs_N,400,-0.03437503668634842,0.0855384622922645,0.4775
high,ALL,SHUFminusSEP,gain_T_vs_U,400,0.9330586597820123,0.06016354864554367,0.7675
high,ALL,SHUFminusSEP,gain_T_vs_N,400,0.9556679805616538,0.06198673902237549,0.76
high,ALL,SHUFminusSEP,gain_U_vs_N,400,0.02260932077964147,0.029884672224416896,0.5075
high,ALL,SEPminusSHUF,gain_T_vs_U,400,-0.9330586597820123,0.06016354864554367,0.2325
high,ALL,SEPminusSHUF,gain_T_vs_N,400,-0.9556679805616538,0.06198673902237549,0.24
high,ALL,SEPminusSHUF,gain_U_vs_N,400,-0.02260932077964147,0.029884672224416896,0.4925
high,nonoverlap,ALNminusOFF,gain_T_vs_U,400,-0.5389553368743507,0.08924616429792512,0.3975
high,nonoverlap,ALNminusOFF,gain_T_vs_N,400,-0.8595311218127608,0.08875225719922147,0.315
high,nonoverlap,ALNminusOFF,gain_U_vs_N,400,-0.32057578493840994,0.07210438471314456,0.4075
high,nonoverlap,ALNminusSEP,gain_T_vs_U,400,-0.6291640302197387,0.08401034727957422,0.365
high,nonoverlap,ALNminusSEP,gain_T_vs_N,400,-1.0369508269056678,0.08829822379251963,0.265
high,nonoverlap,ALNminusSEP,gain_U_vs_N,400,-0.40778679668592915,0.06803446227341894,0.3825
high,nonoverlap,ALNminusSHUF,gain_T_vs_U,400,-0.5972535313821088,0.0837000463237744,0.3825
