arch,arm,checkpoint,companion_words,gain,probe_family,probe_id,repeated_nll,role,seed,source_domain,source_example_id,source_words,span_len,unrepeated_nll
OFF,OFF,chck_80M,19,3.4575185626745224,heldout_natural_source_repeat,heldoutcopy:1:0:34715,0.19227100908756256,,NA,gutenberg,34715,31,1,3.649789571762085
OFF,OFF,chck_80M,8,2.6998990923166275,heldout_natural_source_repeat,heldoutcopy:1:100:46093,0.0845109075307846,,NA,open_subtitles,46093,11,1,2.784409999847412
OFF,OFF,chck_80M,17,3.4402778148651123,heldout_natural_source_repeat,heldoutcopy:1:101:9638,2.5553815364837646,,NA,childes,9638,28,1,5.995659351348877
OFF,OFF,chck_80M,8,6.142794653773308,heldout_natural_source_repeat,heldoutcopy:1:102:38847,0.2077302485704422,,NA,open_subtitles,38847,12,1,6.35052490234375
OFF,OFF,chck_80M,28,1.6095154881477356,heldout_natural_source_repeat,heldoutcopy:1:103:25389,0.5590233206748962,,NA,gutenberg,25389,52,1,2.168538808822632
OFF,OFF,chck_80M,16,3.2296879589557648,heldout_natural_source_repeat,heldoutcopy:1:104:23610,0.47600099444389343,,NA,gutenberg,23610,25,1,3.705688953399658
OFF,OFF,chck_80M,8,2.6703928485512733,heldout_natural_source_repeat,heldoutcopy:1:105:9850,0.04264082759618759,,NA,childes,9850,11,1,2.713033676147461
OFF,OFF,chck_80M,20,0.04185616970062256,heldout_natural_source_repeat,heldoutcopy:1:106:33545,0.20970642566680908,,NA,gutenberg,33545,33,1,0.25156259536743164
OFF,OFF,chck_80M,8,3.7655424922704697,heldout_natural_source_repeat,heldoutcopy:1:107:27677,0.1969142109155655,,NA,gutenberg,27677,10,1,3.962456703186035
OFF,OFF,chck_80M,9,0.009256795048713684,heldout_natural_source_repeat,heldoutcopy:1:108:31140,0.15230102837085724,,NA,gutenberg,31140,15,1,0.16155782341957092
OFF,OFF,chck_80M,9,8.533010244369507,heldout_natural_source_repeat,heldoutcopy:1:109:39267,0.8034889698028564,,NA,open_subtitles,39267,14,1,9.336499214172363
OFF,OFF,chck_80M,8,0.1888136863708496,heldout_natural_source_repeat,heldoutcopy:1:10:4664,0.19262740015983582,,NA,bnc_spoken,4664,11,1,0.3814410865306854
OFF,OFF,chck_80M,8,4.9499543607234955,heldout_natural_source_repeat,heldoutcopy:1:110:42641,0.31322208046913147,,NA,open_subtitles,42641,12,1,5.263176441192627
OFF,OFF,chck_80M,8,1.7709052562713623,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1.0755863189697266,,NA,childes,16252,10,1,2.846491575241089
OFF,OFF,chck_80M,8,3.196994408965111,heldout_natural_source_repeat,heldoutcopy:1:112:21179,0.04859675467014313,,NA,childes,21179,13,1,3.245591163635254
OFF,OFF,chck_80M,15,3.674936532974243,heldout_natural_source_repeat,heldoutcopy:1:113:36547,0.9174516201019287,,NA,gutenberg,36547,24,1,4.592388153076172
OFF,OFF,chck_80M,28,0.8139379024505615,heldout_natural_source_repeat,heldoutcopy:1:114:31372,0.23505175113677979,,NA,gutenberg,31372,53,1,1.0489896535873413
OFF,OFF,chck_80M,25,0.17337846755981445,heldout_natural_source_repeat,heldoutcopy:1:115:48479,6.112874507904053,,NA,open_subtitles,48479,41,1,6.286252975463867
OFF,OFF,chck_80M,8,1.4440878480672836,heldout_natural_source_repeat,heldoutcopy:1:116:8771,0.19806672632694244,,NA,childes,8771,10,1,1.642154574394226
OFF,OFF,chck_80M,8,5.527750015258789,heldout_natural_source_repeat,heldoutcopy:1:117:35397,2.5083980560302734,,NA,gutenberg,35397,13,1,8.036148071289062
OFF,OFF,chck_80M,8,4.448580741882324,heldout_natural_source_repeat,heldoutcopy:1:118:21260,0.5279426574707031,,NA,childes,21260,10,1,4.976523399353027
OFF,OFF,chck_80M,8,0.1486606001853943,heldout_natural_source_repeat,heldoutcopy:1:119:13377,0.97759610414505,,NA,childes,13377,13,1,1.1262567043304443
OFF,OFF,chck_80M,11,0.08925092220306396,heldout_natural_source_repeat,heldoutcopy:1:11:10575,0.2579740285873413,,NA,childes,10575,17,1,0.3472249507904053
OFF,OFF,chck_80M,8,2.5271538106608205e-05,heldout_natural_source_repeat,heldoutcopy:1:120:16330,2.0265373677830212e-05,,NA,childes,16330,10,1,4.5536911784438416e-05
OFF,OFF,chck_80M,12,1.2158608436584473,heldout_natural_source_repeat,heldoutcopy:1:121:47969,2.961264133453369,,NA,open_subtitles,47969,19,1,4.177124977111816
OFF,OFF,chck_80M,8,4.431285500526428,heldout_natural_source_repeat,heldoutcopy:1:122:37483,1.8569873571395874,,NA,gutenberg,37483,11,1,6.288272857666016
OFF,OFF,chck_80M,8,3.6886550188064575,heldout_natural_source_repeat,heldoutcopy:1:123:14826,1.4731000661849976,,NA,childes,14826,10,1,5.161755084991455
OFF,OFF,chck_80M,8,2.276129722595215,heldout_natural_source_repeat,heldoutcopy:1:124:40156,12.919570922851562,,NA,open_subtitles,40156,12,1,15.195700645446777
OFF,OFF,chck_80M,16,0.013074848568066955,heldout_natural_source_repeat,heldoutcopy:1:125:19420,0.003418674925342202,,NA,childes,19420,26,1,0.016493523493409157
OFF,OFF,chck_80M,11,4.19782829284668,heldout_natural_source_repeat,heldoutcopy:1:126:27140,1.241318702697754,,NA,gutenberg,27140,17,1,5.439146995544434
OFF,OFF,chck_80M,8,1.5658545941114426,heldout_natural_source_repeat,heldoutcopy:1:127:7181,0.1216183453798294,,NA,childes,7181,12,1,1.687472939491272
OFF,OFF,chck_80M,28,0.3138589859008789,heldout_natural_source_repeat,heldoutcopy:1:128:27695,0.3248549699783325,,NA,gutenberg,27695,45,1,0.6387139558792114
OFF,OFF,chck_80M,8,-0.457381010055542,heldout_natural_source_repeat,heldoutcopy:1:129:1384,2.4549074172973633,,NA,bnc_spoken,1384,13,1,1.9975264072418213
