group,contrast,role_a,role_b,n,delta_accuracy_pct,acc_a,acc_b,mean_relevant_updates,mean_total_ops,mean_prefix_words
rel_ge4,ALNminusSHUF,ALN,SHUF,1420,0.1408450704225359,28.028169014084508,27.887323943661972,4.216901408450704,10.112676056338028,143.64225352112675
rel_ge4,SHUFminusOFF,SHUF,OFF,1420,0.5633802816901401,27.887323943661972,27.323943661971832,4.216901408450704,10.112676056338028,143.64225352112675
rel_ge4,SEPminusOFF,SEP,OFF,1420,-3.87323943661972,23.450704225352112,27.323943661971832,4.216901408450704,10.112676056338028,143.64225352112675
rel_ge4,DUPminusOFF,DUP,OFF,1420,-1.549295774647888,25.774647887323944,27.323943661971832,4.216901408450704,10.112676056338028,143.64225352112675
rel_ge4,ALNminusDUP,ALN,DUP,1420,2.253521126760564,28.028169014084508,25.774647887323944,4.216901408450704,10.112676056338028,143.64225352112675
rel_ge4,DUPminusALN,DUP,ALN,1420,-2.253521126760564,25.774647887323944,28.028169014084508,4.216901408450704,10.112676056338028,143.64225352112675
rel_ge4,SHUFminusSEP,SHUF,SEP,1420,4.43661971830986,27.887323943661972,23.450704225352112,4.216901408450704,10.112676056338028,143.64225352112675
rel_ge4,SEPminusSHUF,SEP,SHUF,1420,-4.43661971830986,23.450704225352112,27.887323943661972,4.216901408450704,10.112676056338028,143.64225352112675
rel_updates_0,ALNminusOFF,ALN,OFF,1541,12.978585334198566,37.183646982478905,24.20506164828034,0.0,3.388059701492537,88.73329007138221
rel_updates_0,ALNminusSEP,ALN,SEP,1541,20.31148604802076,37.183646982478905,16.872160934458144,0.0,3.388059701492537,88.73329007138221
rel_updates_0,ALNminusSHUF,ALN,SHUF,1541,16.677482154445162,37.183646982478905,20.506164828033743,0.0,3.388059701492537,88.73329007138221
rel_updates_0,SHUFminusOFF,SHUF,OFF,1541,-3.6988968202465955,20.506164828033743,24.20506164828034,0.0,3.388059701492537,88.73329007138221
rel_updates_0,SEPminusOFF,SEP,OFF,1541,-7.332900713822195,16.872160934458144,24.20506164828034,0.0,3.388059701492537,88.73329007138221
rel_updates_0,DUPminusOFF,DUP,OFF,1541,15.509409474367292,39.71447112264763,24.20506164828034,0.0,3.388059701492537,88.73329007138221
rel_updates_0,ALNminusDUP,ALN,DUP,1541,-2.5308241401687255,37.183646982478905,39.71447112264763,0.0,3.388059701492537,88.73329007138221
rel_updates_0,DUPminusALN,DUP,ALN,1541,2.5308241401687255,39.71447112264763,37.183646982478905,0.0,3.388059701492537,88.73329007138221
rel_updates_0,SHUFminusSEP,SHUF,SEP,1541,3.634003893575599,20.506164828033743,16.872160934458144,0.0,3.388059701492537,88.73329007138221
rel_updates_0,SEPminusSHUF,SEP,SHUF,1541,-3.634003893575599,16.872160934458144,20.506164828033743,0.0,3.388059701492537,88.73329007138221
rel_updates_1,ALNminusOFF,ALN,OFF,1323,1.3605442176870728,16.55328798185941,15.192743764172336,1.0,6.316704459561603,111.98185941043084
rel_updates_1,ALNminusSEP,ALN,SEP,1323,-0.7558578987150426,16.55328798185941,17.30914588057445,1.0,6.316704459561603,111.98185941043084
rel_updates_1,ALNminusSHUF,ALN,SHUF,1323,0.22675736961451065,16.55328798185941,16.3265306122449,1.0,6.316704459561603,111.98185941043084
rel_updates_1,SHUFminusOFF,SHUF,OFF,1323,1.1337868480725621,16.3265306122449,15.192743764172336,1.0,6.316704459561603,111.98185941043084
rel_updates_1,SEPminusOFF,SEP,OFF,1323,2.1164021164021154,17.30914588057445,15.192743764172336,1.0,6.316704459561603,111.98185941043084
rel_updates_1,DUPminusOFF,DUP,OFF,1323,0.604686318972032,15.797430083144368,15.192743764172336,1.0,6.316704459561603,111.98185941043084
rel_updates_1,ALNminusDUP,ALN,DUP,1323,0.7558578987150408,16.55328798185941,15.797430083144368,1.0,6.316704459561603,111.98185941043084
rel_updates_1,DUPminusALN,DUP,ALN,1323,-0.7558578987150408,15.797430083144368,16.55328798185941,1.0,6.316704459561603,111.98185941043084
rel_updates_1,SHUFminusSEP,SHUF,SEP,1323,-0.9826152683295533,16.3265306122449,17.30914588057445,1.0,6.316704459561603,111.98185941043084
rel_updates_1,SEPminusSHUF,SEP,SHUF,1323,0.9826152683295533,17.30914588057445,16.3265306122449,1.0,6.316704459561603,111.98185941043084
rel_updates_2,ALNminusOFF,ALN,OFF,1266,-0.47393364928909776,20.300157977883096,20.774091627172194,2.0,8.171406003159557,125.77330173775671
rel_updates_2,ALNminusSEP,ALN,SEP,1266,-0.8688783570300167,20.300157977883096,21.169036334913113,2.0,8.171406003159557,125.77330173775671
rel_updates_2,ALNminusSHUF,ALN,SHUF,1266,0.3949447077409154,20.300157977883096,19.90521327014218,2.0,8.171406003159557,125.77330173775671
rel_updates_2,SHUFminusOFF,SHUF,OFF,1266,-0.8688783570300131,19.90521327014218,20.774091627172194,2.0,8.171406003159557,125.77330173775671
rel_updates_2,SEPminusOFF,SEP,OFF,1266,0.39494470774091894,21.169036334913113,20.774091627172194,2.0,8.171406003159557,125.77330173775671
rel_updates_2,DUPminusOFF,DUP,OFF,1266,-1.8167456556082122,18.95734597156398,20.774091627172194,2.0,8.171406003159557,125.77330173775671
rel_updates_2,ALNminusDUP,ALN,DUP,1266,1.3428120063191145,20.300157977883096,18.95734597156398,2.0,8.171406003159557,125.77330173775671
rel_updates_2,DUPminusALN,DUP,ALN,1266,-1.3428120063191145,18.95734597156398,20.300157977883096,2.0,8.171406003159557,125.77330173775671
rel_updates_2,SHUFminusSEP,SHUF,SEP,1266,-1.263823064770932,19.90521327014218,21.169036334913113,2.0,8.171406003159557,125.77330173775671
rel_updates_2,SEPminusSHUF,SEP,SHUF,1266,1.263823064770932,21.169036334913113,19.90521327014218,2.0,8.171406003159557,125.77330173775671
rel_updates_3,ALNminusOFF,ALN,OFF,1230,0.325203252032523,24.471544715447155,24.146341463414632,3.0,9.44308943089431,137.81463414634146
rel_updates_3,ALNminusSEP,ALN,SEP,1230,3.414634146341463,24.471544715447155,21.056910569105693,3.0,9.44308943089431,137.81463414634146
rel_updates_3,ALNminusSHUF,ALN,SHUF,1230,2.276422764227643,24.471544715447155,22.195121951219512,3.0,9.44308943089431,137.81463414634146
rel_updates_3,SHUFminusOFF,SHUF,OFF,1230,-1.9512195121951201,22.195121951219512,24.146341463414632,3.0,9.44308943089431,137.81463414634146
rel_updates_3,SEPminusOFF,SEP,OFF,1230,-3.08943089430894,21.056910569105693,24.146341463414632,3.0,9.44308943089431,137.81463414634146
rel_updates_3,DUPminusOFF,DUP,OFF,1230,-3.08943089430894,21.056910569105693,24.146341463414632,3.0,9.44308943089431,137.81463414634146
rel_updates_3,ALNminusDUP,ALN,DUP,1230,3.414634146341463,24.471544715447155,21.056910569105693,3.0,9.44308943089431,137.81463414634146
rel_updates_3,DUPminusALN,DUP,ALN,1230,-3.414634146341463,21.056910569105693,24.471544715447155,3.0,9.44308943089431,137.81463414634146
rel_updates_3,SHUFminusSEP,SHUF,SEP,1230,1.1382113821138198,22.195121951219512,21.056910569105693,3.0,9.44308943089431,137.81463414634146
rel_updates_3,SEPminusSHUF,SEP,SHUF,1230,-1.1382113821138198,21.056910569105693,22.195121951219512,3.0,9.44308943089431,137.81463414634146
rel_updates_4,ALNminusOFF,ALN,OFF,1112,1.5287769784172696,28.23741007194245,26.70863309352518,4.0,10.02158273381295,142.931654676259
rel_updates_4,ALNminusSEP,ALN,SEP,1112,5.665467625899282,28.23741007194245,22.571942446043167,4.0,10.02158273381295,142.931654676259
rel_updates_4,ALNminusSHUF,ALN,SHUF,1112,1.5287769784172696,28.23741007194245,26.70863309352518,4.0,10.02158273381295,142.931654676259
rel_updates_4,SHUFminusOFF,SHUF,OFF,1112,0.0,26.70863309352518,26.70863309352518,4.0,10.02158273381295,142.931654676259
rel_updates_4,SEPminusOFF,SEP,OFF,1112,-4.136690647482013,22.571942446043167,26.70863309352518,4.0,10.02158273381295,142.931654676259
rel_updates_4,DUPminusOFF,DUP,OFF,1112,-0.5395683453237439,26.169064748201436,26.70863309352518,4.0,10.02158273381295,142.931654676259
rel_updates_4,ALNminusDUP,ALN,DUP,1112,2.0683453237410134,28.23741007194245,26.169064748201436,4.0,10.02158273381295,142.931654676259
rel_updates_4,DUPminusALN,DUP,ALN,1112,-2.0683453237410134,26.169064748201436,28.23741007194245,4.0,10.02158273381295,142.931654676259
rel_updates_4,SHUFminusSEP,SHUF,SEP,1112,4.136690647482013,26.70863309352518,22.571942446043167,4.0,10.02158273381295,142.931654676259
rel_updates_4,SEPminusSHUF,SEP,SHUF,1112,-4.136690647482013,22.571942446043167,26.70863309352518,4.0,10.02158273381295,142.931654676259
rel_updates_5,ALNminusOFF,ALN,OFF,308,-2.272727272727277,27.27272727272727,29.545454545454547,5.0,10.441558441558442,146.2077922077922
rel_updates_5,ALNminusSEP,ALN,SEP,308,0.649350649350648,27.27272727272727,26.623376623376622,5.0,10.441558441558442,146.2077922077922
rel_updates_5,ALNminusSHUF,ALN,SHUF,308,-4.870129870129876,27.27272727272727,32.142857142857146,5.0,10.441558441558442,146.2077922077922
rel_updates_5,SHUFminusOFF,SHUF,OFF,308,2.597402597402599,32.142857142857146,29.545454545454547,5.0,10.441558441558442,146.2077922077922
rel_updates_5,SEPminusOFF,SEP,OFF,308,-2.922077922077925,26.623376623376622,29.545454545454547,5.0,10.441558441558442,146.2077922077922
rel_updates_5,DUPminusOFF,DUP,OFF,308,-5.194805194805195,24.350649350649352,29.545454545454547,5.0,10.441558441558442,146.2077922077922
rel_updates_5,ALNminusDUP,ALN,DUP,308,2.922077922077918,27.27272727272727,24.350649350649352,5.0,10.441558441558442,146.2077922077922
rel_updates_5,DUPminusALN,DUP,ALN,308,-2.922077922077918,24.350649350649352,27.27272727272727,5.0,10.441558441558442,146.2077922077922
rel_updates_5,SHUFminusSEP,SHUF,SEP,308,5.519480519480524,32.142857142857146,26.623376623376622,5.0,10.441558441558442,146.2077922077922
rel_updates_5,SEPminusSHUF,SEP,SHUF,308,-5.519480519480524,26.623376623376622,32.142857142857146,5.0,10.441558441558442,146.2077922077922
total_ops_0,ALNminusOFF,ALN,OFF,304,9.53947368421052,36.18421052631579,26.644736842105267,0.0,0.0,61.473684210526315
total_ops_0,ALNminusSEP,ALN,SEP,304,13.157894736842103,36.18421052631579,23.026315789473685,0.0,0.0,61.473684210526315
total_ops_0,ALNminusSHUF,ALN,SHUF,304,10.19736842105263,36.18421052631579,25.986842105263158,0.0,0.0,61.473684210526315
total_ops_0,SHUFminusOFF,SHUF,OFF,304,-0.6578947368421098,25.986842105263158,26.644736842105267,0.0,0.0,61.473684210526315
total_ops_0,SEPminusOFF,SEP,OFF,304,-3.6184210526315823,23.026315789473685,26.644736842105267,0.0,0.0,61.473684210526315
total_ops_0,DUPminusOFF,DUP,OFF,304,15.460526315789465,42.10526315789473,26.644736842105267,0.0,0.0,61.473684210526315
total_ops_0,ALNminusDUP,ALN,DUP,304,-5.921052631578945,36.18421052631579,42.10526315789473,0.0,0.0,61.473684210526315
total_ops_0,DUPminusALN,DUP,ALN,304,5.921052631578945,42.10526315789473,36.18421052631579,0.0,0.0,61.473684210526315
total_ops_0,SHUFminusSEP,SHUF,SEP,304,2.9605263157894726,25.986842105263158,23.026315789473685,0.0,0.0,61.473684210526315
total_ops_0,SEPminusSHUF,SEP,SHUF,304,-2.9605263157894726,23.026315789473685,25.986842105263158,0.0,0.0,61.473684210526315
total_ops_1,ALNminusOFF,ALN,OFF,331,3.0211480362537806,29.305135951661633,26.283987915407852,0.22356495468277945,1.0,69.66465256797584
total_ops_1,ALNminusSEP,ALN,SEP,331,12.688821752265863,29.305135951661633,16.61631419939577,0.22356495468277945,1.0,69.66465256797584
total_ops_1,ALNminusSHUF,ALN,SHUF,331,6.646525679758309,29.305135951661633,22.658610271903324,0.22356495468277945,1.0,69.66465256797584
total_ops_1,SHUFminusOFF,SHUF,OFF,331,-3.625377643504528,22.658610271903324,26.283987915407852,0.22356495468277945,1.0,69.66465256797584
total_ops_1,SEPminusOFF,SEP,OFF,331,-9.667673716012082,16.61631419939577,26.283987915407852,0.22356495468277945,1.0,69.66465256797584
total_ops_1,DUPminusOFF,DUP,OFF,331,10.574018126888216,36.85800604229607,26.283987915407852,0.22356495468277945,1.0,69.66465256797584
total_ops_1,ALNminusDUP,ALN,DUP,331,-7.5528700906344355,29.305135951661633,36.85800604229607,0.22356495468277945,1.0,69.66465256797584
total_ops_1,DUPminusALN,DUP,ALN,331,7.5528700906344355,36.85800604229607,29.305135951661633,0.22356495468277945,1.0,69.66465256797584
total_ops_1,SHUFminusSEP,SHUF,SEP,331,6.042296072507554,22.658610271903324,16.61631419939577,0.22356495468277945,1.0,69.66465256797584
total_ops_1,SEPminusSHUF,SEP,SHUF,331,-6.042296072507554,16.61631419939577,22.658610271903324,0.22356495468277945,1.0,69.66465256797584
total_ops_10,ALNminusOFF,ALN,OFF,733,2.592087312414737,24.69304229195089,22.10095497953615,2.8076398362892223,10.0,141.51841746248294
total_ops_10,ALNminusSEP,ALN,SEP,733,2.455661664392906,24.69304229195089,22.237380627557982,2.8076398362892223,10.0,141.51841746248294
total_ops_10,ALNminusSHUF,ALN,SHUF,733,3.2742155525238736,24.69304229195089,21.418826739427015,2.8076398362892223,10.0,141.51841746248294
total_ops_10,SHUFminusOFF,SHUF,OFF,733,-0.6821282401091366,21.418826739427015,22.10095497953615,2.8076398362892223,10.0,141.51841746248294
total_ops_10,SEPminusOFF,SEP,OFF,733,0.13642564802183088,22.237380627557982,22.10095497953615,2.8076398362892223,10.0,141.51841746248294
total_ops_10,DUPminusOFF,DUP,OFF,733,-0.409276944065482,21.69167803547067,22.10095497953615,2.8076398362892223,10.0,141.51841746248294
total_ops_10,ALNminusDUP,ALN,DUP,733,3.001364256480219,24.69304229195089,21.69167803547067,2.8076398362892223,10.0,141.51841746248294
total_ops_10,DUPminusALN,DUP,ALN,733,-3.001364256480219,21.69167803547067,24.69304229195089,2.8076398362892223,10.0,141.51841746248294
total_ops_10,SHUFminusSEP,SHUF,SEP,733,-0.8185538881309675,21.418826739427015,22.237380627557982,2.8076398362892223,10.0,141.51841746248294
total_ops_10,SEPminusSHUF,SEP,SHUF,733,0.8185538881309675,22.237380627557982,21.418826739427015,2.8076398362892223,10.0,141.51841746248294
total_ops_11,ALNminusOFF,ALN,OFF,828,-0.7246376811594217,23.67149758454106,24.396135265700483,2.9504830917874396,11.0,149.18961352657004
total_ops_11,ALNminusSEP,ALN,SEP,828,3.985507246376809,23.67149758454106,19.685990338164252,2.9504830917874396,11.0,149.18961352657004
total_ops_11,ALNminusSHUF,ALN,SHUF,828,2.4154589371980677,23.67149758454106,21.256038647342994,2.9504830917874396,11.0,149.18961352657004
total_ops_11,SHUFminusOFF,SHUF,OFF,828,-3.1400966183574894,21.256038647342994,24.396135265700483,2.9504830917874396,11.0,149.18961352657004
total_ops_11,SEPminusOFF,SEP,OFF,828,-4.710144927536231,19.685990338164252,24.396135265700483,2.9504830917874396,11.0,149.18961352657004
total_ops_11,DUPminusOFF,DUP,OFF,828,-1.2077294685990339,23.18840579710145,24.396135265700483,2.9504830917874396,11.0,149.18961352657004
total_ops_11,ALNminusDUP,ALN,DUP,828,0.4830917874396121,23.67149758454106,23.18840579710145,2.9504830917874396,11.0,149.18961352657004
total_ops_11,DUPminusALN,DUP,ALN,828,-0.4830917874396121,23.18840579710145,23.67149758454106,2.9504830917874396,11.0,149.18961352657004
total_ops_11,SHUFminusSEP,SHUF,SEP,828,1.5700483091787412,21.256038647342994,19.685990338164252,2.9504830917874396,11.0,149.18961352657004
total_ops_11,SEPminusSHUF,SEP,SHUF,828,-1.5700483091787412,19.685990338164252,21.256038647342994,2.9504830917874396,11.0,149.18961352657004
total_ops_12,ALNminusOFF,ALN,OFF,919,1.7410228509249208,24.37431991294886,22.63329706202394,3.115342763873776,12.0,158.37431991294886
total_ops_12,ALNminusSEP,ALN,SEP,919,4.787812840043529,24.37431991294886,19.58650707290533,3.115342763873776,12.0,158.37431991294886
total_ops_12,ALNminusSHUF,ALN,SHUF,919,1.414581066376499,24.37431991294886,22.95973884657236,3.115342763873776,12.0,158.37431991294886
total_ops_12,SHUFminusOFF,SHUF,OFF,919,0.32644178454842177,22.95973884657236,22.63329706202394,3.115342763873776,12.0,158.37431991294886
total_ops_12,SEPminusOFF,SEP,OFF,919,-3.046789989118608,19.58650707290533,22.63329706202394,3.115342763873776,12.0,158.37431991294886
total_ops_12,DUPminusOFF,DUP,OFF,919,-1.5233949945593004,21.10990206746464,22.63329706202394,3.115342763873776,12.0,158.37431991294886
total_ops_12,ALNminusDUP,ALN,DUP,919,3.264417845484221,24.37431991294886,21.10990206746464,3.115342763873776,12.0,158.37431991294886
total_ops_12,DUPminusALN,DUP,ALN,919,-3.264417845484221,21.10990206746464,24.37431991294886,3.115342763873776,12.0,158.37431991294886
total_ops_12,SHUFminusSEP,SHUF,SEP,919,3.3732317736670296,22.95973884657236,19.58650707290533,3.115342763873776,12.0,158.37431991294886
total_ops_12,SEPminusSHUF,SEP,SHUF,919,-3.3732317736670296,19.58650707290533,22.95973884657236,3.115342763873776,12.0,158.37431991294886
total_ops_2,ALNminusOFF,ALN,OFF,339,3.539823008849556,28.023598820058996,24.48377581120944,0.4424778761061947,2.0,77.53687315634218
total_ops_2,ALNminusSEP,ALN,SEP,339,10.914454277286136,28.023598820058996,17.10914454277286,0.4424778761061947,2.0,77.53687315634218
total_ops_2,ALNminusSHUF,ALN,SHUF,339,10.914454277286136,28.023598820058996,17.10914454277286,0.4424778761061947,2.0,77.53687315634218
total_ops_2,SHUFminusOFF,SHUF,OFF,339,-7.3746312684365805,17.10914454277286,24.48377581120944,0.4424778761061947,2.0,77.53687315634218
total_ops_2,SEPminusOFF,SEP,OFF,339,-7.3746312684365805,17.10914454277286,24.48377581120944,0.4424778761061947,2.0,77.53687315634218
total_ops_2,DUPminusOFF,DUP,OFF,339,5.899705014749262,30.383480825958703,24.48377581120944,0.4424778761061947,2.0,77.53687315634218
total_ops_2,ALNminusDUP,ALN,DUP,339,-2.3598820058997063,28.023598820058996,30.383480825958703,0.4424778761061947,2.0,77.53687315634218
total_ops_2,DUPminusALN,DUP,ALN,339,2.3598820058997063,30.383480825958703,28.023598820058996,0.4424778761061947,2.0,77.53687315634218
total_ops_2,SHUFminusSEP,SHUF,SEP,339,0.0,17.10914454277286,17.10914454277286,0.4424778761061947,2.0,77.53687315634218
total_ops_2,SEPminusSHUF,SEP,SHUF,339,0.0,17.10914454277286,17.10914454277286,0.4424778761061947,2.0,77.53687315634218
total_ops_3,ALNminusOFF,ALN,OFF,358,9.776536312849164,30.16759776536313,20.391061452513966,0.723463687150838,3.0,85.74022346368714
total_ops_3,ALNminusSEP,ALN,SEP,358,12.011173184357542,30.16759776536313,18.156424581005588,0.723463687150838,3.0,85.74022346368714
total_ops_3,ALNminusSHUF,ALN,SHUF,358,10.893854748603353,30.16759776536313,19.273743016759777,0.723463687150838,3.0,85.74022346368714
total_ops_3,SHUFminusOFF,SHUF,OFF,358,-1.1173184357541892,19.273743016759777,20.391061452513966,0.723463687150838,3.0,85.74022346368714
total_ops_3,SEPminusOFF,SEP,OFF,358,-2.2346368715083784,18.156424581005588,20.391061452513966,0.723463687150838,3.0,85.74022346368714
total_ops_3,DUPminusOFF,DUP,OFF,358,5.586592178770946,25.977653631284912,20.391061452513966,0.723463687150838,3.0,85.74022346368714
total_ops_3,ALNminusDUP,ALN,DUP,358,4.1899441340782175,30.16759776536313,25.977653631284912,0.723463687150838,3.0,85.74022346368714
total_ops_3,DUPminusALN,DUP,ALN,358,-4.1899441340782175,25.977653631284912,30.16759776536313,0.723463687150838,3.0,85.74022346368714
total_ops_3,SHUFminusSEP,SHUF,SEP,358,1.1173184357541892,19.273743016759777,18.156424581005588,0.723463687150838,3.0,85.74022346368714
total_ops_3,SEPminusSHUF,SEP,SHUF,358,-1.1173184357541892,18.156424581005588,19.273743016759777,0.723463687150838,3.0,85.74022346368714
total_ops_4,ALNminusOFF,ALN,OFF,369,8.943089430894311,26.558265582655828,17.615176151761517,1.005420054200542,4.0,93.0
total_ops_4,ALNminusSEP,ALN,SEP,369,9.756097560975611,26.558265582655828,16.802168021680217,1.005420054200542,4.0,93.0
total_ops_4,ALNminusSHUF,ALN,SHUF,369,6.504065040650406,26.558265582655828,20.05420054200542,1.005420054200542,4.0,93.0
total_ops_4,SHUFminusOFF,SHUF,OFF,369,2.4390243902439046,20.05420054200542,17.615176151761517,1.005420054200542,4.0,93.0
total_ops_4,SEPminusOFF,SEP,OFF,369,-0.8130081300813004,16.802168021680217,17.615176151761517,1.005420054200542,4.0,93.0
total_ops_4,DUPminusOFF,DUP,OFF,369,4.607046070460704,22.22222222222222,17.615176151761517,1.005420054200542,4.0,93.0
total_ops_4,ALNminusDUP,ALN,DUP,369,4.336043360433607,26.558265582655828,22.22222222222222,1.005420054200542,4.0,93.0
total_ops_4,DUPminusALN,DUP,ALN,369,-4.336043360433607,22.22222222222222,26.558265582655828,1.005420054200542,4.0,93.0
total_ops_4,SHUFminusSEP,SHUF,SEP,369,3.252032520325205,20.05420054200542,16.802168021680217,1.005420054200542,4.0,93.0
total_ops_4,SEPminusSHUF,SEP,SHUF,369,-3.252032520325205,16.802168021680217,20.05420054200542,1.005420054200542,4.0,93.0
total_ops_5,ALNminusOFF,ALN,OFF,393,3.81679389312977,25.190839694656486,21.374045801526716,1.3231552162849873,5.0,101.42493638676845
total_ops_5,ALNminusSEP,ALN,SEP,393,7.124681933842236,25.190839694656486,18.06615776081425,1.3231552162849873,5.0,101.42493638676845
total_ops_5,ALNminusSHUF,ALN,SHUF,393,2.2900763358778597,25.190839694656486,22.900763358778626,1.3231552162849873,5.0,101.42493638676845
total_ops_5,SHUFminusOFF,SHUF,OFF,393,1.52671755725191,22.900763358778626,21.374045801526716,1.3231552162849873,5.0,101.42493638676845
total_ops_5,SEPminusOFF,SEP,OFF,393,-3.3078880407124664,18.06615776081425,21.374045801526716,1.3231552162849873,5.0,101.42493638676845
total_ops_5,DUPminusOFF,DUP,OFF,393,1.78117048346056,23.155216284987276,21.374045801526716,1.3231552162849873,5.0,101.42493638676845
total_ops_5,ALNminusDUP,ALN,DUP,393,2.03562340966921,25.190839694656486,23.155216284987276,1.3231552162849873,5.0,101.42493638676845
total_ops_5,DUPminusALN,DUP,ALN,393,-2.03562340966921,23.155216284987276,25.190839694656486,1.3231552162849873,5.0,101.42493638676845
total_ops_5,SHUFminusSEP,SHUF,SEP,393,4.8346055979643765,22.900763358778626,18.06615776081425,1.3231552162849873,5.0,101.42493638676845
total_ops_5,SEPminusSHUF,SEP,SHUF,393,-4.8346055979643765,18.06615776081425,22.900763358778626,1.3231552162849873,5.0,101.42493638676845
total_ops_6,ALNminusOFF,ALN,OFF,446,4.260089686098652,27.130044843049326,22.869955156950674,1.6591928251121075,6.0,109.03363228699551
total_ops_6,ALNminusSEP,ALN,SEP,446,6.95067264573991,27.130044843049326,20.179372197309416,1.6591928251121075,6.0,109.03363228699551
total_ops_6,ALNminusSHUF,ALN,SHUF,446,5.60538116591928,27.130044843049326,21.524663677130047,1.6591928251121075,6.0,109.03363228699551
total_ops_6,SHUFminusOFF,SHUF,OFF,446,-1.3452914798206272,21.524663677130047,22.869955156950674,1.6591928251121075,6.0,109.03363228699551
total_ops_6,SEPminusOFF,SEP,OFF,446,-2.690582959641258,20.179372197309416,22.869955156950674,1.6591928251121075,6.0,109.03363228699551
total_ops_6,DUPminusOFF,DUP,OFF,446,3.3632286995515663,26.23318385650224,22.869955156950674,1.6591928251121075,6.0,109.03363228699551
total_ops_6,ALNminusDUP,ALN,DUP,446,0.896860986547086,27.130044843049326,26.23318385650224,1.6591928251121075,6.0,109.03363228699551
total_ops_6,DUPminusALN,DUP,ALN,446,-0.896860986547086,26.23318385650224,27.130044843049326,1.6591928251121075,6.0,109.03363228699551
total_ops_6,SHUFminusSEP,SHUF,SEP,446,1.3452914798206308,21.524663677130047,20.179372197309416,1.6591928251121075,6.0,109.03363228699551
total_ops_6,SEPminusSHUF,SEP,SHUF,446,-1.3452914798206308,20.179372197309416,21.524663677130047,1.6591928251121075,6.0,109.03363228699551
total_ops_7,ALNminusOFF,ALN,OFF,508,2.952755905511811,23.818897637795274,20.866141732283463,2.045275590551181,7.0,117.93897637795276
total_ops_7,ALNminusSEP,ALN,SEP,508,2.1653543307086593,23.818897637795274,21.653543307086615,2.045275590551181,7.0,117.93897637795276
total_ops_7,ALNminusSHUF,ALN,SHUF,508,3.1496062992125964,23.818897637795274,20.669291338582678,2.045275590551181,7.0,117.93897637795276
total_ops_7,SHUFminusOFF,SHUF,OFF,508,-0.19685039370078528,20.669291338582678,20.866141732283463,2.045275590551181,7.0,117.93897637795276
total_ops_7,SEPminusOFF,SEP,OFF,508,0.7874015748031518,21.653543307086615,20.866141732283463,2.045275590551181,7.0,117.93897637795276
total_ops_7,DUPminusOFF,DUP,OFF,508,1.9685039370078776,22.83464566929134,20.866141732283463,2.045275590551181,7.0,117.93897637795276
total_ops_7,ALNminusDUP,ALN,DUP,508,0.9842519685039335,23.818897637795274,22.83464566929134,2.045275590551181,7.0,117.93897637795276
total_ops_7,DUPminusALN,DUP,ALN,508,-0.9842519685039335,22.83464566929134,23.818897637795274,2.045275590551181,7.0,117.93897637795276
total_ops_7,SHUFminusSEP,SHUF,SEP,508,-0.984251968503937,20.669291338582678,21.653543307086615,2.045275590551181,7.0,117.93897637795276
total_ops_7,SEPminusSHUF,SEP,SHUF,508,0.984251968503937,21.653543307086615,20.669291338582678,2.045275590551181,7.0,117.93897637795276
total_ops_8,ALNminusOFF,ALN,OFF,592,1.3513513513513509,22.466216216216218,21.114864864864867,2.285472972972973,8.0,126.08952702702703
total_ops_8,ALNminusSEP,ALN,SEP,592,1.8581081081081088,22.466216216216218,20.60810810810811,2.285472972972973,8.0,126.08952702702703
total_ops_8,ALNminusSHUF,ALN,SHUF,592,2.1959459459459474,22.466216216216218,20.27027027027027,2.285472972972973,8.0,126.08952702702703
total_ops_8,SHUFminusOFF,SHUF,OFF,592,-0.8445945945945965,20.27027027027027,21.114864864864867,2.285472972972973,8.0,126.08952702702703
total_ops_8,SEPminusOFF,SEP,OFF,592,-0.5067567567567579,20.60810810810811,21.114864864864867,2.285472972972973,8.0,126.08952702702703
total_ops_8,DUPminusOFF,DUP,OFF,592,1.8581081081081088,22.972972972972975,21.114864864864867,2.285472972972973,8.0,126.08952702702703
total_ops_8,ALNminusDUP,ALN,DUP,592,-0.5067567567567579,22.466216216216218,22.972972972972975,2.285472972972973,8.0,126.08952702702703
total_ops_8,DUPminusALN,DUP,ALN,592,0.5067567567567579,22.972972972972975,22.466216216216218,2.285472972972973,8.0,126.08952702702703
total_ops_8,SHUFminusSEP,SHUF,SEP,592,-0.3378378378378386,20.27027027027027,20.60810810810811,2.285472972972973,8.0,126.08952702702703
total_ops_8,SEPminusSHUF,SEP,SHUF,592,0.3378378378378386,20.60810810810811,20.27027027027027,2.285472972972973,8.0,126.08952702702703
total_ops_9,ALNminusOFF,ALN,OFF,660,3.1818181818181834,25.0,21.818181818181817,2.5196969696969695,9.0,134.4
total_ops_9,ALNminusSEP,ALN,SEP,660,3.787878787878789,25.0,21.21212121212121,2.5196969696969695,9.0,134.4
total_ops_9,ALNminusSHUF,ALN,SHUF,660,3.333333333333332,25.0,21.666666666666668,2.5196969696969695,9.0,134.4
total_ops_9,SHUFminusOFF,SHUF,OFF,660,-0.15151515151514872,21.666666666666668,21.818181818181817,2.5196969696969695,9.0,134.4
total_ops_9,SEPminusOFF,SEP,OFF,660,-0.6060606060606055,21.21212121212121,21.818181818181817,2.5196969696969695,9.0,134.4
