subset,n,item_point_pp,item_p025,item_p50,item_p975,n_clusters,cluster_point_pp,cluster_p025,cluster_p50,cluster_p975
stable_five_item_pool,170519,0.00879667368445745,-0.21377382948994636,0.0049847818445414305,0.28093643113970757,105,0.00879667368445745,-1.4811924343781098,0.09293863687526592,1.3049612145204885
EWoK_plus_Entity_item_pool,14398,0.7848312265592443,0.006598138879053302,0.8195582628250122,1.639811068773269,29,0.7848312265592443,-0.5278704040388686,0.7525432979212376,2.04589152008212
BLiMP,59875,-0.5344467640918581,-0.8594989225268364,-0.5620041787624359,-0.18450939580798154,67,-0.534446764091858,-1.90726471806511,-0.5384915937082035,0.8053911762195747
Supplement,5218,-0.45994633959371406,-1.4957838237285612,-0.4791107475757599,0.4791107475757599,5,-0.45994633959371406,-0.810611643330877,-0.4580152671755725,1.8827319057991794
EWoK,7618,1.3520609083749016,0.09812286663800479,1.319243848323822,2.599107265472412,11,1.3520609083749016,-0.7679769628256563,1.3960244505976633,3.0574540081975017
Entity,6780,0.14749262536873156,-0.7009586870670319,0.23598819971084595,1.0766961574554443,18,0.14749262536873156,-1.399059316725517,0.24516031924468182,1.924354781980444
COMPS,91028,0.270246517555038,-0.1446532916277647,0.26145800948143005,0.7171419963240615,4,0.27024651755503803,-2.2992227979274613,0.27024651755503803,3.250935521013241
GlobalPIQA_item_pool,203,-3.4482758620689653,-9.35960578918457,-3.9408867359161377,0.9852216839790344,2,-3.4482758620689653,-6.0,-3.4482758620689653,-0.970873786407767
