calibration_kl_vs_parent,calibration_n_positions,common_both_correct_Tfit,common_mean_delta_source_follow_rank_swing_vs_parent,common_mean_delta_source_follow_swing_Tfit_vs_parent,common_n_decision_items,model,qwen_complete_triplets,qwen_mean_delta_specific_advantage_Tfit_vs_parent,qwen_mean_delta_specific_rank_advantage_vs_parent,qwen_mean_delta_total_advantage_Tfit_vs_parent,temperature
0.0,33,20,0.0,0.0,,coherent86,16,0.0,0.0,0.0,1.1
0.015065510273747019,33,21,117.79809523809524,0.5443574689115799,,densemask_sparselabel_seed62064,16,0.10219120979309082,212.71875,0.201786320656538,1.1
0.007061894240905531,33,21,74.87380952380953,0.3458754409494855,,clean_pres_lambda1_eval_full80,16,0.06465880572795868,150.5,0.13462658412754536,1.1
0.0,33,20,0.0,0.0,,rollback_alpha_0p0,16,0.0,0.0,0.0,1.1
0.0029121054550077215,33,21,51.93809523809526,0.26612446291106084,,rollback_alpha_0p5,16,0.019182369112968445,74.59375,0.0451875664293766,1.1
0.007379046892200484,33,21,84.77714285714288,0.41160754104455316,,rollback_alpha_0p75,16,0.047783441841602325,137.59375,0.10399225726723671,1.1
0.015065503050484976,33,21,117.79809523809524,0.544358221760818,,rollback_alpha_1p0,16,0.10219018906354904,212.71875,0.20178713276982307,1.1
