contrast,pair_id,mean_gain_delta,mean_true_delta,mean_unrel_delta,mean_excess_true_cost
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003146,0.41336460908254,-0.1025458574295044,0.31081875165303546,-0.41336460908253986
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003149,0.5317668914794922,-0.7634359995524092,-0.23166910807291666,-0.5317668914794925
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003282,1.2832961082458496,-1.2521888415018718,0.031107266743977863,-1.2832961082458496
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003288,-0.7328451077143351,0.7509990533192953,0.01815394560496042,0.7328451077143349
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003519,0.4624199867248535,-1.2195216019948323,-0.7571016152699789,-0.4624199867248535
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003649,-2.9308031797409058,0.04083470503489176,-2.889968474706014,2.9308031797409058
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003730,-0.3691946665445964,-1.8892598152160645,-2.2584544817606607,0.3691946665445964
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003746,-1.727366750439008,-0.008986487984657288,-1.7363532384236653,1.727366750439008
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003906,-0.49373666445414227,-0.39235528310139917,-0.886091947555542,0.4937366644541428
RSminusC,compact:frontier_consolidation_fwcompact_expansion_003923,0.3604956865310669,-0.8091615438461304,-0.4486658573150635,-0.3604956865310669
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004015,0.49919186035792035,0.43739110231399564,0.9365829626719157,-0.49919186035792
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004110,4.5369447072347,-4.307955423990886,0.2289892832438151,-4.5369447072347
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004174,-1.430945873260498,0.10726245244344075,-1.3236834208170574,1.430945873260498
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004192,-0.18030826250712093,0.8363626797993978,0.656054417292277,0.18030826250712076
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004364,0.9794853528340658,-0.49689626693725586,0.4825890858968099,-0.9794853528340658
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004509,-0.8233737150828043,-1.3428854942321777,-2.166259209314982,0.8233737150828043
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004627,0.3237048784891763,-1.7918998797734578,-1.4681950012842815,-0.32370487848917645
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004653,1.3698304494222004,-1.7280086278915405,-0.3581781784693403,-1.3698304494222002
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004756,-0.366931676864624,0.05945754051208496,-0.30747413635253906,0.366931676864624
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004776,-2.602628548940023,1.5039113362630208,-1.0987172126770017,2.6026285489400225
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004779,0.057493617137273155,-1.6534769634405768,-1.595983346303304,-0.05749361713727286
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004805,0.31441535552342736,-0.47620928287506104,-0.1617939273516337,-0.3144153555234273
RSminusC,compact:frontier_consolidation_fwcompact_expansion_004854,-0.5180052121480304,1.624972661336263,1.1069674491882324,0.5180052121480306
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005083,1.8898422718048096,-1.5626583099365234,0.32718396186828613,-1.8898422718048096
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005226,-2.7501755555470786,-1.0946845610936482,-3.8448601166407266,2.7501755555470786
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005246,-0.4375496705373129,1.0243905385335292,0.5868408679962158,0.4375496705373134
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005269,0.7701519330342611,-0.80328369140625,-0.03313175837198893,-0.7701519330342611
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005273,-0.7206873893737793,1.080601215362549,0.35991382598876953,0.7206873893737796
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005280,-1.4167193174362183,0.9753044048945109,-0.44141491254170734,1.4167193174362183
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005389,-0.6371012528737386,-0.7377881209055582,-1.3748893737792969,0.6371012528737386
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005418,1.0012715657552083,-1.7197821935017903,-0.718510627746582,-1.0012715657552083
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005588,0.6455939610799154,-0.8281629085540771,-0.18256894747416208,-0.6455939610799151
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005591,3.821509520212809,-4.833223740259807,-1.011714220046997,-3.821509520212809
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005600,-1.4143566290537517,0.9356307983398441,-0.4787258307139079,1.414356629053752
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005898,0.3392421404520671,-1.448796272277832,-1.109554131825765,-0.3392421404520671
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005951,0.7970199982325236,-1.1660099426905317,-0.3689899444580078,-0.7970199982325239
RSminusC,compact:frontier_consolidation_fwcompact_expansion_005974,1.3411596218744914,-1.9925347963968914,-0.6513751745223999,-1.3411596218744914
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006030,2.536030928293864,-2.4731109142303467,0.06292001406351726,-2.536030928293864
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006140,-1.5958866675694783,0.988738020261129,-0.6071486473083496,1.5958866675694787
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006179,0.15428940455118814,-0.9167524178822836,-0.7624630133310953,-0.15428940455118814
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006229,-0.3848044872283937,0.5885477066040039,0.20374321937561035,0.38480448722839355
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006395,0.6325197219848633,-1.002024491628011,-0.36950476964314777,-0.6325197219848633
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006433,2.0270743370056152,-3.9292714595794678,-1.9021971225738525,-2.0270743370056152
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006467,0.7622824112574261,-0.2516698439915975,0.5106125672658285,-0.7622824112574259
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006471,-1.1360175609588623,-0.5920442740122477,-1.72806183497111,1.1360175609588623
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006530,-1.687368392944336,0.9624797503153489,-0.7248886426289877,1.6873683929443366
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006601,4.6871029535929365,-4.295539299647014,0.39156365394592285,-4.6871029535929365
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006938,-1.0097978909810383,-0.13761774698893228,-1.1474156379699707,1.0097978909810383
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006948,0.284936785697937,-1.2519927819569905,-0.9670559962590536,-0.284936785697937
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006953,-0.5769329071044922,3.3432124455769863,2.7662795384724927,0.5769329071044934
RSminusC,compact:frontier_consolidation_fwcompact_expansion_006977,2.3775461117426553,-4.473089178403218,-2.0955430666605626,-2.377546111742656
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007086,-0.5105292002360026,-1.6326645215352376,-2.1431937217712402,0.5105292002360026
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007226,-1.7841657797495525,0.9913868904113773,-0.7927788893381754,1.7841657797495527
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007314,-2.994935472806295,0.05821232000986735,-2.9367231527964273,2.994935472806295
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007640,-1.0621037483215332,-0.2514216105143232,-1.3135253588358562,1.062103748321533
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007666,-2.675832509994507,0.8327759901682535,-1.8430565198262532,2.675832509994507
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007720,2.1173713207244873,-0.2641302744547526,1.8532410462697346,-2.1173713207244873
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007745,1.9568822383880613,-1.20065434773763,0.7562278906504313,-1.9568822383880613
RSminusC,compact:frontier_consolidation_fwcompact_expansion_007966,3.277362505594889,-2.4453319708506265,0.8320305347442627,-3.277362505594889
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008093,0.46294180552164715,-0.3371428648630778,0.12579894065856934,-0.46294180552164715
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008095,-1.8010834852854412,0.498857816060384,-1.302225669225057,1.8010834852854412
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008264,-0.9332859516143799,0.9547440210978184,0.021458069483439573,0.9332859516143789
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008343,0.6861462593078613,-0.17710383733113608,0.5090424219767252,-0.6861462593078613
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008346,-2.6605100631713867,1.2351520856221516,-1.425357977549235,2.6605100631713867
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008355,-1.3836063941319783,-0.8145220677057902,-2.1981284618377686,1.3836063941319783
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008434,-1.1529511213302612,-1.8906606435775757,-3.043611764907837,1.1529511213302612
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008504,2.315697987874349,-1.4809640248616536,0.8347339630126953,-2.315697987874349
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008534,-1.6322320302327473,3.083937168121338,1.4517051378885908,1.6322320302327473
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008543,-1.4267256955305736,1.8923698961734772,0.4656442006429036,1.4267256955305736
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008606,2.8219571113586426,-1.892513593037923,0.9294435183207194,-2.8219571113586426
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008660,-1.9726219177246094,0.7464595635732021,-1.226162354151408,1.97262191772461
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008778,0.4217810630798338,-1.0686241785685222,-0.6468431154886881,-0.421781063079834
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008805,1.0266707837581635,0.3094883660475413,1.3361591498057048,-1.0266707837581635
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008955,0.057388643423716225,0.13169355193773913,0.1890821953614553,-0.057388643423716156
RSminusC,compact:frontier_consolidation_fwcompact_expansion_008976,-0.6779065926869711,-0.3471478621164958,-1.0250544548034668,0.6779065926869711
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009022,0.12599754333496085,-1.4673717021942139,-1.341374158859253,-0.12599754333496094
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009179,-1.8401668071746826,-1.4837071895599365,-3.323873996734619,1.8401668071746826
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009246,2.054590384165446,-2.6822868982950845,-0.6276965141296387,-2.054590384165446
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009259,-0.1338674028714495,0.015140672524770101,-0.11872673034667969,0.1338674028714498
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009361,1.7304786443710327,-1.9901183843612669,-0.2596397399902344,-1.7304786443710325
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009502,1.563116470972697,-2.08428947130839,-0.5211730003356928,-1.5631164709726975
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009557,1.1253059705098472,-2.2950987815856934,-1.1697928110758475,-1.1253059705098458
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009574,-3.0187313556671143,1.7119427522023518,-1.3067886034647624,3.0187313556671143
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009667,-0.726499080657959,-0.10098854700724284,-0.8274876276652018,0.726499080657959
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009730,-0.22272109985351562,1.4832811355590814,1.2605600357055664,0.22272109985351504
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009810,-0.5066275596618652,0.539796511332194,0.033168951670328774,0.5066275596618652
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009848,-1.0918728510538738,1.325775146484375,0.2339022954305013,1.0918728510538738
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009853,0.01952807108561198,0.38698236147562665,0.4065104325612386,-0.01952807108561198
RSminusC,compact:frontier_consolidation_fwcompact_expansion_009910,-1.033726175626119,0.3797105550765991,-0.6540156205495196,1.0337261756261187
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010011,3.159915288289388,-2.0917887687683105,1.0681265195210774,-3.159915288289388
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010025,-1.7721638878186543,1.392983615398407,-0.3791802724202474,1.7721638878186543
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010041,-3.550235629081726,0.646821061770121,-2.903414567311605,3.550235629081726
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010260,-0.1274714125320314,1.1519804450993736,1.024509032567342,0.12747141253203154
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010288,0.4178911844889323,-2.239502906799315,-1.8216117223103836,-0.4178911844889317
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010322,-1.0023531119028728,1.2099672953287761,0.20761418342590332,1.0023531119028728
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010456,1.214443604151408,-1.7451426982879636,-0.530699094136556,-1.2144436041514075
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010504,0.15437777837117514,-2.816455682118734,-2.6620779037475586,-0.15437777837117514
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010622,1.3517364660898845,-0.6496705214182535,0.7020659446716309,-1.3517364660898845
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010685,4.222750147183736,-2.5951613982518515,1.6275887489318848,-4.222750147183736
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010789,2.5470141967137656,-4.267292499542236,-1.720278302828471,-2.5470141967137656
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010795,1.773399035135905,-1.9515442848205566,-0.1781452496846517,-1.773399035135905
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010848,-0.9454333384831747,-1.7545899947484338,-2.700023333231608,0.9454333384831747
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010880,0.18647305170694958,-1.0836545626322431,-0.897181510925293,-0.18647305170695017
RSminusC,compact:frontier_consolidation_fwcompact_expansion_010977,2.548021554946899,-2.555576960245768,-0.007555405298868815,-2.5480215549468994
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011035,-1.4822038014729817,1.2934359709421794,-0.1887678305308024,1.4822038014729817
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011199,-0.32568816343943285,-0.05344831943511963,-0.3791364828745524,0.3256881634394328
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011308,1.0849798520406086,-1.5103500684102376,-0.4253702163696289,-1.0849798520406086
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011354,4.050304730733235,-3.7296107610066733,0.3206939697265625,-4.050304730733235
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011434,-1.5303947925567627,-0.37817152341206867,-1.9085663159688313,1.5303947925567627
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011512,2.306901137034098,-0.5577871799468994,1.749113957087199,-2.306901137034098
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011533,0.40058159828186035,-1.4356175263722737,-1.0350359280904133,-0.40058159828186035
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011735,1.5693107694387436,-0.46017272770404816,1.1091380417346954,-1.5693107694387436
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011846,-1.0504133701324463,0.800206184387207,-0.25020718574523926,1.0504133701324463
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011930,-1.5754725933074951,0.6128819783528646,-0.9625906149546305,1.5754725933074951
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011947,-0.5779550870259603,-1.305003007253011,-1.8829580942789708,0.5779550870259597
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011983,-0.6507554848988851,-0.02974836031595866,-0.6805038452148438,0.6507554848988851
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011984,1.295661290486654,-0.4488608042399089,0.846800486246746,-1.295661290486655
RSminusC,compact:frontier_consolidation_fwcompact_expansion_011985,0.6835935910542806,0.5129613876342773,1.1965549786885583,-0.6835935910542809
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012031,-1.754419247309367,0.9080337683359782,-0.8463854789733887,1.754419247309367
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012174,4.622379144032796,-3.091341813405354,1.5310373306274414,-4.622379144032796
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012283,-1.7005578676859539,0.24381804466247559,-1.4567398230234778,1.7005578676859534
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012400,-1.7571369806925456,2.2691421508789062,0.51200517018636,1.757136980692546
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012498,1.4962530136108398,-4.680792013804118,-3.184539000193278,-1.4962530136108405
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012604,-1.2224044005076091,-1.0943527221679694,-2.3167571226755777,1.2224044005076085
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012659,-1.7038569450378418,0.7238313357035319,-0.9800256093343096,1.7038569450378416
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012682,-1.6531475186347961,1.1564999620119731,-0.49664755662282306,1.6531475186347961
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012741,-1.3828001817067463,-1.5279916127522786,-2.910791794459025,1.3828001817067468
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012837,-2.4904335339864097,-0.655637264251709,-3.1460707982381186,2.4904335339864097
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012886,-3.7792792320251465,1.307924747467041,-2.4713544845581055,3.7792792320251465
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012911,-1.0022525389989219,-0.22522560755411783,-1.2274781465530398,1.002252538998922
RSminusC,compact:frontier_consolidation_fwcompact_expansion_012965,-2.0919392108917236,3.4929631551106772,1.4010239442189534,2.0919392108917236
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013041,0.7848804791768392,-2.803303082784017,-2.0184226036071777,-0.7848804791768392
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013046,-0.22945429881413779,0.6377856135368347,0.40833131472269696,0.22945429881413779
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013047,1.2506879071394603,-1.2823753257592518,-0.031687418619791664,-1.2506879071394603
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013083,0.5533148447672526,-1.6016065279642742,-1.0482916831970215,-0.5533148447672526
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013098,0.8051956494649252,-3.1119481722513833,-2.3067525227864585,-0.8051956494649254
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013315,1.257662445306778,-2.0769212742646537,-0.8192588289578758,-1.2576624453067777
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013325,-0.11744602521260587,0.616004228591919,0.49855820337931317,0.11744602521260579
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013479,-2.389096816380819,-1.9793241024017334,-4.368420918782552,2.389096816380819
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013497,-1.4926143089930217,0.5997889439264933,-0.8928253650665283,1.4926143089930217
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013768,0.45039276281992596,-0.15306309858957926,0.2973296642303467,-0.45039276281992596
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013826,0.39839673042297363,-0.7059018611907959,-0.30750513076782227,-0.39839673042297363
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013878,0.988900899887085,-0.09817051887512207,0.8907303810119629,-0.988900899887085
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013969,1.3566808700561523,-1.983677228291829,-0.6269963582356782,-1.3566808700561506
RSminusC,compact:frontier_consolidation_fwcompact_expansion_013993,1.0861945152282715,-1.1061841646830242,-0.019989649454752605,-1.0861945152282715
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014037,0.3209320704142253,-1.1850253740946453,-0.8640933036804199,-0.3209320704142253
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014133,-0.556001345316569,1.958569526672364,1.4025681813557942,0.5560013453165696
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014169,-1.4334696133931477,0.9440436363220215,-0.48942597707112573,1.4334696133931473
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014184,2.457573731740316,-3.066409428914388,-0.6088356971740723,-2.457573731740316
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014194,-0.6501543521881104,0.30779600143432617,-0.3423583507537842,0.6501543521881104
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014199,0.29656934738159174,-0.9478159745534261,-0.6512466271718343,-0.2965693473815918
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014241,0.09894080956776936,-0.18952242533365915,-0.09058161576588948,-0.09894080956776967
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014389,0.15169684092203775,0.29393434524536133,0.4456311861673991,-0.15169684092203775
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014462,5.772982319196065,-4.593125859896342,1.1798564592997234,-5.772982319196065
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014729,0.12397376696268718,0.38147902488708496,0.505452791849771,-0.12397376696268599
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014811,-1.2561469475428264,-0.21143082777659097,-1.4675777753194172,1.2561469475428264
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014833,-1.2953070402145386,0.5121866464614868,-0.7831203937530518,1.2953070402145386
RSminusC,compact:frontier_consolidation_fwcompact_expansion_014855,1.4469862778981526,-1.1694735685984294,0.2775127092997233,-1.4469862778981526
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015095,-0.006580750147501637,-1.4779694080352783,-1.48455015818278,0.006580750147501628
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015164,-1.318501075108846,-0.9756498336791996,-2.2941509087880454,1.3185010751088457
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015199,-2.0457821687062583,-0.05101339022318522,-2.0967955589294434,2.0457821687062583
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015323,0.6264225641886393,-0.2743019262949626,0.35212063789367676,-0.6264225641886393
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015358,0.2901465098063151,-0.09221903483072887,0.19792747497558594,-0.2901465098063148
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015669,0.7543517947196962,-0.46677229801813763,0.2875794967015584,-0.754351794719696
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015672,1.7042135794957478,-0.2532443602879842,1.4509692192077637,-1.7042135794957478
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015763,-2.220097541809082,1.4727982680002845,-0.7472992738087963,2.2200975418090807
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015795,4.705909967422485,-4.099462270736694,0.606447696685791,-4.705909967422485
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015887,-2.5572896798451743,1.569792906443278,-0.9874967734018961,2.5572896798451743
RSminusC,compact:frontier_consolidation_fwcompact_expansion_015957,0.25223183631896967,0.47040319442749023,0.7226350307464603,-0.25223183631897
