contrast,n_pairs,gain_mean,gain_median,gain_se,gain_frac_positive,gain_frac_negative,true_mean,true_median,true_se,true_frac_positive,true_frac_negative,unrel_mean,unrel_median,unrel_se,unrel_frac_positive,unrel_frac_negative,excess_mean,excess_median,excess_se,excess_frac_positive,excess_frac_negative
RSminusC,1465,-0.0470238903908756,-0.016541004180908203,0.039524981788949046,0.4948805460750853,0.5051194539249146,-0.5285477931830033,-0.4643819332122803,0.039336745565171236,0.352901023890785,0.647098976109215,-0.5755716835738788,-0.5372004508972168,0.032103588965887594,0.3290102389078498,0.6709897610921501,0.04702389039087561,0.016541004180908203,0.039524981788949046,0.5051194539249146,0.4948805460750853
RminusC,1465,-0.7851721007435184,-0.6067025661468506,0.04678710082376227,0.3392491467576792,0.6607508532423209,0.48374961027504704,0.3448379834493001,0.04508906885230983,0.5965870307167236,0.40341296928327647,-0.30142249046847125,-0.24508428573608398,0.03087338904783295,0.4150170648464164,0.5849829351535836,0.7851721007435182,0.6067025661468506,0.04678710082376227,0.6607508532423209,0.3392491467576792
VSminusC,1465,0.003990551359226786,0.041565577189127643,0.04166081779689421,0.5119453924914675,0.4880546075085324,-0.8249765165844154,-0.7460995515187582,0.04269149488247773,0.3023890784982935,0.6976109215017064,-0.8209859652251887,-0.7127159436543783,0.03709037287874327,0.2860068259385666,0.7139931740614335,-0.003990551359226786,-0.041565577189127755,0.04166081779689421,0.4880546075085324,0.5119453924914675
VSminusR,1465,0.7891626521027452,0.6220499674479166,0.04633703036131029,0.6559726962457337,0.3440273037542662,-1.3087261268594625,-1.1438407103220625,0.045938524979368206,0.22320819112627988,0.7767918088737201,-0.5195634747567175,-0.5042853355407715,0.03391257223474236,0.34675767918088735,0.6532423208191126,-0.7891626521027452,-0.6220499674479166,0.04633703036131029,0.3440273037542662,0.6559726962457337
VSminusRS,1465,0.051014441750102404,0.06528178850809736,0.03399339916037383,0.5215017064846417,0.4784982935153584,-0.29642872340141224,-0.2548676331837972,0.034007521433102116,0.40546075085324235,0.5945392491467577,-0.24541428165130985,-0.18196487426757812,0.028673396627011204,0.42457337883959045,0.5754266211604095,-0.051014441750102404,-0.06528178850809763,0.03399339916037384,0.4784982935153584,0.5215017064846417
VSminusV,1465,-0.6670753671342149,-0.5759328603744507,0.047192891132357785,0.3672354948805461,0.6327645051194539,0.33007227433315633,0.29514801502227783,0.045193076134403,0.5665529010238908,0.4334470989761092,-0.33700309280105856,-0.28781334559122723,0.0313723074058612,0.3993174061433447,0.6006825938566553,0.6670753671342149,0.5759328603744501,0.04719289113235778,0.6327645051194539,0.3672354948805461
VminusC,1465,0.6710659184934418,0.6678970654805502,0.048824777380329,0.653924914675768,0.3460750853242321,-1.1550487909175717,-1.0357083876927697,0.0506567974705998,0.2696245733788396,0.7303754266211604,-0.48398287242413013,-0.4186968008677165,0.034583803400689936,0.3658703071672355,0.6341296928327645,-0.6710659184934418,-0.6678970654805504,0.048824777380329,0.3460750853242321,0.653924914675768
