pair_id,gain_a,true_a,unrel_a,gain_b,true_b,unrel_b,checkpoint,contrast,gain_delta,true_delta,unrel_delta,excess_true_cost
compact:frontier_consolidation_fwcompact_expansion_000126,3.961193799972534,4.959737777709961,8.920931577682495,3.17307710647583,6.782801628112793,9.955878734588623,chck_100M,VSminusC,0.7881166934967041,-1.823063850402832,-1.034947156906128,-0.7881166934967041
compact:frontier_consolidation_fwcompact_expansion_000164,3.8668889999389653,2.9517734050750732,6.818662405014038,2.8205459117889404,5.08154559135437,7.9020915031433105,chck_100M,VSminusC,1.0463430881500249,-2.129772186279297,-1.0834290981292725,-1.0463430881500244
compact:frontier_consolidation_fwcompact_expansion_000275,-0.23209714889526367,5.787642478942871,5.555545330047607,0.11880898475646977,5.753592252731323,5.872401237487793,chck_100M,VSminusC,-0.35090613365173345,0.03405022621154785,-0.31685590744018555,0.3509061336517334
compact:frontier_consolidation_fwcompact_expansion_000286,1.4725418090820315,9.275972843170166,10.748514652252197,0.7031493186950684,9.436408519744873,10.139557838439941,chck_100M,VSminusC,0.7693924903869631,-0.16043567657470703,0.6089568138122559,-0.7693924903869629
compact:frontier_consolidation_fwcompact_expansion_000565,-1.293466567993164,7.976961612701416,6.683495044708252,-2.319608688354492,7.522313117980957,5.202704429626465,chck_100M,VSminusC,1.0261421203613281,0.454648494720459,1.480790615081787,-1.0261421203613281
compact:frontier_consolidation_fwcompact_expansion_000594,-0.881183534860611,5.881015181541443,4.999831646680832,0.5375330746173859,4.29194287955761,4.829475954174995,chck_100M,VSminusC,-1.4187166094779968,1.5890723019838333,0.1703556925058365,1.4187166094779968
compact:frontier_consolidation_fwcompact_expansion_000883,-2.398064970970154,6.513216972351074,4.11515200138092,-1.2941322326660156,9.15091323852539,7.856781005859375,chck_100M,VSminusC,-1.1039327383041382,-2.6376962661743164,-3.7416290044784546,1.1039327383041382
compact:frontier_consolidation_fwcompact_expansion_000886,-0.022922515869140597,4.572677373886108,4.549754858016968,2.311511754989624,4.691929340362549,7.003441095352173,chck_100M,VSminusC,-2.3344342708587646,-0.11925196647644043,-2.453686237335205,2.3344342708587646
compact:frontier_consolidation_fwcompact_expansion_000899,-2.5218734741210938,11.061675071716309,8.539801597595215,-1.9115548133850098,10.844161987304688,8.932607173919678,chck_100M,VSminusC,-0.610318660736084,0.2175130844116211,-0.3928055763244629,0.610318660736084
compact:frontier_consolidation_fwcompact_expansion_001020,2.363100290298462,6.0804033279418945,8.443503618240356,2.191232919692993,6.595836400985718,8.787069320678711,chck_100M,VSminusC,0.17186737060546875,-0.5154330730438232,-0.3435657024383545,-0.17186737060546875
