domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.5167420814479639,764,0.34570135746606334,0.7153558052434457,1068,-0.004299516789615154
social-relations,1548,0.520671834625323,508,0.3281653746770026,0.6846361185983828,742,0.15376138873398304
physical-relations,818,0.5342298288508558,270,0.33007334963325186,0.7086614173228346,381,0.31425472628325224
physical-interactions,556,0.4676258992805755,216,0.38848920863309355,0.7297297297297297,296,-0.15121194021776319
material-dynamics,770,0.4987012987012987,204,0.2649350649350649,0.5284974093264249,386,0.11203122138977051
spatial-relations,490,0.4775510204081633,202,0.4122448979591837,0.7890625,256,-0.16731385776074603
social-properties,328,0.46646341463414637,124,0.3780487804878049,0.7085714285714285,175,-0.2443031221628189
social-interactions,294,0.48639455782312924,104,0.35374149659863946,0.6887417218543046,151,-0.2127571888267994
quantitative-properties,314,0.5573248407643312,80,0.25477707006369427,0.5755395683453237,139,0.34778933227062225
material-properties,170,0.5352941176470588,42,0.24705882352941178,0.5316455696202531,79,0.2741776052862406
physical-dynamics,120,0.4583333333333333,36,0.3,0.5538461538461539,65,0.17737991781905293
