ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.5014819205690575,1132,0.33550681683461764,0.6730083234244947,1682,-0.03535663816728629
variable swap,2564,0.5074102964118564,1003,0.391185647425897,0.7941409342834521,1263,0.04569831886328757
material,840,0.49404761904761907,225,0.26785714285714285,0.5294117647058824,425,0.11153802555054426
other,490,0.5469387755102041,123,0.2510204081632653,0.5540540540540541,222,0.14889980154111981
negation,190,0.5894736842105263,35,0.18421052631578946,0.44871794871794873,78,0.32986045628786087
number,80,0.5875,15,0.1875,0.45454545454545453,33,0.3375575765967369
active-passive,30,0.5333333333333333,8,0.26666666666666666,0.5714285714285714,14,0.1875268816947937
variable_swap,30,0.5,7,0.23333333333333334,0.4666666666666667,15,0.17926523089408875
game,20,0.7,2,0.1,0.3333333333333333,6,1.2506060926243663
