endpoint,input_form,cheap7,BLiMP,Supplement,EWoK,Entity,COMPS,GlobalPIQA,Reading
dense64_scale0p60_smoke,with_special,,67.16417910447761,100.0,45.45454545454545,33.333333333333336,100.0,100.0,
