target,frame_id,subtype,alt_a,alt_b,form,delta1,delta2,correct_margin_c1,correct_margin_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,prior_ratio
coupled_aligned_20M,D_0001,open_closed,open,closed,explicit_final_state,-1.2467756271362305,-1.1690969467163086,-1.2467756271362305,1.1690969467163086,-0.07767868041992188,-1.2467756271362305,False,False,True,4.846875
coupled_aligned_20M,D_0001,open_closed,open,closed,full_v3,-1.3062362670898438,-1.3381800651550293,-1.3062362670898438,1.3381800651550293,0.03194379806518555,-1.3062362670898438,False,False,True,4.846875
coupled_aligned_20M,D_0001,open_closed,open,closed,initial_plus_last,-1.3817381858825684,-1.3979697227478027,-1.3817381858825684,1.3979697227478027,0.016231536865234375,-1.3817381858825684,False,False,True,4.846875
coupled_aligned_20M,D_0001,open_closed,open,closed,last_event_only,-1.4760236740112305,-1.4500699043273926,-1.4760236740112305,1.4500699043273926,-0.02595376968383789,-1.4760236740112305,False,False,True,4.846875
coupled_aligned_20M,D_0001,open_closed,open,closed,no_context,-1.3930306434631348,-1.3930306434631348,-1.3930306434631348,1.3930306434631348,0.0,-1.3930306434631348,False,False,True,4.846875
coupled_aligned_20M,D_0002,open_closed,open,closed,explicit_final_state,-1.1790738105773926,-1.1338138580322266,-1.1790738105773926,1.1338138580322266,-0.045259952545166016,-1.1790738105773926,False,False,True,4.846875
coupled_aligned_20M,D_0002,open_closed,open,closed,full_v3,-1.2661619186401367,-1.299973964691162,-1.2661619186401367,1.299973964691162,0.03381204605102539,-1.2661619186401367,False,False,True,4.846875
coupled_aligned_20M,D_0002,open_closed,open,closed,initial_plus_last,-1.3208537101745605,-1.3241186141967773,-1.3208537101745605,1.3241186141967773,0.003264904022216797,-1.3208537101745605,False,False,True,4.846875
coupled_aligned_20M,D_0002,open_closed,open,closed,last_event_only,-1.4520888328552246,-1.4267568588256836,-1.4520888328552246,1.4267568588256836,-0.025331974029541016,-1.4520888328552246,False,False,True,4.846875
coupled_aligned_20M,D_0002,open_closed,open,closed,no_context,-1.4319558143615723,-1.4319558143615723,-1.4319558143615723,1.4319558143615723,0.0,-1.4319558143615723,False,False,True,4.846875
coupled_aligned_20M,D_0003,empty_full,empty,full,explicit_final_state,-0.24245500564575195,-0.24773693084716797,-0.24245500564575195,0.24773693084716797,0.005281925201416016,-0.24245500564575195,False,False,True,4.861915367483296
coupled_aligned_20M,D_0003,empty_full,empty,full,full_v3,-0.3944735527038574,-0.34591197967529297,-0.3944735527038574,0.34591197967529297,-0.04856157302856445,-0.3944735527038574,False,False,True,4.861915367483296
coupled_aligned_20M,D_0003,empty_full,empty,full,initial_plus_last,-0.28665590286254883,-0.2568225860595703,-0.28665590286254883,0.2568225860595703,-0.029833316802978516,-0.28665590286254883,False,False,True,4.861915367483296
coupled_aligned_20M,D_0003,empty_full,empty,full,last_event_only,-0.2516050338745117,-0.31815242767333984,-0.2516050338745117,0.31815242767333984,0.06654739379882812,-0.2516050338745117,False,False,True,4.861915367483296
coupled_aligned_20M,D_0003,empty_full,empty,full,no_context,-0.35724449157714844,-0.35724449157714844,-0.35724449157714844,0.35724449157714844,0.0,-0.35724449157714844,False,False,True,4.861915367483296
coupled_aligned_20M,D_0004,open_closed,open,closed,explicit_final_state,-1.1850590705871582,-1.1230583190917969,-1.1850590705871582,1.1230583190917969,-0.06200075149536133,-1.1850590705871582,False,False,True,4.846875
coupled_aligned_20M,D_0004,open_closed,open,closed,full_v3,-1.4211578369140625,-1.4206829071044922,-1.4211578369140625,1.4206829071044922,-0.0004749298095703125,-1.4211578369140625,False,False,True,4.846875
coupled_aligned_20M,D_0004,open_closed,open,closed,initial_plus_last,-1.4096980094909668,-1.4333534240722656,-1.4096980094909668,1.4333534240722656,0.023655414581298828,-1.4096980094909668,False,False,True,4.846875
