arch,arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,2.3345235977321863,11,0.014688095077872276,gutenberg,34715,18,2.3492116928100586
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,0.003590928390622139,8,0.03019026853144169,open_subtitles,46093,11,0.03378119692206383
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,1.0501964315772057,8,0.02160070091485977,childes,9638,11,1.0717971324920654
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,1.226023968309164,8,0.03971332684159279,open_subtitles,38847,12,1.2657372951507568
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,5.441396299749613,28,0.009036477655172348,gutenberg,25389,52,5.450432777404785
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,3.7187980003654957,8,0.007438581436872482,gutenberg,23610,11,3.726236581802368
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,0.0004989587978343479,19,9.214453893946484e-05,childes,9850,31,0.0005911033367738128
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.006532538682222366,28,0.02612381987273693,gutenberg,33545,48,0.019591281190514565
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,3.530275419354439,8,0.0717424601316452,gutenberg,27677,11,3.602017879486084
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,0.02395237237215042,11,0.1151447668671608,gutenberg,31140,18,0.13909713923931122
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,0.23574702953919768,8,0.006510476116091013,open_subtitles,39267,11,0.2422575056552887
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,8.032548632472754,8,0.03180721774697304,bnc_spoken,4664,10,8.064355850219727
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,9.399391131475568,8,0.0215101670473814,open_subtitles,42641,11,9.42090129852295
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,0.5723034627735615,9,0.025450240820646286,childes,16252,14,0.5977537035942078
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,7.165754333138466,9,0.14745329320430756,childes,21179,14,7.313207626342773
D182,D182_R_43022,chck_90M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,4.31584757566452,13,0.8115447163581848,gutenberg,36547,21,5.127392292022705
