family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,D182,D182_R_43022,chck_100M,43022,R,ALL,2000,4.136775969061178,0.2098794592529318,4.346655428314111,4.0646205162960465,0.09088767777178251
copy,D182,D182_R_43022,chck_100M,43022,R,domain_bnc_spoken,180,4.52122704246269,0.4446703045842393,4.965897347046929,3.7826708745136957,0.28194364039737335
copy,D182,D182_R_43022,chck_100M,43022,R,domain_childes,642,2.7637663725405117,0.16804345738767146,2.931809829928183,3.391523050802276,0.13385273795532085
copy,D182,D182_R_43022,chck_100M,43022,R,domain_gutenberg,468,4.966120549626141,0.18728367092946552,5.153404220555607,4.2064455768230244,0.19444301557287322
copy,D182,D182_R_43022,chck_100M,43022,R,domain_open_subtitles,434,4.803920562382751,0.20648517004880262,5.010405732431553,4.019682526696309,0.1929509358101628
copy,D182,D182_R_43022,chck_100M,43022,R,domain_simple_wiki,272,4.649004397797525,0.20010145531791032,4.849105853115436,4.67235674515778,0.2833032408948921
copy,D182,D182_R_43022,chck_100M,43022,R,domain_switchboard,4,2.9544804519973695,0.035861598793417215,2.9903420507907867,2.3390757533958233,1.1695378766979116
copy,D182,D182_R_43022,chck_100M,43022,R,span_1,1000,4.181429781882398,0.29434670562964405,4.475776487512042,4.285226641846934,0.13551076478270924
copy,D182,D182_R_43022,chck_100M,43022,R,span_4,1000,4.092122156239959,0.1254122128762196,4.217534369116178,3.830812522820163,0.12114092861207472
copy,D182,D182_R_43022,chck_80M,43022,R,ALL,2000,4.26129781699855,0.2187165165337255,4.480014333532274,4.122855171717509,0.09218984425346918
copy,D182,D182_R_43022,chck_80M,43022,R,domain_bnc_spoken,180,4.573396889973406,0.4805201920315287,5.053917082004935,3.837869896888801,0.2860579326081156
copy,D182,D182_R_43022,chck_80M,43022,R,domain_childes,642,2.8686158747578627,0.17950448328258325,3.048120358040446,3.449892785346102,0.13615640762389886
copy,D182,D182_R_43022,chck_80M,43022,R,domain_gutenberg,468,5.108034425784275,0.19176600374681646,5.299800429531092,4.232320681672833,0.195639092717668
copy,D182,D182_R_43022,chck_80M,43022,R,domain_open_subtitles,434,4.941983238215052,0.19986761400576955,5.141850852220822,4.073499138941277,0.19553421586420566
copy,D182,D182_R_43022,chck_80M,43022,R,domain_simple_wiki,272,4.817829589254935,0.2169743913415332,5.034803980596469,4.7760890930915085,0.28959293835554045
copy,D182,D182_R_43022,chck_80M,43022,R,domain_switchboard,4,2.9755793194053695,0.047862889361567795,3.0234422087669373,2.462660418349918,1.231330209174959
copy,D182,D182_R_43022,chck_80M,43022,R,span_1,1000,4.32835097927112,0.3115971462550601,4.63994812552618,4.366501826281487,0.13808091178334378
copy,D182,D182_R_43022,chck_80M,43022,R,span_4,1000,4.194244654725979,0.12583588681239094,4.32008054153837,3.862711364036221,0.1221496585417027
copy,D182,D182_R_43022,chck_90M,43022,R,ALL,2000,4.153840736440196,0.21472282432136838,4.368563560761564,4.0680596213889295,0.09096457849947703
copy,D182,D182_R_43022,chck_90M,43022,R,domain_bnc_spoken,180,4.562235653358868,0.4514031681243473,5.013638821483214,3.8307467783249396,0.2855270066974294
copy,D182,D182_R_43022,chck_90M,43022,R,domain_childes,642,2.7689624543295968,0.17266302670647157,2.9416254810360685,3.3913795518355263,0.1338470745028526
copy,D182,D182_R_43022,chck_90M,43022,R,domain_gutenberg,468,5.000223758023005,0.19100174518042387,5.191225503203429,4.203106031734514,0.19428864504654822
copy,D182,D182_R_43022,chck_90M,43022,R,domain_open_subtitles,434,4.823094739525218,0.20973689135850443,5.032831630883722,4.022957871249455,0.19310815737988452
copy,D182,D182_R_43022,chck_90M,43022,R,domain_simple_wiki,272,4.645863888590366,0.20880968742048367,4.85467357601085,4.656614399239394,0.28234872096817865
copy,D182,D182_R_43022,chck_90M,43022,R,domain_switchboard,4,2.950586547725834,0.033138165599666536,2.9837247133255005,2.2651227014710598,1.1325613507355299
copy,D182,D182_R_43022,chck_90M,43022,R,span_1,1000,4.2012345610884205,0.30120160376618627,4.502436164854607,4.28297677924788,0.13543961788035488
copy,D182,D182_R_43022,chck_90M,43022,R,span_4,1000,4.106446911791971,0.1282440448765505,4.234690956668521,3.840551487162224,0.12144890170579548
copy,D182,D182_V_43022,chck_100M,43022,V,ALL,2000,3.973283172172871,0.3681709632325372,4.341454135405408,4.024886402835589,0.08999919598454979
copy,D182,D182_V_43022,chck_100M,43022,V,domain_bnc_spoken,180,4.31356290274885,0.690395402268526,5.003958305017376,3.7353573975213497,0.2784171020371481
copy,D182,D182_V_43022,chck_100M,43022,V,domain_childes,642,2.710994646388677,0.26033364111084834,2.9713282874995257,3.335175054204114,0.1316288599188213
copy,D182,D182_V_43022,chck_100M,43022,V,domain_gutenberg,468,4.6677573618164905,0.3366670266531222,5.004424388469612,4.088723816991262,0.18900132529965172
copy,D182,D182_V_43022,chck_100M,43022,V,domain_open_subtitles,434,4.711446359408588,0.47715457736237954,5.188600936770967,4.191433407633865,0.20119524191718213
copy,D182,D182_V_43022,chck_100M,43022,V,domain_simple_wiki,272,4.37923185049008,0.29457574139229503,4.673807591882375,4.582686618908243,0.2778661908656375
copy,D182,D182_V_43022,chck_100M,43022,V,domain_switchboard,4,2.309307555668056,0.04167493898421526,2.3509824946522713,2.4544600477401644,1.2272300238700822
copy,D182,D182_V_43022,chck_100M,43022,V,span_1,1000,4.089042143747388,0.5132185293518401,4.602260673099228,4.313578495224805,0.13640732910832135
