family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_gain_a_minus_b
rewrite,D182,43022,ALL,RminusV,5892,3,-1.3267264747279348
rewrite,D182,43022,ALL,VminusR,5892,3,1.3267264747279348
rewrite,D182,43022,token_nonoverlap,RminusV,2732,3,-1.5974063273058388
rewrite,D182,43022,token_nonoverlap,VminusR,2732,3,1.5974063273058388
rewrite,D182,43022,token_overlap,RminusV,3160,3,-1.0927083237017212
rewrite,D182,43022,token_overlap,VminusR,3160,3,1.0927083237017212
