family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_margin_full_a_minus_b,delta_mean_effect_no_initial_qbox_a_minus_b,delta_mean_effect_no_last_relevant_update_a_minus_b,delta_mean_effect_no_all_relevant_updates_a_minus_b,mean_effect_no_all_relevant_updates_a,mean_effect_no_all_relevant_updates_b,mean_effect_no_initial_qbox_a,mean_effect_no_initial_qbox_b,mean_effect_no_last_relevant_update_a,mean_effect_no_last_relevant_update_b,mean_margin_full_a,mean_margin_full_b
entity_ablation,D182,D182_R_43022,D182_V_43022,chck_100M,43022,ALL,RminusV,1221,-0.5494647055046662,0.5351598111883623,0.26759529319407993,-0.7710084638754358,-2.150865709076557,-1.3798572452011213,0.18320267305180832,-0.351957138136554,-0.4612958696560231,-0.728891162850103,0.22062237975687204,0.7700870852615382
entity_ablation,D182,D182_V_43022,D182_R_43022,chck_100M,43022,ALL,VminusR,1221,0.5494647055046662,-0.5351598111883623,-0.26759529319407993,0.7710084638754358,-1.3798572452011213,-2.150865709076557,-0.351957138136554,0.18320267305180832,-0.728891162850103,-0.4612958696560231,0.7700870852615382,0.22062237975687204
entity_ablation,D182,D182_R_43022,D182_V_43022,chck_100M,43022,rel_ge2,RminusV,1205,-0.5406393941198148,0.5202728601350329,0.2572206351828773,-0.7951737111921255,-2.1879062177806596,-1.392732506588534,0.17026954667944136,-0.35000331345559155,-0.4759022560109736,-0.7331228911938509,0.23018235701495682,0.7708217511347716
entity_ablation,D182,D182_V_43022,D182_R_43022,chck_100M,43022,rel_ge2,VminusR,1205,0.5406393941198148,-0.5202728601350329,-0.2572206351828773,0.7951737111921255,-1.392732506588534,-2.1879062177806596,-0.35000331345559155,0.17026954667944136,-0.7331228911938509,-0.4759022560109736,0.7708217511347716,0.23018235701495682
entity_ablation,D182,D182_R_43022,D182_V_43022,chck_100M,43022,rel_ge3,RminusV,716,-0.4776439389536501,0.3925220828982039,0.35732354485955314,-0.9229589880927982,-2.474449392179204,-1.551490404086406,0.09610547416702996,-0.2964166087311739,-0.39514533938142843,-0.7524688842409816,0.5074104664212499,0.9850544053749
entity_ablation,D182,D182_V_43022,D182_R_43022,chck_100M,43022,rel_ge3,VminusR,716,0.4776439389536501,-0.3925220828982039,-0.35732354485955314,0.9229589880927982,-1.551490404086406,-2.474449392179204,-0.2964166087311739,0.09610547416702996,-0.7524688842409816,-0.39514533938142843,0.9850544053749,0.5074104664212499
entity_ablation,D182,D182_R_43022,D182_V_43022,chck_100M,43022,rel_updates_1,RminusV,16,-1.2141209691762924,1.6563333123922348,1.0489367246627808,1.0489367246627808,0.6387476027011871,-0.41018912196159363,1.1572287529706955,-0.4991045594215393,0.6387476027011871,-0.41018912196159363,-0.49936340749263763,0.7147575616836548
entity_ablation,D182,D182_V_43022,D182_R_43022,chck_100M,43022,rel_updates_1,VminusR,16,1.2141209691762924,-1.6563333123922348,-1.0489367246627808,-1.0489367246627808,-0.41018912196159363,0.6387476027011871,-0.4991045594215393,1.1572287529706955,-0.41018912196159363,0.6387476027011871,0.7147575616836548,-0.49936340749263763
entity_ablation,D182,D182_R_43022,D182_V_43022,chck_100M,43022,rel_updates_2,RminusV,489,-0.6328781382894955,0.7073271679092039,0.11064868563584274,-0.6080688885727361,-1.7683460687635684,-1.1602771801908323,0.2788615219736879,-0.42846564593551595,-0.59414755725178,-0.7047962428876228,-0.17573855573536185,0.4571395825541336
entity_ablation,D182,D182_V_43022,D182_R_43022,chck_100M,43022,rel_updates_2,VminusR,489,0.6328781382894955,-0.7073271679092039,-0.11064868563584274,0.6080688885727361,-1.1602771801908323,-1.7683460687635684,-0.42846564593551595,0.2788615219736879,-0.7047962428876228,-0.59414755725178,0.4571395825541336,-0.17573855573536185
