family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
rewrite,D182,D182_R_43022,D182_V_43022,chck_100M,43022,ALL,RminusV,5892,-1.3039383584651665,3.2207249184857085,4.524663276950875
rewrite,D182,D182_V_43022,D182_R_43022,chck_100M,43022,ALL,VminusR,5892,1.3039383584651665,4.524663276950875,3.2207249184857085
rewrite,D182,D182_R_43022,D182_V_43022,chck_100M,43022,token_nonoverlap,RminusV,2732,-1.570686790439686,0.17185041501417234,1.7425372054538584
rewrite,D182,D182_V_43022,D182_R_43022,chck_100M,43022,token_nonoverlap,VminusR,2732,1.570686790439686,1.7425372054538584,0.17185041501417234
rewrite,D182,D182_R_43022,D182_V_43022,chck_100M,43022,token_overlap,RminusV,3160,-1.0733191444922587,5.856650596803505,6.929969741295764
rewrite,D182,D182_V_43022,D182_R_43022,chck_100M,43022,token_overlap,VminusR,3160,1.0733191444922587,6.929969741295764,5.856650596803505
rewrite,D182,D182_R_43022,D182_V_43022,chck_80M,43022,ALL,RminusV,5892,-1.3896213557101484,3.1397936205960635,4.529414976306212
rewrite,D182,D182_V_43022,D182_R_43022,chck_80M,43022,ALL,VminusR,5892,1.3896213557101484,4.529414976306212,3.1397936205960635
rewrite,D182,D182_R_43022,D182_V_43022,chck_80M,43022,token_nonoverlap,RminusV,2732,-1.679005808872955,0.035595886498256034,1.7146016953712109
rewrite,D182,D182_V_43022,D182_R_43022,chck_80M,43022,token_nonoverlap,VminusR,2732,1.679005808872955,1.7146016953712109,0.035595886498256034
rewrite,D182,D182_R_43022,D182_V_43022,chck_80M,43022,token_overlap,RminusV,3160,-1.1394320120263544,5.823549383113535,6.96298139513989
rewrite,D182,D182_V_43022,D182_R_43022,chck_80M,43022,token_overlap,VminusR,3160,1.1394320120263544,6.96298139513989,5.823549383113535
rewrite,D182,D182_R_43022,D182_V_43022,chck_90M,43022,ALL,RminusV,5892,-1.2866197100084897,3.2346955509761206,4.52131526098461
rewrite,D182,D182_V_43022,D182_R_43022,chck_90M,43022,ALL,VminusR,5892,1.2866197100084897,4.52131526098461,3.2346955509761206
rewrite,D182,D182_R_43022,D182_V_43022,chck_90M,43022,token_nonoverlap,RminusV,2732,-1.5425263826048756,0.18925735917444153,1.7317837417793172
rewrite,D182,D182_V_43022,D182_R_43022,chck_90M,43022,token_nonoverlap,VminusR,2732,1.5425263826048756,1.7317837417793172,0.18925735917444153
rewrite,D182,D182_R_43022,D182_V_43022,chck_90M,43022,token_overlap,RminusV,3160,-1.0653738145865503,5.867650342116054,6.933024156702604
rewrite,D182,D182_V_43022,D182_R_43022,chck_90M,43022,token_overlap,VminusR,3160,1.0653738145865503,6.933024156702604,5.867650342116054
