endpoint,form,tokens,kl_mean,kl_mass,special_tokens_token_share,special_tokens_kl_mass_share,special_tokens_kl_mean,content_distance_1_token_share,content_distance_1_kl_mass_share,content_distance_1_kl_mean,content_distance_1_to_7_token_share,content_distance_1_to_7_kl_mass_share,content_distance_1_to_7_kl_mean,content_distance_1_to_15_token_share,content_distance_1_to_15_kl_mass_share,content_distance_1_to_15_kl_mean,content_distance_ge16_token_share,content_distance_ge16_kl_mass_share,content_distance_ge16_kl_mean,short_0_to_31_tokens_token_share,short_0_to_31_tokens_kl_mass_share,short_0_to_31_tokens_kl_mean,short_0_to_63_tokens_token_share,short_0_to_63_tokens_kl_mass_share,short_0_to_63_tokens_kl_mean
coherent86_alpha075,coherent_add_special,7210,0.0008246489722879194,5.945719090195899,0.008876560332871012,0.06865646419012342,0.006378313278133874,0.008876560332871012,0.02390055164914645,0.0022204057219772366,0.062135922330097085,0.07674593176341203,0.0010185485526352472,0.13314840499306518,0.13554449320256132,0.0008394890425056219,0.8579750346740638,0.7957990426073153,0.0007648880633026082,0.0,0.0,0.0,0.0,0.0,0.0
coherent86_alpha075,coherent_no_special,7155,0.0007779089001171445,5.5659381803381685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coherent86_alpha075,short_add_special,869,0.001836274395784941,1.5957224499371137,0.07364787111622555,0.3006080222563614,0.007495108902276115,0.07364787111622555,0.1017041466746866,0.0025358060953202255,0.4188722669735328,0.2653700200788775,0.001163343127967383,0.6823935558112774,0.47687038082791255,0.001283225585829951,0.24395857307249713,0.2225215969157261,0.0016749184329918928,0.35097813578826237,0.486628066397729,0.0025459781321978507,0.8204833141542003,0.8371391870008539,0.0018735509038139777
coherent_special_98097_alpha075,coherent_add_special,7210,0.0019354647279875865,13.9547006887905,0.008876560332871012,0.11377168323528543,0.024807027912629565,0.008876560332871012,0.38031277637685246,0.08292423378846703,0.062135922330097085,0.4232943550792373,0.013185147384788756,0.13314840499306518,0.45808338213821137,0.006658767175257896,0.8579750346740638,0.42814493462650316,0.000965831622071553,0.0,0.0,0.0,0.0,0.0,0.0
coherent_special_98097_alpha075,coherent_no_special,7155,0.000992564544104753,7.101799313069509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coherent_special_98097_alpha075,short_add_special,869,0.009746908490657217,8.470063478381121,0.07364787111622555,0.4090372443335307,0.05413392850823584,0.07364787111622555,0.41765681500897056,0.055274683364132216,0.4188722669735328,0.4768420867391661,0.01109583171385839,0.6823935558112774,0.5238354669112901,0.007482157937548128,0.24395857307249713,0.06712728875517919,0.0026819452683395613,0.35097813578826237,0.6273668675521633,0.017422417024262112,0.8204833141542003,0.9034853316748652,0.010732928627029917
coherent_special_98098_alpha075,coherent_add_special,7210,0.0024053996339463467,17.34293136075316,0.008876560332871012,0.12062597947234689,0.03268762628613331,0.008876560332871012,0.43477447565664123,0.11781662326125897,0.062135922330097085,0.4683302524680764,0.01812995406856707,0.13314840499306518,0.5000914075625986,0.009034428078604773,0.8579750346740638,0.37928261296505444,0.0010633482578370588,0.0,0.0,0.0,0.0,0.0,0.0
coherent_special_98098_alpha075,coherent_no_special,7155,0.0010849320851296547,7.762689069102679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coherent_special_98098_alpha075,short_add_special,869,0.011992288505217767,10.42129871103424,0.07364787111622555,0.4789957884396124,0.07799622176025878,0.07364787111622555,0.35175854204556256,0.05727782563772976,0.4188722669735328,0.41145932133588176,0.011780056305166613,0.6823935558112774,0.45370418358904063,0.007973333598022447,0.24395857307249713,0.06730002797134699,0.0033082721450488997,0.35097813578826237,0.6741742688627304,0.023035316193808598,0.8204833141542003,0.9109348859058791,0.01331434018559195
