arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_C_43222,chck_80M,2000,22.25,1221,5892,25552
D_C_43222,chck_90M,2000,20.89,1221,5892,25552
D_C_43222,chck_100M,2000,20.55,1221,5892,25552
