case_id,family,train_group,actor_group,event_pol,affected_query,final_pol,affected_slot,query_slot,mode,alpha,layer,margin_correct_foil,head_correct,state0_minus_state1
F196_01141,clean_dirty,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-2.8770789802074432,False,2.8770789802074432
F196_01142,clean_dirty,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,2.983077108860016,True,2.983077108860016
F196_01143,clean_dirty,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,3.108670175075531,True,3.108670175075531
F196_01144,clean_dirty,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-3.0432702004909515,False,3.0432702004909515
F196_01145,clean_dirty,heldout_family,heldout_actor,0,1,0,A,A,remove,1.0,4,-2.41164293885231,False,-2.41164293885231
F196_01146,clean_dirty,heldout_family,heldout_actor,0,0,1,A,B,remove,1.0,4,2.4984779953956604,True,-2.4984779953956604
F196_01147,clean_dirty,heldout_family,heldout_actor,0,0,1,B,A,remove,1.0,4,2.4654511213302612,True,-2.4654511213302612
F196_01148,clean_dirty,heldout_family,heldout_actor,0,1,0,B,B,remove,1.0,4,-2.505690634250641,False,-2.505690634250641
F196_01149,clean_dirty,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-3.1277017891407013,False,3.1277017891407013
F196_01150,clean_dirty,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,3.2224731743335724,True,3.2224731743335724
F196_01151,clean_dirty,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,3.336391419172287,True,3.336391419172287
F196_01152,clean_dirty,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-3.2562150359153748,False,3.2562150359153748
F196_01153,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.70819291472435,False,-2.70819291472435
F196_01154,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.664059743285179,True,-2.664059743285179
F196_01155,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.8964252024888992,True,-2.8964252024888992
F196_01156,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.7127884924411774,False,-2.7127884924411774
F196_01157,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-3.08406163752079,False,3.08406163752079
F196_01158,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.147523805499077,True,3.147523805499077
F196_01159,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.971149429678917,True,2.971149429678917
F196_01160,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.912366822361946,False,2.912366822361946
F196_01161,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.5600947439670563,False,-2.5600947439670563
F196_01162,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.528470069169998,True,-2.528470069169998
F196_01163,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.7824955731630325,True,-2.7824955731630325
F196_01164,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.5774613320827484,False,-2.5774613320827484
F196_01165,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-3.3926402032375336,False,3.3926402032375336
F196_01166,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.4345263689756393,True,3.4345263689756393
F196_01167,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,3.2436350882053375,True,3.2436350882053375
F196_01168,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-3.192177712917328,False,3.192177712917328
F196_01169,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.5610972344875336,False,-2.5610972344875336
F196_01170,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.4944191724061966,True,-2.4944191724061966
F196_01171,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.7578296661376953,True,-2.7578296661376953
F196_01172,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.524540960788727,False,-2.524540960788727
F196_01173,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-3.1882744133472443,False,3.1882744133472443
F196_01174,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.285480409860611,True,3.285480409860611
F196_01175,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,3.067045286297798,True,3.067045286297798
F196_01176,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-3.043181538581848,False,3.043181538581848
F196_01177,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.7295960634946823,False,-2.7295960634946823
F196_01178,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.684730589389801,True,-2.684730589389801
F196_01179,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.9045801162719727,True,-2.9045801162719727
F196_01180,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.7224177718162537,False,-2.7224177718162537
F196_01181,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-3.09417062997818,False,3.09417062997818
F196_01182,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.167424291372299,True,3.167424291372299
F196_01183,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.980335146188736,True,2.980335146188736
F196_01184,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.945240095257759,False,2.945240095257759
F196_01185,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.578046679496765,False,-2.578046679496765
F196_01186,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.507969930768013,True,-2.507969930768013
F196_01187,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.766184762120247,True,-2.766184762120247
F196_01188,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.54171946644783,False,-2.54171946644783
F196_01189,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-3.2396498024463654,False,3.2396498024463654
F196_01190,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.3200321048498154,True,3.3200321048498154
F196_01191,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,3.116323545575142,True,3.116323545575142
F196_01192,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-3.0917683839797974,False,3.0917683839797974
F196_01193,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.6494588553905487,False,-2.6494588553905487
F196_01194,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.6150092780590057,True,-2.6150092780590057
F196_01195,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.8426465690135956,True,-2.8426465690135956
F196_01196,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.653659760951996,False,-2.653659760951996
F196_01197,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-3.1956892758607864,False,3.1956892758607864
F196_01198,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.242939069867134,True,3.242939069867134
F196_01199,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,3.0764131397008896,True,3.0764131397008896
F196_01200,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-3.0293511897325516,False,3.0293511897325516
F196_01201,clean_dirty,heldout_family,heldout_actor,0,1,0,A,A,remove,1.0,4,-2.7656993865966797,False,-2.7656993865966797
F196_01202,clean_dirty,heldout_family,heldout_actor,0,0,1,A,B,remove,1.0,4,2.7306603491306305,True,-2.7306603491306305
F196_01203,clean_dirty,heldout_family,heldout_actor,0,0,1,B,A,remove,1.0,4,2.9600362479686737,True,-2.9600362479686737
F196_01204,clean_dirty,heldout_family,heldout_actor,0,1,0,B,B,remove,1.0,4,-2.778995543718338,False,-2.778995543718338
F196_01205,clean_dirty,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-3.009254515171051,False,3.009254515171051
F196_01206,clean_dirty,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,3.0839701294898987,True,3.0839701294898987
F196_01207,clean_dirty,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,2.9095163345336914,True,2.9095163345336914
F196_01208,clean_dirty,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-2.869899719953537,False,2.869899719953537
F196_01209,clean_dirty,heldout_family,heldout_actor,0,1,0,A,A,remove,1.0,4,-2.6006736755371094,False,-2.6006736755371094
F196_01210,clean_dirty,heldout_family,heldout_actor,0,0,1,A,B,remove,1.0,4,2.563955381512642,True,-2.563955381512642
F196_01211,clean_dirty,heldout_family,heldout_actor,0,0,1,B,A,remove,1.0,4,2.8010235279798508,True,-2.8010235279798508
F196_01212,clean_dirty,heldout_family,heldout_actor,0,1,0,B,B,remove,1.0,4,-2.6259050518274307,False,-2.6259050518274307
F196_01213,clean_dirty,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-3.3257980942726135,False,3.3257980942726135
F196_01214,clean_dirty,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,3.3802633583545685,True,3.3802633583545685
F196_01215,clean_dirty,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,3.191410928964615,True,3.191410928964615
F196_01216,clean_dirty,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-3.151845872402191,False,3.151845872402191
F196_01217,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.4860028475522995,False,-2.4860028475522995
F196_01218,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.4887381494045258,True,-2.4887381494045258
F196_01219,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.444734662771225,True,-2.444734662771225
F196_01220,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.393820822238922,False,-2.393820822238922
F196_01221,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-2.7886180579662323,False,2.7886180579662323
F196_01222,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,2.8519697785377502,True,2.8519697785377502
F196_01223,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.7926264852285385,True,2.7926264852285385
F196_01224,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.7360000610351562,False,2.7360000610351562
F196_01225,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.3436775654554367,False,-2.3436775654554367
F196_01226,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.34946346282959,True,-2.34946346282959
F196_01227,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.3073920905590057,True,-2.3073920905590057
F196_01228,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.2437916696071625,False,-2.2437916696071625
F196_01229,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-2.9865797758102417,False,2.9865797758102417
F196_01230,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.0654028952121735,True,3.0654028952121735
F196_01231,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.988608345389366,True,2.988608345389366
F196_01232,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.959156095981598,False,2.959156095981598
F196_01233,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.315031975507736,False,-2.315031975507736
F196_01234,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.325453817844391,True,-2.325453817844391
F196_01235,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.2957800924777985,True,-2.2957800924777985
F196_01236,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.2353888154029846,False,-2.2353888154029846
F196_01237,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-2.8767481297254562,False,2.8767481297254562
F196_01238,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,2.957065522670746,True,2.957065522670746
F196_01239,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.878742277622223,True,2.878742277622223
F196_01240,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.843686044216156,False,2.843686044216156
F196_01241,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.505334809422493,False,-2.505334809422493
F196_01242,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.505582869052887,True,-2.505582869052887
F196_01243,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.465372160077095,True,-2.465372160077095
F196_01244,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.416727066040039,False,-2.416727066040039
F196_01245,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-2.7944717556238174,False,2.7944717556238174
F196_01246,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,2.8448943495750427,True,2.8448943495750427
F196_01247,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.7906102687120438,True,2.7906102687120438
F196_01248,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.727718323469162,False,2.727718323469162
F196_01249,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.3370028287172318,False,-2.3370028287172318
F196_01250,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.32945254445076,True,-2.32945254445076
F196_01251,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.2914229333400726,True,-2.2914229333400726
F196_01252,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.2269239723682404,False,-2.2269239723682404
F196_01253,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-2.922671213746071,False,2.922671213746071
F196_01254,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,3.0036927312612534,True,3.0036927312612534
F196_01255,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.929844945669174,True,2.929844945669174
F196_01256,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.9024029076099396,False,2.9024029076099396
F196_01257,clean_dirty,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-2.4097337871789932,False,-2.4097337871789932
F196_01258,clean_dirty,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,2.40749554336071,True,-2.40749554336071
F196_01259,clean_dirty,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,2.3720569759607315,True,-2.3720569759607315
F196_01260,clean_dirty,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-2.3052653670310974,False,-2.3052653670310974
F196_01261,clean_dirty,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-2.9335050880908966,False,2.9335050880908966
F196_01262,clean_dirty,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,2.991787850856781,True,2.991787850856781
F196_01263,clean_dirty,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,2.9280232787132263,True,2.9280232787132263
F196_01264,clean_dirty,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-2.8845711648464203,False,2.8845711648464203
F196_01265,clean_dirty,heldout_family,heldout_actor,0,1,0,A,A,remove,1.0,4,-2.53981114923954,False,-2.53981114923954
F196_01266,clean_dirty,heldout_family,heldout_actor,0,0,1,A,B,remove,1.0,4,2.5314693599939346,True,-2.5314693599939346
F196_01267,clean_dirty,heldout_family,heldout_actor,0,0,1,B,A,remove,1.0,4,2.5003003925085068,True,-2.5003003925085068
F196_01268,clean_dirty,heldout_family,heldout_actor,0,1,0,B,B,remove,1.0,4,-2.4369077682495117,False,-2.4369077682495117
F196_01269,clean_dirty,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-2.763712927699089,False,2.763712927699089
F196_01270,clean_dirty,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,2.8349704444408417,True,2.8349704444408417
F196_01271,clean_dirty,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,2.764647364616394,True,2.764647364616394
F196_01272,clean_dirty,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-2.721424013376236,False,2.721424013376236
F196_01273,clean_dirty,heldout_family,heldout_actor,0,1,0,A,A,remove,1.0,4,-2.4267245531082153,False,-2.4267245531082153
F196_01274,clean_dirty,heldout_family,heldout_actor,0,0,1,A,B,remove,1.0,4,2.403235360980034,True,-2.403235360980034
F196_01275,clean_dirty,heldout_family,heldout_actor,0,0,1,B,A,remove,1.0,4,2.384335532784462,True,-2.384335532784462
F196_01276,clean_dirty,heldout_family,heldout_actor,0,1,0,B,B,remove,1.0,4,-2.3053216338157654,False,-2.3053216338157654
F196_01277,clean_dirty,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-2.9472283869981766,False,2.9472283869981766
F196_01278,clean_dirty,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,3.0245218873023987,True,3.0245218873023987
F196_01279,clean_dirty,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,2.9441441744565964,True,2.9441441744565964
F196_01280,clean_dirty,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-2.9090891778469086,False,2.9090891778469086
F196_01281,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-10.117620326578617,False,-10.117620326578617
F196_01282,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.40275526046753,True,-9.40275526046753
F196_01283,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,10.00903207808733,True,-10.00903207808733
F196_01284,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-8.914722867310047,False,-8.914722867310047
F196_01285,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-8.016521416604519,False,8.016521416604519
F196_01286,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.363752704113722,True,8.363752704113722
F196_01287,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.449979934841394,True,8.449979934841394
F196_01288,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-8.107310704886913,False,8.107310704886913
F196_01289,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-10.176336500793695,False,-10.176336500793695
F196_01290,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.508581526577473,True,-9.508581526577473
F196_01291,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,10.115007236599922,True,-10.115007236599922
F196_01292,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-9.040897391736507,False,-9.040897391736507
F196_01293,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-7.925063952803612,False,7.925063952803612
F196_01294,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.346357721835375,True,8.346357721835375
F196_01295,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.380460269749165,True,8.380460269749165
F196_01296,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-8.111814856529236,False,8.111814856529236
F196_01297,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-10.182698905467987,False,-10.182698905467987
F196_01298,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.48403974622488,True,-9.48403974622488
F196_01299,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,10.100795082747936,True,-10.100795082747936
F196_01300,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-8.9950220733881,False,-8.9950220733881
F196_01301,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-7.73168383538723,False,7.73168383538723
F196_01302,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.127783417701721,True,8.127783417701721
F196_01303,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.150660891085863,True,8.150660891085863
F196_01304,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-7.891550876200199,False,7.891550876200199
F196_01305,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-10.105665396898985,False,-10.105665396898985
F196_01306,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.420463364571333,True,-9.420463364571333
F196_01307,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,10.025058325380087,True,-10.025058325380087
F196_01308,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-8.971208803355694,False,-8.971208803355694
F196_01309,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-8.263776574283838,False,8.263776574283838
F196_01310,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.588813345879316,True,8.588813345879316
F196_01311,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.69562740251422,True,8.69562740251422
F196_01312,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-8.391388185322285,False,8.391388185322285
F196_01313,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-10.111980181187391,False,-10.111980181187391
F196_01314,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.402076359838247,True,-9.402076359838247
F196_01315,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,10.023421462625265,True,-10.023421462625265
F196_01316,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-8.91589142382145,False,-8.91589142382145
F196_01317,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-8.190410912036896,False,8.190410912036896
F196_01318,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.55026251077652,True,8.55026251077652
F196_01319,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.62604097276926,True,8.62604097276926
F196_01320,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-8.320849601179361,False,8.320849601179361
F196_01321,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-10.321548040956259,False,-10.321548040956259
F196_01322,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.634498603641987,True,-9.634498603641987
F196_01323,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,10.217628691345453,True,-10.217628691345453
F196_01324,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-9.16603809595108,False,-9.16603809595108
F196_01325,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-8.154269501566887,False,8.154269501566887
F196_01326,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.43842501565814,True,8.43842501565814
F196_01327,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.556976273655891,True,8.556976273655891
F196_01328,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-8.194449987262487,False,8.194449987262487
F196_01329,warm_cool,heldout_family,heldout_actor,0,1,0,A,A,remove,1.0,4,-10.241409208625555,False,-10.241409208625555
F196_01330,warm_cool,heldout_family,heldout_actor,0,0,1,A,B,remove,1.0,4,9.519575595855713,True,-9.519575595855713
F196_01331,warm_cool,heldout_family,heldout_actor,0,0,1,B,A,remove,1.0,4,10.17388715595007,True,-10.17388715595007
F196_01332,warm_cool,heldout_family,heldout_actor,0,1,0,B,B,remove,1.0,4,-9.030951760709286,False,-9.030951760709286
F196_01333,warm_cool,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-7.968687988817692,False,7.968687988817692
F196_01334,warm_cool,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,8.315387688577175,True,8.315387688577175
F196_01335,warm_cool,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,8.407730791717768,True,8.407730791717768
F196_01336,warm_cool,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-8.108615666627884,False,8.108615666627884
F196_01337,warm_cool,heldout_family,heldout_actor,0,1,0,A,A,remove,1.0,4,-10.218099158257246,False,-10.218099158257246
F196_01338,warm_cool,heldout_family,heldout_actor,0,0,1,A,B,remove,1.0,4,9.530271895229816,True,-9.530271895229816
F196_01339,warm_cool,heldout_family,heldout_actor,0,0,1,B,A,remove,1.0,4,10.15203606709838,True,-10.15203606709838
F196_01340,warm_cool,heldout_family,heldout_actor,0,1,0,B,B,remove,1.0,4,-9.07116574794054,False,-9.07116574794054
F196_01341,warm_cool,heldout_family,heldout_actor,1,1,1,A,A,remove,1.0,4,-8.211209960281849,False,8.211209960281849
F196_01342,warm_cool,heldout_family,heldout_actor,1,0,0,A,B,remove,1.0,4,8.579755891114473,True,8.579755891114473
F196_01343,warm_cool,heldout_family,heldout_actor,1,0,0,B,A,remove,1.0,4,8.638765376061201,True,8.638765376061201
F196_01344,warm_cool,heldout_family,heldout_actor,1,1,1,B,B,remove,1.0,4,-8.329467881470919,False,8.329467881470919
F196_01345,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-9.651890709996223,False,-9.651890709996223
F196_01346,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.614440962672234,True,-9.614440962672234
F196_01347,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,9.701232172548771,True,-9.701232172548771
F196_01348,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-9.278102457523346,False,-9.278102457523346
F196_01349,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-8.2315084785223,False,8.2315084785223
F196_01350,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.179025582969189,True,8.179025582969189
F196_01351,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.798483565449715,True,8.798483565449715
F196_01352,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-7.993646264076233,False,7.993646264076233
F196_01353,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-9.78699691593647,False,-9.78699691593647
F196_01354,warm_cool,heldout_family,train_actor,0,0,1,A,B,remove,1.0,4,9.68096548318863,True,-9.68096548318863
F196_01355,warm_cool,heldout_family,train_actor,0,0,1,B,A,remove,1.0,4,9.85643918812275,True,-9.85643918812275
F196_01356,warm_cool,heldout_family,train_actor,0,1,0,B,B,remove,1.0,4,-9.349886052310467,False,-9.349886052310467
F196_01357,warm_cool,heldout_family,train_actor,1,1,1,A,A,remove,1.0,4,-8.384569689631462,False,8.384569689631462
F196_01358,warm_cool,heldout_family,train_actor,1,0,0,A,B,remove,1.0,4,8.253933250904083,True,8.253933250904083
F196_01359,warm_cool,heldout_family,train_actor,1,0,0,B,A,remove,1.0,4,8.962594866752625,True,8.962594866752625
F196_01360,warm_cool,heldout_family,train_actor,1,1,1,B,B,remove,1.0,4,-8.077657267451286,False,8.077657267451286
F196_01361,warm_cool,heldout_family,train_actor,0,1,0,A,A,remove,1.0,4,-9.774811208248138,False,-9.774811208248138
