i,item_id,split_key,source,target_kind,target_text,target_id,nll_base,top1_base,rank_base,nll_true,top1_true,rank_true,nll_decoy,top1_decoy,rank_decoy,changed_frac_bin,changed_target_frac_proxy,content_overlap,decoy_pair_id,decoy_row_index,doc_id,example_id,overlap_bin,pair_id,rewrite_words,row_index,source_words,target_char_end,target_char_start,target_id_in_decoy_source,target_id_in_source
378,edit:frontier_consolidation_fwcompact_medium_060617:0:36-40,row:2256,compact_edit,content,uces,13165,4.0667619705200195,0,9,1.4082696437835693,0,2,4.643640995025635,0,11,0p2_0p4,0.3,0.48,frontier_consolidation_fwcompact_medium_010587,2029,6626,752256,0p4_0p6,frontier_consolidation_fwcompact_medium_060617,20,2256,42,40,36,False,False
379,edit:frontier_consolidation_fwcompact_medium_059415:0:10-11,row:1481,compact_edit,content,s,87,8.380885124206543,0,91,7.326682090759277,0,112,7.19831657409668,0,50,0p2_0p4,0.3333333333333333,0.6153846153846154,frontier_consolidation_fwcompact_medium_028487,834,6562,751481,0p6_0p8,frontier_consolidation_fwcompact_medium_059415,12,1481,17,11,10,False,False
380,edit:frontier_consolidation_fwcompact_medium_021550:0:6-9,row:2186,compact_edit,content,ing,212,5.87782621383667,0,50,1.789962649345398,1,1,5.431841850280762,0,34,0p4_0p6,0.5,0.5384615384615384,frontier_consolidation_fwcompact_medium_056963,1977,6766,752186,0p4_0p6,frontier_consolidation_fwcompact_medium_021550,12,2186,22,9,6,False,False
381,edit:frontier_consolidation_fwcompact_medium_044595:0:0-2,row:2797,compact_edit,content,Do,1083,10.911978721618652,0,3273,11.531633377075195,0,4452,13.815811157226562,0,10633,0p2_0p4,0.29411764705882354,0.4375,frontier_consolidation_fwcompact_medium_012184,2856,8009,752797,0p4_0p6,frontier_consolidation_fwcompact_medium_044595,17,2797,22,2,0,False,False
382,edit:frontier_consolidation_fwcompact_medium_026832:0:23-27,row:351,compact_edit,content,oose,2682,8.449014663696289,0,687,8.222182273864746,0,570,8.139626502990723,0,606,0p4_0p6,0.5714285714285714,0.75,frontier_consolidation_fwcompact_medium_044076,2637,5008,750351,0p6_0p8,frontier_consolidation_fwcompact_medium_026832,14,351,22,27,23,False,False
383,edit:frontier_consolidation_fwcompact_medium_040652:0:0-5,row:1617,compact_edit,content,Three,4530,10.918681144714355,0,3347,8.266501426696777,0,323,10.429292678833008,0,2580,0p2_0p4,0.2222222222222222,0.5714285714285714,frontier_consolidation_fwcompact_medium_007150,217,8573,751617,0p4_0p6,frontier_consolidation_fwcompact_medium_040652,17,1617,25,5,0,False,False
384,edit:frontier_consolidation_fwcompact_medium_002207:0:41-49,row:2144,compact_edit,content,-related,13439,9.832767486572266,0,143,9.050725936889648,0,240,9.962882995605469,0,90,0p4_0p6,0.4,0.46153846153846156,frontier_consolidation_fwcompact_medium_017523,1948,15336,752144,0p4_0p6,frontier_consolidation_fwcompact_medium_002207,10,2144,19,49,41,False,False
385,edit:frontier_consolidation_fwcompact_medium_042822:0:0-3,row:1533,compact_edit,content,Cry,10321,11.750444412231445,0,5722,17.36223030090332,0,10777,13.205669403076172,0,8763,0p2_0p4,0.375,0.4444444444444444,frontier_consolidation_fwcompact_medium_020793,1536,3551,751533,0p4_0p6,frontier_consolidation_fwcompact_medium_042822,8,1533,13,3,0,False,False
386,edit:frontier_consolidation_fwcompact_medium_060015:0:4-6,row:1693,compact_edit,content,ke,282,8.47011947631836,0,606,10.352532386779785,0,1984,9.255931854248047,0,1392,0p2_0p4,0.35714285714285715,0.7272727272727273,frontier_consolidation_fwcompact_medium_010634,1090,1753,751693,0p6_0p8,frontier_consolidation_fwcompact_medium_060015,14,1693,17,6,4,False,False
387,edit:frontier_consolidation_fwcompact_medium_049440:0:34-36,row:2225,compact_edit,content,es,219,7.079111576080322,0,69,5.228414058685303,0,27,6.661147594451904,0,51,0p2_0p4,0.21739130434782608,0.6818181818181818,frontier_consolidation_fwcompact_medium_056657,1386,15224,752225,0p6_0p8,frontier_consolidation_fwcompact_medium_049440,23,2225,36,36,34,False,False
388,edit:frontier_consolidation_fwcompact_medium_043326:0:25-29,row:1047,compact_edit,content,izes,5858,2.527233600616455,0,3,2.390376329421997,1,1,2.4214608669281006,0,2,lt0p2,0.1875,0.625,frontier_consolidation_fwcompact_medium_050329,2744,15029,751047,0p6_0p8,frontier_consolidation_fwcompact_medium_043326,16,1047,28,29,25,False,False
389,edit:frontier_consolidation_fwcompact_medium_006054:0:0-5,row:373,compact_edit,connective,After,1482,7.404575824737549,0,167,5.908493518829346,0,51,7.910811424255371,0,353,0p2_0p4,0.25,0.625,frontier_consolidation_fwcompact_medium_018969,2597,16170,750373,0p6_0p8,frontier_consolidation_fwcompact_medium_006054,20,373,29,5,0,False,False
390,edit:frontier_consolidation_fwcompact_medium_014767:0:129-132,row:1662,compact_edit,content,ile,692,6.836664199829102,0,136,8.138350486755371,0,17,6.554937362670898,0,100,0p2_0p4,0.3157894736842105,0.5263157894736842,frontier_consolidation_fwcompact_medium_057822,138,6457,751662,0p4_0p6,frontier_consolidation_fwcompact_medium_014767,19,1662,31,132,129,False,False
391,edit:frontier_consolidation_fwcompact_medium_010100:0:63-65,row:2393,compact_edit,content,'s,249,4.080069541931152,0,7,2.551600694656372,0,3,4.044952869415283,0,7,0p2_0p4,0.3181818181818182,0.625,frontier_consolidation_fwcompact_medium_016282,2512,1270,752393,0p6_0p8,frontier_consolidation_fwcompact_medium_010100,22,2393,42,65,63,False,False
392,edit:frontier_consolidation_fwcompact_medium_021935:0:129-131,row:1597,compact_edit,content,lo,2140,10.629329681396484,0,1950,11.838275909423828,0,3320,10.593801498413086,0,2678,0p2_0p4,0.2,0.42857142857142855,frontier_consolidation_fwcompact_medium_029850,2920,13206,751597,0p4_0p6,frontier_consolidation_fwcompact_medium_021935,20,1597,33,131,129,False,False
393,edit:frontier_consolidation_fwcompact_medium_012099:0:54-55,row:1295,compact_edit,content,s,87,4.0992960929870605,0,3,9.641502380371094,0,146,3.8678531646728516,0,3,0p4_0p6,0.46153846153846156,0.5714285714285714,frontier_consolidation_fwcompact_medium_024853,1346,7839,751295,0p4_0p6,frontier_consolidation_fwcompact_medium_012099,13,1295,19,55,54,False,False
394,edit:frontier_consolidation_fwcompact_medium_031658:0:0-2,row:1685,compact_edit,pronoun,It,421,6.021333694458008,0,48,6.384609222412109,0,90,6.866335868835449,0,176,0p2_0p4,0.25,0.4090909090909091,frontier_consolidation_fwcompact_medium_051406,267,16837,751685,0p4_0p6,frontier_consolidation_fwcompact_medium_031658,24,1685,44,2,0,False,False
395,edit:frontier_consolidation_fwcompact_medium_059937:0:9-12,row:146,compact_edit,content,els,1666,5.8808369636535645,0,24,5.966645240783691,0,8,5.205725193023682,0,25,0p4_0p6,0.5,0.6,frontier_consolidation_fwcompact_medium_058050,2451,12103,750146,0p6_0p8,frontier_consolidation_fwcompact_medium_059937,10,146,14,12,9,False,False
396,edit:frontier_consolidation_fwcompact_medium_000428:0:25-27,row:509,compact_edit,content,'s,249,3.573040723800659,0,10,5.321778774261475,0,7,3.174743175506592,0,7,0p2_0p4,0.24,0.6,frontier_consolidation_fwcompact_medium_007570,1590,3648,750509,0p6_0p8,frontier_consolidation_fwcompact_medium_000428,25,509,35,27,25,False,False
397,edit:frontier_consolidation_fwcompact_medium_048110:0:14-18,row:783,compact_edit,content,ates,785,4.071444511413574,0,6,7.994762420654297,0,29,2.798673152923584,1,1,0p4_0p6,0.4,0.4,frontier_consolidation_fwcompact_medium_015306,970,13711,750783,0p4_0p6,frontier_consolidation_fwcompact_medium_048110,10,783,18,18,14,False,False
398,edit:frontier_consolidation_fwcompact_medium_045219:0:0-4,row:2028,compact_edit,function,Some,1877,10.087015151977539,0,1357,12.87533187866211,0,1308,11.526052474975586,0,3249,0p2_0p4,0.35294117647058826,0.45454545454545453,frontier_consolidation_fwcompact_medium_054635,1355,16956,752028,0p4_0p6,frontier_consolidation_fwcompact_medium_045219,17,2028,32,4,0,False,False
399,edit:frontier_consolidation_fwcompact_medium_009600:0:0-5,row:2345,compact_edit,function,These,2203,8.15870189666748,0,313,9.392111778259277,0,842,8.242338180541992,0,524,0p2_0p4,0.2857142857142857,0.8,frontier_consolidation_fwcompact_medium_015990,2023,10034,752345,ge0p8,frontier_consolidation_fwcompact_medium_009600,14,2345,21,5,0,False,False
400,edit:frontier_consolidation_fwcompact_medium_027891:0:35-39,row:228,compact_edit,content,ives,2799,8.50343132019043,0,105,7.941954612731934,0,173,7.350370407104492,0,72,0p2_0p4,0.2857142857142857,0.42857142857142855,frontier_consolidation_fwcompact_medium_041546,534,12367,750228,0p4_0p6,frontier_consolidation_fwcompact_medium_027891,14,228,26,39,35,False,False
401,edit:frontier_consolidation_fwcompact_medium_036637:0:1-5,row:2400,compact_edit,content,ully,1444,11.530577659606934,0,3360,13.192394256591797,0,3957,11.315572738647461,0,3385,0p4_0p6,0.5384615384615384,0.4166666666666667,frontier_consolidation_fwcompact_medium_004452,2139,9753,752400,0p4_0p6,frontier_consolidation_fwcompact_medium_036637,13,2400,16,5,1,False,False
402,edit:frontier_consolidation_fwcompact_medium_006793:0:75-78,row:2445,compact_edit,content,ing,212,2.701324224472046,0,2,5.185875415802002,0,3,2.5713131427764893,1,1,ge0p6,0.6,0.35714285714285715,frontier_consolidation_fwcompact_medium_043762,1069,2930,752445,lt0p4,frontier_consolidation_fwcompact_medium_006793,15,2445,28,78,75,False,False
403,edit:frontier_consolidation_fwcompact_medium_001397:0:144-146,row:504,compact_edit,content,'s,249,1.9343607425689697,0,2,2.1425869464874268,0,3,1.7218067646026611,1,1,0p2_0p4,0.23333333333333334,0.5,frontier_consolidation_fwcompact_medium_000154,810,16633,750504,0p4_0p6,frontier_consolidation_fwcompact_medium_001397,30,504,47,146,144,True,False
404,edit:frontier_consolidation_fwcompact_medium_003533:0:69-75,row:1141,compact_edit,content,ations,895,2.9786126613616943,0,2,8.131537437438965,0,12,2.3996078968048096,1,1,0p2_0p4,0.21052631578947367,0.4482758620689655,frontier_consolidation_fwcompact_medium_029935,1497,9142,751141,0p4_0p6,frontier_consolidation_fwcompact_medium_003533,19,1141,45,75,69,False,False
405,edit:frontier_consolidation_fwcompact_medium_003187:0:0-6,row:548,compact_edit,content,People,3284,11.925345420837402,0,5548,15.034727096557617,0,11816,14.531299591064453,0,10963,0p2_0p4,0.26666666666666666,0.5625,frontier_consolidation_fwcompact_medium_030810,792,16041,750548,0p4_0p6,frontier_consolidation_fwcompact_medium_003187,15,548,20,6,0,False,False
406,edit:frontier_consolidation_fwcompact_medium_030353:0:54-57,row:314,compact_edit,content,ves,639,4.354557037353516,0,9,7.516580581665039,0,5,4.49221134185791,0,16,0p2_0p4,0.21428571428571427,0.4666666666666667,frontier_consolidation_fwcompact_medium_014980,601,14535,750314,0p4_0p6,frontier_consolidation_fwcompact_medium_030353,14,314,26,57,54,False,False
407,edit:frontier_consolidation_fwcompact_medium_012431:0:0-6,row:1698,compact_edit,connective,Before,3843,11.949176788330078,0,7765,10.856634140014648,0,3149,11.106343269348145,0,4235,0p4_0p6,0.4444444444444444,0.375,frontier_consolidation_fwcompact_medium_020778,2603,8980,751698,lt0p4,frontier_consolidation_fwcompact_medium_012431,18,1698,28,6,0,False,False
408,edit:frontier_consolidation_fwcompact_medium_052561:0:0-3,row:1700,compact_edit,function,The,308,6.771236896514893,0,92,10.346142768859863,0,418,7.222713470458984,0,162,ge0p6,0.6923076923076923,0.5625,frontier_consolidation_fwcompact_medium_033713,1650,14098,751700,0p4_0p6,frontier_consolidation_fwcompact_medium_052561,13,1700,23,3,0,False,False
409,edit:frontier_consolidation_fwcompact_medium_021026:0:73-76,row:2273,compact_edit,content,ers,394,9.200494766235352,0,570,10.550861358642578,0,1099,9.293130874633789,0,589,0p2_0p4,0.2,0.6428571428571429,frontier_consolidation_fwcompact_medium_012750,1614,13244,752273,0p6_0p8,frontier_consolidation_fwcompact_medium_021026,15,2273,21,76,73,False,False
410,edit:frontier_consolidation_fwcompact_medium_012219:0:0-1,row:2338,compact_edit,content,D,329,10.526426315307617,0,2951,9.47274112701416,0,954,10.185619354248047,0,2597,0p2_0p4,0.2777777777777778,0.5333333333333333,frontier_consolidation_fwcompact_medium_037135,2354,12697,752338,0p4_0p6,frontier_consolidation_fwcompact_medium_012219,18,2338,30,1,0,False,False
411,edit:frontier_consolidation_fwcompact_medium_056775:0:29-31,row:1461,compact_edit,content,es,219,5.499008655548096,0,27,5.37680721282959,0,12,4.8004350662231445,0,16,0p4_0p6,0.4074074074074074,0.5555555555555556,frontier_consolidation_fwcompact_medium_059104,1197,7516,751461,0p4_0p6,frontier_consolidation_fwcompact_medium_056775,27,1461,44,31,29,False,False
412,edit:frontier_consolidation_fwcompact_medium_013743:0:36-39,row:640,compact_edit,content,ees,4507,8.405720710754395,0,516,9.385300636291504,0,804,8.620647430419922,0,567,0p2_0p4,0.2727272727272727,0.45454545454545453,frontier_consolidation_fwcompact_medium_044038,875,4608,750640,0p4_0p6,frontier_consolidation_fwcompact_medium_013743,11,640,17,39,36,False,False
413,edit:frontier_consolidation_fwcompact_medium_042633:0:0-6,row:249,compact_edit,content,Temple,10360,10.502992630004883,0,2207,5.783155918121338,0,15,10.421897888183594,0,1947,0p4_0p6,0.5384615384615384,0.3333333333333333,frontier_consolidation_fwcompact_medium_016045,2609,13002,750249,lt0p4,frontier_consolidation_fwcompact_medium_042633,13,249,24,6,0,False,False
414,edit:frontier_consolidation_fwcompact_medium_021416:0:0-4,row:1644,compact_edit,content,Keep,5810,10.992682456970215,0,2505,12.161191940307617,0,3266,11.135321617126465,0,2919,lt0p2,0.19047619047619047,0.5263157894736842,frontier_consolidation_fwcompact_medium_030475,192,10368,751644,0p4_0p6,frontier_consolidation_fwcompact_medium_021416,21,1644,40,4,0,False,False
415,edit:frontier_consolidation_fwcompact_medium_025476:0:0-5,row:1140,compact_edit,content,Using,14275,9.262718200683594,0,1376,7.9342546463012695,0,453,9.352169036865234,0,1369,0p2_0p4,0.3333333333333333,0.5555555555555556,frontier_consolidation_fwcompact_medium_007371,1244,1671,751140,0p4_0p6,frontier_consolidation_fwcompact_medium_025476,9,1140,18,5,0,False,False
416,edit:frontier_consolidation_fwcompact_medium_007234:0:0-4,row:2551,compact_edit,content,Anim,10850,11.333361625671387,0,5391,11.086128234863281,0,4858,11.80876636505127,0,5972,0p2_0p4,0.3333333333333333,0.4666666666666667,frontier_consolidation_fwcompact_medium_029587,2269,3350,752551,0p4_0p6,frontier_consolidation_fwcompact_medium_007234,12,2551,20,4,0,False,False
417,edit:frontier_consolidation_fwcompact_medium_023515:0:0-1,row:710,compact_edit,function,A,263,3.500626564025879,0,6,5.325525283813477,0,5,4.110898494720459,0,6,0p4_0p6,0.5555555555555556,0.4090909090909091,frontier_consolidation_fwcompact_medium_013658,1895,9575,750710,0p4_0p6,frontier_consolidation_fwcompact_medium_023515,18,710,29,1,0,False,False
418,edit:frontier_consolidation_fwcompact_medium_052157:0:0-6,row:1711,compact_edit,content,People,3284,12.06044864654541,0,9548,14.885586738586426,0,12764,12.967469215393066,0,7172,0p2_0p4,0.3076923076923077,0.5833333333333334,frontier_consolidation_fwcompact_medium_051762,1668,6206,751711,0p4_0p6,frontier_consolidation_fwcompact_medium_052157,13,1711,16,6,0,False,False
419,edit:frontier_consolidation_fwcompact_medium_041176:0:53-56,row:2858,compact_edit,content,ies,493,6.758724689483643,0,53,7.032010078430176,0,40,5.734473705291748,0,24,0p2_0p4,0.26666666666666666,0.375,frontier_consolidation_fwcompact_medium_043344,707,14664,752858,lt0p4,frontier_consolidation_fwcompact_medium_041176,15,2858,24,56,53,False,False
420,edit:frontier_consolidation_fwcompact_medium_023299:0:33-35,row:1157,compact_edit,content,ed,214,10.824254989624023,0,905,8.564764022827148,0,482,9.86076831817627,0,442,0p2_0p4,0.3684210526315789,0.36363636363636365,frontier_consolidation_fwcompact_medium_011648,1837,13256,751157,lt0p4,frontier_consolidation_fwcompact_medium_023299,19,1157,32,35,33,False,False
421,edit:frontier_consolidation_fwcompact_medium_035455:0:0-2,row:2566,compact_edit,connective,If,959,9.392816543579102,0,766,8.56032657623291,0,457,9.37533950805664,0,887,0p2_0p4,0.3076923076923077,0.6666666666666666,frontier_consolidation_fwcompact_medium_018684,1868,826,752566,0p6_0p8,frontier_consolidation_fwcompact_medium_035455,13,2566,21,2,0,False,False
422,edit:frontier_consolidation_fwcompact_medium_035533:0:86-88,row:75,compact_edit,content,'s,249,7.966597080230713,0,39,6.013427734375,0,21,7.6257405281066895,0,36,0p2_0p4,0.2916666666666667,0.55,frontier_consolidation_fwcompact_medium_017468,1130,12261,750075,0p4_0p6,frontier_consolidation_fwcompact_medium_035533,24,75,34,88,86,False,False
423,edit:frontier_consolidation_fwcompact_medium_051403:0:60-64,row:2361,compact_edit,content,uces,13165,7.214651584625244,0,215,4.569087505340576,0,6,7.000051498413086,0,199,0p2_0p4,0.2727272727272727,0.4166666666666667,frontier_consolidation_fwcompact_medium_011143,2127,8395,752361,0p4_0p6,frontier_consolidation_fwcompact_medium_051403,11,2361,20,64,60,False,False
424,edit:frontier_consolidation_fwcompact_medium_014749:0:52-55,row:1293,compact_edit,content,oof,2444,7.537343502044678,0,307,11.508905410766602,0,2767,8.064788818359375,0,397,0p2_0p4,0.29411764705882354,0.5555555555555556,frontier_consolidation_fwcompact_medium_058407,1623,6457,751293,0p4_0p6,frontier_consolidation_fwcompact_medium_014749,17,1293,24,55,52,False,False
425,edit:frontier_consolidation_fwcompact_medium_000401:0:0-2,row:1005,compact_edit,function,Do,1083,5.5953049659729,0,13,4.364331245422363,0,8,7.913074493408203,0,23,ge0p6,0.631578947368421,0.3684210526315789,frontier_consolidation_fwcompact_medium_057221,125,1872,751005,lt0p4,frontier_consolidation_fwcompact_medium_000401,19,1005,28,2,0,False,False
426,edit:frontier_consolidation_fwcompact_medium_032359:0:0-4,row:1665,compact_edit,content,Comp,4664,9.069210052490234,0,1132,8.707355499267578,0,104,9.715625762939453,0,1660,0p2_0p4,0.3,0.45454545454545453,frontier_consolidation_fwcompact_medium_021363,1641,16167,751665,0p4_0p6,frontier_consolidation_fwcompact_medium_032359,10,1665,18,4,0,False,False
427,edit:frontier_consolidation_fwcompact_medium_004971:0:6-8,row:409,compact_edit,content,ly,278,5.900671482086182,0,29,5.625237464904785,0,17,5.455746650695801,0,8,0p4_0p6,0.5384615384615384,0.5,frontier_consolidation_fwcompact_medium_022855,695,9017,750409,0p4_0p6,frontier_consolidation_fwcompact_medium_004971,13,409,25,8,6,False,False
428,edit:frontier_consolidation_fwcompact_medium_061164:0:33-36,row:1075,compact_edit,content,wer,1532,12.006157875061035,0,5157,9.79507064819336,0,1176,14.177275657653809,0,7515,0p2_0p4,0.3076923076923077,0.5,frontier_consolidation_fwcompact_medium_052972,1208,16702,751075,0p4_0p6,frontier_consolidation_fwcompact_medium_061164,13,1075,19,36,33,False,False
429,edit:frontier_consolidation_fwcompact_medium_014891:0:45-47,row:1396,compact_edit,content,'s,249,3.878283977508545,0,8,4.014763355255127,0,8,3.398622751235962,0,7,0p4_0p6,0.5,0.35714285714285715,frontier_consolidation_fwcompact_medium_012709,724,6872,751396,lt0p4,frontier_consolidation_fwcompact_medium_014891,12,1396,24,47,45,False,False
430,edit:frontier_consolidation_fwcompact_medium_032729:0:0-2,row:2802,compact_edit,pronoun,It,421,7.552950859069824,0,292,5.366448402404785,0,26,8.713325500488281,0,804,0p2_0p4,0.2727272727272727,0.5714285714285714,frontier_consolidation_fwcompact_medium_027236,2450,13046,752802,0p4_0p6,frontier_consolidation_fwcompact_medium_032729,11,2802,14,2,0,False,False
431,edit:frontier_consolidation_fwcompact_medium_057173:0:51-55,row:116,compact_edit,content,held,9012,10.571925163269043,0,1856,9.050033569335938,0,627,11.206085205078125,0,2731,0p2_0p4,0.2727272727272727,0.5625,frontier_consolidation_fwcompact_medium_021254,470,237,750116,0p4_0p6,frontier_consolidation_fwcompact_medium_057173,11,116,24,55,51,False,False
432,edit:frontier_consolidation_fwcompact_medium_019271:0:14-16,row:2519,compact_edit,content,'s,249,2.6238012313842773,0,5,4.115509510040283,0,8,3.797733783721924,0,8,0p2_0p4,0.2857142857142857,0.5,frontier_consolidation_fwcompact_medium_054982,33,4872,752519,0p4_0p6,frontier_consolidation_fwcompact_medium_019271,21,2519,36,16,14,False,False
433,edit:frontier_consolidation_fwcompact_medium_025325:0:51-53,row:1159,compact_edit,content,is,206,12.791110038757324,0,4341,9.692867279052734,0,1321,13.363716125488281,0,4479,0p2_0p4,0.3333333333333333,0.45454545454545453,frontier_consolidation_fwcompact_medium_005146,1269,283,751159,0p4_0p6,frontier_consolidation_fwcompact_medium_025325,9,1159,14,53,51,False,False
434,edit:frontier_consolidation_fwcompact_medium_017784:0:0-4,row:1479,compact_edit,content,Play,5411,9.686656951904297,0,2224,12.852757453918457,0,4255,12.684191703796387,0,6349,ge0p6,0.7,0.6363636363636364,frontier_consolidation_fwcompact_medium_052698,881,12188,751479,0p6_0p8,frontier_consolidation_fwcompact_medium_017784,10,1479,15,4,0,False,False
435,edit:frontier_consolidation_fwcompact_medium_030022:0:108-113,row:1483,compact_edit,content,ating,1127,7.106637001037598,0,219,6.749359607696533,0,119,6.545125484466553,0,119,0p4_0p6,0.5263157894736842,0.391304347826087,frontier_consolidation_fwcompact_medium_057865,1665,5556,751483,lt0p4,frontier_consolidation_fwcompact_medium_030022,19,1483,34,113,108,False,False
436,edit:frontier_consolidation_fwcompact_medium_040526:0:0-3,row:758,compact_edit,function,For,1203,8.389373779296875,0,294,7.976457595825195,0,146,9.616228103637695,0,483,0p4_0p6,0.4375,0.38461538461538464,frontier_consolidation_fwcompact_medium_011990,444,14819,750758,lt0p4,frontier_consolidation_fwcompact_medium_040526,16,758,24,3,0,False,False
437,edit:frontier_consolidation_fwcompact_medium_044780:0:0-3,row:1225,compact_edit,function,The,308,8.909994125366211,0,540,9.49206829071045,0,173,10.360053062438965,0,2657,0p2_0p4,0.36363636363636365,0.6666666666666666,frontier_consolidation_fwcompact_medium_013771,561,2145,751225,0p6_0p8,frontier_consolidation_fwcompact_medium_044780,11,1225,14,3,0,False,False
438,edit:frontier_consolidation_fwcompact_medium_056386:0:0-6,row:2726,compact_edit,connective,Though,6867,9.057206153869629,0,447,9.974963188171387,0,153,8.63379192352295,0,213,0p2_0p4,0.375,0.4444444444444444,frontier_consolidation_fwcompact_medium_027021,2745,5120,752726,0p4_0p6,frontier_consolidation_fwcompact_medium_056386,16,2726,26,6,0,False,False
439,edit:frontier_consolidation_fwcompact_medium_018267:0:54-59,row:2406,compact_edit,content,aring,5336,5.150691032409668,0,23,6.709995269775391,0,69,5.4646830558776855,0,37,0p2_0p4,0.2,0.5,frontier_consolidation_fwcompact_medium_033555,2175,14266,752406,0p4_0p6,frontier_consolidation_fwcompact_medium_018267,15,2406,25,59,54,False,False
440,edit:frontier_consolidation_fwcompact_medium_012758:0:47-52,row:1044,compact_edit,content,oring,3415,10.235147476196289,0,141,8.310473442077637,0,161,9.926312446594238,0,112,0p2_0p4,0.3333333333333333,0.5714285714285714,frontier_consolidation_fwcompact_medium_056656,1192,8664,751044,0p4_0p6,frontier_consolidation_fwcompact_medium_012758,12,1044,19,52,47,False,False
441,edit:frontier_consolidation_fwcompact_medium_045618:0:0-3,row:2489,compact_edit,pronoun,His,1518,8.777908325195312,0,383,9.872859001159668,0,465,10.006841659545898,0,969,0p2_0p4,0.21428571428571427,0.6363636363636364,frontier_consolidation_fwcompact_medium_031696,1826,9165,752489,0p6_0p8,frontier_consolidation_fwcompact_medium_045618,14,2489,28,3,0,False,False
442,edit:frontier_consolidation_fwcompact_medium_021876:0:0-3,row:1190,compact_edit,function,The,308,4.043606758117676,0,7,5.856423377990723,0,34,5.507484436035156,0,27,0p4_0p6,0.45454545454545453,1.0,frontier_consolidation_fwcompact_medium_008564,1813,9767,751190,ge0p8,frontier_consolidation_fwcompact_medium_021876,11,1190,13,3,0,False,False
443,edit:frontier_consolidation_fwcompact_medium_049924:0:110-112,row:368,compact_edit,content,ed,214,6.373688697814941,0,109,4.958312034606934,0,14,6.751204013824463,0,176,0p4_0p6,0.5,0.42105263157894735,frontier_consolidation_fwcompact_medium_025038,2077,984,750368,0p4_0p6,frontier_consolidation_fwcompact_medium_049924,16,368,32,112,110,False,False
444,edit:frontier_consolidation_fwcompact_medium_010674:0:65-70,row:1067,compact_edit,content,plays,9231,6.032367706298828,0,58,5.69212007522583,0,43,6.254186630249023,0,79,lt0p2,0.16666666666666666,0.5625,frontier_consolidation_fwcompact_medium_019293,1387,10698,751067,0p4_0p6,frontier_consolidation_fwcompact_medium_010674,18,1067,31,70,65,False,False
445,edit:frontier_consolidation_fwcompact_medium_058088:0:1-4,row:808,compact_edit,content,ert,859,7.516901969909668,0,221,8.56223201751709,0,148,8.672734260559082,0,758,0p2_0p4,0.35714285714285715,0.45,frontier_consolidation_fwcompact_medium_022463,1032,8705,750808,0p4_0p6,frontier_consolidation_fwcompact_medium_058088,14,808,25,4,1,False,False
446,edit:frontier_consolidation_fwcompact_medium_040118:0:17-18,row:725,compact_edit,content,s,87,6.8445658683776855,0,39,5.973737716674805,0,24,5.506918430328369,0,22,0p2_0p4,0.2857142857142857,0.5714285714285714,frontier_consolidation_fwcompact_medium_055601,966,13241,750725,0p4_0p6,frontier_consolidation_fwcompact_medium_040118,13,725,26,18,17,False,False
447,edit:frontier_consolidation_fwcompact_medium_045641:0:94-97,row:2342,compact_edit,content,ors,773,6.5506086349487305,0,121,7.858399391174316,0,5,5.978579521179199,0,68,lt0p2,0.17647058823529413,0.75,frontier_consolidation_fwcompact_medium_006849,32,549,752342,0p6_0p8,frontier_consolidation_fwcompact_medium_045641,17,2342,23,97,94,False,False
448,edit:frontier_consolidation_fwcompact_medium_056323:0:96-98,row:1723,compact_edit,content,ar,224,7.240644931793213,0,173,7.889929294586182,0,263,7.042255401611328,0,151,0p2_0p4,0.375,0.6666666666666666,frontier_consolidation_fwcompact_medium_035450,1245,16036,751723,0p6_0p8,frontier_consolidation_fwcompact_medium_056323,24,1723,37,98,96,False,False
449,edit:frontier_consolidation_fwcompact_medium_038393:0:0-3,row:2330,compact_edit,content,Say,5999,9.171211242675781,0,1485,7.50677490234375,0,299,9.456422805786133,0,1330,0p2_0p4,0.23529411764705882,0.4444444444444444,frontier_consolidation_fwcompact_medium_013311,814,2929,752330,0p4_0p6,frontier_consolidation_fwcompact_medium_038393,17,2330,22,3,0,False,False
450,edit:frontier_consolidation_fwcompact_medium_054989:0:44-49,row:2844,compact_edit,content,comes,9277,11.27845287322998,0,3676,8.73360824584961,0,914,9.343099594116211,0,1122,0p2_0p4,0.25,0.5384615384615384,frontier_consolidation_fwcompact_medium_053555,2496,9273,752844,0p4_0p6,frontier_consolidation_fwcompact_medium_054989,12,2844,23,49,44,False,False
451,edit:frontier_consolidation_fwcompact_medium_010257:0:0-2,row:1782,compact_edit,connective,So,726,8.662271499633789,0,1093,13.222843170166016,0,1478,10.214273452758789,0,2670,0p2_0p4,0.38461538461538464,0.7272727272727273,frontier_consolidation_fwcompact_medium_007492,1218,8929,751782,0p6_0p8,frontier_consolidation_fwcompact_medium_010257,13,1782,18,2,0,False,False
452,edit:frontier_consolidation_fwcompact_medium_059810:0:0-3,row:1451,compact_edit,function,The,308,5.248333930969238,0,14,3.6392130851745605,0,3,4.5882062911987305,0,10,0p2_0p4,0.3125,0.5,frontier_consolidation_fwcompact_medium_029467,2596,9056,751451,0p4_0p6,frontier_consolidation_fwcompact_medium_059810,16,1451,37,3,0,False,False
