arm,role,seed,checkpoint,pair_id,target_occurrence_index,target_token_id,overlap_bin,overlap_class,target_word,transcript_id,intact_nll,replaced_nll,delta
D_C_43222,C,43222,chck_80M,childes_vs_ba80dfb89f94c31c,0,1862,partial,nonoverlap,inside,childes/CHILDES_NA/MacWhinney/020617b.cha,11.758563995361328,9.956352233886719,-1.8022117614746094
D_C_43222,C,43222,chck_80M,childes_vs_bae907add91a58f1,3,16070,low,overlap,spinach,childes/CHILDES_NA/HSLLD/HV2/BR/stnbr2.cha,4.930940628051758,9.242237091064453,4.311296463012695
D_C_43222,C,43222,chck_80M,childes_vs_bae907add91a58f1,5,794,low,nonoverlap,even,childes/CHILDES_NA/HSLLD/HV2/BR/stnbr2.cha,1.1544164419174194,1.0145384073257446,-0.1398780345916748
D_C_43222,C,43222,chck_80M,childes_vs_bae907add91a58f1,6,977,low,nonoverlap,care,childes/CHILDES_NA/HSLLD/HV2/BR/stnbr2.cha,2.7168703079223633,2.9799723625183105,0.26310205459594727
D_C_43222,C,43222,chck_80M,childes_vs_bb0262031366ec33,0,1954,partial,nonoverlap,gotta,childes/CHILDES_NA/MacWhinney/050913c.cha,6.356266021728516,5.585954666137695,-0.7703113555908203
D_C_43222,C,43222,chck_80M,childes_vs_bb0262031366ec33,1,1379,partial,overlap,move,childes/CHILDES_NA/MacWhinney/050913c.cha,1.9895062446594238,7.730573654174805,5.741067409515381
D_C_43222,C,43222,chck_80M,childes_vs_bbb8cd5193afd376,1,15691,low,overlap,lassie,childes/CHILDES_NA/HSLLD/HV3/MT/devmt3.cha,6.178432941436768,8.033393859863281,1.8549609184265137
D_C_43222,C,43222,chck_80M,childes_vs_bbb8cd5193afd376,5,326,low,nonoverlap,go,childes/CHILDES_NA/HSLLD/HV3/MT/devmt3.cha,4.963791847229004,4.4358062744140625,-0.5279855728149414
D_C_43222,C,43222,chck_80M,childes_vs_bbb8cd5193afd376,6,810,low,nonoverlap,away,childes/CHILDES_NA/HSLLD/HV3/MT/devmt3.cha,6.440845489501953,6.570396900177002,0.12955141067504883
D_C_43222,C,43222,chck_80M,childes_vs_bbef0256e62e4f0c,0,1343,partial,nonoverlap,wanted,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,2.963292121887207,1.9413864612579346,-1.0219056606292725
D_C_43222,C,43222,chck_80M,childes_vs_bbef0256e62e4f0c,3,866,partial,overlap,name,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,1.2593897581100464,8.52757740020752,7.268187642097473
D_C_43222,C,43222,chck_80M,childes_vs_bbef0256e62e4f0c,4,501,partial,nonoverlap,now,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,7.246938705444336,5.092785358428955,-2.154153347015381
D_C_43222,C,43222,chck_80M,childes_vs_bbf472fa9cddd754,1,2574,low,overlap,mommy,childes/CHILDES_NA/Suppes/020525.cha,5.5670647621154785,7.399044990539551,1.8319802284240723
D_C_43222,C,43222,chck_80M,childes_vs_bbf472fa9cddd754,2,4429,low,nonoverlap,monkey,childes/CHILDES_NA/Suppes/020525.cha,6.5351243019104,5.042871952056885,-1.4922523498535156
D_C_43222,C,43222,chck_80M,childes_vs_bbf472fa9cddd754,3,909,low,nonoverlap,doing,childes/CHILDES_NA/Suppes/020525.cha,2.6831467151641846,1.7833377122879028,-0.8998090028762817
D_C_43222,C,43222,chck_80M,childes_vs_bc3e345e89cfe498,0,14678,low,nonoverlap,oo,childes/CHILDES_NA/HSLLD/HV2/MT/catmt2.cha,6.82430362701416,7.2375054359436035,0.41320180892944336
D_C_43222,C,43222,chck_80M,childes_vs_bc3e345e89cfe498,2,14678,low,nonoverlap,oo,childes/CHILDES_NA/HSLLD/HV2/MT/catmt2.cha,9.707529067993164,9.264554023742676,-0.4429750442504883
D_C_43222,C,43222,chck_80M,childes_vs_bc3e345e89cfe498,4,606,low,overlap,let,childes/CHILDES_NA/HSLLD/HV2/MT/catmt2.cha,3.243109703063965,6.51023006439209,3.267120361328125
D_C_43222,C,43222,chck_80M,childes_vs_bc8ec3b68a2c6ff8,0,513,low,nonoverlap,oh,childes/CHILDES_NA/HSLLD/HV1/TP/justp1.cha,5.126954078674316,6.6696977615356445,1.5427436828613281
D_C_43222,C,43222,chck_80M,childes_vs_bc8ec3b68a2c6ff8,2,659,low,nonoverlap,gonna,childes/CHILDES_NA/HSLLD/HV1/TP/justp1.cha,6.608203411102295,6.850803375244141,0.2425999641418457
D_C_43222,C,43222,chck_80M,childes_vs_bc8ec3b68a2c6ff8,3,625,low,overlap,play,childes/CHILDES_NA/HSLLD/HV1/TP/justp1.cha,2.081024169921875,4.770496368408203,2.689472198486328
D_C_43222,C,43222,chck_80M,childes_vs_bd24fb0db9f587c1,0,629,low,nonoverlap,make,childes/CHILDES_NA/HSLLD/HV3/ET/jamet3.cha,6.367154121398926,8.108792304992676,1.74163818359375
D_C_43222,C,43222,chck_80M,childes_vs_bd24fb0db9f587c1,1,6173,low,nonoverlap,pattern,childes/CHILDES_NA/HSLLD/HV3/ET/jamet3.cha,7.340659141540527,9.101792335510254,1.7611331939697266
D_C_43222,C,43222,chck_80M,childes_vs_bd24fb0db9f587c1,3,345,low,overlap,one,childes/CHILDES_NA/HSLLD/HV3/ET/jamet3.cha,4.759791374206543,6.667341232299805,1.9075498580932617
D_C_43222,C,43222,chck_80M,childes_vs_bd80843b32709fd3,0,1438,low,overlap,ross,childes/CHILDES_NA/MacWhinney/060714c.cha,5.762675762176514,8.151741981506348,2.389066219329834
D_C_43222,C,43222,chck_80M,childes_vs_bd80843b32709fd3,1,1448,low,nonoverlap,god,childes/CHILDES_NA/MacWhinney/060714c.cha,13.188576698303223,10.224959373474121,-2.9636173248291016
D_C_43222,C,43222,chck_80M,childes_vs_bd80843b32709fd3,5,11342,low,nonoverlap,chips,childes/CHILDES_NA/MacWhinney/060714c.cha,8.546611785888672,7.199780464172363,-1.3468313217163086
D_C_43222,C,43222,chck_80M,childes_vs_bd846f483859be40,2,326,low,overlap,go,childes/CHILDES_NA/HSLLD/HV1/MT/casmt1.cha,2.231191873550415,0.700158417224884,-1.531033456325531
D_C_43222,C,43222,chck_80M,childes_vs_bd846f483859be40,3,651,low,nonoverlap,again,childes/CHILDES_NA/HSLLD/HV1/MT/casmt1.cha,9.500016212463379,7.7746968269348145,-1.7253193855285645
D_C_43222,C,43222,chck_80M,childes_vs_bd846f483859be40,5,869,low,nonoverlap,thing,childes/CHILDES_NA/HSLLD/HV1/MT/casmt1.cha,3.95320987701416,3.77828311920166,-0.1749267578125
D_C_43222,C,43222,chck_80M,childes_vs_bd9b12dd85874395,0,1124,low,nonoverlap,dog,childes/CHILDES_NA/HSLLD/HV3/ER/shoer3.cha,4.903843402862549,4.859752178192139,-0.044091224670410156
D_C_43222,C,43222,chck_80M,childes_vs_bd9b12dd85874395,6,375,low,overlap,my,childes/CHILDES_NA/HSLLD/HV3/ER/shoer3.cha,1.699389934539795,2.4561429023742676,0.7567529678344727
D_C_43222,C,43222,chck_80M,childes_vs_bd9b12dd85874395,7,5102,low,nonoverlap,sandwich,childes/CHILDES_NA/HSLLD/HV3/ER/shoer3.cha,7.289175987243652,2.8306312561035156,-4.458544731140137
D_C_43222,C,43222,chck_80M,childes_vs_be236d65692da1d0,2,9254,low,overlap,oven,childes/CHILDES_NA/HSLLD/HV2/BR/diabr2.cha,7.083663463592529,10.536046981811523,3.452383518218994
D_C_43222,C,43222,chck_80M,childes_vs_be236d65692da1d0,5,2240,low,nonoverlap,ran,childes/CHILDES_NA/HSLLD/HV2/BR/diabr2.cha,5.434081077575684,6.166707515716553,0.7326264381408691
D_C_43222,C,43222,chck_80M,childes_vs_be236d65692da1d0,7,1538,low,nonoverlap,brother,childes/CHILDES_NA/HSLLD/HV2/BR/diabr2.cha,5.30172061920166,4.533414363861084,-0.7683062553405762
D_C_43222,C,43222,chck_80M,childes_vs_bef2567345ffdc6e,0,4951,partial,nonoverlap,pulled,childes/CHILDES_NA/MacWhinney/050713d.cha,6.414155006408691,2.9738612174987793,-3.440293788909912
D_C_43222,C,43222,chck_80M,childes_vs_bef2567345ffdc6e,2,555,partial,overlap,back,childes/CHILDES_NA/MacWhinney/050713d.cha,3.4612607955932617,3.5354888439178467,0.07422804832458496
D_C_43222,C,43222,chck_80M,childes_vs_bef2567345ffdc6e,3,3063,partial,nonoverlap,shot,childes/CHILDES_NA/MacWhinney/050713d.cha,7.881065368652344,8.955738067626953,1.0746726989746094
D_C_43222,C,43222,chck_80M,childes_vs_bf2d22f1b4e1ee52,1,789,partial,nonoverlap,old,childes/CHILDES_NA/MacWhinney/060422a.cha,6.783331394195557,5.505898952484131,-1.2774324417114258
D_C_43222,C,43222,chck_80M,childes_vs_bf2d22f1b4e1ee52,3,1062,partial,nonoverlap,mark,childes/CHILDES_NA/MacWhinney/060422a.cha,8.590280532836914,10.206798553466797,1.6165180206298828
D_C_43222,C,43222,chck_80M,childes_vs_bf9ca2d42ae6330d,1,7113,high,overlap,brush,childes/CHILDES_NA/HSLLD/HV2/MT/admmt2.cha,0.02426578663289547,5.7972517013549805,5.772985914722085
D_C_43222,C,43222,chck_80M,childes_vs_bf9ca2d42ae6330d,2,410,high,overlap,em,childes/CHILDES_NA/HSLLD/HV2/MT/admmt2.cha,0.0023965705186128616,0.23968882858753204,0.23729225806891918
D_C_43222,C,43222,chck_80M,childes_vs_bf9ca2d42ae6330d,4,2316,high,overlap,finished,childes/CHILDES_NA/HSLLD/HV2/MT/admmt2.cha,0.04421360418200493,4.566028118133545,4.52181451395154
D_C_43222,C,43222,chck_80M,childes_vs_c06a1eb3ecbda075,0,3537,low,nonoverlap,bye,childes/CHILDES_NA/HSLLD/HV5/MT/jebmt5.cha,11.312209129333496,13.725773811340332,2.413564682006836
D_C_43222,C,43222,chck_80M,childes_vs_c06a1eb3ecbda075,2,1020,low,nonoverlap,next,childes/CHILDES_NA/HSLLD/HV5/MT/jebmt5.cha,2.6069555282592773,1.0510873794555664,-1.555868148803711
D_C_43222,C,43222,chck_80M,childes_vs_c06a1eb3ecbda075,3,663,low,overlap,year,childes/CHILDES_NA/HSLLD/HV5/MT/jebmt5.cha,2.9798521995544434,3.3772387504577637,0.3973865509033203
D_C_43222,C,43222,chck_80M,childes_vs_c08e4af92a238ed0,1,469,partial,nonoverlap,see,childes/CHILDES_NA/HSLLD/HV2/TP/justp2.cha,0.6812190413475037,0.6541134715080261,-0.02710556983947754
D_C_43222,C,43222,chck_80M,childes_vs_c08e4af92a238ed0,3,6224,partial,nonoverlap,sports,childes/CHILDES_NA/HSLLD/HV2/TP/justp2.cha,8.285393714904785,9.290510177612305,1.0051164627075195
D_C_43222,C,43222,chck_80M,childes_vs_c08e4af92a238ed0,6,309,partial,overlap,what,childes/CHILDES_NA/HSLLD/HV2/TP/justp2.cha,6.695261001586914,6.987339973449707,0.29207897186279297
D_C_43222,C,43222,chck_80M,childes_vs_c0ab5ce2707b9867,1,629,low,nonoverlap,make,childes/CHILDES_NA/HSLLD/HV7/ET/admet7.cha,3.793994903564453,5.054843425750732,1.2608485221862793
D_C_43222,C,43222,chck_80M,childes_vs_c0ab5ce2707b9867,2,2567,low,overlap,ring,childes/CHILDES_NA/HSLLD/HV7/ET/admet7.cha,0.007262378465384245,5.78028678894043,5.773024410475045
D_C_43222,C,43222,chck_80M,childes_vs_c0ab5ce2707b9867,3,962,low,nonoverlap,around,childes/CHILDES_NA/HSLLD/HV7/ET/admet7.cha,5.400071144104004,7.62357234954834,2.223501205444336
D_C_43222,C,43222,chck_80M,childes_vs_c1c917369f3e0ec4,3,4292,partial,overlap,bill,childes/CHILDES_NA/MacWhinney/060422a.cha,4.57277774810791,5.542136192321777,0.9693584442138672
D_C_43222,C,43222,chck_80M,childes_vs_c1c917369f3e0ec4,5,644,partial,nonoverlap,after,childes/CHILDES_NA/MacWhinney/060422a.cha,5.938442707061768,6.817970275878906,0.8795275688171387
D_C_43222,C,43222,chck_80M,childes_vs_c1c917369f3e0ec4,9,7092,partial,nonoverlap,jones,childes/CHILDES_NA/MacWhinney/060422a.cha,5.574895858764648,4.040554046630859,-1.534341812133789
D_C_43222,C,43222,chck_80M,childes_vs_c254ae7fb07615e9,0,877,partial,nonoverlap,give,childes/CHILDES_NA/HSLLD/HV2/ER/seaer2.cha,3.8500120639801025,1.1529632806777954,-2.697048783302307
D_C_43222,C,43222,chck_80M,childes_vs_c254ae7fb07615e9,1,410,partial,nonoverlap,em,childes/CHILDES_NA/HSLLD/HV2/ER/seaer2.cha,0.5677308440208435,0.26608651876449585,-0.30164432525634766
D_C_43222,C,43222,chck_80M,childes_vs_c25e066418c1262b,0,498,partial,overlap,think,childes/CHILDES_NA/Suppes/030301.cha,0.05586930736899376,0.24891969561576843,0.19305038824677467
D_C_43222,C,43222,chck_80M,childes_vs_c25e066418c1262b,2,469,partial,overlap,see,childes/CHILDES_NA/Suppes/030301.cha,0.08160408586263657,3.8908016681671143,3.8091975823044777
D_C_43222,C,43222,chck_80M,childes_vs_c25e066418c1262b,3,6368,partial,nonoverlap,slide,childes/CHILDES_NA/Suppes/030301.cha,8.197046279907227,10.565107345581055,2.368061065673828
D_C_43222,C,43222,chck_80M,childes_vs_c2d6815fcdb6e43d,1,490,low,nonoverlap,look,childes/CHILDES_NA/Brown/Adam/030826.cha,0.7477432489395142,0.03968789055943489,-0.7080553583800793
D_C_43222,C,43222,chck_80M,childes_vs_c2d6815fcdb6e43d,2,345,low,overlap,one,childes/CHILDES_NA/Brown/Adam/030826.cha,0.13720685243606567,2.134049415588379,1.9968425631523132
D_C_43222,C,43222,chck_80M,childes_vs_c2e3690e55c043cb,1,2537,low,nonoverlap,afraid,childes/CHILDES_NA/MacWhinney/060027b.cha,1.6324219703674316,1.9346485137939453,0.30222654342651367
D_C_43222,C,43222,chck_80M,childes_vs_c2e3690e55c043cb,4,571,low,nonoverlap,cause,childes/CHILDES_NA/MacWhinney/060027b.cha,0.24452221393585205,0.13286343216896057,-0.11165878176689148
D_C_43222,C,43222,chck_80M,childes_vs_c2e3690e55c043cb,6,904,low,overlap,four,childes/CHILDES_NA/MacWhinney/060027b.cha,8.14172649383545,10.155426979064941,2.013700485229492
D_C_43222,C,43222,chck_80M,childes_vs_c30f734b11f870f8,0,1674,partial,nonoverlap,looks,childes/CHILDES_NA/HSLLD/HV1/TP/emitp1.cha,0.07842231541872025,0.5176857113838196,0.43926339596509933
D_C_43222,C,43222,chck_80M,childes_vs_c30f734b11f870f8,1,409,partial,overlap,like,childes/CHILDES_NA/HSLLD/HV1/TP/emitp1.cha,0.0029943413101136684,0.007022934500128031,0.004028593190014362
D_C_43222,C,43222,chck_80M,childes_vs_c30f734b11f870f8,2,742,partial,nonoverlap,something,childes/CHILDES_NA/HSLLD/HV1/TP/emitp1.cha,2.4785256385803223,2.8690781593322754,0.3905525207519531
D_C_43222,C,43222,chck_80M,childes_vs_c397b42773371ffa,0,1999,low,nonoverlap,probably,childes/CHILDES_NA/Brown/Adam/030529.cha,5.432485580444336,3.8450002670288086,-1.5874853134155273
D_C_43222,C,43222,chck_80M,childes_vs_c397b42773371ffa,1,12022,low,overlap,rides,childes/CHILDES_NA/Brown/Adam/030529.cha,0.45286333560943604,8.18191909790039,7.729055762290955
D_C_43222,C,43222,chck_80M,childes_vs_c397b42773371ffa,2,719,low,nonoverlap,car,childes/CHILDES_NA/Brown/Adam/030529.cha,10.289037704467773,6.831698417663574,-3.457339286804199
D_C_43222,C,43222,chck_80M,childes_vs_c3beab3182caa553,1,1881,low,nonoverlap,outside,childes/CHILDES_NA/MacWhinney/020409.cha,11.670449256896973,10.708553314208984,-0.9618959426879883
D_C_43222,C,43222,chck_80M,childes_vs_c3beab3182caa553,2,1862,low,overlap,inside,childes/CHILDES_NA/MacWhinney/020409.cha,6.5596513748168945,9.153827667236328,2.5941762924194336
D_C_43222,C,43222,chck_80M,childes_vs_c422c15a799307b1,0,481,low,nonoverlap,when,childes/CHILDES_NA/HSLLD/HV1/MT/aprmt1.cha,3.972824811935425,1.3825678825378418,-2.590256929397583
D_C_43222,C,43222,chck_80M,childes_vs_c422c15a799307b1,3,1978,low,nonoverlap,cook,childes/CHILDES_NA/HSLLD/HV1/MT/aprmt1.cha,6.8652496337890625,8.490588188171387,1.6253385543823242
D_C_43222,C,43222,chck_80M,childes_vs_c422c15a799307b1,4,2295,low,overlap,tomorrow,childes/CHILDES_NA/HSLLD/HV1/MT/aprmt1.cha,5.163893222808838,7.848625659942627,2.684732437133789
D_C_43222,C,43222,chck_80M,childes_vs_c45d0803b646fc19,0,12395,low,nonoverlap,pittsburgh,childes/CHILDES_NA/MacWhinney/030315b.cha,6.9815592765808105,12.429058074951172,5.447498798370361
D_C_43222,C,43222,chck_80M,childes_vs_c45d0803b646fc19,1,497,low,overlap,right,childes/CHILDES_NA/MacWhinney/030315b.cha,0.015675891190767288,3.003304958343506,2.9876290671527386
D_C_43222,C,43222,chck_80M,childes_vs_c45d0803b646fc19,2,464,low,nonoverlap,here,childes/CHILDES_NA/MacWhinney/030315b.cha,2.9088094234466553,1.5424998998641968,-1.3663095235824585
D_C_43222,C,43222,chck_80M,childes_vs_c4a92257d36f7a01,2,2175,low,overlap,tape,childes/CHILDES_NA/MacWhinney/040008.cha,0.00439321156591177,0.6278069615364075,0.6234137499704957
D_C_43222,C,43222,chck_80M,childes_vs_c4a92257d36f7a01,5,2072,low,nonoverlap,listen,childes/CHILDES_NA/MacWhinney/040008.cha,4.07407283782959,4.351387023925781,0.2773141860961914
D_C_43222,C,43222,chck_80M,childes_vs_c4a92257d36f7a01,6,391,low,nonoverlap,your,childes/CHILDES_NA/MacWhinney/040008.cha,2.8026180267333984,2.5113086700439453,-0.2913093566894531
D_C_43222,C,43222,chck_80M,childes_vs_c4a939d39703236f,0,459,partial,overlap,yeah,childes/CHILDES_NA/MacWhinney/051117c.cha,6.797897815704346,4.383398056030273,-2.4144997596740723
D_C_43222,C,43222,chck_80M,childes_vs_c4a939d39703236f,1,2509,partial,nonoverlap,honey,childes/CHILDES_NA/MacWhinney/051117c.cha,9.727442741394043,7.013495445251465,-2.713947296142578
D_C_43222,C,43222,chck_80M,childes_vs_c4a939d39703236f,8,869,partial,nonoverlap,thing,childes/CHILDES_NA/MacWhinney/051117c.cha,4.185980796813965,4.414525985717773,0.2285451889038086
D_C_43222,C,43222,chck_80M,childes_vs_c4bd16f87624b672,1,381,low,nonoverlap,there,childes/CHILDES_NA/MacWhinney/050913c.cha,0.267394483089447,0.3208129405975342,0.05341845750808716
D_C_43222,C,43222,chck_80M,childes_vs_c4bd16f87624b672,2,2158,low,nonoverlap,jump,childes/CHILDES_NA/MacWhinney/050913c.cha,12.568563461303711,9.317215919494629,-3.251347541809082
D_C_43222,C,43222,chck_80M,childes_vs_c4bd16f87624b672,3,5322,low,overlap,moves,childes/CHILDES_NA/MacWhinney/050913c.cha,3.694629430770874,7.634879112243652,3.9402496814727783
D_C_43222,C,43222,chck_80M,childes_vs_c4e246e7d3612d6a,0,1077,low,nonoverlap,lot,childes/CHILDES_NA/MacWhinney/051117d.cha,0.9702858328819275,1.0923409461975098,0.12205511331558228
D_C_43222,C,43222,chck_80M,childes_vs_c4e246e7d3612d6a,1,410,low,nonoverlap,em,childes/CHILDES_NA/MacWhinney/051117d.cha,1.7316772937774658,2.81648588180542,1.084808588027954
D_C_43222,C,43222,chck_80M,childes_vs_c4e246e7d3612d6a,2,513,low,overlap,oh,childes/CHILDES_NA/MacWhinney/051117d.cha,4.820009231567383,8.066044807434082,3.246035575866699
D_C_43222,C,43222,chck_80M,childes_vs_c4e9566e500aeb81,0,391,low,nonoverlap,your,childes/CHILDES_NA/MacWhinney/070503c.cha,10.182024002075195,10.222869873046875,0.04084587097167969
D_C_43222,C,43222,chck_80M,childes_vs_c4e9566e500aeb81,1,4015,low,nonoverlap,welcome,childes/CHILDES_NA/MacWhinney/070503c.cha,6.580164432525635,7.031194686889648,0.45103025436401367
D_C_43222,C,43222,chck_80M,childes_vs_c4e9566e500aeb81,2,375,low,overlap,my,childes/CHILDES_NA/MacWhinney/070503c.cha,3.111598491668701,4.71610689163208,1.604508399963379
D_C_43222,C,43222,chck_80M,childes_vs_c4ec70460eb2eea1,0,501,partial,nonoverlap,now,childes/CHILDES_NA/Suppes/020122.cha,8.73651123046875,6.395995140075684,-2.3405160903930664
D_C_43222,C,43222,chck_80M,childes_vs_c4ec70460eb2eea1,1,753,partial,nonoverlap,three,childes/CHILDES_NA/Suppes/020122.cha,5.174403190612793,4.681118965148926,-0.4932842254638672
D_C_43222,C,43222,chck_80M,childes_vs_c4ec70460eb2eea1,4,6713,partial,overlap,clay,childes/CHILDES_NA/Suppes/020122.cha,5.454183578491211,9.254718780517578,3.800535202026367
D_C_43222,C,43222,chck_80M,childes_vs_c4edc6642d920375,0,3563,low,nonoverlap,especially,childes/CHILDES_NA/HSLLD/HV7/LW/mellw7.cha,11.19354248046875,9.136680603027344,-2.0568618774414062
D_C_43222,C,43222,chck_80M,childes_vs_c4edc6642d920375,2,1133,low,nonoverlap,children,childes/CHILDES_NA/HSLLD/HV7/LW/mellw7.cha,5.226294040679932,6.151319980621338,0.9250259399414062
D_C_43222,C,43222,chck_80M,childes_vs_c4edc6642d920375,4,1868,low,overlap,letter,childes/CHILDES_NA/HSLLD/HV7/LW/mellw7.cha,0.08460916578769684,2.7290704250335693,2.6444612592458725
D_C_43222,C,43222,chck_80M,childes_vs_c5cb5055cc2c555d,0,490,partial,overlap,look,childes/CHILDES_NA/HSLLD/HV7/ET/annet7.cha,0.03498195484280586,0.3434778153896332,0.3084958605468273
D_C_43222,C,43222,chck_80M,childes_vs_c5cb5055cc2c555d,2,3474,partial,nonoverlap,legs,childes/CHILDES_NA/HSLLD/HV7/ET/annet7.cha,3.517958402633667,4.346855640411377,0.82889723777771
D_C_43222,C,43222,chck_80M,childes_vs_c5cb5055cc2c555d,3,987,partial,nonoverlap,used,childes/CHILDES_NA/HSLLD/HV7/ET/annet7.cha,2.3918263912200928,2.45438814163208,0.0625617504119873
D_C_43222,C,43222,chck_80M,childes_vs_c62e2eb9482268bf,1,659,partial,nonoverlap,gonna,childes/CHILDES_NA/HSLLD/HV3/MT/anamt3.cha,0.06692356616258621,0.02559421956539154,-0.04132934659719467
D_C_43222,C,43222,chck_80M,childes_vs_c62e2eb9482268bf,2,672,partial,overlap,take,childes/CHILDES_NA/HSLLD/HV3/MT/anamt3.cha,0.016595415771007538,0.9299656748771667,0.9133702591061592
D_C_43222,C,43222,chck_80M,childes_vs_c62e2eb9482268bf,7,899,partial,nonoverlap,things,childes/CHILDES_NA/HSLLD/HV3/MT/anamt3.cha,5.356014728546143,3.412334442138672,-1.9436802864074707
D_C_43222,C,43222,chck_80M,childes_vs_c66b0bbf6801695b,3,14539,low,nonoverlap,tickle,childes/CHILDES_NA/MacWhinney/010609.cha,7.677731037139893,8.65361213684082,0.9758810997009277
D_C_43222,C,43222,chck_80M,childes_vs_c66b0bbf6801695b,4,962,low,nonoverlap,around,childes/CHILDES_NA/MacWhinney/010609.cha,4.330799579620361,3.872262477874756,-0.45853710174560547
D_C_43222,C,43222,chck_80M,childes_vs_c66b0bbf6801695b,5,9057,low,nonoverlap,tummy,childes/CHILDES_NA/MacWhinney/010609.cha,7.783106327056885,5.355379104614258,-2.427727222442627
D_C_43222,C,43222,chck_80M,childes_vs_c78ff7e813fb31f1,0,2546,low,nonoverlap,trees,childes/CHILDES_NA/HSLLD/HV1/BR/tambr1.cha,6.013629913330078,2.7333598136901855,-3.2802700996398926
D_C_43222,C,43222,chck_80M,childes_vs_c78ff7e813fb31f1,1,345,low,overlap,one,childes/CHILDES_NA/HSLLD/HV1/BR/tambr1.cha,0.4877457022666931,4.445869445800781,3.958123743534088
D_C_43222,C,43222,chck_80M,childes_vs_c78ff7e813fb31f1,2,2098,low,nonoverlap,tree,childes/CHILDES_NA/HSLLD/HV1/BR/tambr1.cha,8.669405937194824,5.90377140045166,-2.765634536743164
D_C_43222,C,43222,chck_80M,childes_vs_c7de19fa6105779d,0,550,low,nonoverlap,good,childes/CHILDES_NA/HSLLD/HV1/BR/jesbr1.cha,8.679991722106934,8.260619163513184,-0.41937255859375
D_C_43222,C,43222,chck_80M,childes_vs_c7de19fa6105779d,2,932,low,nonoverlap,called,childes/CHILDES_NA/HSLLD/HV1/BR/jesbr1.cha,10.215791702270508,9.591713905334473,-0.6240777969360352
D_C_43222,C,43222,chck_80M,childes_vs_c7de19fa6105779d,3,5028,low,overlap,monster,childes/CHILDES_NA/HSLLD/HV1/BR/jesbr1.cha,0.10183250159025192,8.220019340515137,8.118186838924885
D_C_43222,C,43222,chck_80M,childes_vs_c820a5a05bdcd9ad,1,575,partial,overlap,going,childes/CHILDES_NA/Suppes/020525.cha,0.04537980630993843,0.20853018760681152,0.1631503812968731
D_C_43222,C,43222,chck_80M,childes_vs_c820a5a05bdcd9ad,2,904,partial,nonoverlap,four,childes/CHILDES_NA/Suppes/020525.cha,8.355961799621582,5.1352081298828125,-3.2207536697387695
D_C_43222,C,43222,chck_80M,childes_vs_c820a5a05bdcd9ad,3,2889,partial,overlap,horses,childes/CHILDES_NA/Suppes/020525.cha,0.22553089261054993,8.485784530639648,8.260253638029099
D_C_43222,C,43222,chck_80M,childes_vs_c888f408bb7f7b7b,0,6400,low,nonoverlap,creatures,childes/CHILDES_NA/HSLLD/HV2/BR/geobr2.cha,4.59744930267334,5.127511501312256,0.530062198638916
D_C_43222,C,43222,chck_80M,childes_vs_c888f408bb7f7b7b,5,8804,low,overlap,dinosaurs,childes/CHILDES_NA/HSLLD/HV2/BR/geobr2.cha,2.4284486770629883,5.56007719039917,3.1316285133361816
D_C_43222,C,43222,chck_80M,childes_vs_c888f408bb7f7b7b,6,2020,low,nonoverlap,important,childes/CHILDES_NA/HSLLD/HV2/BR/geobr2.cha,5.391733169555664,5.1914238929748535,-0.20030927658081055
D_C_43222,C,43222,chck_80M,childes_vs_c89549b78f0b9246,0,469,low,nonoverlap,see,childes/CHILDES_NA/HSLLD/HV7/ET/geoet7.cha,3.4015650749206543,4.9828200340271,1.5812549591064453
D_C_43222,C,43222,chck_80M,childes_vs_c89549b78f0b9246,1,529,low,overlap,how,childes/CHILDES_NA/HSLLD/HV7/ET/geoet7.cha,3.4953203201293945,2.8048009872436523,-0.6905193328857422
D_C_43222,C,43222,chck_80M,childes_vs_c89549b78f0b9246,2,5322,low,nonoverlap,moves,childes/CHILDES_NA/HSLLD/HV7/ET/geoet7.cha,5.244004249572754,5.984494209289551,0.7404899597167969
D_C_43222,C,43222,chck_80M,childes_vs_c8de6ddc419a2b2a,1,643,low,nonoverlap,first,childes/CHILDES_NA/HSLLD/HV7/MD/petmd7.cha,3.451263427734375,2.7714648246765137,-0.6797986030578613
D_C_43222,C,43222,chck_80M,childes_vs_c8de6ddc419a2b2a,2,999,low,overlap,word,childes/CHILDES_NA/HSLLD/HV7/MD/petmd7.cha,5.45487117767334,3.764603614807129,-1.690267562866211
D_C_43222,C,43222,chck_80M,childes_vs_c8de6ddc419a2b2a,3,6569,low,nonoverlap,bicycle,childes/CHILDES_NA/HSLLD/HV7/MD/petmd7.cha,0.08938608318567276,0.06689602136611938,-0.022490061819553375
D_C_43222,C,43222,chck_80M,childes_vs_c98defbe6656cb46,1,2687,low,nonoverlap,arms,childes/CHILDES_NA/Suppes/020129.cha,11.923973083496094,10.372642517089844,-1.55133056640625
D_C_43222,C,43222,chck_80M,childes_vs_c98defbe6656cb46,2,3372,low,overlap,bottom,childes/CHILDES_NA/Suppes/020129.cha,0.3843604028224945,6.071585655212402,5.687225252389908
