role,seed,pair_id,overlap_bin,overlap_class,transcript_id,n_checkpoints,n_targets,delta,intact_nll,replaced_nll
C,43022,childes_vs_0028f1999bf702ef,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/jambr2.cha,3,2.0,-0.17490577697753906,5.5668952862421675,5.391989509264628
C,43022,childes_vs_0028f1999bf702ef,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/jambr2.cha,3,1.0,1.021549940109253,3.6774845918019614,4.699034531911214
C,43022,childes_vs_003b01fd5ca1a561,low,nonoverlap,childes/CHILDES_NA/MacWhinney/050913a.cha,3,2.0,-0.13687129815419516,4.080287337303162,3.9434160391489663
C,43022,childes_vs_003b01fd5ca1a561,low,overlap,childes/CHILDES_NA/MacWhinney/050913a.cha,3,1.0,1.4925800561904907,1.4922271172205608,2.9848071734110513
C,43022,childes_vs_010c69ed38da5819,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/rocbr2.cha,3,2.0,-5.241855223973592,12.588407675425211,7.346552451451619
C,43022,childes_vs_010c69ed38da5819,partial,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/rocbr2.cha,3,1.0,3.8344266563653946,0.15913691620031992,3.9935635725657144
C,43022,childes_vs_01fe3f6939ad8c72,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/gilbr2.cha,3,2.0,-0.04292484497030576,3.1456767059862614,3.1027518610159555
C,43022,childes_vs_0242cb8b606682aa,high,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/melmt1.cha,3,1.0,-1.4091641902923584,4.1984916528066,2.7893274625142417
C,43022,childes_vs_0242cb8b606682aa,high,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/melmt1.cha,3,2.0,1.6127340557674568,0.03179298713803291,1.6445270429054897
C,43022,childes_vs_02463003d3ba828d,high,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/bribr1.cha,3,2.0,-1.5053019523620605,9.454867998758951,7.949566046396892
C,43022,childes_vs_02463003d3ba828d,high,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/bribr1.cha,3,1.0,1.810193697611491,2.5763293902079263,4.386523087819417
C,43022,childes_vs_024dd4227fac832c,low,nonoverlap,childes/CHILDES_NA/Brown/Sarah/040711.cha,3,2.0,0.5667466322580973,4.351878801981608,4.918625434239705
C,43022,childes_vs_024dd4227fac832c,low,overlap,childes/CHILDES_NA/Brown/Sarah/040711.cha,3,1.0,0.531363641222318,0.09258481363455455,0.6239484548568726
C,43022,childes_vs_0269d0bc5d471e07,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/jesbr1.cha,3,3.0,0.35344555642869735,4.549701982074314,4.903147538503011
C,43022,childes_vs_03675e789fa6f1e8,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/annbr1.cha,3,2.0,-1.561769497891267,6.6480603069067,5.086290809015433
C,43022,childes_vs_03675e789fa6f1e8,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/annbr1.cha,3,1.0,7.74748690923055,4.771129131317139,12.51861604054769
C,43022,childes_vs_03a754abfec11946,low,nonoverlap,childes/CHILDES_NA/Brown/Sarah/040111.cha,3,2.0,0.36399885018666583,4.853551824887593,5.21755067507426
C,43022,childes_vs_03a754abfec11946,low,overlap,childes/CHILDES_NA/Brown/Sarah/040111.cha,3,1.0,-0.030308634042739868,0.1848624994357427,0.15455386539300284
C,43022,childes_vs_03c5ceabae6b0e71,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060422c.cha,3,2.0,-0.6910936037699381,3.4321440855662027,2.7410504817962646
C,43022,childes_vs_03c5ceabae6b0e71,low,overlap,childes/CHILDES_NA/MacWhinney/060422c.cha,3,1.0,1.3056845664978027,3.3183395067850747,4.624024073282878
C,43022,childes_vs_043a2cec085a1edb,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV5/MT/mrkmt5.cha,3,2.0,-0.32676581541697186,4.325573960940043,3.9988081455230713
C,43022,childes_vs_043a2cec085a1edb,low,overlap,childes/CHILDES_NA/HSLLD/HV5/MT/mrkmt5.cha,3,1.0,2.76727561155955,1.1860326528549194,3.9533082644144693
C,43022,childes_vs_04667bb3b1a5305f,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/TP/jestp1.cha,3,2.0,0.8740479946136475,5.904352267583211,6.778400262196858
C,43022,childes_vs_04667bb3b1a5305f,low,overlap,childes/CHILDES_NA/HSLLD/HV1/TP/jestp1.cha,3,1.0,7.083993673324585,1.1862483819325764,8.270242055257162
C,43022,childes_vs_05225a0d01878a71,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/terbr2.cha,3,2.0,-1.9864054024219513,5.1434240986903506,3.1570186962683997
C,43022,childes_vs_05225a0d01878a71,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/terbr2.cha,3,1.0,0.059955439219872154,0.06363956754406293,0.12359500676393509
C,43022,childes_vs_0550ba7a0d33052f,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,2.0,0.7030378381411234,3.0732715725898743,3.7763094107309976
C,43022,childes_vs_0550ba7a0d33052f,low,overlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,1.0,0.8164477348327637,5.930352210998535,6.746799945831299
C,43022,childes_vs_05a1336e8ba0b157,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,2.0,-1.731698493162791,3.665810783704122,1.934112290541331
C,43022,childes_vs_05a1336e8ba0b157,partial,overlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,1.0,3.794671803712845,0.0933217704296112,3.887993574142456
C,43022,childes_vs_06509c6fd4b52f1f,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/mormt1.cha,3,2.0,-1.1700764807562034,2.7925719718138375,1.6224954910576344
C,43022,childes_vs_06509c6fd4b52f1f,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/mormt1.cha,3,1.0,1.6170032819112141,4.36068868637085,5.9776919682820635
C,43022,childes_vs_065eff1ff38dc6db,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/kurmt1.cha,3,2.0,2.1654228369394937,4.133975903193156,6.299398740132649
C,43022,childes_vs_065eff1ff38dc6db,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/kurmt1.cha,3,1.0,-2.3086416721343994,3.7861458460489907,1.4775041739145915
C,43022,childes_vs_06d0e219244deab3,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV5/MT/jesmt5.cha,3,2.0,-1.9099553475777309,7.335931941866875,5.425976594289144
C,43022,childes_vs_06d0e219244deab3,low,overlap,childes/CHILDES_NA/HSLLD/HV5/MT/jesmt5.cha,3,1.0,2.7248679051796594,0.17215116322040558,2.897019068400065
C,43022,childes_vs_071536e0ec2e0a76,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/030512.cha,3,2.0,0.49813950061798096,3.5645952622095742,4.062734762827556
C,43022,childes_vs_0739ef3a388b5ab4,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/TP/rostp2.cha,3,2.0,-2.294209599494934,5.519576946894328,3.2253673473993936
C,43022,childes_vs_0739ef3a388b5ab4,low,overlap,childes/CHILDES_NA/HSLLD/HV2/TP/rostp2.cha,3,1.0,1.1096474428971608,0.323718140522639,1.4333655834197998
C,43022,childes_vs_074d61f3a11e731f,partial,nonoverlap,childes/CHILDES_NA/Brown/Adam/020603.cha,3,1.0,-0.27646509806315106,9.816481272379557,9.540016174316406
C,43022,childes_vs_074d61f3a11e731f,partial,overlap,childes/CHILDES_NA/Brown/Adam/020603.cha,3,1.0,2.7502249479293823,1.3885127305984497,4.138737678527832
C,43022,childes_vs_079c845bc6d01741,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/jacbr2.cha,3,2.0,1.414564847946167,7.725611527760823,9.140176375706991
C,43022,childes_vs_079c845bc6d01741,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/jacbr2.cha,3,1.0,3.664180278778076,4.049626509348552,7.713806788126628
C,43022,childes_vs_07ba3016b0405921,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060401.cha,3,1.0,1.827583948771159,3.931840260823568,5.759424209594727
C,43022,childes_vs_07ba3016b0405921,partial,overlap,childes/CHILDES_NA/MacWhinney/060401.cha,3,1.0,7.044523547093074,0.07818604509035747,7.122709592183431
C,43022,childes_vs_07db632489d87193,low,nonoverlap,childes/CHILDES_NA/MacWhinney/050913a.cha,3,2.0,0.17916849752267203,0.6003138422966003,0.7794823398192724
C,43022,childes_vs_07db632489d87193,low,overlap,childes/CHILDES_NA/MacWhinney/050913a.cha,3,1.0,3.4000697135925293,4.8437832196553545,8.243852933247885
C,43022,childes_vs_08c22f7a60ee0110,low,nonoverlap,childes/CHILDES_NA/Suppes/020526.cha,3,2.0,0.4623965422312419,7.1550878683726,7.617484410603841
C,43022,childes_vs_08c22f7a60ee0110,low,overlap,childes/CHILDES_NA/Suppes/020526.cha,3,1.0,3.3818214597801366,0.00856313481926918,3.3903845945994058
C,43022,childes_vs_08d8837935abca8c,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/MT/jebmt7.cha,3,2.0,0.37088584899902344,1.9452250798543294,2.316110928853353
C,43022,childes_vs_08d8837935abca8c,low,overlap,childes/CHILDES_NA/HSLLD/HV7/MT/jebmt7.cha,3,1.0,5.734186843037605,0.09229243298371632,5.826479276021321
C,43022,childes_vs_09071d5af90e7248,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/050309c.cha,3,2.0,-1.1313106417655945,4.0242379903793335,2.892927348613739
C,43022,childes_vs_09071d5af90e7248,partial,overlap,childes/CHILDES_NA/MacWhinney/050309c.cha,3,1.0,-1.7189273436864216,3.7259585857391357,2.007031242052714
C,43022,childes_vs_09c8af6e1eeaa89e,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/termt1.cha,3,2.0,-0.39751744270324707,6.7650532722473145,6.367535829544067
C,43022,childes_vs_09c8af6e1eeaa89e,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/termt1.cha,3,1.0,1.6126988728841145,1.829215129216512,3.4419140021006265
C,43022,childes_vs_0a109ee85b727393,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/rosmt1.cha,3,2.0,1.455082893371582,5.228590806325276,6.683673699696858
C,43022,childes_vs_0a109ee85b727393,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/rosmt1.cha,3,1.0,2.4945123915870986,0.09981529663006465,2.594327688217163
C,43022,childes_vs_0a715f8dddd64d1b,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,2.0,-0.31636154651641846,3.286797285079956,2.9704357385635376
C,43022,childes_vs_0a715f8dddd64d1b,low,overlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,1.0,3.3698949813842773,3.477208137512207,6.847103118896484
C,43022,childes_vs_0baf01c2447fb01f,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/emibr1.cha,3,2.0,0.10107602675755818,2.3037610314786434,2.4048370582362018
C,43022,childes_vs_0baf01c2447fb01f,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/emibr1.cha,3,1.0,5.475825945536296,0.515618642171224,5.9914445877075195
C,43022,childes_vs_0bbec64b32b03f16,partial,nonoverlap,childes/CHILDES_NA/Suppes/020314.cha,3,2.0,-0.30002129077911377,5.3636865218480425,5.063665231068929
C,43022,childes_vs_0bbec64b32b03f16,partial,overlap,childes/CHILDES_NA/Suppes/020314.cha,3,1.0,3.5946362926624715,0.005043336345503728,3.599679629007975
C,43022,childes_vs_0c697b51f19fbf5c,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV5/MT/diamt5.cha,3,2.0,2.752189556757609,5.635768890380859,8.387958447138468
C,43022,childes_vs_0c697b51f19fbf5c,partial,overlap,childes/CHILDES_NA/HSLLD/HV5/MT/diamt5.cha,3,1.0,4.327428570638101,0.029663809885581333,4.357092380523682
C,43022,childes_vs_0c6ed9e5f9886b10,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/clabr1.cha,3,2.0,0.1186045128852129,0.0689665259172519,0.1875710388024648
C,43022,childes_vs_0c6ed9e5f9886b10,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/clabr1.cha,3,1.0,0.01617027384539445,0.01802872431774934,0.03419899816314379
C,43022,childes_vs_0c7512f4d4cf858e,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/jusbr1.cha,3,2.0,0.08431677023569743,3.6201635201772056,3.704480290412903
C,43022,childes_vs_0c7512f4d4cf858e,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/jusbr1.cha,3,1.0,1.4912020365397136,11.776251792907715,13.267453829447428
C,43022,childes_vs_0cd7b16cb3ad7766,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/raulw7.cha,3,2.0,0.026801864306132,3.0702449878056846,3.0970468521118164
C,43022,childes_vs_0cd7b16cb3ad7766,partial,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/raulw7.cha,3,1.0,3.2831113636493683,0.16548861066500345,3.4485999743143716
C,43022,childes_vs_0d01ec20a8bfbbe5,low,nonoverlap,childes/CHILDES_NA/MacWhinney/070318b.cha,3,2.0,0.7754644652207693,6.6208087503910065,7.396273215611775
C,43022,childes_vs_0d01ec20a8bfbbe5,low,overlap,childes/CHILDES_NA/MacWhinney/070318b.cha,3,1.0,0.7568392356236776,0.35304035743077594,1.1098795930544536
C,43022,childes_vs_0e235d80a2888bf1,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/rasbr1.cha,3,2.0,-0.38101975123087567,4.58746596177419,4.206446210543315
C,43022,childes_vs_0e235d80a2888bf1,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/rasbr1.cha,3,1.0,4.8058711886405945,0.3347960909207662,5.14066727956136
C,43022,childes_vs_0e714e2f24192a82,partial,nonoverlap,childes/CHILDES_NA/Brown/Adam/020918.cha,3,2.0,0.335788831114769,4.913274581233661,5.24906341234843
C,43022,childes_vs_0e714e2f24192a82,partial,overlap,childes/CHILDES_NA/Brown/Adam/020918.cha,3,1.0,4.02240913361311,0.12063088764746983,4.143040021260579
C,43022,childes_vs_0e7c12a316167f74,low,nonoverlap,childes/CHILDES_NA/Suppes/020129.cha,3,2.0,0.34357941150665283,5.098305861155192,5.441885272661845
C,43022,childes_vs_0e7c12a316167f74,low,overlap,childes/CHILDES_NA/Suppes/020129.cha,3,1.0,6.405553987870614,0.04765636598070463,6.453210353851318
C,43022,childes_vs_0f1c25429e31e98b,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/sarmt1.cha,3,1.0,0.04797712961832682,14.259221394856771,14.307198524475098
C,43022,childes_vs_0f1c25429e31e98b,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/sarmt1.cha,3,2.0,2.9460702141126,1.8941414952278137,4.840211709340413
C,43022,childes_vs_0f405cf6c557a463,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060701c.cha,3,2.0,2.00970451037089,6.257473786671956,8.267178297042847
C,43022,childes_vs_0f405cf6c557a463,partial,overlap,childes/CHILDES_NA/MacWhinney/060701c.cha,3,1.0,1.3260130782922108,0.6123506327470144,1.9383637110392253
C,43022,childes_vs_0ff0a5921eab40c4,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/MT/clamt2.cha,3,3.0,-0.6822558244069418,5.910326560338338,5.2280707359313965
C,43022,childes_vs_102e92a1f4cf19a4,low,nonoverlap,childes/CHILDES_NA/MacWhinney/020617b.cha,3,2.0,0.7313282489776611,6.188568115234375,6.919896364212036
C,43022,childes_vs_102e92a1f4cf19a4,low,overlap,childes/CHILDES_NA/MacWhinney/020617b.cha,3,1.0,0.7206191048026085,0.045414465169111885,0.7660335699717203
C,43022,childes_vs_1065d9a492d126b3,low,nonoverlap,childes/CHILDES_NA/MacWhinney/030704.cha,3,3.0,1.83935499853558,1.3595127231544917,3.1988677216900716
C,43022,childes_vs_10b910fddafde16d,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/050913c.cha,3,1.0,0.9664249420166016,7.795763969421387,8.762188911437988
C,43022,childes_vs_10b910fddafde16d,partial,overlap,childes/CHILDES_NA/MacWhinney/050913c.cha,3,2.0,3.2868826258927584,0.5219282240917286,3.808810849984487
C,43022,childes_vs_10bbbedce99bb339,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,2.0,-0.35956132411956787,6.0501755475997925,5.690614223480225
C,43022,childes_vs_10bbbedce99bb339,partial,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,1.0,4.337451674665014,0.034552675361434616,4.372004350026448
C,43022,childes_vs_10cbcf651c4206d3,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/TP/zentp1.cha,3,2.0,-1.4381794879833858,5.483654936154683,4.045475448171298
C,43022,childes_vs_1124213b033d62b5,low,nonoverlap,childes/CHILDES_NA/Brown/Adam/020603.cha,3,2.0,1.1206295490264893,5.55168342590332,6.67231297492981
C,43022,childes_vs_1124213b033d62b5,low,overlap,childes/CHILDES_NA/Brown/Adam/020603.cha,3,1.0,2.409095605214437,7.774953365325928,10.184048970540365
C,43022,childes_vs_11442282a577ad6c,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/ET/aimet3.cha,3,2.0,-0.6195128758748373,6.86864157517751,6.249128699302673
C,43022,childes_vs_11442282a577ad6c,low,overlap,childes/CHILDES_NA/HSLLD/HV3/ET/aimet3.cha,3,1.0,0.3410352071126302,8.733404477437338,9.074439684549967
C,43022,childes_vs_116ee89f0a1dc2e3,low,nonoverlap,childes/CHILDES_NA/Brown/Adam/040401.cha,3,3.0,0.20441903008355033,3.8011114332411022,4.005530463324653
C,43022,childes_vs_11ad114ad6b6c799,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060422c.cha,3,2.0,0.057251643699904285,1.304154790006578,1.3614064337064822
C,43022,childes_vs_11ad114ad6b6c799,partial,overlap,childes/CHILDES_NA/MacWhinney/060422c.cha,3,1.0,0.008916401614745459,0.036539141088724136,0.0454555427034696
C,43022,childes_vs_11b5cbb742716595,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,2.0,0.4739200671513875,4.7268652121226,5.200785279273987
C,43022,childes_vs_11b5cbb742716595,low,overlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,1.0,1.8995796243349712,0.5339233676592509,2.433502991994222
C,43022,childes_vs_120ea685381f2a01,low,nonoverlap,childes/CHILDES_NA/MacWhinney/030625a.cha,3,1.0,-2.0103605588277182,4.112407684326172,2.1020471254984536
C,43022,childes_vs_120ea685381f2a01,low,overlap,childes/CHILDES_NA/MacWhinney/030625a.cha,3,1.0,4.575767834981282,5.5187428792317705,10.094510714213053
C,43022,childes_vs_121bcd0ecf5d1d74,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/jambr2.cha,3,2.0,-0.003406122326850891,2.082682803273201,2.07927668094635
C,43022,childes_vs_121bcd0ecf5d1d74,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/jambr2.cha,3,1.0,-0.006538386146227519,0.04380154733856519,0.03726316119233767
C,43022,childes_vs_12cd7e4881acebdb,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/TP/kartp3.cha,3,2.0,0.03745539983113607,4.719016710917155,4.756472110748291
C,43022,childes_vs_12cd7e4881acebdb,low,overlap,childes/CHILDES_NA/HSLLD/HV3/TP/kartp3.cha,3,1.0,2.169816017150879,5.079766273498535,7.249582290649414
