role,seed,pair_id,overlap_bin,overlap_class,transcript_id,n_checkpoints,n_targets,delta,intact_nll,replaced_nll
C,43222,childes_vs_ab906d1b2effa4ba,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/rocbr2.cha,3,1.0,2.3837459882100425,7.523713270823161,9.907459259033203
C,43222,childes_vs_abce9fb4b15a6825,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/ER/dever3.cha,3,2.0,0.12049626559019089,2.5923551122347512,2.712851377824942
C,43222,childes_vs_abce9fb4b15a6825,low,overlap,childes/CHILDES_NA/HSLLD/HV3/ER/dever3.cha,3,1.0,1.4079176584879558,2.6918088595072427,4.099726517995198
C,43222,childes_vs_abfcfe16fd4e23b5,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/TP/inatp2.cha,3,2.0,-0.6824008499582609,5.960517863432567,5.278117013474305
C,43222,childes_vs_abfcfe16fd4e23b5,partial,overlap,childes/CHILDES_NA/HSLLD/HV2/TP/inatp2.cha,3,1.0,0.24763276179631552,0.029148057103157043,0.27678081889947254
C,43222,childes_vs_ac1dc23fe450f5ae,low,nonoverlap,childes/CHILDES_NA/MacWhinney/030001b.cha,3,2.0,0.4203428030014038,4.549592137336731,4.969934940338135
C,43222,childes_vs_ac1dc23fe450f5ae,low,overlap,childes/CHILDES_NA/MacWhinney/030001b.cha,3,1.0,2.8744587103525796,3.537938197453817,6.4123969078063965
C,43222,childes_vs_ac72d1a92a9bc902,low,nonoverlap,childes/CHILDES_NA/Brown/Adam/050212.cha,3,2.0,-2.0630648136138916,7.749217351277669,5.686152537663777
C,43222,childes_vs_acc1f7ae06eebf2a,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/joymt1.cha,3,2.0,2.2656795978546143,3.2568837801615396,5.522563378016154
C,43222,childes_vs_acc1f7ae06eebf2a,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/joymt1.cha,3,1.0,2.227089005211989,0.10978563874959946,2.3368746439615884
C,43222,childes_vs_acca25350e2ba203,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/brabr1.cha,3,2.0,0.993211030960083,4.186506827672322,5.179717858632405
C,43222,childes_vs_acca25350e2ba203,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/brabr1.cha,3,1.0,-0.5349847475687662,8.467287381490072,7.932302633921306
C,43222,childes_vs_acd275a1758187c0,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/kevmt1.cha,3,2.0,1.3775730927785237,8.27984913190206,9.657422224680582
C,43222,childes_vs_acd275a1758187c0,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/kevmt1.cha,3,1.0,14.058744937181473,0.4095863997936249,14.468331336975098
C,43222,childes_vs_ad978b1935479ac2,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/stnlw7.cha,3,2.0,0.6981026927630106,4.21965088446935,4.917753577232361
C,43222,childes_vs_ad978b1935479ac2,low,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/stnlw7.cha,3,1.0,3.0828981399536133,5.5781402587890625,8.661038398742676
C,43222,childes_vs_ad9b66f03a66264f,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/MT/anamt3.cha,3,2.0,-0.2096322774887085,4.066798369089763,3.8571660916010537
C,43222,childes_vs_ad9b66f03a66264f,low,overlap,childes/CHILDES_NA/HSLLD/HV3/MT/anamt3.cha,3,1.0,0.8448017438252767,4.973899841308594,5.81870158513387
C,43222,childes_vs_adbce0eddd648500,low,nonoverlap,childes/CHILDES_NA/MacWhinney/051117c.cha,3,2.0,-0.3119073311487834,4.071045438448588,3.7591381072998047
C,43222,childes_vs_adbce0eddd648500,low,overlap,childes/CHILDES_NA/MacWhinney/051117c.cha,3,1.0,0.44499953587849933,2.044672727584839,2.4896722634633384
C,43222,childes_vs_adcbe14bb8927917,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,1.0,0.24027379353841147,9.519449869791666,9.759723663330078
C,43222,childes_vs_adcbe14bb8927917,partial,overlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,1.0,1.4980862140655518,3.209702253341675,4.707788467407227
C,43222,childes_vs_adcca33919e64fe8,partial,nonoverlap,childes/CHILDES_NA/Brown/Adam/050212.cha,3,2.0,-0.3744501868883769,4.0884595314661665,3.7140093445777893
C,43222,childes_vs_adcca33919e64fe8,partial,overlap,childes/CHILDES_NA/Brown/Adam/050212.cha,3,1.0,0.7482673581689596,0.016105566794673603,0.7643729249636332
C,43222,childes_vs_ae4efd64fdbc92cd,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/ET/jeaet7.cha,3,2.0,-0.3008468548456828,2.2600449522336326,1.9591980973879497
C,43222,childes_vs_ae4efd64fdbc92cd,partial,overlap,childes/CHILDES_NA/HSLLD/HV7/ET/jeaet7.cha,3,1.0,2.52214481929938,0.15611518919467926,2.678260008494059
C,43222,childes_vs_ae5341f5f0db4b36,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/MT/stnmt2.cha,3,1.0,-1.3563515345255535,11.631604194641113,10.27525266011556
C,43222,childes_vs_ae60e7defe886326,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,2.0,-0.928064743677775,8.727233409881592,7.799168666203816
C,43222,childes_vs_ae60e7defe886326,partial,overlap,childes/CHILDES_NA/MacWhinney/060027c.cha,3,1.0,2.282792409261068,5.970131238301595,8.252923647562662
C,43222,childes_vs_ae6ae8828774b313,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/ET/caset7.cha,3,2.0,-0.784224713842074,1.5334951380888622,0.749270424246788
C,43222,childes_vs_ae6ae8828774b313,low,overlap,childes/CHILDES_NA/HSLLD/HV7/ET/caset7.cha,3,1.0,4.746910095214844,1.0024021466573079,5.749312241872151
C,43222,childes_vs_af839253e3309015,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/suslw7.cha,3,2.0,0.432983140150706,3.0633543034394584,3.496337443590164
C,43222,childes_vs_af839253e3309015,low,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/suslw7.cha,3,1.0,4.042787541945775,0.05252497394879659,4.095312515894572
C,43222,childes_vs_af86192045b53cb2,high,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,2.0,0.3111339882016182,5.315296031534672,5.62643001973629
C,43222,childes_vs_af86192045b53cb2,high,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,1.0,1.3831205690900485,0.08750252674023311,1.4706230958302815
C,43222,childes_vs_af9784146db71879,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060406b2.cha,3,2.0,0.15175159772237143,4.075613339742024,4.2273649374643965
C,43222,childes_vs_af9784146db71879,low,overlap,childes/CHILDES_NA/MacWhinney/060406b2.cha,3,1.0,1.118192195892334,6.770166873931885,7.888359069824219
C,43222,childes_vs_afe953cc459c8aa7,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,2.0,-0.14166927834351858,1.505453070004781,1.3637837916612625
C,43222,childes_vs_afe953cc459c8aa7,low,overlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,1.0,-0.5009706815083822,6.732638041178386,6.231667359670003
C,43222,childes_vs_aff3e429f8038fe0,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/bobbr2.cha,3,2.0,-0.8014679749806722,5.827775637308757,5.026307662328084
C,43222,childes_vs_aff3e429f8038fe0,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/bobbr2.cha,3,1.0,0.195222536722819,14.681936581929525,14.877159118652344
C,43222,childes_vs_b02fa1ba3aae70b1,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/ET/caset7.cha,3,2.0,0.5354987482229868,1.3603494664033253,1.8958482146263123
C,43222,childes_vs_b02fa1ba3aae70b1,low,overlap,childes/CHILDES_NA/HSLLD/HV7/ET/caset7.cha,3,1.0,-0.22236124674479166,9.197505950927734,8.975144704182943
C,43222,childes_vs_b090d7ad732d04a1,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/aprmt1.cha,3,2.0,-0.017740884174903233,3.1832441923518977,3.1655033081769943
C,43222,childes_vs_b090d7ad732d04a1,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/aprmt1.cha,3,1.0,4.546480496724446,2.710258642832438,7.256739139556885
C,43222,childes_vs_b0c77de48d5e8a56,low,nonoverlap,childes/CHILDES_NA/Suppes/020525.cha,3,3.0,-1.4211767514546711,9.773302502102322,8.352125750647652
C,43222,childes_vs_b13d81372da97c4b,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060701b.cha,3,2.0,-1.3396901835997899,2.990252753098806,1.6505625694990158
C,43222,childes_vs_b13d81372da97c4b,low,overlap,childes/CHILDES_NA/MacWhinney/060701b.cha,3,1.0,8.024149676163992,1.1057916283607483,9.12994130452474
C,43222,childes_vs_b1c92959dcee41bb,low,nonoverlap,childes/CHILDES_NA/MacWhinney/050713d.cha,3,2.0,0.2320091724395752,5.543148676554362,5.7751578489939375
C,43222,childes_vs_b1c92959dcee41bb,low,overlap,childes/CHILDES_NA/MacWhinney/050713d.cha,3,1.0,0.5270147323608398,7.519157727559407,8.046172459920248
C,43222,childes_vs_b20e2fda2a532502,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/MT/ethmt3.cha,3,2.0,0.3038221597671509,1.9480173389116924,2.251839498678843
C,43222,childes_vs_b20e2fda2a532502,low,overlap,childes/CHILDES_NA/HSLLD/HV3/MT/ethmt3.cha,3,1.0,1.0613892078399658,3.468025286992391,4.5294144948323565
C,43222,childes_vs_b2b4aa84bfd7fbe4,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/jusbr1.cha,3,2.0,-0.5002675304810206,4.873335602382819,4.373068071901798
C,43222,childes_vs_b2b4aa84bfd7fbe4,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/jusbr1.cha,3,1.0,0.6069984436035156,12.83818276723226,13.445181210835775
C,43222,childes_vs_b2c9a47825b7b544,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/TP/jebtp2.cha,3,2.0,0.6121312280495962,4.1442364404598875,4.756367668509483
C,43222,childes_vs_b2c9a47825b7b544,low,overlap,childes/CHILDES_NA/HSLLD/HV2/TP/jebtp2.cha,3,1.0,2.3224088748296103,0.8174302180608114,3.1398390928904214
C,43222,childes_vs_b30287a9f245125b,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/stnbr2.cha,3,2.0,1.2119545936584473,8.892007827758789,10.103962421417236
C,43222,childes_vs_b30287a9f245125b,partial,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/stnbr2.cha,3,1.0,7.0997165242830915,0.07526268561681111,7.174979209899902
C,43222,childes_vs_b32235abeabfac13,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/stnlw7.cha,3,2.0,-1.5887807607650757,4.799686749776204,3.210905989011129
C,43222,childes_vs_b32235abeabfac13,partial,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/stnlw7.cha,3,1.0,5.932961523532867,0.6340668400128683,6.567028363545735
C,43222,childes_vs_b3763fea7f4f5142,partial,nonoverlap,childes/CHILDES_NA/Brown/Sarah/030313.cha,3,2.0,-2.5728113651275635,10.423220157623291,7.8504087924957275
C,43222,childes_vs_b3763fea7f4f5142,partial,overlap,childes/CHILDES_NA/Brown/Sarah/030313.cha,3,1.0,10.277015656232834,0.3657417595386505,10.642757415771484
C,43222,childes_vs_b40256c9237a6ff9,low,nonoverlap,childes/CHILDES_NA/MacWhinney/041125b.cha,3,3.0,-0.8271840943230524,9.58145268758138,8.754268593258328
C,43222,childes_vs_b40459c8cf1eb30d,low,nonoverlap,childes/CHILDES_NA/MacWhinney/050420b.cha,3,2.0,-0.2986147205034892,3.963080128033956,3.6644654075304666
C,43222,childes_vs_b40459c8cf1eb30d,low,overlap,childes/CHILDES_NA/MacWhinney/050420b.cha,3,1.0,1.4007710367441177,0.27320697406927746,1.6739780108133953
C,43222,childes_vs_b47fe077cb66aac5,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/rasbr1.cha,3,2.0,0.8514358202616373,6.671821355819702,7.52325717608134
C,43222,childes_vs_b47fe077cb66aac5,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/rasbr1.cha,3,1.0,2.7354256312052407,2.7998434702555337,5.535269101460774
C,43222,childes_vs_b4cea2353cafecfc,low,nonoverlap,childes/CHILDES_NA/Brown/Sarah/040711.cha,3,2.0,1.9996251861254375,5.498456637064616,7.498081823190053
C,43222,childes_vs_b4cea2353cafecfc,low,overlap,childes/CHILDES_NA/Brown/Sarah/040711.cha,3,1.0,0.5726206302642822,3.253278970718384,3.825899600982666
C,43222,childes_vs_b4d42cd13debe127,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/emibr1.cha,3,1.0,-0.11666250228881836,5.6643861134847,5.547723611195882
C,43222,childes_vs_b519f5db0a599f8c,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/MT/allmt3.cha,3,2.0,1.1971242328484852,1.3468949894110362,2.5440192222595215
C,43222,childes_vs_b519f5db0a599f8c,low,overlap,childes/CHILDES_NA/HSLLD/HV3/MT/allmt3.cha,3,1.0,8.84921238819758,0.4107147256533305,9.259927113850912
C,43222,childes_vs_b5843a695b0e00cd,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/ET/ctret7.cha,3,2.0,-0.35192147890726727,4.650727947552999,4.298806468645732
C,43222,childes_vs_b5843a695b0e00cd,partial,overlap,childes/CHILDES_NA/HSLLD/HV7/ET/ctret7.cha,3,1.0,9.025124207139015,0.2090222289164861,9.234146436055502
C,43222,childes_vs_b5bf27031b58ec47,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/TP/aprtp2.cha,3,2.0,1.798229565223058,3.6102030078570047,5.408432573080063
C,43222,childes_vs_b5bf27031b58ec47,low,overlap,childes/CHILDES_NA/HSLLD/HV2/TP/aprtp2.cha,3,1.0,1.2818408977861206,0.015260798546175161,1.2971016963322957
C,43222,childes_vs_b5c2cdc6b5b23265,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/grebr2.cha,3,2.0,-0.09778165072202682,1.2933624560634296,1.1955808053414028
C,43222,childes_vs_b5c2cdc6b5b23265,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/grebr2.cha,3,1.0,0.9166482289632162,4.831918239593506,5.748566468556722
C,43222,childes_vs_b5c35cf5ba21b3c9,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV5/MT/mrkmt5.cha,3,2.0,1.2520288626352947,4.062901655832927,5.314930518468221
C,43222,childes_vs_b5c35cf5ba21b3c9,low,overlap,childes/CHILDES_NA/HSLLD/HV5/MT/mrkmt5.cha,3,1.0,0.6982243855794271,3.2629539171854653,3.9611783027648926
C,43222,childes_vs_b679c9cbd35d9f9f,low,nonoverlap,childes/CHILDES_NA/Suppes/020122.cha,3,2.0,2.5686832269032798,6.638933102289836,9.207616329193115
C,43222,childes_vs_b679c9cbd35d9f9f,low,overlap,childes/CHILDES_NA/Suppes/020122.cha,3,1.0,-1.4425950050354004,6.038408597310384,4.595813592274983
C,43222,childes_vs_b6a5c67231e7fad0,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060807c.cha,3,2.0,-2.2726855278015137,9.593905607859293,7.32122008005778
C,43222,childes_vs_b6a5c67231e7fad0,partial,overlap,childes/CHILDES_NA/MacWhinney/060807c.cha,3,1.0,1.859906752904256,3.082082192103068,4.941988945007324
C,43222,childes_vs_b76a022caae26665,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/bribr1.cha,3,1.0,-2.6625003814697266,14.562674522399902,11.900174140930176
C,43222,childes_vs_b76a022caae26665,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/bribr1.cha,3,2.0,5.161482992271583,0.141309954226017,5.3027929464976
C,43222,childes_vs_b80a7202dac6a111,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060701c.cha,3,2.0,-0.6018853187561035,5.944584925969441,5.342699607213338
C,43222,childes_vs_b80a7202dac6a111,partial,overlap,childes/CHILDES_NA/MacWhinney/060701c.cha,3,1.0,0.09130632877349854,1.5969587167104085,1.688265045483907
C,43222,childes_vs_b83a90d047a5d702,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/TP/cattp3.cha,3,2.0,-2.0265785853068032,7.40918771425883,5.382609128952026
C,43222,childes_vs_b83a90d047a5d702,low,overlap,childes/CHILDES_NA/HSLLD/HV3/TP/cattp3.cha,3,1.0,4.306931177775065,10.032594045003256,14.33952522277832
C,43222,childes_vs_b850e6d81c8ad9bd,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/MT/joemt2.cha,3,2.0,0.49320395787556964,3.108709692955017,3.601913650830587
C,43222,childes_vs_b850e6d81c8ad9bd,low,overlap,childes/CHILDES_NA/HSLLD/HV2/MT/joemt2.cha,3,1.0,0.10713013013203938,3.472160577774048,3.5792907079060874
C,43222,childes_vs_b86ec231ca3ee106,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/zenmt1.cha,3,2.0,1.508118599653244,2.3799591660499573,3.8880777657032013
C,43222,childes_vs_b86ec231ca3ee106,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/zenmt1.cha,3,1.0,0.7264731725056967,8.364401499430338,9.090874671936035
C,43222,childes_vs_b877335df9fc2b6b,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/tommt1.cha,3,2.0,-0.7068899075190226,7.417937517166138,6.711047609647115
C,43222,childes_vs_b877335df9fc2b6b,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/tommt1.cha,3,1.0,3.1668099959691367,1.9473710457483928,5.114181041717529
C,43222,childes_vs_b896823a7d63d32f,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/anabr2.cha,3,2.0,0.2446530063947042,3.6998000343640647,3.9444530407587686
C,43222,childes_vs_b896823a7d63d32f,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/anabr2.cha,3,1.0,5.966969241698583,0.09698336323102315,6.063952604929606
C,43222,childes_vs_b8a2e8a01e02cc3a,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/bribr1.cha,3,1.0,0.20579250156879425,0.20981902380784354,0.41561152537663776
C,43222,childes_vs_b8a2e8a01e02cc3a,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/bribr1.cha,3,1.0,0.99948517481486,5.536230723063151,6.535715897878011
C,43222,childes_vs_b97f01bd535503a8,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/TP/inatp1.cha,3,2.0,0.29850009735673666,1.1308793756179512,1.4293794729746878
C,43222,childes_vs_b97f01bd535503a8,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/TP/inatp1.cha,3,1.0,10.456308921178183,0.12966163953145346,10.585970560709635
C,43222,childes_vs_ba80dfb89f94c31c,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/020617b.cha,3,1.0,-1.7063795725504558,11.599958419799805,9.89357884724935
C,43222,childes_vs_bae907add91a58f1,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/stnbr2.cha,3,2.0,-0.01555168628692627,1.8781941533088684,1.8626424670219421
C,43222,childes_vs_bae907add91a58f1,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/stnbr2.cha,3,1.0,4.222653865814209,4.7784317334493,9.00108559926351
C,43222,childes_vs_bb0262031366ec33,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/050913c.cha,3,1.0,-0.42340342203776044,6.09754737218221,5.67414395014445
C,43222,childes_vs_bb0262031366ec33,partial,overlap,childes/CHILDES_NA/MacWhinney/050913c.cha,3,1.0,5.5804364283879595,1.8356987237930298,7.416135152180989
C,43222,childes_vs_bbb8cd5193afd376,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/MT/devmt3.cha,3,2.0,-0.19147062301635742,5.988405148188273,5.796934525171916
C,43222,childes_vs_bbb8cd5193afd376,low,overlap,childes/CHILDES_NA/HSLLD/HV3/MT/devmt3.cha,3,1.0,1.1207653681437175,6.628663698832194,7.749429066975911
C,43222,childes_vs_bbef0256e62e4f0c,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,2.0,-1.3608554204305012,4.961846073468526,3.600990653038025
C,43222,childes_vs_bbef0256e62e4f0c,partial,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,1.0,7.376971801122029,1.533204476038615,8.910176277160645
C,43222,childes_vs_bbf472fa9cddd754,low,nonoverlap,childes/CHILDES_NA/Suppes/020525.cha,3,2.0,-1.2723033825556438,4.612860083580017,3.3405567010243735
C,43222,childes_vs_bbf472fa9cddd754,low,overlap,childes/CHILDES_NA/Suppes/020525.cha,3,1.0,1.7261468569437664,5.439444224039714,7.1655910809834795
C,43222,childes_vs_bc3e345e89cfe498,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/MT/catmt2.cha,3,2.0,0.21877106030782065,8.917007128397623,9.135778188705444
C,43222,childes_vs_bc3e345e89cfe498,low,overlap,childes/CHILDES_NA/HSLLD/HV2/MT/catmt2.cha,3,1.0,3.063657601674398,3.3560587565104165,6.4197163581848145
C,43222,childes_vs_bc8ec3b68a2c6ff8,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/TP/justp1.cha,3,2.0,0.912997325261434,5.745996157328288,6.658993482589722
C,43222,childes_vs_bc8ec3b68a2c6ff8,low,overlap,childes/CHILDES_NA/HSLLD/HV1/TP/justp1.cha,3,1.0,2.796426256497701,1.6057095925013225,4.402135848999023
C,43222,childes_vs_bd24fb0db9f587c1,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/ET/jamet3.cha,3,2.0,1.6859997908274333,6.882114966710408,8.568114757537842
C,43222,childes_vs_bd24fb0db9f587c1,low,overlap,childes/CHILDES_NA/HSLLD/HV3/ET/jamet3.cha,3,1.0,1.7687757809956868,5.099207878112793,6.8679836591084795
C,43222,childes_vs_bd80843b32709fd3,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,2.0,-1.9738057454427083,10.76546843846639,8.791662693023682
C,43222,childes_vs_bd80843b32709fd3,low,overlap,childes/CHILDES_NA/MacWhinney/060714c.cha,3,1.0,2.8061319986979165,6.11378288269043,8.919914881388346
C,43222,childes_vs_bd846f483859be40,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/casmt1.cha,3,2.0,-1.3660128911336262,7.065420866012573,5.699407974878947
C,43222,childes_vs_bd846f483859be40,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/casmt1.cha,3,1.0,-1.7639099558194478,2.374800523122152,0.6108905673027039
C,43222,childes_vs_bd9b12dd85874395,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/ER/shoer3.cha,3,2.0,-1.9253024260203044,5.901122411092122,3.975819985071818
C,43222,childes_vs_bd9b12dd85874395,low,overlap,childes/CHILDES_NA/HSLLD/HV3/ER/shoer3.cha,3,1.0,0.6647644837697347,1.7475992838541667,2.4123637676239014
C,43222,childes_vs_be236d65692da1d0,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/diabr2.cha,3,2.0,-0.2404948870340983,5.6503190994262695,5.409824212392171
C,43222,childes_vs_be236d65692da1d0,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/diabr2.cha,3,1.0,4.0295945803324384,6.485611438751221,10.515206019083658
C,43222,childes_vs_bef2567345ffdc6e,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/050713d.cha,3,2.0,-0.9979231357574463,6.887168010075887,5.8892448743184405
C,43222,childes_vs_bef2567345ffdc6e,partial,overlap,childes/CHILDES_NA/MacWhinney/050713d.cha,3,1.0,0.2113192081451416,3.439213434855143,3.6505326430002847
C,43222,childes_vs_bf2d22f1b4e1ee52,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060422a.cha,3,2.0,-0.06163851420084635,8.028658151626587,7.96701963742574
C,43222,childes_vs_bf9ca2d42ae6330d,high,overlap,childes/CHILDES_NA/HSLLD/HV2/MT/admmt2.cha,3,3.0,3.463146284558914,0.02702761656190786,3.4901739011208215
C,43222,childes_vs_c06a1eb3ecbda075,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV5/MT/jebmt5.cha,3,2.0,0.49312320351600647,6.847692569096883,7.340815772612889
C,43222,childes_vs_c06a1eb3ecbda075,low,overlap,childes/CHILDES_NA/HSLLD/HV5/MT/jebmt5.cha,3,1.0,0.33919310569763184,3.097067435582479,3.436260541280111
C,43222,childes_vs_c08e4af92a238ed0,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/TP/justp2.cha,3,2.0,0.34624673922856647,4.465396364529927,4.811643103758494
C,43222,childes_vs_c08e4af92a238ed0,partial,overlap,childes/CHILDES_NA/HSLLD/HV2/TP/justp2.cha,3,1.0,0.2656378746032715,6.441003163655599,6.70664103825887
C,43222,childes_vs_c0ab5ce2707b9867,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/ET/admet7.cha,3,2.0,1.723252813021342,4.616383671760559,6.339636484781901
C,43222,childes_vs_c0ab5ce2707b9867,low,overlap,childes/CHILDES_NA/HSLLD/HV7/ET/admet7.cha,3,1.0,6.398146364372224,0.008109675565113625,6.406256039937337
C,43222,childes_vs_c1c917369f3e0ec4,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060422a.cha,3,2.0,-0.6858251094818115,6.282623211542766,5.596798102060954
C,43222,childes_vs_c1c917369f3e0ec4,partial,overlap,childes/CHILDES_NA/MacWhinney/060422a.cha,3,1.0,1.2609163920084636,4.605359077453613,5.866275469462077
C,43222,childes_vs_c254ae7fb07615e9,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/ER/seaer2.cha,3,2.0,-1.5801071723302205,2.2759384413560233,0.6958312690258026
C,43222,childes_vs_c25e066418c1262b,partial,nonoverlap,childes/CHILDES_NA/Suppes/030301.cha,3,1.0,2.150939623514811,8.058646202087402,10.209585825602213
C,43222,childes_vs_c25e066418c1262b,partial,overlap,childes/CHILDES_NA/Suppes/030301.cha,3,2.0,2.0466073248535395,0.0632487094650666,2.109856034318606
C,43222,childes_vs_c2d6815fcdb6e43d,low,nonoverlap,childes/CHILDES_NA/Brown/Adam/030826.cha,3,1.0,-0.6253615282475948,0.6750166217486063,0.04965509350101153
C,43222,childes_vs_c2d6815fcdb6e43d,low,overlap,childes/CHILDES_NA/Brown/Adam/030826.cha,3,1.0,2.1026170005400977,0.20613513886928558,2.3087521394093833
C,43222,childes_vs_c2e3690e55c043cb,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060027b.cha,3,2.0,0.13522176072001457,0.9947305818398794,1.1299523425598939
C,43222,childes_vs_c2e3690e55c043cb,low,overlap,childes/CHILDES_NA/MacWhinney/060027b.cha,3,1.0,1.7242638270060222,8.312932014465332,10.037195841471354
C,43222,childes_vs_c30f734b11f870f8,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/TP/emitp1.cha,3,2.0,0.44933351253469783,1.2927285991609097,1.7420621116956074
C,43222,childes_vs_c30f734b11f870f8,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/TP/emitp1.cha,3,1.0,0.005273664059738318,0.0035406268822650113,0.00881429094200333
C,43222,childes_vs_c397b42773371ffa,low,nonoverlap,childes/CHILDES_NA/Brown/Adam/030529.cha,3,2.0,-2.6610596974690757,7.9961838722229,5.335124174753825
