ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.5050385299347955,1106,0.3278008298755187,0.6622754491017964,1670,-0.03428199945483357
variable swap,2564,0.501170046801872,1021,0.39820592823712947,0.7982799061767005,1279,0.05295799672603607
material,840,0.5023809523809524,236,0.28095238095238095,0.5645933014354066,418,0.10591351985931396
other,490,0.5428571428571428,110,0.22448979591836735,0.49107142857142855,224,0.11682443507015705
negation,190,0.5894736842105263,32,0.16842105263157894,0.41025641025641024,78,0.422020829282701
number,80,0.5625,21,0.2625,0.6,35,0.2591972630470991
active-passive,30,0.5333333333333333,8,0.26666666666666666,0.5714285714285714,14,1.4142991304397583
variable_swap,30,0.6333333333333333,8,0.26666666666666666,0.7272727272727273,11,1.2795299477875233
game,20,0.6,3,0.15,0.375,8,1.489271809346974
