column,subtask,n_items,gain_82_84,gain_82_84_per_item,loss_82_84,loss_82_84_per_item,gain_84_86,gain_84_86_per_item,loss_84_86,loss_84_86_per_item,transient_gain_84_only_vs82_86,transient_gain_84_only_vs82_86_per_item,persistent_gain_82_to_84_through_86,persistent_gain_82_to_84_through_86_per_item,persistent_gain_82_to_84_through_92,persistent_gain_82_to_84_through_92_per_item,recovered_loss_84_only_vs82_86,recovered_loss_84_only_vs82_86_per_item,net_82_to_84,net_84_to_86,mean_flip_count_late80_92,frac_any_flip_late80_92,frac_82_84_gains_lost_by_86,frac_82_84_gains_persist_through_92
BLiMP,tough_vs_raising_1,948,6,0.006329113924050633,24,0.02531645569620253,12,0.012658227848101266,19,0.020042194092827006,3,0.0031645569620253164,3,0.0031645569620253164,1,0.0010548523206751054,6,0.006329113924050633,-18,-7,0.15822784810126583,0.09599156118143459,0.5,0.16666666666666666
BLiMP,wh_vs_that_with_gap_long_distance,910,24,0.026373626373626374,6,0.006593406593406593,7,0.007692307692307693,10,0.01098901098901099,6,0.006593406593406593,18,0.01978021978021978,15,0.016483516483516484,3,0.0032967032967032967,18,-3,0.1054945054945055,0.06263736263736264,0.25,0.625
BLiMP,superlative_quantifiers_1,979,4,0.0040858018386108275,20,0.020429009193054137,13,0.013278855975485188,1,0.0010214504596527069,1,0.0010214504596527069,3,0.0030643513789581204,2,0.0020429009193054137,10,0.010214504596527068,-16,12,0.08375893769152196,0.03881511746680286,0.25,0.5
BLiMP,determiner_noun_agreement_1,929,3,0.0032292787944025836,18,0.0193756727664155,9,0.00968783638320775,4,0.004305705059203444,1,0.001076426264800861,2,0.002152852529601722,1,0.001076426264800861,7,0.007534983853606028,-15,5,0.08934337997847147,0.04736275565123789,0.3333333333333333,0.3333333333333333
BLiMP,distractor_agreement_relative_clause,871,28,0.03214695752009185,13,0.014925373134328358,21,0.024110218140068886,23,0.02640642939150402,12,0.013777267508610792,16,0.018369690011481057,10,0.011481056257175661,7,0.008036739380022962,15,-2,0.2261768082663605,0.12169919632606199,0.42857142857142855,0.35714285714285715
BLiMP,coordinate_structure_constraint_complex_left_branch,906,24,0.026490066225165563,10,0.011037527593818985,22,0.024282560706401765,21,0.023178807947019868,6,0.006622516556291391,18,0.019867549668874173,9,0.009933774834437087,7,0.00772626931567329,14,1,0.22626931567328917,0.11920529801324503,0.25,0.375
BLiMP,expletive_it_object_raising,759,5,0.006587615283267457,19,0.025032938076416336,12,0.015810276679841896,10,0.013175230566534914,1,0.0013175230566534915,4,0.005270092226613966,3,0.003952569169960474,11,0.014492753623188406,-14,2,0.1422924901185771,0.08036890645586298,0.2,0.6
BLiMP,regular_plural_subject_verb_agreement_2,945,7,0.007407407407407408,21,0.022222222222222223,20,0.021164021164021163,14,0.014814814814814815,3,0.0031746031746031746,4,0.004232804232804233,2,0.0021164021164021165,12,0.012698412698412698,-14,6,0.1312169312169312,0.06878306878306878,0.42857142857142855,0.2857142857142857
BLiMP,anaphor_number_agreement,931,12,0.01288936627282492,25,0.02685284640171858,12,0.01288936627282492,9,0.00966702470461869,3,0.00322234156820623,9,0.00966702470461869,6,0.00644468313641246,8,0.008592910848549946,-13,3,0.1460794844253491,0.09022556390977443,0.25,0.5
BLiMP,existential_there_object_raising,812,6,0.007389162561576354,17,0.020935960591133004,17,0.020935960591133004,4,0.0049261083743842365,1,0.0012315270935960591,5,0.006157635467980296,3,0.003694581280788177,9,0.011083743842364532,-11,13,0.11083743842364532,0.0603448275862069,0.16666666666666666,0.5
BLiMP,intransitive,868,15,0.01728110599078341,4,0.004608294930875576,19,0.021889400921658985,5,0.00576036866359447,3,0.0034562211981566822,12,0.013824884792626729,6,0.0069124423963133645,2,0.002304147465437788,11,14,0.12903225806451613,0.07142857142857142,0.2,0.4
BLiMP,tough_vs_raising_2,920,20,0.021739130434782608,9,0.009782608695652175,23,0.025,4,0.004347826086956522,4,0.004347826086956522,16,0.017391304347826087,12,0.013043478260869565,5,0.005434782608695652,11,19,0.15869565217391304,0.08478260869565217,0.2,0.6
BLiMP,determiner_noun_agreement_with_adjective_1,933,2,0.0021436227224008574,12,0.012861736334405145,6,0.006430868167202572,6,0.006430868167202572,1,0.0010718113612004287,1,0.0010718113612004287,1,0.0010718113612004287,6,0.006430868167202572,-10,0,0.08145766345123258,0.04501607717041801,0.5,0.5
BLiMP,principle_A_domain_2,915,35,0.03825136612021858,25,0.0273224043715847,16,0.017486338797814208,22,0.024043715846994537,12,0.013114754098360656,23,0.025136612021857924,11,0.012021857923497269,7,0.007650273224043716,10,-6,0.2644808743169399,0.14098360655737704,0.34285714285714286,0.3142857142857143
BLiMP,drop_argument,920,16,0.017391304347826087,25,0.02717391304347826,20,0.021739130434782608,11,0.011956521739130435,5,0.005434782608695652,11,0.011956521739130435,9,0.009782608695652175,9,0.009782608695652175,-9,9,0.1923913043478261,0.10108695652173913,0.3125,0.5625
BLiMP,passive_1,840,10,0.011904761904761904,19,0.02261904761904762,17,0.02023809523809524,12,0.014285714285714285,5,0.005952380952380952,5,0.005952380952380952,4,0.004761904761904762,11,0.013095238095238096,-9,5,0.14761904761904762,0.07380952380952381,0.5,0.4
BLiMP,adjunct_island,928,21,0.022629310344827586,13,0.014008620689655173,16,0.017241379310344827,17,0.018318965517241378,7,0.007543103448275862,14,0.015086206896551725,8,0.008620689655172414,6,0.00646551724137931,8,-1,0.19073275862068967,0.10129310344827586,0.3333333333333333,0.38095238095238093
BLiMP,anaphor_gender_agreement,971,18,0.018537590113285273,26,0.026776519052523172,25,0.025746652935118436,12,0.012358393408856848,6,0.006179196704428424,12,0.012358393408856848,7,0.007209062821833162,15,0.015447991761071062,-8,13,0.18125643666323377,0.1101956745623069,0.3333333333333333,0.3888888888888889
BLiMP,determiner_noun_agreement_with_adj_irregular_2,840,6,0.007142857142857143,14,0.016666666666666666,6,0.007142857142857143,13,0.015476190476190477,2,0.002380952380952381,4,0.004761904761904762,4,0.004761904761904762,5,0.005952380952380952,-8,-7,0.10476190476190476,0.05476190476190476,0.3333333333333333,0.6666666666666666
BLiMP,irregular_past_participle_adjectives,961,13,0.013527575442247659,5,0.005202913631633715,4,0.004162330905306972,6,0.006243496357960458,5,0.005202913631633715,8,0.008324661810613945,6,0.006243496357960458,1,0.001040582726326743,8,-2,0.054110301768990635,0.03329864724245578,0.38461538461538464,0.46153846153846156
BLiMP,wh_vs_that_no_gap_long_distance,875,5,0.005714285714285714,13,0.014857142857142857,10,0.011428571428571429,6,0.006857142857142857,1,0.001142857142857143,4,0.004571428571428572,3,0.0034285714285714284,6,0.006857142857142857,-8,4,0.07085714285714285,0.037714285714285714,0.2,0.6
BLiMP,animate_subject_passive,895,16,0.017877094972067038,9,0.01005586592178771,10,0.0111731843575419,15,0.01675977653631285,6,0.0067039106145251395,10,0.0111731843575419,7,0.00782122905027933,2,0.0022346368715083797,7,-5,0.1463687150837989,0.07486033519553073,0.375,0.4375
BLiMP,determiner_noun_agreement_irregular_1,681,4,0.005873715124816446,11,0.016152716593245228,8,0.011747430249632892,3,0.004405286343612335,1,0.0014684287812041115,3,0.004405286343612335,3,0.004405286343612335,4,0.005873715124816446,-7,5,0.1013215859030837,0.05873715124816446,0.25,0.75
BLiMP,wh_questions_object_gap,859,24,0.027939464493597205,17,0.01979045401629802,20,0.023282887077997673,22,0.025611175785797437,9,0.010477299185098952,15,0.017462165308498253,14,0.01629802095459837,5,0.005820721769499418,7,-2,0.24330616996507567,0.1350407450523865,0.375,0.5833333333333334
BLiMP,complex_NP_island,846,25,0.02955082742316785,19,0.022458628841607566,11,0.013002364066193853,19,0.022458628841607566,10,0.01182033096926714,15,0.01773049645390071,10,0.01182033096926714,4,0.004728132387706856,6,-8,0.19858156028368795,0.1016548463356974,0.4,0.4
BLiMP,coordinate_structure_constraint_object_extraction,949,13,0.0136986301369863,19,0.020021074815595362,13,0.0136986301369863,10,0.01053740779768177,7,0.007376185458377239,6,0.006322444678609062,4,0.004214963119072708,8,0.008429926238145416,-6,3,0.14436248682824027,0.0821917808219178,0.5384615384615384,0.3076923076923077
BLiMP,determiner_noun_agreement_with_adj_irregular_1,718,11,0.01532033426183844,5,0.006963788300835654,7,0.009749303621169917,3,0.004178272980501393,2,0.002785515320334262,9,0.012534818941504178,5,0.006963788300835654,3,0.004178272980501393,6,4,0.08635097493036212,0.04735376044568245,0.18181818181818182,0.45454545454545453
BLiMP,existential_there_subject_raising,924,9,0.00974025974025974,15,0.016233766233766232,20,0.021645021645021644,8,0.008658008658008658,3,0.003246753246753247,6,0.006493506493506494,4,0.004329004329004329,8,0.008658008658008658,-6,12,0.13852813852813853,0.07467532467532467,0.3333333333333333,0.4444444444444444
BLiMP,principle_A_reconstruction,967,29,0.02998965873836608,23,0.023784901758014478,18,0.01861427094105481,24,0.02481902792140641,8,0.008273009307135471,21,0.02171664943123061,19,0.01964839710444674,10,0.010341261633919338,6,-6,0.25232678386763185,0.1313340227507756,0.27586206896551724,0.6551724137931034
BLiMP,wh_island,960,27,0.028125,21,0.021875,11,0.011458333333333333,32,0.03333333333333333,14,0.014583333333333334,13,0.013541666666666667,12,0.0125,7,0.007291666666666667,6,-21,0.23333333333333334,0.128125,0.5185185185185185,0.4444444444444444
BLiMP,wh_questions_subject_gap,898,21,0.02338530066815145,15,0.01670378619153675,20,0.022271714922048998,6,0.0066815144766146995,2,0.0022271714922048997,19,0.021158129175946547,15,0.01670378619153675,6,0.0066815144766146995,6,14,0.18485523385300667,0.0957683741648107,0.09523809523809523,0.7142857142857143
BLiMP,animate_subject_trans,923,20,0.021668472372697724,15,0.016251354279523293,16,0.01733477789815818,14,0.015167930660888408,8,0.00866738894907909,12,0.013001083423618635,9,0.009750812567713976,7,0.007583965330444204,5,2,0.1657638136511376,0.0866738894907909,0.4,0.45
BLiMP,inchoative,855,17,0.019883040935672516,12,0.014035087719298246,14,0.016374269005847954,9,0.010526315789473684,6,0.007017543859649123,11,0.012865497076023392,8,0.00935672514619883,5,0.005847953216374269,5,5,0.13450292397660818,0.07017543859649122,0.35294117647058826,0.47058823529411764
BLiMP,irregular_past_participle_verbs,942,17,0.018046709129511677,12,0.012738853503184714,23,0.024416135881104035,10,0.010615711252653927,6,0.006369426751592357,11,0.01167728237791932,8,0.008492569002123142,6,0.006369426751592357,5,13,0.17834394904458598,0.08492569002123142,0.35294117647058826,0.47058823529411764
BLiMP,principle_A_domain_3,941,30,0.031880977683315624,35,0.03719447396386823,21,0.022316684378320937,25,0.026567481402763018,14,0.01487778958554729,16,0.01700318809776833,14,0.01487778958554729,10,0.010626992561105207,-5,-4,0.26992561105207225,0.14452709883103082,0.4666666666666667,0.4666666666666667
BLiMP,matrix_question_npi_licensor_present,929,25,0.02691065662002153,21,0.022604951560818085,20,0.021528525296017224,14,0.015069967707212056,5,0.005382131324004306,20,0.021528525296017224,13,0.013993541442411194,8,0.008611410118406888,4,6,0.2109795479009688,0.12271259418729817,0.2,0.52
BLiMP,passive_2,903,9,0.009966777408637873,13,0.014396456256921373,7,0.007751937984496124,9,0.009966777408637873,5,0.005537098560354375,4,0.004429678848283499,4,0.004429678848283499,5,0.005537098560354375,-4,-2,0.12624584717607973,0.06866002214839424,0.5555555555555556,0.4444444444444444
BLiMP,sentential_subject_island,961,17,0.01768990634755463,21,0.021852237252861603,14,0.014568158168574402,23,0.023933402705515087,6,0.006243496357960458,11,0.011446409989594173,8,0.008324661810613945,6,0.006243496357960458,-4,-9,0.20707596253902186,0.12382934443288242,0.35294117647058826,0.47058823529411764
BLiMP,determiner_noun_agreement_2,931,2,0.0021482277121374865,5,0.0053705692803437165,5,0.0053705692803437165,5,0.0053705692803437165,0,0.0,2,0.0021482277121374865,1,0.0010741138560687433,3,0.00322234156820623,-3,0,0.036519871106337275,0.02040816326530612,0.0,0.5
BLiMP,distractor_agreement_relational_noun,788,31,0.03934010152284264,28,0.03553299492385787,26,0.03299492385786802,22,0.027918781725888325,14,0.017766497461928935,17,0.021573604060913704,10,0.012690355329949238,10,0.012690355329949238,3,4,0.3604060913705584,0.19543147208121828,0.45161290322580644,0.3225806451612903
BLiMP,ellipsis_n_bar_2,828,4,0.004830917874396135,1,0.0012077294685990338,0,0.0,4,0.004830917874396135,2,0.0024154589371980675,2,0.0024154589371980675,2,0.0024154589371980675,0,0.0,3,-4,0.033816425120772944,0.020531400966183576,0.5,0.5
BLiMP,sentential_negation_npi_licensor_present,919,3,0.003264417845484222,0,0.0,0,0.0,2,0.002176278563656148,0,0.0,3,0.003264417845484222,3,0.003264417845484222,0,0.0,3,-2,0.014145810663764961,0.009793253536452665,0.0,1.0
BLiMP,wh_vs_that_no_gap,861,12,0.013937282229965157,15,0.017421602787456445,20,0.023228803716608595,7,0.008130081300813009,1,0.0011614401858304297,11,0.012775842044134728,7,0.008130081300813009,10,0.011614401858304297,-3,13,0.14982578397212543,0.07200929152148665,0.08333333333333333,0.5833333333333334
BLiMP,ellipsis_n_bar_1,802,21,0.026184538653366583,19,0.02369077306733167,14,0.017456359102244388,20,0.02493765586034913,10,0.012468827930174564,11,0.01371571072319202,7,0.008728179551122194,9,0.011221945137157107,2,-6,0.22443890274314215,0.10224438902743142,0.47619047619047616,0.3333333333333333
BLiMP,irregular_plural_subject_verb_agreement_1,804,15,0.018656716417910446,13,0.01616915422885572,17,0.021144278606965175,8,0.009950248756218905,5,0.006218905472636816,10,0.012437810945273632,4,0.004975124378109453,8,0.009950248756218905,2,9,0.15671641791044777,0.08208955223880597,0.3333333333333333,0.26666666666666666
BLiMP,left_branch_island_simple_question,951,22,0.023133543638275498,20,0.02103049421661409,6,0.006309148264984227,35,0.03680336487907466,9,0.00946372239747634,13,0.013669821240799159,8,0.008412197686645636,3,0.0031545741324921135,2,-29,0.22397476340694006,0.12092534174553102,0.4090909090909091,0.36363636363636365
BLiMP,wh_vs_that_with_gap,919,17,0.018498367791077257,15,0.01632208922742111,23,0.025027203482045703,7,0.007616974972796518,1,0.001088139281828074,16,0.017410228509249184,14,0.015233949945593036,12,0.013057671381936888,2,16,0.17301414581066377,0.09466811751904244,0.058823529411764705,0.8235294117647058
BLiMP,causative,818,13,0.01589242053789731,12,0.014669926650366748,9,0.011002444987775062,13,0.01589242053789731,8,0.009779951100244499,5,0.006112469437652812,3,0.003667481662591687,2,0.0024449877750611247,1,-4,0.13080684596577016,0.07579462102689487,0.6153846153846154,0.23076923076923078
BLiMP,determiner_noun_agreement_irregular_2,820,7,0.00853658536585366,6,0.007317073170731708,3,0.003658536585365854,14,0.01707317073170732,3,0.003658536585365854,4,0.004878048780487805,1,0.0012195121951219512,0,0.0,1,-11,0.07926829268292683,0.042682926829268296,0.42857142857142855,0.14285714285714285
BLiMP,principle_A_case_1,912,0,0.0,1,0.0010964912280701754,1,0.0010964912280701754,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0010964912280701754,-1,1,0.0021929824561403508,0.0010964912280701754,,
BLiMP,principle_A_case_2,915,10,0.01092896174863388,11,0.012021857923497269,14,0.015300546448087432,7,0.007650273224043716,3,0.003278688524590164,7,0.007650273224043716,6,0.006557377049180328,8,0.008743169398907104,-1,7,0.11912568306010929,0.0633879781420765,0.3,0.6
BLiMP,principle_A_domain_1,914,16,0.0175054704595186,15,0.016411378555798686,30,0.03282275711159737,3,0.0032822757111597373,0,0.0,16,0.0175054704595186,14,0.015317286652078774,8,0.0087527352297593,1,27,0.22319474835886213,0.12144420131291028,0.0,0.875
BLiMP,transitive,868,10,0.01152073732718894,11,0.012672811059907835,6,0.0069124423963133645,11,0.012672811059907835,5,0.00576036866359447,5,0.00576036866359447,3,0.0034562211981566822,3,0.0034562211981566822,-1,-5,0.10944700460829493,0.0587557603686636,0.5,0.3
BLiMP,wh_questions_subject_gap_long_distance,857,6,0.007001166861143524,7,0.008168028004667444,8,0.009334889148191364,3,0.003500583430571762,0,0.0,6,0.007001166861143524,5,0.005834305717619603,2,0.002333722287047841,-1,5,0.07001166861143523,0.042007001166861145,0.0,0.8333333333333334
BLiMP,determiner_noun_agreement_with_adj_2,941,5,0.005313496280552604,5,0.005313496280552604,5,0.005313496280552604,7,0.007438894792773645,3,0.003188097768331562,2,0.0021253985122210413,2,0.0021253985122210413,3,0.003188097768331562,0,-2,0.0563230605738576,0.02763018065887354,0.6,0.4
BLiMP,existential_there_quantifiers_1,930,3,0.0032258064516129032,3,0.0032258064516129032,5,0.005376344086021506,1,0.001075268817204301,0,0.0,3,0.0032258064516129032,3,0.0032258064516129032,3,0.0032258064516129032,0,4,0.025806451612903226,0.013978494623655914,0.0,1.0
COMPS,base,49340,1638,0.03319821645723551,1535,0.03111066072152412,1519,0.03078638021888934,1589,0.0322051074179165,606,0.012282124037292258,1032,0.02091609241994325,663,0.013437373327928659,580,0.011755168220510741,103,-70,0.30656668017835426,0.16076205918119174,0.36996336996337,0.40476190476190477
COMPS,wugs_dist_before,13896,481,0.034614277489925155,519,0.03734887737478411,421,0.030296488198042603,485,0.034902130109384,173,0.012449625791594704,308,0.022164651698330456,247,0.01777489925158319,147,0.010578583765112263,-38,-64,0.38795336787564766,0.2127230857800806,0.3596673596673597,0.5135135135135135
COMPS,wugs_dist_in_between,13896,516,0.037132987910189985,480,0.03454231433506045,483,0.03475820379965458,388,0.027921704087507198,138,0.009930915371329879,378,0.027202072538860103,269,0.019358088658606793,193,0.013888888888888888,36,95,0.3779504893494531,0.20070523891767414,0.26744186046511625,0.5213178294573644
COMPS,wugs,13896,366,0.026338514680483593,385,0.027705814622913067,397,0.02856937248128958,360,0.025906735751295335,138,0.009930915371329879,228,0.016407599309153715,143,0.010290731145653426,149,0.01072251007484168,-19,37,0.27331606217616583,0.14032815198618306,0.3770491803278688,0.3907103825136612
EWoK,agent-properties,2210,45,0.020361990950226245,68,0.03076923076923077,68,0.03076923076923077,58,0.026244343891402715,17,0.007692307692307693,28,0.012669683257918552,18,0.008144796380090498,32,0.014479638009049774,-23,10,0.2678733031674208,0.12714932126696832,0.37777777777777777,0.4
EWoK,material-dynamics,770,35,0.045454545454545456,22,0.02857142857142857,9,0.011688311688311689,11,0.014285714285714285,9,0.011688311688311689,26,0.033766233766233764,23,0.02987012987012987,1,0.0012987012987012987,13,-2,0.2818181818181818,0.19090909090909092,0.2571428571428571,0.6571428571428571
EWoK,social-relations,1548,68,0.04392764857881137,62,0.040051679586563305,73,0.047157622739018086,53,0.034237726098191215,23,0.014857881136950904,45,0.029069767441860465,23,0.014857881136950904,42,0.027131782945736434,6,20,0.3701550387596899,0.1847545219638243,0.3382352941176471,0.3382352941176471
EWoK,social-properties,328,5,0.01524390243902439,10,0.03048780487804878,7,0.021341463414634148,7,0.021341463414634148,0,0.0,5,0.01524390243902439,4,0.012195121951219513,4,0.012195121951219513,-5,0,0.2621951219512195,0.15548780487804878,0.0,0.8
EWoK,physical-dynamics,120,3,0.025,5,0.041666666666666664,2,0.016666666666666666,1,0.008333333333333333,0,0.0,3,0.025,1,0.008333333333333333,2,0.016666666666666666,-2,1,0.2916666666666667,0.15833333333333333,0.0,0.3333333333333333
EWoK,physical-relations,818,14,0.017114914425427872,12,0.014669926650366748,17,0.02078239608801956,14,0.017114914425427872,4,0.004889975550122249,10,0.012224938875305624,6,0.007334963325183374,5,0.006112469437652812,2,3,0.24083129584352078,0.11858190709046455,0.2857142857142857,0.42857142857142855
EWoK,quantitative-properties,314,14,0.044585987261146494,12,0.03821656050955414,7,0.022292993630573247,9,0.028662420382165606,4,0.012738853503184714,10,0.03184713375796178,8,0.025477707006369428,2,0.006369426751592357,2,-2,0.3057324840764331,0.17197452229299362,0.2857142857142857,0.5714285714285714
EWoK,social-interactions,294,13,0.04421768707482993,11,0.03741496598639456,7,0.023809523809523808,11,0.03741496598639456,5,0.017006802721088437,8,0.027210884353741496,6,0.02040816326530612,5,0.017006802721088437,2,-4,0.32653061224489793,0.18027210884353742,0.38461538461538464,0.46153846153846156
EWoK,material-properties,170,7,0.041176470588235294,6,0.03529411764705882,6,0.03529411764705882,7,0.041176470588235294,4,0.023529411764705882,3,0.01764705882352941,1,0.0058823529411764705,3,0.01764705882352941,1,-1,0.3235294117647059,0.14705882352941177,0.5714285714285714,0.14285714285714285
EWoK,spatial-relations,490,14,0.02857142857142857,13,0.026530612244897958,20,0.04081632653061224,16,0.0326530612244898,8,0.0163265306122449,6,0.012244897959183673,5,0.01020408163265306,7,0.014285714285714285,1,4,0.2938775510204082,0.1510204081632653,0.5714285714285714,0.35714285714285715
EWoK,physical-interactions,556,19,0.0341726618705036,19,0.0341726618705036,18,0.03237410071942446,19,0.0341726618705036,10,0.017985611510791366,9,0.01618705035971223,5,0.008992805755395683,9,0.01618705035971223,0,-1,0.2823741007194245,0.1564748201438849,0.5263157894736842,0.2631578947368421
Entity,move_contents_0_ops,516,16,0.031007751937984496,10,0.01937984496124031,17,0.03294573643410853,15,0.029069767441860465,9,0.01744186046511628,7,0.013565891472868217,2,0.003875968992248062,6,0.011627906976744186,6,2,0.25193798449612403,0.12403100775193798,0.5625,0.125
Entity,move_contents_3_ops,406,13,0.03201970443349754,7,0.017241379310344827,1,0.0024630541871921183,13,0.03201970443349754,7,0.017241379310344827,6,0.014778325123152709,1,0.0024630541871921183,0,0.0,6,-12,0.20689655172413793,0.10837438423645321,0.5384615384615384,0.07692307692307693
Entity,move_contents_2_ops,399,8,0.020050125313283207,3,0.007518796992481203,6,0.015037593984962405,6,0.015037593984962405,4,0.010025062656641603,4,0.010025062656641603,2,0.005012531328320802,0,0.0,5,0,0.16541353383458646,0.09273182957393483,0.5,0.25
Entity,regular_3_ops,425,5,0.011764705882352941,10,0.023529411764705882,7,0.01647058823529412,4,0.009411764705882352,2,0.004705882352941176,3,0.007058823529411765,2,0.004705882352941176,4,0.009411764705882352,-5,3,0.15529411764705883,0.08941176470588236,0.4,0.4
Entity,ambiref_0_ops,508,10,0.01968503937007874,14,0.027559055118110236,9,0.017716535433070866,11,0.021653543307086614,5,0.00984251968503937,5,0.00984251968503937,2,0.003937007874015748,6,0.011811023622047244,-4,-2,0.1968503937007874,0.10433070866141732,0.5,0.2
Entity,ambiref_1_ops,428,4,0.009345794392523364,8,0.018691588785046728,6,0.014018691588785047,3,0.007009345794392523,2,0.004672897196261682,2,0.004672897196261682,0,0.0,2,0.004672897196261682,-4,3,0.11682242990654206,0.05841121495327103,0.5,0.0
Entity,ambiref_3_ops,409,5,0.012224938875305624,9,0.022004889975550123,7,0.017114914425427872,8,0.019559902200488997,2,0.004889975550122249,3,0.007334963325183374,2,0.004889975550122249,4,0.009779951100244499,-4,-1,0.1784841075794621,0.097799511002445,0.4,0.4
Entity,move_contents_4_ops,353,8,0.0226628895184136,4,0.0113314447592068,8,0.0226628895184136,4,0.0113314447592068,1,0.0028328611898017,7,0.019830028328611898,2,0.0056657223796034,1,0.0028328611898017,4,4,0.2096317280453258,0.11898016997167139,0.125,0.25
Entity,move_contents_1_ops,437,2,0.004576659038901602,5,0.011441647597254004,7,0.016018306636155607,5,0.011441647597254004,2,0.004576659038901602,0,0.0,0,0.0,4,0.009153318077803204,-3,2,0.10526315789473684,0.05491990846681922,1.0,0.0
Entity,regular_0_ops,517,13,0.025145067698259187,16,0.030947775628626693,10,0.019342359767891684,8,0.015473887814313346,5,0.009671179883945842,8,0.015473887814313346,3,0.005802707930367505,6,0.01160541586073501,-3,2,0.23210831721470018,0.10638297872340426,0.38461538461538464,0.23076923076923078
Entity,regular_1_ops,409,7,0.017114914425427872,4,0.009779951100244499,6,0.014669926650366748,6,0.014669926650366748,3,0.007334963325183374,4,0.009779951100244499,4,0.009779951100244499,1,0.0024449877750611247,3,0,0.16625916870415647,0.09290953545232274,0.42857142857142855,0.5714285714285714
Entity,ambiref_2_ops,413,8,0.01937046004842615,6,0.014527845036319613,6,0.014527845036319613,6,0.014527845036319613,2,0.004842615012106538,6,0.014527845036319613,4,0.009685230024213076,3,0.007263922518159807,2,0,0.15738498789346247,0.07990314769975787,0.25,0.5
