column,subtask,n_items,score_70,score_72,score_74,score_76,score_78,score_80,score_82,score_84,score_86,score_88,score_90,score_92,score_100,delta_84_minus_82,delta_86_minus_84,delta_100_minus_84
BLiMP,principle_A_domain_2,915,55.08196721311476,53.00546448087432,53.98907103825137,53.333333333333336,56.17486338797815,54.09836065573771,54.09836065573771,55.19125683060109,54.53551912568307,54.644808743169406,54.09836065573771,54.31693989071038,53.87978142076503,1.0928961748633839,-0.6557377049180246,-1.3114754098360635
BLiMP,determiner_noun_agreement_with_adjective_1,933,85.63772775991426,85.95927116827438,84.03001071811362,86.70953912111469,86.81672025723472,86.70953912111469,87.9957127545552,86.92390139335477,86.92390139335477,87.56698821007502,87.56698821007502,87.35262593783494,87.45980707395499,-1.0718113612004316,0.0,0.5359056806002229
BLiMP,passive_1,840,75.95238095238095,75.23809523809524,74.28571428571429,75.35714285714286,75.0,77.97619047619048,77.38095238095238,76.30952380952381,76.90476190476191,77.14285714285715,76.90476190476191,77.02380952380953,77.14285714285715,-1.0714285714285694,0.595238095238102,0.8333333333333428
BLiMP,determiner_noun_agreement_irregular_1,681,77.09251101321586,75.47723935389133,74.00881057268722,75.77092511013215,75.91776798825258,75.33039647577093,76.06461086637299,75.03671071953009,75.77092511013215,75.91776798825258,76.2114537444934,76.65198237885463,76.65198237885463,-1.0279001468428959,0.7342143906020624,1.6152716593245344
BLiMP,drop_argument,920,64.56521739130436,64.78260869565217,62.93478260869565,63.91304347826087,64.78260869565217,66.41304347826087,64.78260869565217,63.80434782608696,64.78260869565217,64.78260869565217,64.67391304347827,64.34782608695652,64.45652173913044,-0.9782608695652115,0.9782608695652115,0.6521739130434767
BLiMP,determiner_noun_agreement_with_adj_irregular_2,840,86.07142857142858,87.5,85.95238095238096,87.73809523809524,87.38095238095238,87.02380952380952,88.21428571428571,87.26190476190476,86.42857142857143,86.78571428571429,87.02380952380952,87.73809523809524,87.5,-0.952380952380949,-0.8333333333333286,0.2380952380952408
BLiMP,wh_vs_that_no_gap_long_distance,875,95.54285714285714,94.74285714285713,95.08571428571429,95.88571428571429,94.39999999999999,95.77142857142857,95.42857142857143,94.51428571428572,94.97142857142858,95.08571428571429,95.31428571428572,95.31428571428572,95.08571428571429,-0.914285714285711,0.4571428571428555,0.5714285714285694
BLiMP,adjunct_island,928,75.21551724137932,75.64655172413794,77.80172413793103,73.70689655172413,72.73706896551724,73.27586206896551,75.0,75.86206896551724,75.75431034482759,74.56896551724138,75.32327586206897,75.32327586206897,75.32327586206897,0.8620689655172384,-0.10775862068965125,-0.5387931034482705
BLiMP,determiner_noun_agreement_with_adj_irregular_1,718,85.65459610027855,85.51532033426183,85.37604456824512,87.46518105849582,87.60445682451254,88.02228412256268,87.3259052924791,88.16155988857939,88.71866295264624,88.57938718662952,88.16155988857939,88.3008356545961,88.44011142061281,0.8356545961002837,0.5571030640668511,0.2785515320334184
BLiMP,irregular_past_participle_adjectives,961,92.92403746097816,91.46722164412071,92.40374609781477,89.9063475546306,90.73881373569199,91.15504682622269,91.57127991675338,92.40374609781477,92.19562955254943,92.61186264308012,92.09157127991675,91.57127991675338,91.77939646201872,0.8324661810613918,-0.20811654526534085,-0.624349635796051
BLiMP,anaphor_gender_agreement,971,78.47579814624099,76.82801235839341,77.2399588053553,80.12358393408857,81.5653964984552,83.9340885684861,82.389289392379,81.5653964984552,82.90422245108135,82.389289392379,82.28630278063852,80.63851699279093,81.15345005149331,-0.8238928939237979,1.3388259526261521,-0.41194644696189187
BLiMP,wh_questions_object_gap,859,52.61932479627474,54.48195576251456,53.66705471478463,56.69383003492433,56.57741559953434,58.207217694994185,53.66705471478463,54.48195576251456,54.249126891734576,54.249126891734576,56.57741559953434,56.69383003492433,55.529685681024446,0.8149010477299257,-0.23282887077998282,1.0477299185098872
BLiMP,animate_subject_passive,895,62.56983240223464,63.128491620111724,64.1340782122905,62.12290502793296,61.340782122905026,62.01117318435754,61.899441340782126,62.68156424581005,62.12290502793296,62.79329608938548,62.3463687150838,63.46368715083799,63.46368715083799,0.7821229050279257,-0.5586592178770928,0.7821229050279399
BLiMP,complex_NP_island,846,39.59810874704492,38.061465721040186,40.543735224586285,39.2434988179669,38.4160756501182,41.60756501182033,38.77068557919622,39.479905437352244,38.53427895981088,39.125295508274235,39.59810874704492,40.189125295508276,39.71631205673759,0.7092198581560254,-0.9456264775413672,0.2364066193853489
BLiMP,wh_questions_subject_gap,898,79.39866369710468,79.39866369710468,79.28730512249443,79.51002227171492,78.84187082405344,78.73051224944321,78.39643652561247,79.06458797327394,80.62360801781738,78.39643652561247,78.9532293986637,80.06681514476614,79.06458797327394,0.6681514476614723,1.5590200445434306,0.0
BLiMP,existential_there_subject_raising,924,80.51948051948052,81.70995670995671,81.06060606060606,79.004329004329,80.1948051948052,77.7056277056277,78.8961038961039,78.24675324675324,79.54545454545455,79.76190476190477,79.43722943722943,78.78787878787878,79.54545454545455,-0.6493506493506516,1.2987012987013031,1.2987012987013031
BLiMP,coordinate_structure_constraint_object_extraction,949,69.86301369863014,73.86722866174921,72.0758693361433,77.87144362486829,75.86933614330874,76.29083245521602,79.03055848261327,78.39831401475237,78.71443624868283,77.66069546891464,79.13593256059009,79.55742887249737,78.71443624868283,-0.6322444678609003,0.31612223393045724,0.31612223393045724
BLiMP,wh_island,960,60.416666666666664,58.54166666666667,64.16666666666667,56.97916666666667,58.4375,60.729166666666664,55.208333333333336,55.833333333333336,53.645833333333336,55.52083333333333,57.291666666666664,58.64583333333333,60.0,0.625,-2.1875,4.166666666666664
BLiMP,principle_A_reconstruction,967,35.263702171664946,41.05480868665977,42.1923474663909,43.43329886246122,45.08790072388831,42.709410548086865,40.641158221302994,41.26163391933816,40.641158221302994,43.12306101344364,44.15718717683557,43.32988624612203,44.05377456049638,0.6204756980351647,-0.6204756980351647,2.7921406411582197
BLiMP,inchoative,855,47.01754385964912,45.380116959064324,46.54970760233918,44.44444444444444,44.67836257309942,46.08187134502924,44.7953216374269,45.380116959064324,45.96491228070175,46.31578947368421,46.666666666666664,45.96491228070175,45.380116959064324,0.5847953216374222,0.5847953216374293,0.0
BLiMP,animate_subject_trans,923,66.52221018418201,67.4972914409534,66.738894907909,69.77248104008667,67.38894907908993,67.06392199349945,68.79739978331527,69.33911159263272,69.5557963163597,70.5308775731311,69.01408450704226,68.90574214517876,68.5807150595883,0.541711809317448,0.21668472372698488,-0.7583965330444187
BLiMP,principle_A_domain_3,941,58.44845908607864,58.23591923485654,58.023379383634435,57.59829968119023,56.11052072263549,56.96068012752391,57.17321997874601,56.64187035069076,56.21679064824655,57.38575982996812,58.55472901168969,58.87353878852285,58.12964930924548,-0.5313496280552528,-0.4250797024442079,1.4877789585547205
BLiMP,irregular_past_participle_verbs,942,82.27176220806794,78.55626326963908,77.91932059447984,79.19320594479831,79.72399150743101,78.76857749469215,79.83014861995754,80.36093418259024,81.74097664543525,80.7855626326964,80.99787685774947,81.52866242038218,81.31634819532908,0.5307855626327012,1.3800424628450116,0.9554140127388422
BLiMP,passive_2,903,70.7641196013289,73.08970099667775,72.31450719822813,71.98228128460687,71.09634551495017,72.42524916943522,73.20044296788483,72.75747508305648,72.53599114064231,72.42524916943522,73.20044296788483,72.86821705426357,72.97895902547066,-0.4429678848283487,-0.22148394241416725,0.22148394241418146
BLiMP,matrix_question_npi_licensor_present,929,29.709364908503765,36.38320775026911,37.244348762109794,40.796555435952634,36.490850376749194,36.27556512378902,40.90419806243272,41.33476856835307,41.980624327233585,42.84176533907427,41.227125941872984,41.227125941872984,41.01184068891281,0.4305705059203504,0.6458557588805149,-0.32292787944025747
BLiMP,sentential_subject_island,961,32.778355879292405,32.049947970863684,29.968782518210197,32.882414151925076,33.29864724245578,34.755463059313215,32.25806451612903,31.841831425598333,30.905306971904267,31.841831425598333,31.94588969823101,31.94588969823101,31.94588969823101,-0.41623309053069946,-0.9365244536940658,0.10405827263267753
BLiMP,distractor_agreement_relational_noun,788,44.41624365482234,46.06598984771574,42.25888324873097,46.827411167512686,47.96954314720812,48.09644670050762,49.49238578680203,49.87309644670051,50.380710659898476,50.380710659898476,50.888324873096444,51.90355329949239,51.90355329949239,0.38071065989847597,0.507614213197968,2.030456852791879
BLiMP,ellipsis_n_bar_2,828,94.68599033816425,96.01449275362319,96.1352657004831,95.77294685990339,96.01449275362319,96.37681159420289,96.37681159420289,96.73913043478261,96.25603864734299,96.25603864734299,96.37681159420289,97.10144927536231,96.61835748792271,0.36231884057971797,-0.4830917874396192,-0.12077294685990125
BLiMP,wh_vs_that_no_gap,861,87.34030197444832,89.89547038327527,88.6178861788618,88.50174216027874,88.6178861788618,88.85017421602788,88.6178861788618,88.26945412311265,89.77932636469221,90.12775842044135,89.89547038327527,89.19860627177701,88.26945412311265,-0.34843205574914293,1.5098722415795578,0.0
BLiMP,sentential_negation_npi_licensor_present,919,97.82372143634385,98.04134929270947,98.4766050054407,99.12948857453753,98.91186071817192,99.23830250272034,99.23830250272034,99.56474428726877,99.34711643090316,99.23830250272034,99.34711643090316,99.12948857453753,99.23830250272034,0.32644178454842177,-0.21762785636560977,-0.32644178454842177
BLiMP,determiner_noun_agreement_2,931,96.6702470461869,96.99248120300751,97.63694951664877,97.52953813104189,97.52953813104189,97.31471535982814,97.95918367346938,97.63694951664877,97.63694951664877,97.63694951664877,97.63694951664877,97.52953813104189,97.63694951664877,-0.3222341568206133,0.0,0.0
BLiMP,ellipsis_n_bar_1,802,67.95511221945138,69.32668329177058,68.82793017456359,71.44638403990025,73.06733167082294,73.31670822942642,74.56359102244389,74.81296758104739,74.06483790523691,72.9426433915212,73.56608478802993,74.56359102244389,74.3142144638404,0.24937655860350105,-0.7481296758104747,-0.4987531172069879
BLiMP,irregular_plural_subject_verb_agreement_1,804,71.64179104477611,71.01990049751244,72.88557213930348,72.636815920398,71.8905472636816,71.8905472636816,72.13930348258707,72.38805970149254,73.50746268656717,72.636815920398,73.13432835820896,74.12935323383084,73.50746268656717,0.24875621890546995,1.119402985074629,1.119402985074629
BLiMP,wh_vs_that_with_gap,919,46.57236126224157,43.30794341675735,44.83133841131664,40.47878128400435,45.5930359085963,43.09031556039173,44.28726877040261,44.50489662676823,46.24591947769314,45.37540805223069,46.78998911860718,47.1164309031556,47.98694232861806,0.21762785636561688,1.7410228509249137,3.4820457018498345
BLiMP,left_branch_island_simple_question,951,50.683491062039955,53.52260778128286,46.58254468980021,49.63196635120926,51.52471083070452,50.998948475289176,52.26077812828601,52.47108307045215,49.42166140904311,49.00105152471083,51.209253417455315,51.10410094637224,51.31440588853838,0.2103049421661396,-3.049421661409042,-1.1566771819137713
BLiMP,causative,818,56.723716381418086,56.11246943765281,57.334963325183374,56.234718826405874,56.47921760391198,56.723716381418086,56.11246943765281,56.234718826405874,55.74572127139364,55.8679706601467,56.47921760391198,56.60146699266504,56.60146699266504,0.1222493887530618,-0.48899755501223297,0.36674816625916407
BLiMP,determiner_noun_agreement_irregular_2,820,86.82926829268293,87.92682926829268,87.5609756097561,88.29268292682927,88.65853658536585,87.5609756097561,88.17073170731707,88.29268292682927,86.95121951219512,87.07317073170732,87.8048780487805,87.6829268292683,87.8048780487805,0.1219512195121979,-1.3414634146341484,-0.48780487804877737
BLiMP,wh_questions_subject_gap_long_distance,857,92.41540256709452,92.29871645274213,93.69894982497082,92.88214702450408,94.39906651108518,93.58226371061843,92.53208868144691,92.41540256709452,92.99883313885647,92.99883313885647,92.99883313885647,92.88214702450408,92.76546091015169,-0.11668611435239029,0.5834305717619515,0.3500583430571709
BLiMP,transitive,868,70.6221198156682,70.27649769585254,69.23963133640552,70.27649769585254,70.73732718894009,70.6221198156682,71.08294930875576,70.96774193548387,70.39170506912443,70.16129032258065,70.39170506912443,70.50691244239631,70.04608294930875,-0.11520737327188613,-0.5760368663594448,-0.9216589861751174
BLiMP,principle_A_case_1,912,99.78070175438597,99.89035087719299,99.89035087719299,99.89035087719299,99.89035087719299,99.89035087719299,99.89035087719299,99.78070175438597,99.89035087719299,99.89035087719299,99.89035087719299,99.89035087719299,99.89035087719299,-0.10964912280701355,0.10964912280701355,0.10964912280701355
BLiMP,principle_A_domain_1,914,76.47702407002188,66.63019693654267,76.03938730853392,80.0875273522976,75.16411378555799,80.85339168490154,74.83588621444201,74.945295404814,77.89934354485777,78.99343544857767,77.13347921225383,77.13347921225383,78.11816192560175,0.10940919037199137,2.954048140043767,3.1728665207877498
BLiMP,principle_A_case_2,915,84.37158469945355,80.87431693989072,83.82513661202185,82.18579234972677,82.8415300546448,83.16939890710383,84.59016393442623,84.48087431693989,85.24590163934425,84.80874316939891,84.80874316939891,85.46448087431693,85.24590163934425,-0.10928961748633981,0.7650273224043644,0.7650273224043644
BLiMP,determiner_noun_agreement_with_adj_2,941,94.15515409139213,94.04888416578109,92.77364505844847,93.41126461211478,93.73007438894793,93.62380446333688,94.36769394261424,94.36769394261424,94.15515409139213,94.79277364505845,94.36769394261424,94.15515409139213,94.79277364505845,0.0,-0.21253985122210395,0.4250797024442079
BLiMP,existential_there_quantifiers_1,930,99.56989247311829,99.35483870967742,99.78494623655914,99.56989247311829,99.46236559139786,99.24731182795699,98.81720430107526,98.81720430107526,99.24731182795699,99.24731182795699,99.46236559139786,99.24731182795699,99.24731182795699,0.0,0.43010752688172715,0.43010752688172715
COMPS,wugs_dist_before,13896,40.68077144502015,38.716177317213585,38.76655152561888,36.64363845710996,39.10477835348301,40.284974093264246,38.010938399539434,37.737478411053544,37.2769142199194,38.39953943580887,38.60823258491652,39.67328727691422,39.03281519861831,-0.2734599884858895,-0.4605641911341465,1.2953367875647643
COMPS,wugs_dist_in_between,13896,62.2769142199194,64.36384571099597,64.79562464018423,65.68796776050661,64.32786413356362,62.80944156591824,65.27777777777779,65.53684513529073,66.22049510650547,64.8028209556707,64.79562464018423,63.816925734024174,64.17674150834772,0.2590673575129472,0.6836499712147344,-1.3601036269430153
COMPS,base,49340,53.40697203080664,53.37049047426024,53.09890555330361,53.334008917713824,53.362383461694364,53.2549655451966,53.29550060802595,53.50425618159708,53.362383461694364,53.48196189704094,53.44345358735306,53.5346574787191,53.67450344548034,0.20875557357113195,-0.14187271990271455,0.17024726388326172
COMPS,wugs,13896,51.92861255037421,52.360391479562466,52.08693149107657,52.115716753022454,52.58347725964306,52.101324122049505,52.1804835924007,52.043753598157735,52.31001727115717,52.26683937823834,52.101324122049505,52.274035693724805,52.331606217616574,-0.1367299942429625,0.2662636729994361,0.2878526194588389
EWoK,material-dynamics,770,54.15584415584416,53.76623376623376,53.116883116883116,51.688311688311686,49.09090909090909,50.12987012987013,50.649350649350644,52.33766233766234,52.07792207792208,51.16883116883116,49.22077922077922,50.0,50.38961038961038,1.6883116883116926,-0.25974025974025494,-1.9480519480519547
EWoK,physical-dynamics,120,42.5,40.833333333333336,50.83333333333333,42.5,47.5,50.83333333333333,53.333333333333336,51.66666666666667,52.5,50.0,50.0,50.0,50.0,-1.6666666666666643,0.8333333333333286,-1.6666666666666714
EWoK,social-properties,328,42.3780487804878,45.1219512195122,47.256097560975604,47.5609756097561,49.390243902439025,48.170731707317074,47.86585365853659,46.34146341463415,46.34146341463415,45.73170731707317,47.86585365853659,46.95121951219512,47.256097560975604,-1.5243902439024382,0.0,0.9146341463414558
EWoK,agent-properties,2210,49.457013574660635,50.13574660633484,49.321266968325794,48.914027149321264,49.276018099547514,49.411764705882355,50.40723981900452,49.366515837104075,49.81900452488688,50.04524886877828,50.04524886877828,50.04524886877828,50.13574660633484,-1.0407239819004488,0.4524886877828038,0.7692307692307665
EWoK,social-interactions,294,51.36054421768708,48.97959183673469,48.97959183673469,53.06122448979592,51.36054421768708,53.74149659863946,53.40136054421769,54.08163265306123,52.721088435374156,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,0.6802721088435391,-1.360544217687071,-3.0612244897959187
EWoK,quantitative-properties,314,47.77070063694268,51.59235668789809,49.681528662420384,46.81528662420382,49.681528662420384,50.0,49.044585987261144,49.681528662420384,49.044585987261144,50.0,49.36305732484077,48.089171974522294,48.72611464968153,0.63694267515924,-0.63694267515924,-0.9554140127388564
EWoK,material-properties,170,48.23529411764706,47.05882352941176,52.352941176470594,51.17647058823529,48.23529411764706,47.647058823529406,50.588235294117645,51.17647058823529,50.588235294117645,48.8235294117647,47.05882352941176,47.05882352941176,47.647058823529406,0.588235294117645,-0.588235294117645,-3.529411764705884
EWoK,social-relations,1548,50.0,49.41860465116279,50.32299741602068,49.8062015503876,49.87080103359173,50.64599483204134,50.064599483204134,50.45219638242894,51.74418604651163,51.03359173126615,50.45219638242894,50.968992248062015,50.775193798449614,0.38759689922480334,1.291989664082692,0.32299741602067655
EWoK,physical-relations,818,52.20048899755502,49.38875305623472,50.0,49.63325183374083,48.53300733496332,47.18826405867971,49.75550122249388,50.0,50.36674816625917,50.36674816625917,49.75550122249388,50.0,50.12224938875306,0.24449877750611648,0.36674816625917117,0.1222493887530618
EWoK,spatial-relations,490,46.326530612244895,48.97959183673469,48.36734693877551,49.183673469387756,47.3469387755102,47.14285714285714,46.93877551020408,47.14285714285714,47.95918367346938,47.14285714285714,47.14285714285714,46.73469387755102,46.326530612244895,0.20408163265305745,0.816326530612244,-0.816326530612244
EWoK,physical-interactions,556,49.64028776978417,49.280575539568346,51.2589928057554,50.0,49.10071942446043,46.76258992805755,48.561151079136685,48.561151079136685,48.381294964028775,48.02158273381295,48.02158273381295,48.02158273381295,47.482014388489205,0.0,-0.1798561151079099,-1.0791366906474806
Entity,regular_5_ops,94,29.78723404255319,31.914893617021278,24.46808510638298,27.659574468085108,24.46808510638298,26.595744680851062,28.723404255319153,30.851063829787233,28.723404255319153,28.723404255319153,26.595744680851062,25.53191489361702,23.404255319148938,2.1276595744680797,-2.1276595744680797,-7.446808510638295
Entity,move_contents_3_ops,406,24.38423645320197,22.906403940886698,27.832512315270936,26.60098522167488,26.108374384236456,28.078817733990146,27.832512315270936,29.310344827586203,26.354679802955665,27.586206896551722,26.84729064039409,26.60098522167488,25.862068965517242,1.477832512315267,-2.9556650246305374,-3.448275862068961
Entity,move_contents_2_ops,399,22.55639097744361,20.80200501253133,22.305764411027567,20.80200501253133,19.047619047619047,21.052631578947366,21.052631578947366,22.305764411027567,22.305764411027567,21.052631578947366,20.551378446115287,20.050125313283207,20.551378446115287,1.253132832080201,0.0,-1.7543859649122808
Entity,regular_3_ops,425,29.411764705882355,27.294117647058826,28.705882352941174,27.764705882352942,29.64705882352941,30.352941176470587,30.352941176470587,29.176470588235293,29.88235294117647,31.529411764705884,30.823529411764707,29.88235294117647,29.411764705882355,-1.1764705882352935,0.7058823529411775,0.23529411764706154
Entity,move_contents_0_ops,516,43.798449612403104,44.18604651162791,42.82945736434108,45.542635658914726,47.093023255813954,45.542635658914726,45.15503875968992,46.31782945736434,46.70542635658915,45.93023255813954,46.51162790697674,47.480620155038764,47.093023255813954,1.1627906976744171,0.38759689922481044,0.7751937984496138
Entity,move_contents_4_ops,353,27.47875354107649,26.912181303116146,27.19546742209632,24.07932011331445,28.328611898016998,30.59490084985836,30.31161473087819,31.444759206798867,32.577903682719544,32.29461756373937,30.31161473087819,27.762039660056658,26.345609065155806,1.1331444759206768,1.1331444759206768,-5.099150141643062
Entity,ambiref_3_ops,409,25.4278728606357,24.69437652811736,26.161369193154034,24.205378973105134,28.850855745721272,26.65036674816626,27.383863080684595,26.405867970660147,26.161369193154034,27.139364303178482,26.894865525672373,25.4278728606357,25.183374083129586,-0.9779951100244482,-0.24449877750611293,-1.222493887530561
Entity,ambiref_1_ops,428,14.719626168224298,13.551401869158877,15.42056074766355,14.018691588785046,14.252336448598129,14.953271028037381,15.186915887850466,14.252336448598129,14.953271028037381,15.887850467289718,14.953271028037381,15.42056074766355,14.719626168224298,-0.934579439252337,0.7009345794392523,0.4672897196261694
Entity,ambiref_0_ops,508,23.62204724409449,25.984251968503933,22.63779527559055,26.77165354330709,25.984251968503933,24.21259842519685,26.181102362204722,25.393700787401574,25.0,23.62204724409449,23.031496062992126,24.606299212598426,25.590551181102363,-0.7874015748031482,-0.3937007874015741,0.19685039370078883
Entity,regular_1_ops,409,13.447432762836186,12.71393643031785,12.95843520782396,14.91442542787286,14.91442542787286,16.87041564792176,15.403422982885084,16.13691931540342,16.13691931540342,15.892420537897312,14.66992665036675,14.91442542787286,14.66992665036675,0.733496332518337,0.0,-1.4669926650366722
Entity,move_contents_1_ops,437,16.933638443935926,17.620137299771166,17.84897025171625,16.018306636155607,18.306636155606405,17.162471395881006,16.933638443935926,16.247139588100687,16.704805491990847,17.391304347826086,16.475972540045767,16.247139588100687,16.475972540045767,-0.6864988558352394,0.4576659038901596,0.2288329519450798
