arm,step,stage_length,rows_or_chunks,charged_words,active_tokens,visible_words,hidden_words,hidden_tokens_total,boundary_hidden_tokens,pad_slots,masked_tokens,masked_per_active,active_per_word,log_loss,log_lr,cumulative_word_exposure
row256_baseline_log_order,1432,256,256,39916,54289,39533,383,656,24,11247,8213,0.1512829486636335,1.3600811704579616,2.7857026093830277,0.0004393785858010658,56624115
row256_baseline_log_order,1433,256,256,39628,54641,39009,619,1060,23,10895,8180,0.14970443439907763,1.3788482890885232,2.597842766574076,0.0004387229583346758,56663743
row256_baseline_log_order,1434,256,256,39392,53745,38928,464,780,22,11791,8118,0.1510466089868825,1.3643633225020309,2.5546577091315723,0.0004380674378165577,56703135
row256_baseline_log_order,1435,256,256,39507,54315,39093,414,761,27,11221,8187,0.1507318420325877,1.3748196522135319,2.6205802587008495,0.00043741202539080717,56742642
row256_baseline_log_order,1436,256,256,39691,54696,39158,533,933,26,10840,8226,0.15039491004826677,1.3780454007205665,2.687879334161556,0.00043675672220133086,56782333
row256_baseline_log_order,1437,256,256,39661,54547,39237,424,785,30,10989,8194,0.1502190771261481,1.3753309296286025,2.7224851619158543,0.00043610152939184513,56821994
row256_baseline_log_order,1438,256,256,39620,54192,39150,470,873,40,11344,8192,0.1511662237968704,1.367794043412418,2.609187789115822,0.00043544644810587324,56861614
row256_baseline_log_order,1439,256,256,39450,54274,38951,499,883,22,11262,8240,0.15182223532446476,1.375766793409379,2.723990431167547,0.0004347914794867445,56901064
row256_baseline_log_order,1440,256,256,38865,52093,38523,342,791,26,13443,7844,0.15057685293609507,1.3403576482696513,2.858289562215129,0.00043413662467759053,56939929
row256_baseline_log_order,1441,256,256,39318,53596,38797,521,927,19,11940,8120,0.1515038435704157,1.36314156366041,2.7214813948558465,0.00043348188482134547,56979247
row256_baseline_log_order,1442,256,256,39911,54391,39432,479,936,35,11145,8202,0.1507970068577522,1.3628072461226228,2.7962330289946276,0.00043282726106074225,57019158
row256_baseline_log_order,1443,256,256,39522,54290,38924,598,1057,21,11246,8085,0.14892245349051392,1.3736653003390518,2.6522439454172444,0.000432172754538311,57058680
row256_baseline_log_order,1444,256,256,39713,54202,39298,415,729,17,11334,8161,0.15056639976384636,1.3648427467076272,2.735941794876549,0.00043151836639637763,57098393
row256_baseline_log_order,1445,256,256,39404,53461,38980,424,760,31,12075,7984,0.1493425113634238,1.3567404324434067,2.779428338956737,0.0004308640977770612,57137797
row256_baseline_log_order,1446,256,256,39647,53234,39250,397,692,15,12302,7903,0.14845775256415072,1.3426993215123464,2.719574323413071,0.0004302099498222722,57177444
row256_baseline_log_order,1447,256,256,39619,54167,39261,358,612,28,11369,8099,0.14951907988258534,1.3671975567278325,2.637498121965754,0.00042955592367371046,57217063
row256_baseline_log_order,1448,256,256,39229,54136,38800,429,799,30,11400,8108,0.14977094724397813,1.3799994901730863,2.565064068256956,0.0004289020204728635,57256292
row256_baseline_log_order,1449,256,256,39505,54147,39014,491,829,34,11389,7986,0.14748739542356917,1.3706366282749018,2.7112215487186155,0.00042824824136100393,57295797
row256_baseline_log_order,1450,256,256,39435,54012,39040,395,717,18,11524,8037,0.14880026660742057,1.3696462533282616,2.788937361809661,0.00042759458747918807,57335232
row256_baseline_log_order,1451,256,256,39224,53985,38808,416,724,36,11551,8184,0.15159766601833843,1.376325718947583,2.7252424432152296,0.00042694105996825325,57374456
row256_baseline_log_order,1452,256,256,39635,54647,39145,490,889,34,10889,8115,0.14849854520833713,1.3787561498675414,2.785501829019242,0.0004262876599688168,57414091
row256_baseline_log_order,1453,256,256,39650,54805,39050,600,1000,35,10731,8178,0.14921996168232826,1.382219419924338,2.5413557021068054,0.00042563438862127295,57453741
row256_baseline_log_order,1454,256,256,39462,54548,38881,581,1012,30,10988,8263,0.1514812642076703,1.3822918250468805,2.644599447552754,0.00042498124706579187,57493203
row256_baseline_log_order,1455,256,256,39201,53863,38744,457,880,24,11673,7962,0.1478194679093255,1.3740210708910487,2.6657336932035944,0.00042432823644231665,57532404
row256_baseline_log_order,1456,256,256,39453,53564,38964,489,890,26,11972,7910,0.14767381076842656,1.3576660836945227,2.792552460611394,0.0004236753578905627,57571857
row256_baseline_log_order,1457,256,256,39507,53518,39098,409,728,34,12018,8071,0.15080907358271983,1.3546460120991217,2.7455713207165466,0.00042302261255001413,57611364
row256_baseline_log_order,1458,256,256,39345,54235,38770,575,1040,17,11301,7991,0.14734027841799577,1.3784470707840895,2.794989984066223,0.00042237000155992296,57650709
row256_baseline_log_order,1459,256,256,39909,54935,39344,565,974,39,10601,8139,0.14815691271502685,1.3765065524067253,2.7469020838057294,0.00042171752605930636,57690618
row256_baseline_log_order,1460,256,256,39535,54451,38879,656,1300,47,11085,8251,0.15153073405447098,1.377285949158973,2.6878876584961175,0.0004210651871869456,57730153
row256_baseline_log_order,1461,256,256,39884,55160,39294,590,1061,33,10376,8388,0.15206671501087746,1.3830107311202486,2.6982370077796247,0.00042041298608138283,57770037
row256_baseline_log_order,1462,256,256,39756,54623,39228,528,966,23,10913,8112,0.14850886988997308,1.373956132407687,2.766283899428106,0.0004197609238809204,57809793
row256_baseline_log_order,1463,256,256,39547,53699,39062,485,999,27,11837,8173,0.15220022719231271,1.357852681619339,2.690019388028491,0.00041910900172361764,57849340
row256_baseline_log_order,1464,256,256,39693,54198,39162,531,940,19,11338,8200,0.1512970958337946,1.3654296727382662,2.6422881098491393,0.00041845722074729,57889033
row256_baseline_log_order,1465,256,256,39671,54187,39175,496,968,23,11349,8030,0.1481905254027719,1.365909606513574,2.748765457314839,0.0004178055820895059,57928704
row256_baseline_log_order,1466,256,256,39327,53565,38854,473,790,15,11971,8101,0.1512368150844768,1.3620413456403997,2.624357909865474,0.00041715408688758614,57968031
row256_baseline_log_order,1467,256,256,39604,54017,39000,604,1121,35,11519,8211,0.15200770127922691,1.363927886072114,2.637740633052444,0.00041650273627860034,58007635
row256_baseline_log_order,1468,256,256,39817,55111,39128,689,1454,32,10425,8198,0.14875433216599226,1.3841072908556646,2.6952846954438305,0.00041585153139936647,58047452
row256_baseline_log_order,1469,256,256,39305,54018,38840,465,805,28,11518,7994,0.14798770780110335,1.374328965780435,2.6982661924989695,0.00041520047338644756,58086757
row256_baseline_log_order,1470,256,256,39643,54261,39127,516,892,30,11275,8045,0.14826486795304178,1.368741013545897,2.738678742936859,0.0004145495633761506,58126400
row256_baseline_log_order,1471,256,256,39528,54408,38971,557,1082,24,11128,8097,0.14882002646669606,1.376442015786278,2.7883838748613874,0.0004138988025045245,58165928
row256_baseline_log_order,1472,256,256,39601,54189,39180,421,780,24,11347,8104,0.14955064681023825,1.3683745359965658,2.5981307297739087,0.0004132481919073574,58205529
row256_baseline_log_order,1473,256,256,39629,54422,39278,351,665,23,11114,8322,0.15291610010657455,1.3732872391430517,2.8720099098892686,0.00041259773272017556,58245158
row256_baseline_log_order,1474,256,256,39590,54827,38830,760,1424,32,10709,8001,0.14593174895580643,1.3848699166456175,2.626186501784647,0.0004119474260782405,58284748
row256_baseline_log_order,1475,256,256,39546,54210,39014,532,1108,28,11326,8237,0.15194613539937282,1.370808678500986,2.7606807746715853,0.0004112972731165482,58324294
row256_baseline_log_order,1476,256,256,39368,53320,39014,354,585,28,12216,8092,0.1517629407351838,1.3543995122942492,2.8153499280881955,0.00041064727496982565,58363662
row256_baseline_log_order,1477,256,256,39668,54133,39205,463,806,29,11403,8011,0.14798736445421462,1.3646516083492992,2.6740154976881096,0.00040999743277253027,58403330
row256_baseline_log_order,1478,256,256,39515,53694,39104,411,734,27,11842,8146,0.1517115506388051,1.3588257623687208,2.7044398104444993,0.00040934774765884684,58442845
row256_baseline_log_order,1479,256,256,39593,53637,39191,402,759,19,11899,7957,0.148349087383709,1.3547091657616246,2.866509101162218,0.0004086982207626864,58482438
row256_baseline_log_order,1480,256,256,39537,53407,39221,316,566,21,12129,7915,0.14820154661373977,1.3508106330778764,2.7007996671198296,0.0004080488532176833,58521975
row256_baseline_log_order,1481,256,256,39118,53151,38616,502,877,23,12385,7818,0.14709036518597957,1.3587351091569098,2.760681282348662,0.0004073996461571945,58561093
row256_baseline_log_order,1482,256,256,39574,53868,39240,334,559,30,11668,8063,0.1496807009727482,1.3611967453378482,2.761691896551436,0.0004067506007142961,58600667
row256_baseline_log_order,1483,256,256,39610,54578,39050,560,1019,30,10958,8112,0.14863131664773352,1.3778843726331735,2.6822469029318414,0.00040610171802178273,58640277
row256_baseline_log_order,1484,256,256,39531,53844,39002,529,1007,24,11692,8146,0.1512889086992051,1.3620702739622068,2.838803146004296,0.0004054529992121645,58679808
row256_baseline_log_order,1485,256,256,39669,54319,39171,498,884,15,11217,8068,0.14852998030155196,1.36930600720966,2.802010504899193,0.00040480444541766573,58719477
row256_baseline_log_order,1486,256,256,39573,53898,39087,486,966,27,11638,8033,0.149040780733979,1.3619892350845273,2.68737652013003,0.0004041560577702231,58759050
row256_baseline_log_order,1487,256,256,39861,55464,39325,536,1007,21,10072,8408,0.1515938266262801,1.3914352374501393,2.580436362157426,0.00040350783740148246,58798911
row256_baseline_log_order,1488,256,256,39510,54276,39010,500,903,29,11260,8256,0.15211143046650452,1.373728170083523,2.6703127303500045,0.0004028597854427985,58838421
row256_baseline_log_order,1489,256,256,39462,53716,39105,357,657,24,11820,8027,0.14943406061508674,1.361208250975622,2.7339901797008412,0.0004022119030252314,58877883
row256_baseline_log_order,1490,256,256,39819,55032,39373,446,762,24,10504,8232,0.14958569559529,1.3820537934152037,2.644029532739326,0.00040156419127954584,58917702
row256_baseline_log_order,1491,256,256,39343,54022,38961,382,675,15,11514,8027,0.14858761245418534,1.3731032203949878,2.668737267117223,0.00040091665133620835,58957045
row256_baseline_log_order,1492,256,256,39782,55114,39170,612,1093,24,10422,8310,0.15077838661683057,1.385400432356342,2.647812837728094,0.00040026928432538596,58996827
row256_baseline_log_order,1493,256,256,39785,54830,39186,599,1086,23,10706,8373,0.1527083713295641,1.3781575970843283,2.619330302455669,0.0003996220913769433,59036612
row256_baseline_log_order,1494,256,256,39532,54652,38884,648,1163,39,10884,8311,0.15207128741857573,1.3824749569968633,2.7341967764464172,0.00039897507362044186,59076144
row256_baseline_log_order,1495,256,256,39691,53895,39270,421,762,15,11641,7965,0.14778736431951014,1.357864503287899,2.7591651894053943,0.0003983282321851369,59115835
row256_baseline_log_order,1496,256,256,39560,54414,38990,570,954,25,11122,8122,0.14926305730142977,1.3754802831142567,2.6463315041010613,0.00039768156819997615,59155395
row256_baseline_log_order,1497,256,256,39830,53549,39342,488,913,27,11987,8159,0.1523651235317186,1.3444388651770023,2.812653178078153,0.00039703508279359745,59195225
row256_baseline_log_order,1498,256,256,39860,54514,39405,455,852,31,11022,8252,0.15137395898301353,1.3676367285499247,2.7523108702288397,0.0003963887770943273,59235085
row256_baseline_log_order,1499,256,256,39545,54837,38953,592,1081,37,10699,8108,0.14785637434578844,1.3866986976861804,2.456771203697639,0.0003957426522301782,59274630
row256_baseline_log_order,1500,256,256,39587,54154,39105,482,898,35,11382,8077,0.1491487240093068,1.3679743350089677,2.686088576682269,0.00039509670932884723,59314217
row256_baseline_log_order,1501,256,256,39523,53589,39021,502,928,40,11947,8244,0.15383754128645805,1.3558940363838778,2.7635380683565303,0.00039445094951771366,59353740
row256_baseline_log_order,1502,256,256,39613,54495,39099,514,896,33,11041,8246,0.1513166345536288,1.3756847499558227,2.522803373022216,0.0003938053739238376,59393353
row256_baseline_log_order,1503,256,256,39596,54515,39120,476,921,32,11021,7994,0.14663853985141703,1.3767804828770582,2.5948084965329605,0.0003931599836739575,59432949
row256_baseline_log_order,1504,256,256,39566,54752,39012,554,1016,29,10784,8265,0.15095338983050846,1.3838143860890664,2.739263508237642,0.00039251477989448797,59472515
row256_baseline_log_order,1505,256,256,39628,54190,39365,263,460,17,11346,7960,0.14689057021590698,1.3674674472595134,2.7096684516374787,0.0003918697637115187,59512143
row256_baseline_log_order,1506,256,256,39517,54253,39043,474,877,35,11283,8046,0.14830516284813744,1.3729028013260116,2.6111929969292147,0.00039122493625081144,59551660
row256_baseline_log_order,1507,256,256,39463,53878,38887,576,993,27,11658,8145,0.15117487657299825,1.3652788688138255,2.632226804489735,0.0003905802986377992,59591123
row256_baseline_log_order,1508,256,256,39422,54084,38857,565,1009,26,11452,8207,0.15174543303010132,1.3719243062249504,2.730162360250725,0.00038993585199758284,59630545
row256_baseline_log_order,1509,256,256,39470,53279,39016,454,914,24,12257,7886,0.14801328853769777,1.3498606536610083,2.650268255318901,0.0003892915974549307,59670015
row256_baseline_log_order,1510,256,256,39272,53886,38777,495,954,34,11650,7988,0.14823887466132205,1.3721226319005908,2.728154202312246,0.00038864753613427526,59709287
row256_baseline_log_order,1511,256,256,39480,53276,39123,357,696,25,12260,7978,0.14974847961558677,1.3494427558257345,2.7805645437161703,0.00038800366915971217,59748767
row256_baseline_log_order,1512,256,256,39538,53603,39211,327,586,42,11933,7954,0.14838721713336941,1.355733724518185,2.751538847600032,0.0003873599976549975,59788305
row256_baseline_log_order,1513,256,256,39453,54387,38906,547,959,20,11149,8051,0.1480316987515399,1.3785263478062504,2.578357255765332,0.00038671652274354653,59827758
row256_baseline_log_order,1514,256,256,39601,54428,39078,523,928,32,11108,8122,0.14922466377599763,1.3744097371278503,2.6997381936913785,0.0003860732455484313,59867359
row256_baseline_log_order,1515,256,256,39776,54616,39224,552,939,25,10920,8143,0.1490955031492603,1.3730893000804505,2.678438078606142,0.00038543016719237857,59907135
row256_baseline_log_order,1516,256,256,39835,54778,39194,641,1097,33,10758,8451,0.15427726459527547,1.375122379816744,2.62564376119664,0.0003847872887977682,59946970
row256_baseline_log_order,1517,256,256,39503,53687,38885,618,1219,26,11849,7992,0.14886285320468642,1.3590613371136369,2.814878157488219,0.0003841446114866314,59986473
row256_baseline_log_order,1518,256,256,39665,54993,39125,540,943,24,10543,8103,0.14734602585783646,1.3864364048909619,2.6074708433161837,0.0003835021363806478,60026138
row256_baseline_log_order,1519,256,256,39276,53424,38842,434,776,23,12112,8134,0.15225366876310273,1.3602199816681944,2.7245595412961325,0.0003828598646011446,60065414
row256_baseline_log_order,1520,256,256,39924,54670,39296,628,1187,28,10866,8268,0.1512346808121456,1.3693517683598837,2.612547794170407,0.00038221779726909375,60105338
row256_baseline_log_order,1521,256,256,39681,54205,39173,508,946,20,11331,8168,0.15068720597730836,1.3660190015372597,2.7122151441835634,0.00038157593550511076,60145019
row256_baseline_log_order,1522,256,256,39662,53979,39198,464,826,25,11557,8095,0.14996572741251227,1.36097524078463,2.7467461798057062,0.000380934280429452,60184681
row256_baseline_log_order,1523,256,256,39243,54108,38851,392,677,30,11428,8180,0.15117912323501145,1.3787936702086996,2.577523223257881,0.00038029283316201346,60223924
row256_baseline_log_order,1524,256,256,39225,54064,38725,500,948,43,11472,8103,0.14987792246226694,1.378304652644997,2.5431344051295177,0.00037965159482232795,60263149
row256_baseline_log_order,1525,256,256,39219,53566,38580,639,1209,29,11970,8094,0.15110331180226264,1.365817588413779,2.6622984780480548,0.00037901056652956435,60302368
row256_baseline_log_order,1526,256,256,39161,53665,38614,547,984,32,11871,8041,0.14983695145811982,1.3703684788437476,2.6659843963171888,0.0003783697494025241,60341529
row256_baseline_log_order,1527,256,256,39907,54989,39507,400,704,27,10547,8200,0.1491207332375566,1.3779286841907434,2.6526500890313125,0.0003777291445596409,60381436
row256_baseline_log_order,1528,256,256,39286,54447,38764,522,954,24,11089,8086,0.14851139640384226,1.385913556992313,2.507493614796627,0.0003770887531189771,60420722
row256_baseline_log_order,1529,256,256,39737,54667,39236,501,904,23,10869,8193,0.14987103737172333,1.3757203613760476,2.621524670498575,0.0003764485761982235,60460459
row256_baseline_log_order,1530,256,256,39525,53870,39055,470,829,34,11666,8217,0.1525338778540932,1.362934851359899,2.7511269400934237,0.0003758086149146957,60499984
row256_baseline_log_order,1531,256,256,39600,53898,39095,505,885,29,11638,8367,0.15523767115662918,1.361060606060606,2.599339707031378,0.0003751688703853333,60539584
row256_baseline_log_order,1532,256,256,39294,53925,38726,568,1329,27,11611,8056,0.14939267501159018,1.3723469231943808,2.709754996467844,0.000374529343726698,60578878
row256_baseline_log_order,1533,256,256,39460,54157,38909,551,975,19,11379,8057,0.14877116531565635,1.372453117080588,2.6375123683048325,0.0003738900360549703,60618338
row256_baseline_log_order,1534,256,256,39678,54394,39063,615,1096,19,11142,8056,0.14810457035702468,1.3708856293159937,2.7063835541446726,0.00037325094848594944,60658016
row256_baseline_log_order,1535,256,256,39967,54945,39535,432,777,27,10591,8460,0.15397215397215397,1.3747591763204643,2.676845843769416,0.0003726120821350497,60697983
row256_baseline_log_order,1536,256,256,39552,53993,39027,525,941,27,11543,7929,0.14685236975163446,1.3651142799352751,2.5909046521176604,0.0003719734381173,60737535
row256_baseline_log_order,1537,256,256,39464,53636,39063,401,677,33,11900,8097,0.150962040420613,1.3591121021690655,2.7285713703378827,0.0003713350175473406,60776999
row256_baseline_log_order,1538,256,256,39932,55003,39449,483,906,21,10533,7975,0.14499209134047233,1.3774166082339978,2.7193940860126458,0.0003706968215394223,60816931
row256_baseline_log_order,1539,256,256,39256,53595,38629,627,1317,26,11941,8086,0.1508722828622073,1.3652690034644386,2.5082148565622124,0.0003700588512074033,60856187
row256_baseline_log_order,1540,256,256,39518,54317,39063,455,789,23,11219,8240,0.15170204540015098,1.37448757528215,2.661774919970522,0.0003694211076647489,60895705
row256_baseline_log_order,1541,256,256,39765,54346,39196,569,962,26,11190,8115,0.14932101718617746,1.3666792405381618,2.6582790858938017,0.0003687835920245275,60935470
row256_baseline_log_order,1542,256,256,39574,54183,39116,458,802,22,11353,7925,0.14626358821032426,1.3691565169050386,2.6371414241730604,0.00036814630539941054,60975044
row256_baseline_log_order,1543,256,256,39712,54678,39187,525,978,43,10858,8260,0.15106624236438787,1.3768634165995166,2.638374853942354,0.00036750924890166926,61014756
row256_baseline_log_order,1544,256,256,39421,53938,38880,541,997,23,11598,8054,0.14931958915792207,1.368255498338449,2.6049923418117036,0.0003668724236431736,61054177
row256_baseline_log_order,1545,256,256,39576,53994,39083,493,858,42,11542,8100,0.1500166685187243,1.3643117040630686,2.6484829301304287,0.0003662358307353897,61093753
row256_baseline_log_order,1546,256,256,39234,53465,38837,397,774,34,12071,8169,0.15279154587113064,1.362721109241984,2.6485135486680766,0.0003655994712893781,61132987
row256_baseline_log_order,1547,256,256,39537,54119,39058,479,831,24,11417,7910,0.14615938949352353,1.3688190808609657,2.7380181338181235,0.00036496334641579237,61172524
row256_baseline_log_order,1548,256,256,39613,54414,39147,466,944,38,11122,8183,0.15038409232917999,1.3736399666776058,2.691629303182,0.000364327457224876,61212137
row256_baseline_log_order,1549,256,256,39531,53866,39216,315,544,20,11670,8068,0.14977908142427504,1.3626267992208647,2.693645830312813,0.00036369180482646174,61251668
row256_baseline_log_order,1550,256,256,39711,54455,39250,461,908,23,11081,8167,0.149977045266734,1.3712825161793962,2.666673047431347,0.00036305639032996844,61291379
row256_baseline_log_order,1551,256,256,39558,54489,39069,489,843,16,11047,8127,0.14914936959753344,1.3774457758228424,2.559208178705023,0.0003624212148444004,61330937
row256_baseline_log_order,1552,256,256,39722,54461,39205,517,871,16,11075,8299,0.15238427498576965,1.3710538240773376,2.6355460331028864,0.00036178627947834407,61370659
row256_baseline_log_order,1553,256,256,39359,53869,38826,533,977,32,11667,7921,0.14704189793758934,1.368657740288117,2.642824386800875,0.00036115158533996756,61410018
row256_baseline_log_order,1554,256,256,39504,54312,39076,428,773,17,11224,8084,0.14884371777875977,1.3748481166464155,2.6667716343588075,0.00036051713353701725,61449522
row256_baseline_log_order,1555,256,256,39498,53853,39023,475,877,25,11683,7930,0.14725270644160957,1.3634361233480177,2.600643244396994,0.0003598829251768172,61489020
row256_baseline_log_order,1556,256,256,39431,53907,38882,549,953,20,11629,8144,0.15107499953623835,1.3671223149298775,2.5895435363932537,0.00035924896136626595,61528451
row256_baseline_log_order,1557,256,256,39702,55023,39058,644,1227,45,10513,8325,0.1513003653017829,1.3858999546622337,2.5886527572666203,0.00035861524321183593,61568153
row256_baseline_log_order,1558,256,256,39303,53578,38871,432,778,26,11958,8205,0.1531412146776662,1.3632038266798971,2.6274462245136845,0.00035798177181957006,61607456
row256_baseline_log_order,1559,256,256,39382,53902,38977,405,741,39,11634,7938,0.14726726281028532,1.3686963587425727,2.60902627011816,0.0003573485482950812,61646838
row256_baseline_log_order,1560,256,256,39571,54102,39093,478,879,32,11434,8047,0.14873756977560904,1.3672133633216244,2.5592841519855543,0.0003567155737435493,61686409
row256_baseline_log_order,1561,256,256,39726,54906,39258,468,840,25,10630,8150,0.1484355079590573,1.382117504908624,2.599074164782565,0.00035608284926971995,61726135
row256_baseline_log_order,1562,256,256,39416,53842,38795,621,1064,28,11694,8057,0.14964154377623418,1.3659935051755632,2.708184727815181,0.00035545037597790185,61765551
row256_baseline_log_order,1563,256,256,39511,54328,39101,410,726,22,11208,8320,0.15314386688263878,1.375009491027815,2.642717987843431,0.0003548181549719659,61805062
row256_baseline_log_order,1564,256,256,39677,54285,39345,332,541,22,11251,8304,0.15297043382149766,1.3681729969503742,2.611605431590237,0.0003541861873553424,61844739
row256_baseline_log_order,1565,256,256,39365,53813,38895,470,772,30,11723,8034,0.1492947800717299,1.3670265464244888,2.5651201375064367,0.00035355447423101916,61884104
row256_baseline_log_order,1566,256,256,39861,55416,39268,593,1141,53,10120,8319,0.15011909917713295,1.3902310529088582,2.5174665420957307,0.00035292301670154027,61923965
row256_baseline_log_order,1567,256,256,39443,53668,39051,392,670,25,11868,8050,0.14999627338451219,1.3606470096088026,2.6468894860759287,0.00035229181586900356,61963408
row256_baseline_log_order,1568,256,256,39421,54108,38875,546,985,33,11428,7994,0.14774155392917868,1.3725679206514294,2.6132839066045177,0.0003516608728350585,62002829
row256_baseline_log_order,1569,256,256,39756,54009,39351,405,720,38,11527,8263,0.15299301968190487,1.3585119227286446,2.6339521824729277,0.00035103018870090533,62042585
row256_baseline_log_order,1570,256,256,39631,54647,39062,569,1002,38,10889,8329,0.1524145881750142,1.3788953092276248,2.5645042657709047,0.0003503997645672915,62082216
row256_baseline_log_order,1571,256,256,39611,54147,39125,486,840,27,11389,8103,0.1496481799545681,1.3669687713009013,2.737212391586991,0.00034976960153451165,62121827
row256_baseline_log_order,1572,256,256,39644,54609,39205,439,818,22,10927,8150,0.14924279880605762,1.3774846130562002,2.4962778491915367,0.00034913970070240386,62161471
row256_baseline_log_order,1573,256,256,39786,54056,39186,600,1204,23,11480,8206,0.15180553500073998,1.358668878499975,2.626475080756946,0.0003485100631703493,62201257
row256_baseline_log_order,1574,256,256,39526,54633,39033,493,907,23,10903,8193,0.14996430728680468,1.3822041188078733,2.5768907634414306,0.000347880690037269,62240783
row256_baseline_log_order,1575,256,256,39486,54171,38867,619,1093,30,11365,8201,0.15139096564582527,1.3719039659626198,2.555067145174676,0.00034725158240162305,62280269
row256_baseline_log_order,1576,256,256,39133,53335,38658,475,894,31,12201,8126,0.15235773882066186,1.3629162088263103,2.629037860312428,0.0003466227413614076,62319402
row256_baseline_log_order,1577,256,256,39689,54466,39096,593,1105,36,11070,8178,0.1501487166305585,1.3723197863387842,2.6147587186230745,0.0003459941680141538,62359091
row256_baseline_log_order,1578,256,256,39250,53126,38810,440,792,34,12410,7992,0.15043481534465233,1.3535286624203822,2.6156283024851383,0.0003453658634569261,62398341
row256_baseline_log_order,1579,256,256,39641,55219,38931,710,1344,37,10317,8113,0.14692406599177818,1.3929769682904063,2.5428133037018887,0.0003447378287863189,62437982
row256_baseline_log_order,1580,256,256,39480,53865,38981,499,926,27,11671,7984,0.14822240787153068,1.3643617021276595,2.636358331642552,0.0003441100650984561,62477462
row256_baseline_log_order,1581,256,256,39314,53454,38873,441,787,17,12082,8027,0.15016649829760167,1.3596683115429617,2.6387397402975674,0.00034348257348898844,62516776
row256_baseline_log_order,1582,256,256,39681,54919,38886,795,1508,45,10617,8408,0.15309819916604453,1.3840124996849879,2.6685992112962778,0.00034285535505309205,62556457
row256_baseline_log_order,1583,256,256,39955,54904,39324,631,1192,52,10632,8322,0.1515736558356404,1.3741459141534227,2.607368198388816,0.00034222841088546593,62596412
row256_baseline_log_order,1584,256,256,39316,54232,38828,488,842,20,11304,7980,0.14714559669567784,1.3793875267066844,2.4192776160132614,0.0003416017420803308,62635728
row256_baseline_log_order,1585,256,256,39668,54584,39152,516,924,27,10952,8030,0.14711270702037227,1.3760209740849048,2.4999325849941627,0.0003409753497314263,62675396
row256_baseline_log_order,1586,256,256,39482,53518,38988,494,882,31,12018,7873,0.1471093837587354,1.3555037738716378,2.666359474558124,0.0003403492349320101,62714878
row256_baseline_log_order,1587,256,256,39636,54477,39169,467,855,24,11059,8232,0.15110964260146484,1.3744323342415985,2.7187780258548964,0.00033972339877485493,62754514
row256_baseline_log_order,1588,256,256,39440,53950,38861,579,1142,35,11586,7940,0.14717330861909175,1.3679006085192698,2.5905596723184177,0.0003390978423522477,62793954
row256_baseline_log_order,1589,256,256,39662,54432,39162,500,935,23,11104,8350,0.15340241034685478,1.3723967525591245,2.487962255877649,0.0003384725667559867,62833616
row256_baseline_log_order,1590,256,256,39478,54842,38900,578,983,24,10694,8226,0.14999452973998031,1.3891787831197122,2.547029377131343,0.00033784757307738037,62873094
row256_baseline_log_order,1591,256,256,39651,54221,39104,547,933,13,11315,8104,0.14946238542262222,1.3674560540717762,2.5526071287625403,0.00033722286240724477,62912745
row256_baseline_log_order,1592,256,256,39726,53910,39284,442,803,23,11626,8072,0.1497310332034873,1.357045763479837,2.6674474508781265,0.0003365984358359022,62952471
row256_baseline_log_order,1593,256,256,39547,54406,39070,477,815,25,11130,8106,0.1489909201191045,1.3757301438794345,2.603833668884336,0.0003359742944531795,62992018
row256_baseline_log_order,1594,256,256,39400,53796,38688,712,1338,33,11740,7992,0.14856123131831364,1.3653807106598985,2.6641577822310074,0.0003353504393484051,63031418
row256_baseline_log_order,1595,256,256,39506,54035,38999,507,979,18,11501,8111,0.15010641251040993,1.3677669214802815,2.5464113627243186,0.0003347268716104083,63070924
row256_baseline_log_order,1596,256,256,39292,53839,38887,405,705,19,11697,7998,0.14855402217723213,1.370228036241474,2.4278520901043974,0.00033410359232751634,63110216
row256_baseline_log_order,1597,256,256,39433,53975,38966,467,1138,62,11561,8190,0.15173691523853636,1.3687774199274718,2.7255880311295226,0.0003334806025875536,63149649
row256_baseline_log_order,1598,256,256,39442,53979,38923,519,890,33,11557,7946,0.1472053946905278,1.3685665027128442,2.6134278922185414,0.00033285790347783875,63189091
row256_baseline_log_order,1599,256,256,39639,54461,38972,667,1341,32,11075,8140,0.1494647545950313,1.3739246701480865,2.578140573595314,0.0003322354960851832,63228730
row256_baseline_log_order,1600,256,256,39663,54514,39177,486,857,33,11022,8245,0.1512455516014235,1.3744295691198347,2.5540401100461736,0.0003316133814958894,63268393
row256_baseline_log_order,1601,256,256,39689,54790,39236,453,852,17,10746,8091,0.1476729330169739,1.3804832573257073,2.6338143271489955,0.0003309915607957487,63308082
row256_baseline_log_order,1602,256,256,39513,53800,39186,327,572,30,11736,8029,0.14923791821561339,1.3615772024397035,2.6488757881492857,0.0003303700350700394,63347595
row256_baseline_log_order,1603,256,256,39569,54335,38982,587,1040,32,11201,8117,0.14938805558111715,1.3731709166266521,2.64734202772434,0.00032974880540352516,63387164
row256_baseline_log_order,1604,256,256,39178,53353,38690,488,879,24,12183,8037,0.1506382021629524,1.3618101996018173,2.519914534253031,0.0003291278728804527,63426342
row256_baseline_log_order,1605,256,256,39594,53528,39274,320,585,21,12008,7952,0.14855776416081304,1.351922008385109,2.7720482723573805,0.00032850723858455035,63465936
