family,subtask,items,correct,wrong,score_pct,disc_tokens_correct_mean,disc_tokens_wrong_mean,disc_tokens_wrong_minus_correct,disc_tokens_wrong_high_auc,disc_low_lt50_frac_correct_mean,disc_low_lt50_frac_wrong_mean,disc_low_lt50_frac_wrong_minus_correct,disc_low_lt50_frac_wrong_high_auc,disc_low_lt100_frac_correct_mean,disc_low_lt100_frac_wrong_mean,disc_low_lt100_frac_wrong_minus_correct,disc_low_lt100_frac_wrong_high_auc,disc_rescue_lt50_ge50_frac_all_correct_mean,disc_rescue_lt50_ge50_frac_all_wrong_mean,disc_rescue_lt50_ge50_frac_all_wrong_minus_correct,disc_rescue_lt50_ge50_frac_all_wrong_high_auc,disc_rescue_lt100_ge50_frac_all_correct_mean,disc_rescue_lt100_ge50_frac_all_wrong_mean,disc_rescue_lt100_ge50_frac_all_wrong_minus_correct,disc_rescue_lt100_ge50_frac_all_wrong_high_auc,support_share_opportunity_correct_mean,support_share_opportunity_wrong_mean,support_share_opportunity_wrong_minus_correct,support_share_opportunity_wrong_high_auc
BLiMP,__ALL__,59875,40577,19298,67.76951983298538,2.0281440224757867,1.9238263032438594,-0.10431771923192734,0.47599602672070984,0.06008787525656688,0.05463063036386697,-0.005457244892699907,0.49652709875099876,0.09887582925818873,0.08708199467993229,-0.011793834578256446,0.4928871332357308,0.059246881590204165,0.053827438323241,-0.005419443266963163,0.4965183662858826,0.098034835591826,0.08616911942515632,-0.01186571616666969,0.4928808552599322,0.1369672282521161,0.1262462028233809,-0.01072102542873521,0.4937912211335423
Supplement,__ALL__,5218,3826,1392,73.32311230356459,2.95321484579195,2.2535919540229883,-0.6996228917689615,0.3598011338031977,0.013782889005053145,0.04123563218390804,0.027452743178854898,0.5338398495472598,0.022050879944241156,0.06591235632183907,0.04386147637759792,0.5537725656578402,0.013338560724864959,0.03997844827586207,0.02663988755099711,0.5339449982274936,0.02160655166405297,0.06465517241379311,0.04304862074974014,0.5537771659126004,0.03645788867657845,0.10612139138804766,0.0696635027114692,0.5535812326129147
EWoK,__ALL__,7618,3895,3723,51.12890522446836,1.9163029525032091,1.8775181305398871,-0.038784821963322,0.4953823455279381,0.06203038083012409,0.059513896882954095,-0.002516483947169995,0.49592058111513726,0.13311724433033803,0.12221870483353159,-0.010898539496806442,0.49147443105119376,0.05981600342319213,0.056992568716984514,-0.002823434706207613,0.4956952876284775,0.13090286692340608,0.119697376667562,-0.01120549025584408,0.4913217528205648,0.1834719596683307,0.17018635061661005,-0.013285609051720632,0.49071662568697444
COMPS,__ALL__,91028,47605,43423,52.297095399217824,3.3798970696355424,3.3848881928931673,0.004991123257624963,0.5014747784030184,0.19958560275281206,0.20548398204594231,0.0058983792931302514,0.507345713631308,0.2882989231823388,0.2957414767026033,0.0074425535202645166,0.5079882600210348,0.19664138420834146,0.20260340416478867,0.005962019956447212,0.5073961114754355,0.28535470463786816,0.29286089882144967,0.007506194183581505,0.5080663798238554,0.4461768433450352,0.45711348177203875,0.010936638427003542,0.5078664404788072
GlobalPIQA_parallel,__ALL__,103,23,80,22.33009708737864,14.826086956521738,11.8125,-3.0135869565217384,0.4296195652173913,0.0811492291031933,0.060950171150042434,-0.02019905795315087,0.4934782608695652,0.13326341926086172,0.11862021396954177,-0.014643205291319947,0.47391304347826085,0.0811492291031933,0.05747794892782021,-0.023671280175373094,0.48668478260869563,0.13326341926086172,0.11514799174731956,-0.018115427513542157,0.4717391304347826,0.1901950207863959,0.16597158703081044,-0.024223433755585472,0.4720108695652174
GlobalPIQA_nonparallel,__ALL__,100,47,53,47.0,2.978723404255319,3.547169811320755,0.5684464070654358,0.5120433560818948,0.11773049645390071,0.14386792452830188,0.02613742807440117,0.5283018867924528,0.1723404255319149,0.24438454627133874,0.07204412073942384,0.5708550782818146,0.11063829787234043,0.14386792452830188,0.03322962665596145,0.5317141710156563,0.1652482269503546,0.24438454627133874,0.07913631932098414,0.5760738659173023,0.26333408373485123,0.3894643691119186,0.12613028537706739,0.567442794058611
Supplement,hypernym,842,413,429,49.049881235154395,2.0508474576271185,2.0023310023310024,-0.048516455296116145,0.49146616095768636,0.09027441485068603,0.08962703962703963,-0.0006473752236463987,0.49733035326255665,0.1341000807102502,0.13026418026418027,-0.003835900446069934,0.4937632988480446,0.08664245359160613,0.08613053613053613,-0.0005119174610700022,0.4973642177032008,0.1304681194511703,0.12676767676767678,-0.00370044268349351,0.4937971632886887,0.24042658084405172,0.23241848404368784,-0.008008096800363879,0.49283202673033183
Supplement,qa_congruence_easy,64,42,22,65.625,3.1666666666666665,3.9545454545454546,0.7878787878787881,0.6504329004329005,0.07698412698412699,0.07954545454545454,0.002561327561327556,0.5189393939393939,0.12976190476190477,0.10606060606060606,-0.02370129870129871,0.4588744588744589,0.07698412698412699,0.07954545454545454,0.002561327561327556,0.5189393939393939,0.12976190476190477,0.10606060606060606,-0.02370129870129871,0.4588744588744589,0.187524309006244,0.19965138571825686,0.012127076712012852,0.4816017316017316
Supplement,qa_congruence_tricky,165,73,92,44.24242424242424,3.5753424657534247,3.7934782608695654,0.21813579511614067,0.5641006551518761,0.07031963470319634,0.1326086956521739,0.062289060948977557,0.5575491363907088,0.15114155251141553,0.1769927536231884,0.02585120111177286,0.5034246575342466,0.06757990867579909,0.1298913043478261,0.062311395672026995,0.5611226920786182,0.14840182648401828,0.17427536231884055,0.02587353583482227,0.503499106611078,0.19422594096087084,0.2527133962887235,0.05848745532785268,0.5217391304347826
Supplement,subject_aux_inversion,3867,3115,752,80.55340056891647,3.1113964686998394,2.1914893617021276,-0.9199071069977118,0.32225056350534476,0.00227394328517924,0.006648936170212766,0.004374992885033526,0.5095377548580992,0.0040128410914927765,0.022938829787234043,0.018925988695741268,0.5314207591953827,0.00227394328517924,0.006648936170212766,0.004374992885033526,0.5095377548580992,0.0040128410914927765,0.022938829787234043,0.018925988695741268,0.5314207591953827,0.0058225327510722175,0.02708973964502133,0.021267206893949113,0.5311644069533145
