group_field,group_value,n,true_nll_advantage_vs_decoy_mean,true_nll_advantage_vs_decoy_p05,true_nll_advantage_vs_decoy_p95,true_reduction_vs_base_mean,true_reduction_vs_base_p05,true_reduction_vs_base_p95
target_kind,content,63,2.4050866384354848,-3.3103044033050537,11.251433944702148,1.7058617879473974,-5.186664295196533,11.139977741241456
overlap_bin,0p4_0p6,41,2.786827354896359,-1.117990493774414,11.205562591552734,2.191969080669124,-4.634993553161621,11.161252975463867
changed_frac_bin,0p2_0p4,30,1.711032787958781,-4.552718353271484,10.87545175552368,1.1875471433003744,-6.425739288330078,11.151755809783936
changed_frac_bin,0p4_0p6,25,2.9799100494384767,-0.35554656982421873,10.873540878295893,2.2520749092102053,-3.431430435180664,9.50943374633789
