endpoint,anchor,input_form,source,n_common_sentences_filtered,delta_row_context_loss,delta_isolation_loss,delta_context_gain,se_delta_context_gain
dense64_u0080,chck82_slow_scale1p75,with_special,bnc_spoken,120,0.04839325392968021,0.06687601243174868,0.018482758502068465,0.0318749183483255
dense64_u0080,chck82_slow_scale1p75,with_special,childes,106,-0.0028239170726851196,0.06853808187969541,0.07136199895238053,0.025346916355285194
dense64_u0080,chck82_slow_scale1p75,with_special,gutenberg,119,0.0911155396567642,0.1171273585915675,0.026011818934803314,0.02887082513380383
dense64_u0080,chck82_slow_scale1p75,with_special,open_subtitles,120,0.08225528359835152,0.08186375834059921,-0.00039152525775231574,0.03663908381831863
dense64_u0080,chck82_slow_scale1p75,with_special,simple_wiki,107,0.07220747476774399,0.1237405685829782,0.05153309381523422,0.038521150404522746
dense64_u0080,chck82_slow_scale1p75,with_special,switchboard,51,0.05277782097897109,0.04840549472354207,-0.0043723262554290244,0.02535599724656082
dense65_u0080,chck82_slow_scale1p75,with_special,bnc_spoken,120,0.051897031308423415,0.06882794889631137,0.01693091758788796,0.032081559181353525
dense65_u0080,chck82_slow_scale1p75,with_special,childes,106,-0.00173886149861642,0.06946341671731339,0.07120227821592981,0.025142892994066766
dense65_u0080,chck82_slow_scale1p75,with_special,gutenberg,119,0.09229860709346205,0.11991992228010967,0.02762131518664762,0.029231153923333742
dense65_u0080,chck82_slow_scale1p75,with_special,open_subtitles,120,0.08704861714456152,0.0833433858302063,-0.0037052313143552357,0.03696430241104889
dense65_u0080,chck82_slow_scale1p75,with_special,simple_wiki,107,0.07636051315152756,0.12891125880947737,0.0525507456579498,0.038873194768250754
dense65_u0080,chck82_slow_scale1p75,with_special,switchboard,51,0.05686651626784427,0.05212124641619477,-0.004745269851649509,0.02548823205008024
chck82_slow_scale1p75,coherent86_alpha075,with_special,bnc_spoken,120,0.020335571005610596,-0.0028447520652359042,-0.023180323070846498,0.009288869882951634
chck82_slow_scale1p75,coherent86_alpha075,with_special,childes,106,0.009408226871614115,-0.018036183131012223,-0.02744441000262634,0.013213800514475724
chck82_slow_scale1p75,coherent86_alpha075,with_special,gutenberg,119,0.008283794041676056,0.004282885026617148,-0.004000909015058908,0.010171418848289298
