family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_margin_full_a_minus_b,delta_mean_effect_no_initial_qbox_a_minus_b,delta_mean_effect_no_last_relevant_update_a_minus_b,delta_mean_effect_no_all_relevant_updates_a_minus_b,mean_effect_no_all_relevant_updates_a,mean_effect_no_all_relevant_updates_b,mean_effect_no_initial_qbox_a,mean_effect_no_initial_qbox_b,mean_effect_no_last_relevant_update_a,mean_effect_no_last_relevant_update_b,mean_margin_full_a,mean_margin_full_b
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,ALL,VminusC,1221,-0.6230849403396773,0.47922672198308874,0.10243957784457047,1.1760362153849966,-0.8925950563071108,-2.0686312716921074,0.6256757594590105,0.1464490374759218,-0.42602651505856903,-0.5284660929031395,-0.11838020324511767,0.5047047370945597
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,rel_ge2,VminusC,1205,-0.6172528905863583,0.4729634180108542,0.0960943801150777,1.183946242718281,-0.9069933340015253,-2.0909395767198062,0.6101707677870866,0.1372073497762324,-0.43422969179034726,-0.530324071905425,-0.1127824472193896,0.5044704433669688
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,rel_ge3,VminusC,716,-0.7659687909750299,0.5898375057891094,0.05433037877082825,1.416526918689715,-1.0108088702379658,-2.4273357889276808,0.6281381445890032,0.03830063879989379,-0.43527330408216186,-0.4896036828529901,0.004611227682182909,0.7705800186572128
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,rel_updates_1,VminusC,16,-1.0623111873865128,0.9509318023920059,0.5803122818470001,0.5803122818470001,0.19177523255348206,-0.38853704929351807,1.7933954447507858,0.8424636423587799,0.19177523255348206,-0.38853704929351807,-0.5399612039327621,0.5223499834537506
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,rel_updates_2,VminusC,489,-0.3995011836777923,0.301834896846783,0.15724576040645316,0.8433986680852611,-0.7549853095735265,-1.5983839776587876,0.5838627068664887,0.28202781001970567,-0.43270162144077823,-0.5899473818472314,-0.284671754437234,0.11482942924055829
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,rel_updates_3,VminusC,296,-0.9468749775677114,0.6041691055571711,-0.02698536267554441,1.3046420248779091,-1.119035420788301,-2.4236774456662102,0.5707825732392233,-0.0333865323179477,-0.49575356092001943,-0.468768198244475,-0.3024192541032224,0.644455723464489
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,rel_updates_4,VminusC,326,-0.33838103437350575,0.5123396560641155,0.12683740724449505,1.5409532435512614,-0.865785997246672,-2.4067392407979336,0.6430873318683882,0.13074767580427274,-0.4046562703474899,-0.531493677591985,0.11051367963749938,0.4488947140110051
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,rel_updates_5,VminusC,94,-1.6792174869395318,0.8134773513104053,0.05892791266136982,1.3373242236198264,-1.1729620365386313,-2.5102862601584577,0.7569021240193793,-0.056575227291026015,-0.3510073144385155,-0.40993522709988534,0.6041519007784255,2.2833693877179573
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,type_ambiref,VminusC,399,-0.09042265458513321,-0.0015113361571964523,-0.07113168170129447,0.34501702401945755,-0.6698255268553445,-1.014842550874802,0.22587057940643235,0.2273819155636288,-0.4273371508246974,-0.35620546912340295,0.21628349167960031,0.3067061462647335
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,type_move_contents,VminusC,381,-0.9792045809309001,0.6998765439655523,0.26877977200380465,1.547734721830198,-0.9130829063456828,-2.4608176281758807,0.8548468481993737,0.15497030423382135,-0.42619794990446935,-0.694977721908274,-0.46384060163823326,0.5153639792926669
entity_ablation,D,D_VS_43122,D_C_43122,chck_100M,43122,type_regular,VminusC,441,-0.7973494957836847,0.7235507651183611,0.11577136601720533,1.606783440780072,-1.076448052648514,-2.683231493428586,0.7894129069213695,0.06586214180300835,-0.4246925913692872,-0.5404639573864926,-0.12271218167410956,0.6746373141095752
entity_ablation,D,D_VS_43122,D_C_43122,chck_80M,43122,ALL,VminusC,1221,-0.6119409072457719,0.43846216929632553,0.19020871111450388,0.8899571404935003,-1.072678237225949,-1.9626353777194492,0.40687305584586514,-0.03158911345046041,-0.3766846332659397,-0.5668933443804436,-0.021167404894746784,0.5907735023510251
entity_ablation,D,D_VS_43122,D_C_43122,chck_80M,43122,rel_ge2,VminusC,1205,-0.6061796829660898,0.43074116110801697,0.18157127620768249,0.8906109710390142,-1.092062067565087,-1.9826730386041012,0.3909531557213716,-0.03978800538664537,-0.3868270547558163,-0.5683983309634988,-0.01563896012504071,0.5905407228410491
entity_ablation,D,D_VS_43122,D_C_43122,chck_80M,43122,rel_ge3,VminusC,716,-0.7811494379528076,0.5222920505069821,0.156568961249217,1.0467879963549658,-1.210717443980318,-2.257505440335284,0.40365867350021556,-0.11863337700676652,-0.36321010973366946,-0.5197790709828864,0.04128003969538811,0.8224294776481956
entity_ablation,D,D_VS_43122,D_C_43122,chck_80M,43122,rel_updates_1,VminusC,16,-1.0458331108093262,1.0199505984783173,0.8407155275344849,0.8407155275344849,0.38716648519039154,-0.4535490423440933,1.6058405339717865,0.5858899354934692,0.38716648519039154,-0.4535490423440933,-0.4375284016132355,0.6083047091960907
