family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_gain_a_minus_b
copy,D,43122,ALL,VminusC,2000,3,0.20377648262588233
copy,D,43122,domain_bnc_spoken,VminusC,180,3,0.30569293235161304
copy,D,43122,domain_childes,VminusC,642,3,0.15623406416110175
copy,D,43122,domain_gutenberg,VminusC,468,3,0.23968764556962677
copy,D,43122,domain_open_subtitles,VminusC,434,3,0.16441336964618655
copy,D,43122,domain_simple_wiki,VminusC,272,3,0.25510794939520337
copy,D,43122,domain_switchboard,VminusC,4,3,-0.173153637869594
copy,D,43122,span_1,VminusC,1000,3,0.270005856189131
copy,D,43122,span_4,VminusC,1000,3,0.13754710906263382
