family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_gain_a_minus_b
rewrite,D,43122,ALL,VminusC,5892,3,-0.37427026190847174
rewrite,D,43122,token_nonoverlap,VminusC,2732,3,-0.0354757545239317
rewrite,D,43122,token_overlap,VminusC,3160,3,-0.6671774119637138
