family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
rewrite,D,D_VS_43122,D_C_43122,chck_100M,43122,ALL,VminusC,5892,-0.36095967776807036,3.6499450088575873,4.010904686625658
rewrite,D,D_VS_43122,D_C_43122,chck_100M,43122,token_nonoverlap,VminusC,2732,-0.0009605481480570166,1.2714147780855536,1.2723753262336106
rewrite,D,D_VS_43122,D_C_43122,chck_100M,43122,token_overlap,VminusC,3160,-0.6721994316041071,5.706319879259232,6.378519310863339
rewrite,D,D_VS_43122,D_C_43122,chck_80M,43122,ALL,VminusC,5892,-0.3730132784742839,3.629874071305477,4.002887349779761
rewrite,D,D_VS_43122,D_C_43122,chck_80M,43122,token_nonoverlap,VminusC,2732,-0.08218600992611069,1.1865221956263448,1.2687082055524554
rewrite,D,D_VS_43122,D_C_43122,chck_80M,43122,token_overlap,VminusC,3160,-0.6244500182444144,5.742290946101487,6.366740964345901
rewrite,D,D_VS_43122,D_C_43122,chck_90M,43122,ALL,VminusC,5892,-0.388837829483061,3.6274964200721533,4.016334249555214
rewrite,D,D_VS_43122,D_C_43122,chck_90M,43122,token_nonoverlap,VminusC,2732,-0.023280705497627396,1.2515137386917359,1.2747944441893633
rewrite,D,D_VS_43122,D_C_43122,chck_90M,43122,token_overlap,VminusC,3160,-0.7048827860426199,5.681668788911172,6.386551574953792
