frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,signed_c1,signed_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,target_word_free_context
OD_00001,BASE_0001,none,empty_full,glass,empty,full,-1.8483448028564453,-1.8483448028564453,-1.8483448028564453,1.8483448028564453,0.0,-1.8483448028564453,False,False,True,False
OD_00002,BASE_0001,prior_only_contradict,empty_full,glass,empty,full,-1.7140798568725586,-1.6445045471191406,-1.7140798568725586,1.6445045471191406,-0.06957530975341797,-1.7140798568725586,False,False,True,False
OD_00003,BASE_0001,action_only,empty_full,glass,empty,full,-1.9478492736816406,-1.8114070892333984,-1.9478492736816406,1.8114070892333984,-0.1364421844482422,-1.9478492736816406,False,False,True,False
OD_00004,BASE_0001,action_distance,empty_full,glass,empty,full,-1.8975625038146973,-1.699739933013916,-1.8975625038146973,1.699739933013916,-0.19782257080078125,-1.8975625038146973,False,False,True,False
OD_00005,BASE_0001,contradict_adjacent,empty_full,glass,empty,full,-1.8638811111450195,-1.787832260131836,-1.8638811111450195,1.787832260131836,-0.0760488510131836,-1.8638811111450195,False,False,True,False
OD_00006,BASE_0001,contradict_then,empty_full,glass,empty,full,-1.8518648147583008,-1.8347492218017578,-1.8518648147583008,1.8347492218017578,-0.01711559295654297,-1.8518648147583008,False,False,True,False
OD_00007,BASE_0001,contradict_distance,empty_full,glass,empty,full,-1.8272876739501953,-1.8825411796569824,-1.8272876739501953,1.8825411796569824,0.05525350570678711,-1.8272876739501953,False,False,True,False
OD_00008,BASE_0001,consistent_adjacent,empty_full,glass,empty,full,-1.761220932006836,-1.9881525039672852,-1.761220932006836,1.9881525039672852,0.22693157196044922,-1.761220932006836,False,False,True,False
OD_00009,BASE_0001,explicit_override_direct,empty_full,glass,empty,full,-1.623291015625,-1.6743497848510742,-1.623291015625,1.6743497848510742,0.05105876922607422,-1.623291015625,False,False,True,False
OD_00010,BASE_0001,tf_prior_only_contradict,empty_full,glass,empty,full,-1.9645848274230957,-1.9256858825683594,-1.9645848274230957,1.9256858825683594,-0.03889894485473633,-1.9645848274230957,False,False,True,True
OD_00011,BASE_0001,tf_action_only,empty_full,glass,empty,full,-1.6834301948547363,-1.7311663627624512,-1.6834301948547363,1.7311663627624512,0.047736167907714844,-1.6834301948547363,False,False,True,True
OD_00012,BASE_0001,tf_contradict_adjacent,empty_full,glass,empty,full,-1.7588520050048828,-1.7139053344726562,-1.7588520050048828,1.7139053344726562,-0.04494667053222656,-1.7588520050048828,False,False,True,True
OD_00013,BASE_0001,tf_contradict_distance,empty_full,glass,empty,full,-1.7798991203308105,-1.6659736633300781,-1.7798991203308105,1.6659736633300781,-0.11392545700073242,-1.7798991203308105,False,False,True,True
OD_00014,BASE_0002,none,empty_full,glass,empty,full,-1.8483448028564453,-1.8483448028564453,-1.8483448028564453,1.8483448028564453,0.0,-1.8483448028564453,False,False,True,False
OD_00015,BASE_0002,prior_only_contradict,empty_full,glass,empty,full,-1.7140798568725586,-1.6445045471191406,-1.7140798568725586,1.6445045471191406,-0.06957530975341797,-1.7140798568725586,False,False,True,False
OD_00016,BASE_0002,action_only,empty_full,glass,empty,full,-1.9038209915161133,-1.763188362121582,-1.9038209915161133,1.763188362121582,-0.14063262939453125,-1.9038209915161133,False,False,True,False
OD_00017,BASE_0002,action_distance,empty_full,glass,empty,full,-1.86250638961792,-1.658747673034668,-1.86250638961792,1.658747673034668,-0.20375871658325195,-1.86250638961792,False,False,True,False
OD_00018,BASE_0002,contradict_adjacent,empty_full,glass,empty,full,-1.817197322845459,-1.7358789443969727,-1.817197322845459,1.7358789443969727,-0.08131837844848633,-1.817197322845459,False,False,True,False
OD_00019,BASE_0002,contradict_then,empty_full,glass,empty,full,-1.8183660507202148,-1.7990107536315918,-1.8183660507202148,1.7990107536315918,-0.019355297088623047,-1.8183660507202148,False,False,True,False
OD_00020,BASE_0002,contradict_distance,empty_full,glass,empty,full,-1.7900266647338867,-1.8459043502807617,-1.7900266647338867,1.8459043502807617,0.055877685546875,-1.7900266647338867,False,False,True,False
OD_00021,BASE_0002,consistent_adjacent,empty_full,glass,empty,full,-1.7490205764770508,-1.9490866661071777,-1.7490205764770508,1.9490866661071777,0.20006608963012695,-1.7490205764770508,False,False,True,False
OD_00022,BASE_0002,explicit_override_direct,empty_full,glass,empty,full,-1.623291015625,-1.6743497848510742,-1.623291015625,1.6743497848510742,0.05105876922607422,-1.623291015625,False,False,True,False
OD_00023,BASE_0002,tf_prior_only_contradict,empty_full,glass,empty,full,-1.9645848274230957,-1.9256858825683594,-1.9645848274230957,1.9256858825683594,-0.03889894485473633,-1.9645848274230957,False,False,True,True
OD_00024,BASE_0002,tf_action_only,empty_full,glass,empty,full,-1.6718101501464844,-1.7331295013427734,-1.6718101501464844,1.7331295013427734,0.06131935119628906,-1.6718101501464844,False,False,True,True
OD_00025,BASE_0002,tf_contradict_adjacent,empty_full,glass,empty,full,-1.7431926727294922,-1.7168712615966797,-1.7431926727294922,1.7168712615966797,-0.0263214111328125,-1.7431926727294922,False,False,True,True
OD_00026,BASE_0002,tf_contradict_distance,empty_full,glass,empty,full,-1.7632532119750977,-1.668569564819336,-1.7632532119750977,1.668569564819336,-0.09468364715576172,-1.7632532119750977,False,False,True,True
OD_00027,BASE_0003,none,empty_full,glass,empty,full,-1.8483448028564453,-1.8483448028564453,-1.8483448028564453,1.8483448028564453,0.0,-1.8483448028564453,False,False,True,False
OD_00028,BASE_0003,prior_only_contradict,empty_full,glass,empty,full,-1.7140798568725586,-1.6445045471191406,-1.7140798568725586,1.6445045471191406,-0.06957530975341797,-1.7140798568725586,False,False,True,False
OD_00029,BASE_0003,action_only,empty_full,glass,empty,full,-1.9063096046447754,-1.7494010925292969,-1.9063096046447754,1.7494010925292969,-0.15690851211547852,-1.9063096046447754,False,False,True,False
OD_00030,BASE_0003,action_distance,empty_full,glass,empty,full,-1.8699274063110352,-1.6828784942626953,-1.8699274063110352,1.6828784942626953,-0.18704891204833984,-1.8699274063110352,False,False,True,False
OD_00031,BASE_0003,contradict_adjacent,empty_full,glass,empty,full,-1.8273820877075195,-1.7431507110595703,-1.8273820877075195,1.7431507110595703,-0.08423137664794922,-1.8273820877075195,False,False,True,False
OD_00032,BASE_0003,contradict_then,empty_full,glass,empty,full,-1.825765609741211,-1.7988128662109375,-1.825765609741211,1.7988128662109375,-0.026952743530273438,-1.825765609741211,False,False,True,False
OD_00033,BASE_0003,contradict_distance,empty_full,glass,empty,full,-1.8023734092712402,-1.8567304611206055,-1.8023734092712402,1.8567304611206055,0.054357051849365234,-1.8023734092712402,False,False,True,False
OD_00034,BASE_0003,consistent_adjacent,empty_full,glass,empty,full,-1.7499074935913086,-1.960134506225586,-1.7499074935913086,1.960134506225586,0.21022701263427734,-1.7499074935913086,False,False,True,False
OD_00035,BASE_0003,explicit_override_direct,empty_full,glass,empty,full,-1.623291015625,-1.6743497848510742,-1.623291015625,1.6743497848510742,0.05105876922607422,-1.623291015625,False,False,True,False
OD_00036,BASE_0003,tf_prior_only_contradict,empty_full,glass,empty,full,-1.9645848274230957,-1.9256858825683594,-1.9645848274230957,1.9256858825683594,-0.03889894485473633,-1.9645848274230957,False,False,True,True
OD_00037,BASE_0003,tf_action_only,empty_full,glass,empty,full,-1.649916648864746,-1.7202410697937012,-1.649916648864746,1.7202410697937012,0.07032442092895508,-1.649916648864746,False,False,True,True
OD_00038,BASE_0003,tf_contradict_adjacent,empty_full,glass,empty,full,-1.7438135147094727,-1.7245330810546875,-1.7438135147094727,1.7245330810546875,-0.019280433654785156,-1.7438135147094727,False,False,True,True
OD_00039,BASE_0003,tf_contradict_distance,empty_full,glass,empty,full,-1.7528696060180664,-1.659395694732666,-1.7528696060180664,1.659395694732666,-0.09347391128540039,-1.7528696060180664,False,False,True,True
OD_00040,BASE_0004,none,empty_full,glass,empty,full,-1.8483448028564453,-1.8483448028564453,-1.8483448028564453,1.8483448028564453,0.0,-1.8483448028564453,False,False,True,False
OD_00041,BASE_0004,prior_only_contradict,empty_full,glass,empty,full,-1.7140798568725586,-1.6445045471191406,-1.7140798568725586,1.6445045471191406,-0.06957530975341797,-1.7140798568725586,False,False,True,False
OD_00042,BASE_0004,action_only,empty_full,glass,empty,full,-1.936110019683838,-1.7802791595458984,-1.936110019683838,1.7802791595458984,-0.15583086013793945,-1.936110019683838,False,False,True,False
OD_00043,BASE_0004,action_distance,empty_full,glass,empty,full,-1.8799057006835938,-1.6872453689575195,-1.8799057006835938,1.6872453689575195,-0.19266033172607422,-1.8799057006835938,False,False,True,False
