arch,arm,checkpoint,companion_words,gain,probe_family,probe_id,repeated_nll,role,seed,source_domain,source_example_id,source_words,span_len,unrepeated_nll
BASE0,BASE0,chck_80M,19,1.8181598223745823,heldout_natural_source_repeat,heldoutcopy:1:0:34715,0.01719343289732933,,NA,gutenberg,34715,31,1,1.8353532552719116
BASE0,BASE0,chck_80M,8,2.4692053217440844,heldout_natural_source_repeat,heldoutcopy:1:100:46093,0.016630707308650017,,NA,open_subtitles,46093,11,1,2.4858360290527344
BASE0,BASE0,chck_80M,17,4.8250914961099625,heldout_natural_source_repeat,heldoutcopy:1:101:9638,0.16198717057704926,,NA,childes,9638,28,1,4.987078666687012
BASE0,BASE0,chck_80M,8,6.576948534697294,heldout_natural_source_repeat,heldoutcopy:1:102:38847,0.03139268234372139,,NA,open_subtitles,38847,12,1,6.608341217041016
BASE0,BASE0,chck_80M,28,5.0882518365979195,heldout_natural_source_repeat,heldoutcopy:1:103:25389,0.03460811823606491,,NA,gutenberg,25389,52,1,5.122859954833984
BASE0,BASE0,chck_80M,16,10.220153540372849,heldout_natural_source_repeat,heldoutcopy:1:104:23610,0.15418365597724915,,NA,gutenberg,23610,25,1,10.374337196350098
BASE0,BASE0,chck_80M,8,3.485142007470131,heldout_natural_source_repeat,heldoutcopy:1:105:9850,0.23791955411434174,,NA,childes,9850,11,1,3.7230615615844727
BASE0,BASE0,chck_80M,20,0.00889117643237114,heldout_natural_source_repeat,heldoutcopy:1:106:33545,0.052000999450683594,,NA,gutenberg,33545,33,1,0.06089217588305473
BASE0,BASE0,chck_80M,8,3.3893779926002026,heldout_natural_source_repeat,heldoutcopy:1:107:27677,0.02010234072804451,,NA,gutenberg,27677,10,1,3.409480333328247
BASE0,BASE0,chck_80M,9,0.004828989505767822,heldout_natural_source_repeat,heldoutcopy:1:108:31140,0.018024342134594917,,NA,gutenberg,31140,15,1,0.02285333164036274
BASE0,BASE0,chck_80M,9,9.472590181976557,heldout_natural_source_repeat,heldoutcopy:1:109:39267,0.03313663229346275,,NA,open_subtitles,39267,14,1,9.50572681427002
BASE0,BASE0,chck_80M,8,5.381348580121994,heldout_natural_source_repeat,heldoutcopy:1:10:4664,0.414397269487381,,NA,bnc_spoken,4664,11,1,5.795745849609375
BASE0,BASE0,chck_80M,8,3.9179760962724686,heldout_natural_source_repeat,heldoutcopy:1:110:42641,0.14420537650585175,,NA,open_subtitles,42641,12,1,4.06218147277832
BASE0,BASE0,chck_80M,8,1.802169494330883,heldout_natural_source_repeat,heldoutcopy:1:111:16252,0.09612948447465897,,NA,childes,16252,10,1,1.898298978805542
BASE0,BASE0,chck_80M,8,6.251188039779663,heldout_natural_source_repeat,heldoutcopy:1:112:21179,0.34664225578308105,,NA,childes,21179,13,1,6.597830295562744
BASE0,BASE0,chck_80M,15,6.425648003816605,heldout_natural_source_repeat,heldoutcopy:1:113:36547,0.07781383395195007,,NA,gutenberg,36547,24,1,6.503461837768555
BASE0,BASE0,chck_80M,28,1.080933915451169,heldout_natural_source_repeat,heldoutcopy:1:114:31372,0.023681415244936943,,NA,gutenberg,31372,53,1,1.104615330696106
