adapter_params_loaded,adapter_scale_config,checkpoint,device,elapsed_sec,loaded_class,records,role,total_params_loaded
0,1.75,chck_80M,cuda:0,27.01,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,BASE0,34467424
0,1.75,chck_90M,cuda:0,25.15,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,BASE0,34467424
0,1.75,chck_100M,cuda:0,26.04,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,BASE0,34467424
0,1.75,chck_80M,cuda:0,25.33,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,DOSE21,34467424
0,1.75,chck_90M,cuda:0,25.13,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,DOSE21,34467424
0,1.75,chck_100M,cuda:0,26.04,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,DOSE21,34467424
0,1.75,chck_80M,cuda:0,24.89,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,DOSE25,34467424
0,1.75,chck_90M,cuda:0,25.11,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,DOSE25,34467424
0,1.75,chck_100M,cuda:0,25.37,transformers.models.deberta_v2.modeling_deberta_v2.DebertaV2ForMaskedLM,32476,DOSE25,34467424
