role,token_class,n_checkpoints,n,T,U,N,A_T,A_U,G
BASE0,nonoverlap,3,2732.0,6.349112197106227,7.975652129391164,8.296715522376777,1.94760332527055,0.321063392985614,1.6265399322849359
BASE0,overlap,3,3160.0,1.4837738597777967,7.868426249619575,8.098476534399287,6.61470267462149,0.23005028477971115,6.384652389841778
DOSE21,nonoverlap,3,2732.0,6.255565767995731,7.931416557724518,8.23838599427981,1.9828202262840777,0.3069694365552918,1.675850789728786
DOSE21,overlap,3,3160.0,1.5460521041239534,7.841942795621377,8.078074027859815,6.5320219237358605,0.23613123223843754,6.295890691497423
DOSE25,nonoverlap,3,2732.0,6.244439295000816,8.013504540284558,8.308170669880756,2.0637313748799397,0.2946661295961968,1.769065245283743
DOSE25,overlap,3,3160.0,1.3945736447912112,8.031977898235246,8.155412274248453,6.760838629457243,0.12343437601320979,6.637404253444033
