overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
ALL,overlap,DOSE21minusBASE0,gain_T_vs_N,1200,-0.013686567025918821,0.04204005899499865,0.49083333333333334
ALL,overlap,DOSE21minusBASE0,gain_U_vs_N,1200,-0.008661433622304078,0.026044506531902822,0.4925
ALL,overlap,DOSE25minusBASE0,gain_T_vs_U,1200,0.0845017501804735,0.0425396773654311,0.5225
ALL,overlap,DOSE25minusBASE0,gain_T_vs_N,1200,0.06905446446365708,0.04320798420279029,0.5066666666666667
ALL,overlap,DOSE25minusBASE0,gain_U_vs_N,1200,-0.015447285716816413,0.027276040330143525,0.4925
ALL,overlap,DOSE25minusDOSE21,gain_T_vs_U,1200,0.08952688358408825,0.043932382070354985,0.5233333333333333
ALL,overlap,DOSE25minusDOSE21,gain_T_vs_N,1200,0.08274103148957591,0.042986126885455264,0.5216666666666666
ALL,overlap,DOSE25minusDOSE21,gain_U_vs_N,1200,-0.006785852094512344,0.026361348786649485,0.49583333333333335
high,ALL,DOSE21minusBASE0,gain_T_vs_U,400,-0.038099428581978526,0.04582311404555226,0.495
high,ALL,DOSE21minusBASE0,gain_T_vs_N,400,-0.07202321349420043,0.0453872175135958,0.4525
high,ALL,DOSE21minusBASE0,gain_U_vs_N,400,-0.033923784912221894,0.022803055183978443,0.4625
high,ALL,DOSE25minusBASE0,gain_T_vs_U,400,0.13018921140260015,0.043712312737329326,0.595
high,ALL,DOSE25minusBASE0,gain_T_vs_N,400,0.08638952154242967,0.045435036787747914,0.5475
high,ALL,DOSE25minusBASE0,gain_U_vs_N,400,-0.04379968986017047,0.025451113852197164,0.4675
high,ALL,DOSE25minusDOSE21,gain_T_vs_U,400,0.1682886399845787,0.0434107294217085,0.5675
high,ALL,DOSE25minusDOSE21,gain_T_vs_N,400,0.15841273503663011,0.0419325776379134,0.585
high,ALL,DOSE25minusDOSE21,gain_U_vs_N,400,-0.009875904947948587,0.023856083021448288,0.5075
high,nonoverlap,DOSE21minusBASE0,gain_T_vs_U,400,-0.0733371186442673,0.052604849637888675,0.4825
high,nonoverlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.06562010574009036,0.05222780540413752,0.4925
high,nonoverlap,DOSE21minusBASE0,gain_U_vs_N,400,0.007717012904176959,0.024655038073526196,0.505
high,nonoverlap,DOSE25minusBASE0,gain_T_vs_U,400,0.13566462729591877,0.053254314370832743,0.5375
high,nonoverlap,DOSE25minusBASE0,gain_T_vs_N,400,0.10698544943045515,0.05154541626760693,0.535
high,nonoverlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.028679177865463618,0.027509459256321655,0.49
high,nonoverlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.20900174594018608,0.053299325441083824,0.5725
high,nonoverlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.17260555517054552,0.05306648907607704,0.585
high,nonoverlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.03639619076964058,0.02681768877012925,0.48
high,overlap,DOSE21minusBASE0,gain_T_vs_U,400,-0.0028617385196897517,0.07266292196092365,0.4775
high,overlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.07842632124831045,0.07018970065724042,0.465
high,overlap,DOSE21minusBASE0,gain_U_vs_N,400,-0.07556458272862072,0.03935692749737149,0.46
high,overlap,DOSE25minusBASE0,gain_T_vs_U,400,0.12471379550928154,0.06816631326955905,0.54
high,overlap,DOSE25minusBASE0,gain_T_vs_N,400,0.06579359365440418,0.06903431661477763,0.495
high,overlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.05892020185487732,0.043267956752488526,0.4875
high,overlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.12757553402897126,0.07010104577257964,0.555
high,overlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.14421991490271466,0.06527395061328144,0.5575
high,overlap,DOSE25minusDOSE21,gain_U_vs_N,400,0.016644380873743404,0.041927626713181204,0.5275
low,ALL,DOSE21minusBASE0,gain_T_vs_U,400,-0.003656529795262036,0.04653118289792011,0.4975
low,ALL,DOSE21minusBASE0,gain_T_vs_N,400,-0.015282663890975514,0.04513847644210249,0.515
low,ALL,DOSE21minusBASE0,gain_U_vs_N,400,-0.011626134095713501,0.029757846067428474,0.5
low,ALL,DOSE25minusBASE0,gain_T_vs_U,400,0.0724798965077692,0.04819818818560347,0.515
low,ALL,DOSE25minusBASE0,gain_T_vs_N,400,0.04147080776543589,0.050492227684863854,0.5125
low,ALL,DOSE25minusBASE0,gain_U_vs_N,400,-0.031009088742333307,0.030811226003611147,0.4875
low,ALL,DOSE25minusDOSE21,gain_T_vs_U,400,0.07613642630303126,0.04902891599678417,0.525
low,ALL,DOSE25minusDOSE21,gain_T_vs_N,400,0.05675347165641142,0.04901775224737049,0.5175
low,ALL,DOSE25minusDOSE21,gain_U_vs_N,400,-0.01938295464661981,0.02992618841721051,0.4875
low,nonoverlap,DOSE21minusBASE0,gain_T_vs_U,400,-0.03378904662017401,0.04893387057139342,0.5075
low,nonoverlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.10928703799378127,0.04918677320680277,0.465
low,nonoverlap,DOSE21minusBASE0,gain_U_vs_N,400,-0.07549799137360727,0.0314983385211848,0.455
low,nonoverlap,DOSE25minusBASE0,gain_T_vs_U,400,0.04022950893966483,0.044736329486110914,0.52
low,nonoverlap,DOSE25minusBASE0,gain_T_vs_N,400,-0.05098441976374793,0.04673831382661318,0.4875
low,nonoverlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.09121392870341273,0.033828262967019844,0.46
low,nonoverlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.0740185555598388,0.052449490404166355,0.515
low,nonoverlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.05830261823003334,0.04920975598723237,0.485
low,nonoverlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.015715937329805453,0.03198347947386318,0.4775
low,overlap,DOSE21minusBASE0,gain_T_vs_U,400,0.026475987029649907,0.07911250200178266,0.5125
low,overlap,DOSE21minusBASE0,gain_T_vs_N,400,0.07872171021183019,0.07153081979441155,0.51
low,overlap,DOSE21minusBASE0,gain_U_vs_N,400,0.05224572318218028,0.05085795691496366,0.525
low,overlap,DOSE25minusBASE0,gain_T_vs_U,400,0.10473028407587356,0.08287627760216956,0.5275
low,overlap,DOSE25minusBASE0,gain_T_vs_N,400,0.1339260352946197,0.08513368401279423,0.5375
low,overlap,DOSE25minusBASE0,gain_U_vs_N,400,0.02919575121874609,0.05234199751154901,0.5025
low,overlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.07825429704622368,0.08333221535793799,0.5125
low,overlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.0552043250827895,0.07979850329889661,0.5125
low,overlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.023049971963434168,0.051360772440139334,0.4625
medium,ALL,DOSE21minusBASE0,gain_T_vs_U,400,-0.030660951833657833,0.04643492928202557,0.49
medium,ALL,DOSE21minusBASE0,gain_T_vs_N,400,-0.025839485265363105,0.04688466313021959,0.48
medium,ALL,DOSE21minusBASE0,gain_U_vs_N,400,0.004821466568294758,0.0265825245732255,0.495
medium,ALL,DOSE25minusBASE0,gain_T_vs_U,400,0.07077681719138733,0.04244182781841905,0.51
medium,ALL,DOSE25minusBASE0,gain_T_vs_N,400,0.030814719130357836,0.04159847611962294,0.4975
medium,ALL,DOSE25minusBASE0,gain_U_vs_N,400,-0.03996209806102948,0.026597542909944732,0.4625
medium,ALL,DOSE25minusDOSE21,gain_T_vs_U,400,0.10143776902504519,0.04442178013881588,0.5375
medium,ALL,DOSE25minusDOSE21,gain_T_vs_N,400,0.05665420439572094,0.04561477085409825,0.5075
medium,ALL,DOSE25minusDOSE21,gain_U_vs_N,400,-0.04478356462932424,0.024963762470169706,0.4275
medium,nonoverlap,DOSE21minusBASE0,gain_T_vs_U,400,-0.02263225494651124,0.05149685754931895,0.5175
medium,nonoverlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.010323880489449943,0.05516016885944369,0.5175
medium,nonoverlap,DOSE21minusBASE0,gain_U_vs_N,400,0.012308374457061295,0.02844843306497722,0.52
medium,nonoverlap,DOSE25minusBASE0,gain_T_vs_U,400,0.11749246342650926,0.05071709581687996,0.5775
medium,nonoverlap,DOSE25minusBASE0,gain_T_vs_N,400,0.05418567381876832,0.05036340900809624,0.495
medium,nonoverlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.06330678960774094,0.028267667786648874,0.45
medium,nonoverlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.14012471837302048,0.04894363336348365,0.555
medium,nonoverlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.06450955430821828,0.05157371013171149,0.52
medium,nonoverlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.07561516406480223,0.027452262853096702,0.43
medium,overlap,DOSE21minusBASE0,gain_T_vs_U,400,-0.03868964872080442,0.07572701841362159,0.495
medium,overlap,DOSE21minusBASE0,gain_T_vs_N,400,-0.04135509004127621,0.0763498958892638,0.4975
medium,overlap,DOSE21minusBASE0,gain_U_vs_N,400,-0.00266544132047178,0.044145137877576325,0.4925
medium,overlap,DOSE25minusBASE0,gain_T_vs_U,400,0.024061170956265407,0.0689731508252603,0.5
medium,overlap,DOSE25minusBASE0,gain_T_vs_N,400,0.007443764441947396,0.06905686776066035,0.4875
medium,overlap,DOSE25minusBASE0,gain_U_vs_N,400,-0.01661740651431804,0.04554481242548574,0.4875
medium,overlap,DOSE25minusDOSE21,gain_T_vs_U,400,0.06275081967706986,0.0742047417150283,0.5025
medium,overlap,DOSE25minusDOSE21,gain_T_vs_N,400,0.04879885448322359,0.07737925560115935,0.495
medium,overlap,DOSE25minusDOSE21,gain_U_vs_N,400,-0.013951965193846262,0.04308444539207058,0.4975
