overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
ALL,ALL,DOSE21minusBASE0,gain_T_vs_U,1200,-0.024138970070299467,0.026714028405101425,0.49416666666666664
ALL,ALL,DOSE21minusBASE0,gain_T_vs_N,1200,-0.03771512088351302,0.026457946576997897,0.4825
ALL,ALL,DOSE21minusBASE0,gain_U_vs_N,1200,-0.013576150813213539,0.015326194329905786,0.48583333333333334
ALL,ALL,DOSE25minusBASE0,gain_T_vs_U,1200,0.09114864170058555,0.025907655724382517,0.54
ALL,ALL,DOSE25minusBASE0,gain_T_vs_N,1200,0.052891682812741134,0.026559347956225162,0.5191666666666667
ALL,ALL,DOSE25minusBASE0,gain_U_vs_N,1200,-0.038256958887844424,0.016002553738836505,0.4725
ALL,ALL,DOSE25minusDOSE21,gain_T_vs_U,1200,0.11528761177088502,0.026400662743352423,0.5433333333333333
ALL,ALL,DOSE25minusDOSE21,gain_T_vs_N,1200,0.09060680369625415,0.026371343035264023,0.5366666666666666
ALL,ALL,DOSE25minusDOSE21,gain_U_vs_N,1200,-0.024680808074630883,0.015237043020391135,0.4741666666666667
ALL,nonoverlap,DOSE21minusBASE0,gain_T_vs_U,1200,-0.043252806736984194,0.029471775238379766,0.5025
ALL,nonoverlap,DOSE21minusBASE0,gain_T_vs_N,1200,-0.061743674741107195,0.030188344012219755,0.49166666666666664
ALL,nonoverlap,DOSE21minusBASE0,gain_U_vs_N,1200,-0.018490868004122998,0.01640305771642912,0.49333333333333335
ALL,nonoverlap,DOSE25minusBASE0,gain_T_vs_U,1200,0.0977955332206976,0.028717831654331616,0.545
ALL,nonoverlap,DOSE25minusBASE0,gain_T_vs_N,1200,0.03672890116182518,0.02869418980068124,0.5058333333333334
ALL,nonoverlap,DOSE25minusBASE0,gain_U_vs_N,1200,-0.06106663205887243,0.0173368260215463,0.4666666666666667
ALL,nonoverlap,DOSE25minusDOSE21,gain_T_vs_U,1200,0.1410483399576818,0.029832914632248245,0.5475
ALL,nonoverlap,DOSE25minusDOSE21,gain_T_vs_N,1200,0.09847257590293239,0.029661342127628568,0.53
ALL,nonoverlap,DOSE25minusDOSE21,gain_U_vs_N,1200,-0.04257576405474942,0.016667954031643468,0.4625
ALL,overlap,DOSE21minusBASE0,gain_T_vs_U,1200,-0.005025133403614749,0.043816023540154195,0.495
