column,subtask,n_items,gain_prev_to_best,gain_prev_to_best_per_item,loss_prev_to_best,loss_prev_to_best_per_item,gain_best_to_next,gain_best_to_next_per_item,loss_best_to_next,loss_best_to_next_per_item,transient_gain_best_only_vs_neighbors,transient_gain_best_only_vs_neighbors_per_item,persistent_gain_prev_to_best_through_next,persistent_gain_prev_to_best_through_next_per_item,recovered_loss_best_only_vs_neighbors,recovered_loss_best_only_vs_neighbors_per_item,gain_best_to_final,gain_best_to_final_per_item,loss_best_to_final,loss_best_to_final_per_item,net_prev_to_best,net_best_to_next,net_best_to_final,mean_flip_count_all,frac_any_flip_all
BLiMP,existential_there_quantifiers_2,911,75,0.08232711306256861,6,0.006586169045005488,8,0.008781558726673985,56,0.06147091108671789,40,0.043907793633369926,35,0.038419319429198684,2,0.0021953896816684962,6,0.006586169045005488,67,0.07354555433589462,69,-48,-61,0.889132821075741,0.33260153677277715
BLiMP,npi_present_2,914,10,0.010940919037199124,62,0.06783369803063458,28,0.030634573304157548,18,0.019693654266958426,7,0.007658643326039387,3,0.0032822757111597373,20,0.02188183807439825,20,0.02188183807439825,34,0.037199124726477024,-52,10,-14,0.7866520787746171,0.2713347921225383
BLiMP,only_npi_licensor_present,882,5,0.005668934240362812,50,0.05668934240362812,38,0.04308390022675737,10,0.011337868480725623,1,0.0011337868480725624,4,0.0045351473922902496,28,0.031746031746031744,20,0.022675736961451247,21,0.023809523809523808,-45,28,-1,0.7188208616780045,0.2698412698412698
BLiMP,npi_present_1,909,9,0.009900990099009901,47,0.0517051705170517,17,0.0187018701870187,14,0.015401540154015401,5,0.005500550055005501,4,0.0044004400440044,12,0.013201320132013201,11,0.0121012101210121,26,0.028602860286028604,-38,3,-15,0.7392739273927392,0.264026402640264
BLiMP,left_branch_island_echo_question,947,41,0.04329461457233368,5,0.005279831045406547,8,0.008447729672650475,26,0.027455121436114043,15,0.01583949313621964,26,0.027455121436114043,0,0.0,4,0.004223864836325237,32,0.0337909186906019,36,-18,-28,0.4931362196409715,0.16473072861668428
BLiMP,irregular_plural_subject_verb_agreement_2,892,7,0.007847533632286996,32,0.03587443946188341,17,0.01905829596412556,9,0.010089686098654708,1,0.0011210762331838565,6,0.006726457399103139,13,0.014573991031390135,18,0.020179372197309416,8,0.008968609865470852,-25,8,10,0.484304932735426,0.1726457399103139
BLiMP,only_npi_scope,837,11,0.013142174432497013,34,0.04062126642771804,32,0.038231780167264036,16,0.019115890083632018,5,0.005973715651135006,6,0.007168458781362007,14,0.016726403823178016,33,0.03942652329749104,9,0.010752688172043012,-23,16,24,0.6356033452807647,0.23536439665471923
BLiMP,sentential_negation_npi_scope,871,12,0.013777267508610792,35,0.040183696900114814,23,0.02640642939150402,20,0.022962112514351322,3,0.003444316877152698,9,0.010332950631458095,12,0.013777267508610792,21,0.024110218140068886,20,0.022962112514351322,-23,3,1,0.7152698048220436,0.27784156142365096
BLiMP,regular_plural_subject_verb_agreement_1,890,3,0.0033707865168539327,23,0.025842696629213482,22,0.024719101123595506,8,0.008988764044943821,0,0.0,3,0.0033707865168539327,12,0.01348314606741573,15,0.016853932584269662,16,0.017977528089887642,-20,14,-1,0.4786516853932584,0.17415730337078653
BLiMP,principle_A_c_command,946,19,0.0200845665961945,38,0.040169133192389,30,0.03171247357293869,23,0.024312896405919663,8,0.008456659619450317,11,0.011627906976744186,13,0.013742071881606765,40,0.042283298097251586,24,0.02536997885835095,-19,7,16,0.7780126849894292,0.2949260042283298
