seed,checkpoint,probe_set,slot_mode,packet_type,condition,grouping,n_packets,mean_delta_full_m_orig_new_minus_source,se_delta_full_m_orig_new_minus_source,fraction_positive_delta_full_m_orig_new_minus_source,mean_delta_full_m_source_minus_orig_new,se_delta_full_m_source_minus_orig_new,fraction_positive_delta_full_m_source_minus_orig_new,mean_delta_full_m_source_minus_swapped_new,se_delta_full_m_source_minus_swapped_new,fraction_positive_delta_full_m_source_minus_swapped_new,mean_delta_full_m_orig_new_minus_swapped_new,se_delta_full_m_orig_new_minus_swapped_new,fraction_positive_delta_full_m_orig_new_minus_swapped_new,mean_delta_full_gold_margin_vs_original_competitor,se_delta_full_gold_margin_vs_original_competitor,fraction_positive_delta_full_gold_margin_vs_original_competitor,mean_delta_full_retention_margin_vs_swapped_new,se_delta_full_retention_margin_vs_swapped_new,fraction_positive_delta_full_retention_margin_vs_swapped_new,mean_delta_content_m_orig_new_minus_source,se_delta_content_m_orig_new_minus_source,fraction_positive_delta_content_m_orig_new_minus_source,mean_delta_content_m_source_minus_orig_new,se_delta_content_m_source_minus_orig_new,fraction_positive_delta_content_m_source_minus_orig_new,mean_delta_content_m_source_minus_swapped_new,se_delta_content_m_source_minus_swapped_new,fraction_positive_delta_content_m_source_minus_swapped_new,mean_delta_content_m_orig_new_minus_swapped_new,se_delta_content_m_orig_new_minus_swapped_new,fraction_positive_delta_content_m_orig_new_minus_swapped_new,mean_delta_content_gold_margin_vs_original_competitor,se_delta_content_gold_margin_vs_original_competitor,fraction_positive_delta_content_gold_margin_vs_original_competitor,mean_delta_content_retention_margin_vs_swapped_new,se_delta_content_retention_margin_vs_swapped_new,fraction_positive_delta_content_retention_margin_vs_swapped_new,updated_conflict_heuristic,gold_state_type
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.1170458773511359,0.06264225187772025,0.43,0.1170458773511359,0.06264225187772025,0.57,-0.11448416960467585,0.06463522724221277,0.435,-0.23153004695581175,0.07383739351657607,0.375,0.1170458773511359,0.06264225187772025,0.57,-0.11448416960467585,0.06463522724221277,0.435,-0.12060075409585919,0.07549200297459553,0.45,0.12060075409585919,0.07549200297459553,0.55,-0.1668364753966248,0.08173938255396718,0.4,-0.287437229492484,0.08445490168047595,0.38,0.12060075409585919,0.07549200297459553,0.55,-0.1668364753966248,0.08173938255396718,0.4,,
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.12501015593083367,0.06359946153891918,0.545,-0.12501015593083367,0.06359946153891918,0.455,0.025379010888263234,0.07077180710316446,0.525,0.1503891668190969,0.07341786334420623,0.595,-0.12501015593083367,0.06359946153891918,0.455,0.025379010888263234,0.07077180710316446,0.525,0.1931273081529828,0.07833130637320959,0.575,-0.1931273081529828,0.07833130637320959,0.425,0.04475105355955562,0.08322586454752667,0.5,0.23787836171253834,0.08388262275167496,0.59,-0.1931273081529828,0.07833130637320959,0.425,0.04475105355955562,0.08322586454752667,0.5,,
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.1445454444992929,0.06336528252108335,0.545,-0.1445454444992929,0.06336528252108335,0.455,-0.18824569093412635,0.06200864801107976,0.395,-0.043700246434833404,0.06504820195775507,0.51,-0.1445454444992929,0.06336528252108335,0.455,-0.18824569093412635,0.06200864801107976,0.395,0.251928663588588,0.07814630908331659,0.58,-0.251928663588588,0.07814630908331659,0.42,-0.3014268369966431,0.07443706483992522,0.39,-0.04949817340805501,0.07741118178390481,0.485,-0.251928663588588,0.07814630908331659,0.42,-0.3014268369966431,0.07443706483992522,0.39,,
43122,chck_86M,extended_nontrain,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,1125,-0.11468500704291404,0.03358702214484515,0.4657777777777778,0.11468500704291404,0.03358702214484515,0.5342222222222223,-0.20346892182325335,0.03220363367841416,0.4008888888888889,-0.3181539288661674,0.028807478183315586,0.3431111111111111,-0.11468500704291404,0.03358702214484515,0.4657777777777778,-0.20346892182325335,0.03220363367841416,0.4008888888888889,-0.1378672869625695,0.037363913777642276,0.4622222222222222,0.1378672869625695,0.037363913777642276,0.5377777777777778,-0.24451902433521508,0.03725478495398997,0.40355555555555556,-0.38238631129778455,0.031815225480031704,0.3368888888888889,-0.1378672869625695,0.037363913777642276,0.4622222222222222,-0.24451902433521508,0.03725478495398997,0.40355555555555556,,
43122,chck_86M,extended_nontrain,template,UPDATED_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,1125,0.20194746355005255,0.03247107645520911,0.5937777777777777,-0.20194746355005255,0.03247107645520911,0.4062222222222222,0.020684528810057154,0.0323482766285689,0.4826666666666667,0.2226319923601097,0.030072903931710342,0.5893333333333334,0.20194746355005255,0.03247107645520911,0.5937777777777777,0.020684528810057154,0.0323482766285689,0.4826666666666667,0.20244036785349886,0.036838491232347996,0.5813333333333334,-0.20244036785349886,0.036838491232347996,0.4186666666666667,0.02751475119468661,0.03693268058347176,0.48444444444444446,0.22995511904818547,0.03214334752764595,0.5822222222222222,0.20244036785349886,0.036838491232347996,0.5813333333333334,0.02751475119468661,0.03693268058347176,0.48444444444444446,,
43122,chck_86M,extended_nontrain,template,UPDATED_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,1125,0.25004658322741014,0.032969046394578,0.6266666666666667,-0.25004658322741014,0.032969046394578,0.37333333333333335,-0.22778110787628839,0.03134078227826854,0.3982222222222222,0.022265475351121757,0.02797510652218321,0.5057777777777778,0.25004658322741014,0.032969046394578,0.6266666666666667,-0.22778110787628839,0.03134078227826854,0.3982222222222222,0.26449845137940525,0.03701485838545747,0.6026666666666667,-0.26449845137940525,0.03701485838545747,0.3973333333333333,-0.28285485762722845,0.036457619671679306,0.4008888888888889,-0.018356406247823233,0.03160826975362713,0.4862222222222222,0.26449845137940525,0.03701485838545747,0.6026666666666667,-0.28285485762722845,0.036457619671679306,0.4008888888888889,,
43122,chck_86M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.1170458773511359,0.06264225187772025,0.43,0.1170458773511359,0.06264225187772025,0.57,-0.11448416960467585,0.06463522724221277,0.435,-0.23153004695581175,0.07383739351657607,0.375,0.1170458773511359,0.06264225187772025,0.57,-0.11448416960467585,0.06463522724221277,0.435,-0.12060075409585919,0.07549200297459553,0.45,0.12060075409585919,0.07549200297459553,0.55,-0.1668364753966248,0.08173938255396718,0.4,-0.287437229492484,0.08445490168047595,0.38,0.12060075409585919,0.07549200297459553,0.55,-0.1668364753966248,0.08173938255396718,0.4,,
43122,chck_86M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.12501015593083367,0.06359946153891918,0.545,-0.12501015593083367,0.06359946153891918,0.455,0.025379010888263234,0.07077180710316446,0.525,0.1503891668190969,0.07341786334420623,0.595,-0.12501015593083367,0.06359946153891918,0.455,0.025379010888263234,0.07077180710316446,0.525,0.1931273081529828,0.07833130637320959,0.575,-0.1931273081529828,0.07833130637320959,0.425,0.04475105355955562,0.08322586454752667,0.5,0.23787836171253834,0.08388262275167496,0.59,-0.1931273081529828,0.07833130637320959,0.425,0.04475105355955562,0.08322586454752667,0.5,,
43122,chck_86M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.1445454444992929,0.06336528252108335,0.545,-0.1445454444992929,0.06336528252108335,0.455,-0.18824569093412635,0.06200864801107976,0.395,-0.043700246434833404,0.06504820195775507,0.51,-0.1445454444992929,0.06336528252108335,0.455,-0.18824569093412635,0.06200864801107976,0.395,0.251928663588588,0.07814630908331659,0.58,-0.251928663588588,0.07814630908331659,0.42,-0.3014268369966431,0.07443706483992522,0.39,-0.04949817340805501,0.07741118178390481,0.485,-0.251928663588588,0.07814630908331659,0.42,-0.3014268369966431,0.07443706483992522,0.39,,
43122,chck_86M,balanced_heldout,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.16205677427921264,0.0809992275289417,0.49,0.16205677427921264,0.0809992275289417,0.51,-0.026525371257137657,0.07328260798584417,0.495,-0.18858214553635028,0.07448249240499119,0.405,-0.16205677427921264,0.0809992275289417,0.49,-0.026525371257137657,0.07328260798584417,0.495,-0.22237933903686039,0.09531180614649644,0.455,0.22237933903686039,0.09531180614649644,0.545,0.00991380279578123,0.08873311315138883,0.5,-0.21246553624107914,0.08213452894323221,0.445,-0.22237933903686039,0.09531180614649644,0.455,0.00991380279578123,0.08873311315138883,0.5,,
