seed,checkpoint,probe_set,slot_mode,packet_type,grouping,n_packets,mean_content_binding_pair_sum_Tretention_Uretention,se_content_binding_pair_sum_Tretention_Uretention,fraction_positive_content_binding_pair_sum_Tretention_Uretention,mean_content_binding_pair_sum_Tupdate_Uretention,se_content_binding_pair_sum_Tupdate_Uretention,fraction_positive_content_binding_pair_sum_Tupdate_Uretention,mean_content_delta_N_retention_prior,se_content_delta_N_retention_prior,fraction_positive_content_delta_N_retention_prior,mean_content_delta_N_update_prior,se_content_delta_N_update_prior,fraction_positive_content_delta_N_update_prior,mean_content_delta_T_retention,se_content_delta_T_retention,fraction_positive_content_delta_T_retention,mean_content_delta_T_update_use,se_content_delta_T_update_use,fraction_positive_content_delta_T_update_use,mean_content_delta_U_retention,se_content_delta_U_retention,fraction_positive_content_delta_U_retention,mean_content_net_T_minus_N_retention,se_content_net_T_minus_N_retention,fraction_positive_content_net_T_minus_N_retention,mean_content_net_T_minus_N_update_use,se_content_net_T_minus_N_update_use,fraction_positive_content_net_T_minus_N_update_use,mean_content_net_T_minus_U_retention,se_content_net_T_minus_U_retention,fraction_positive_content_net_T_minus_U_retention,mean_content_net_T_minus_U_update_use,se_content_net_T_minus_U_update_use,fraction_positive_content_net_T_minus_U_update_use,mean_full_binding_pair_sum_Tretention_Uretention,se_full_binding_pair_sum_Tretention_Uretention,fraction_positive_full_binding_pair_sum_Tretention_Uretention,mean_full_binding_pair_sum_Tupdate_Uretention,se_full_binding_pair_sum_Tupdate_Uretention,fraction_positive_full_binding_pair_sum_Tupdate_Uretention,mean_full_delta_N_retention_prior,se_full_delta_N_retention_prior,fraction_positive_full_delta_N_retention_prior,mean_full_delta_N_update_prior,se_full_delta_N_update_prior,fraction_positive_full_delta_N_update_prior,mean_full_delta_T_retention,se_full_delta_T_retention,fraction_positive_full_delta_T_retention,mean_full_delta_T_update_use,se_full_delta_T_update_use,fraction_positive_full_delta_T_update_use,mean_full_delta_U_retention,se_full_delta_U_retention,fraction_positive_full_delta_U_retention,mean_full_net_T_minus_N_retention,se_full_net_T_minus_N_retention,fraction_positive_full_net_T_minus_N_retention,mean_full_net_T_minus_N_update_use,se_full_net_T_minus_N_update_use,fraction_positive_full_net_T_minus_N_update_use,mean_full_net_T_minus_U_retention,se_full_net_T_minus_U_retention,fraction_positive_full_net_T_minus_U_retention,mean_full_net_T_minus_U_update_use,se_full_net_T_minus_U_update_use,fraction_positive_full_net_T_minus_U_update_use,updated_conflict_heuristic,gold_state_type
43122,chck_86M,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,410,nan,nan,nan,-0.06808376193956316,0.03193956839304811,0.45365853658536587,nan,nan,nan,0.19097173225197542,0.060153839919688395,0.5951219512195122,nan,nan,nan,-0.10293141589785877,0.05970100588594742,0.47560975609756095,-0.033236107981267554,0.06204617024739562,0.45365853658536587,nan,nan,nan,-0.2939031481498342,0.058661402445056264,0.4097560975609756,nan,nan,nan,-0.2767775265600707,0.056610268251800204,0.4170731707317073,nan,nan,nan,-0.05879494630913555,0.030035903042243847,0.44878048780487806,nan,nan,nan,0.17837724503380833,0.05307184635945202,0.6073170731707317,nan,nan,nan,-0.08834295988402494,0.05434218561435938,0.4853658536585366,-0.029246932734246167,0.05555613978887855,0.4634146341463415,nan,nan,nan,-0.26672020491783327,0.05371867881350331,0.3951219512195122,nan,nan,nan,-0.24894682849113095,0.05154191175281201,0.4024390243902439,False,
43122,chck_86M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,200,0.08267590382770741,0.0657671220218586,0.535,nan,nan,nan,-0.251928663588588,0.07814630908331659,0.42,nan,nan,nan,0.12060075409585919,0.07549200297459553,0.55,nan,nan,nan,0.04475105355955562,0.08322586454752667,0.5,0.37252941768444725,0.07611908813967805,0.645,nan,nan,nan,0.313728062248842,0.06739073042103355,0.62,nan,nan,nan,0.07121244411969957,0.05366696705766874,0.54,nan,nan,nan,-0.1445454444992929,0.06336528252108335,0.455,nan,nan,nan,0.1170458773511359,0.06264225187772025,0.57,nan,nan,nan,0.025379010888263234,0.07077180710316446,0.525,0.2615913218504288,0.0641591908045331,0.625,nan,nan,nan,0.24205603328196956,0.05711817603495375,0.61,nan,nan,nan,,
43122,chck_86M,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,131,nan,nan,nan,-0.052056082045895305,0.06152530802202423,0.48091603053435117,nan,nan,nan,0.2790452462709422,0.10665801286203702,0.5801526717557252,nan,nan,nan,-0.19843444746278624,0.12663868861454458,0.4351145038167939,0.09432228337099564,0.12146566879594142,0.549618320610687,nan,nan,nan,-0.47747969373372845,0.10125023208562611,0.32061068702290074,nan,nan,nan,-0.44548980178633096,0.10283404131633797,0.31297709923664124,nan,nan,nan,-0.045352707573759254,0.053692700656941886,0.4961832061068702,nan,nan,nan,0.2498171667863984,0.09552780724696606,0.6106870229007634,nan,nan,nan,-0.1656072805878893,0.10731051852552788,0.45038167938931295,0.07490186544037078,0.11201926403495184,0.5267175572519084,nan,nan,nan,-0.4154244473742877,0.08617826226749035,0.32061068702290074,nan,nan,nan,-0.386669622095512,0.08799108402265507,0.33587786259541985,True,
43122,chck_86M,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,69,nan,nan,nan,-0.03589775735272996,0.07432510856937123,0.5797101449275363,nan,nan,nan,0.023543410037593065,0.15052134898814384,0.5652173913043478,nan,nan,nan,-0.2678399302861895,0.13712338201359764,0.4927536231884058,0.19604441558072958,0.12124812798300626,0.5652173913043478,nan,nan,nan,-0.29138334032378255,0.1574389853435231,0.391304347826087,nan,nan,nan,-0.186282804601836,0.1492855039948491,0.43478260869565216,nan,nan,nan,-0.004288639269062782,0.06440310226527672,0.5507246376811594,nan,nan,nan,0.04448489499303181,0.13342356132090746,0.5797101449275363,nan,nan,nan,-0.1553159579540439,0.1177078079210803,0.5652173913043478,0.14673867941591834,0.1068497072478876,0.5217391304347826,nan,nan,nan,-0.19980085294707572,0.1338495728570775,0.4057971014492754,nan,nan,nan,-0.11845997647860058,0.11840703705997578,0.4782608695652174,False,
43122,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,200,0.0971186111837325,0.06635755513172627,0.525,nan,nan,nan,-0.23748666119576195,0.07776019226899201,0.445,nan,nan,nan,0.1375691698001774,0.07434814773972011,0.545,nan,nan,nan,0.05666805256728762,0.08410270508902248,0.49,0.3750558309959393,0.07648187879439677,0.65,nan,nan,nan,0.31575355623285956,0.06884492949811126,0.62,nan,nan,nan,0.08032869199320485,0.05353970216415071,0.555,nan,nan,nan,-0.1296084222503627,0.06325694515155947,0.46,nan,nan,nan,0.13065680626958323,0.061173056149165045,0.57,nan,nan,nan,0.030000577716826467,0.07016545458630358,0.52,0.26026522851994593,0.06428646857648063,0.62,nan,nan,nan,0.24028799557432634,0.05809844066589956,0.605,nan,nan,nan,,
43122,final,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,715,nan,nan,nan,-0.042294087609710915,0.022822499671538925,0.4699300699300699,nan,nan,nan,0.27311806249911036,0.04623401729506722,0.6097902097902098,nan,nan,nan,-0.12163153793370382,0.047544032362908106,0.47412587412587415,0.037043362714281984,0.04576496966802461,0.49230769230769234,nan,nan,nan,-0.39474960043281415,0.04447387853684935,0.34685314685314683,nan,nan,nan,-0.30668476127846583,0.04345307540383614,0.3706293706293706,nan,nan,nan,-0.0345819948533396,0.020555190387374408,0.4727272727272727,nan,nan,nan,0.2591220002268829,0.04134935698602355,0.6265734265734266,nan,nan,nan,-0.09574967978106522,0.04238787190961447,0.46293706293706294,0.026585690074386024,0.0395226915237319,0.4937062937062937,nan,nan,nan,-0.35487168000794816,0.039561516041547895,0.35524475524475524,nan,nan,nan,-0.28902818732183405,0.03847142548533036,0.35384615384615387,True,
43122,final,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,410,nan,nan,nan,-0.06710335634221777,0.03139025417603644,0.44878048780487806,nan,nan,nan,0.12683737347874513,0.060413432661176165,0.551219512195122,nan,nan,nan,-0.08466428987142934,0.05920809246426493,0.47560975609756095,-0.04954242281300621,0.06015586522563825,0.43414634146341463,nan,nan,nan,-0.21150166335017445,0.05896721519820963,0.4268292682926829,nan,nan,nan,-0.1978309746322618,0.05608714941404809,0.4146341463414634,nan,nan,nan,-0.05524723338732452,0.029877142958795514,0.4682926829268293,nan,nan,nan,0.1216643853117377,0.053004623789327354,0.573170731707317,nan,nan,nan,-0.06990692877018512,0.05388746533739967,0.4951219512195122,-0.04058753800446391,0.054257483210029274,0.44634146341463415,nan,nan,nan,-0.19157131408192282,0.054308906842565466,0.4317073170731707,nan,nan,nan,-0.17645370085239653,0.05149369209761416,0.4170731707317073,False,
43122,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,200,0.0971186111837325,0.06635755513172627,0.525,nan,nan,nan,-0.23748666119576195,0.07776019226899201,0.445,nan,nan,nan,0.1375691698001774,0.07434814773972011,0.545,nan,nan,nan,0.05666805256728762,0.08410270508902248,0.49,0.3750558309959393,0.07648187879439677,0.65,nan,nan,nan,0.31575355623285956,0.06884492949811126,0.62,nan,nan,nan,0.08032869199320485,0.05353970216415071,0.555,nan,nan,nan,-0.1296084222503627,0.06325694515155947,0.46,nan,nan,nan,0.13065680626958323,0.061173056149165045,0.57,nan,nan,nan,0.030000577716826467,0.07016545458630358,0.52,0.26026522851994593,0.06428646857648063,0.62,nan,nan,nan,0.24028799557432634,0.05809844066589956,0.605,nan,nan,nan,,
43122,final,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,131,nan,nan,nan,-0.03672015385045974,0.05901510970331975,0.4732824427480916,nan,nan,nan,0.23695226863034166,0.10227805225816461,0.5419847328244275,nan,nan,nan,-0.135822527557441,0.12554591259379733,0.4580152671755725,0.06238221985652153,0.11365485745948133,0.5419847328244275,nan,nan,nan,-0.37277479618778264,0.10259782583859725,0.33587786259541985,nan,nan,nan,-0.3613215997824996,0.1019920685867578,0.29770992366412213,nan,nan,nan,-0.034398021723368206,0.05078284530908725,0.4732824427480916,nan,nan,nan,0.20658235271748998,0.09189549515899832,0.549618320610687,nan,nan,nan,-0.11711553980463632,0.1073648287272583,0.4351145038167939,0.04831949635789991,0.104154172529309,0.5343511450381679,nan,nan,nan,-0.32369789252212633,0.0874451008760917,0.366412213740458,nan,nan,nan,-0.3104485499431805,0.08734800416444874,0.32061068702290074,True,
43122,final,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,69,nan,nan,nan,-0.016744836664415678,0.07220599499833917,0.5362318840579711,nan,nan,nan,-0.030101754318521374,0.15001497810439623,0.5507246376811594,nan,nan,nan,-0.2631721423289377,0.13564738881642968,0.4927536231884058,0.22968246900010636,0.12534057735171,0.6086956521739131,nan,nan,nan,-0.23307038801041632,0.1522898560617377,0.4057971014492754,nan,nan,nan,-0.12448233721909141,0.14642276597781,0.463768115942029,nan,nan,nan,0.013225554002557495,0.06197327607276545,0.5652173913043478,nan,nan,nan,0.006126066103441702,0.1313497620503172,0.5797101449275363,nan,nan,nan,-0.1456668915261558,0.1146134723845338,0.5217391304347826,0.1721179995312708,0.10994300732389607,0.5072463768115942,nan,nan,nan,-0.15179295762959752,0.1301266996570375,0.42028985507246375,nan,nan,nan,-0.06009306888053163,0.11491230174530172,0.5072463768115942,False,
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,12,-0.29786318747284235,0.19594657888047076,0.5,nan,nan,nan,-0.6250931049150136,0.30919762313246546,0.16666666666666666,nan,nan,nan,-0.25279762873135975,0.20892936640058385,0.3333333333333333,nan,nan,nan,-0.34292874621432495,0.3814392359546941,0.4166666666666667,0.3722954761836539,0.32056187518999724,0.6666666666666666,nan,nan,nan,0.33130568746248223,0.20017959992508955,0.5,nan,nan,nan,-0.2827665936977914,0.18225151066741857,0.3333333333333333,nan,nan,nan,-0.5886552176404549,0.2658786733570247,0.16666666666666666,nan,nan,nan,-0.22447773996067963,0.17267680756050705,0.3333333333333333,nan,nan,nan,-0.3410554474349031,0.37132832859825615,0.3333333333333333,0.36417747767977526,0.30656591697145164,0.6666666666666666,nan,nan,nan,0.3112775309702437,0.17221257503483967,0.6666666666666666,nan,nan,nan,,possession_artifact
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,100,0.138403644602658,0.10873066873336301,0.54,nan,nan,nan,-0.08882487982027022,0.11652827742989676,0.5,nan,nan,nan,0.17729186242515782,0.12226009173776158,0.59,nan,nan,nan,0.09951542678015815,0.13806416126167537,0.52,0.26611674224542803,0.11040658984166982,0.6,nan,nan,nan,0.24937483874227423,0.10478242365413282,0.61,nan,nan,nan,0.10430270452731666,0.08767667815432191,0.56,nan,nan,nan,0.006127070059142892,0.0966758963309707,0.54,nan,nan,nan,0.1501705028972864,0.10132518376215338,0.59,nan,nan,nan,0.05843490615734689,0.1167683165673481,0.55,0.14404343283814353,0.09373929558997117,0.55,nan,nan,nan,0.1716021810874948,0.09119261052224907,0.56,nan,nan,nan,,other_relation_state
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,69,0.15345957756171277,0.07813228047352616,0.5942028985507246,nan,nan,nan,-0.3577616836900711,0.12498202035233397,0.391304347826087,nan,nan,nan,0.17436678245668796,0.10994970830202129,0.5507246376811594,nan,nan,nan,0.13255237266673764,0.0835755449305567,0.5507246376811594,0.532128466146759,0.12752512363447566,0.7101449275362319,nan,nan,nan,0.3701611358173901,0.10190010071426571,0.6376811594202898,nan,nan,nan,0.158417037408338,0.061841948618208804,0.6086956521739131,nan,nan,nan,-0.228390942669897,0.09164133191147782,0.4057971014492754,nan,nan,nan,0.18995547300381213,0.09213377583432963,0.5797101449275363,nan,nan,nan,0.12687860181286392,0.06253594015202665,0.5797101449275363,0.41834641567370917,0.1029131008156984,0.7246376811594203,nan,nan,nan,0.3094202514767297,0.0848926351733826,0.6521739130434783,nan,nan,nan,,location_containment
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,7,-0.03914651701996604,0.5325312331242138,0.5714285714285714,nan,nan,nan,-0.015644462260918108,0.3823606524478947,0.42857142857142855,nan,nan,nan,0.08816833279600848,0.37656227691770866,0.5714285714285714,nan,nan,nan,-0.16646136683594062,0.743789828426935,0.5714285714285714,0.1038127950569266,0.3699147145649758,0.7142857142857143,nan,nan,nan,0.4347506395685267,0.3122469129670152,0.7142857142857143,nan,nan,nan,-0.1388294261761989,0.47308770463171673,0.5714285714285714,nan,nan,nan,-0.0048360554030209635,0.29587073694514004,0.42857142857142855,nan,nan,nan,-0.06350556191958716,0.30483511717373607,0.5714285714285714,nan,nan,nan,-0.21415329043281056,0.6830226934880165,0.5714285714285714,-0.0586695065165662,0.30154462237961493,0.7142857142857143,nan,nan,nan,0.2906820559207625,0.22461226210339832,0.7142857142857143,nan,nan,nan,,status_condition_event
43122,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,8,-0.2235518462601856,0.2613535696201083,0.25,nan,nan,nan,-0.6045446676318533,0.19745916149117937,0.125,nan,nan,nan,-0.1554641299512392,0.2972133081095874,0.5,nan,nan,nan,-0.2916395625691319,0.27858703520657213,0.125,0.4490805376806142,0.3311959996276527,0.625,nan,nan,nan,0.3930466731641599,0.35944868355893733,0.625,nan,nan,nan,-0.07704849657484805,0.1806651001462981,0.25,nan,nan,nan,-0.34699110497373736,0.22852469311362347,0.375,nan,nan,nan,0.026975903640864315,0.18056356305978527,0.625,nan,nan,nan,-0.18107289679056043,0.20508231725610485,0.25,0.3739670086146017,0.2636208259178697,0.625,nan,nan,nan,0.27269870441831745,0.2334792731170697,0.625,nan,nan,nan,,role_identity_affiliation
