pair_id,source,original_words,rewrite_words,pair_words,len_ratio,content_jaccard_common_def,content_overlap_min_common_def,stored_content_overlap,stored_content_jaccard,longest_common_contiguous_words_common_def
dose56_rw2s1_014200,gutenberg,23,19,42,0.8260869565217391,0.4444444444444444,0.6153846153846154,0.6153846153846154,0.4444444444444444,5
dose56_rw2s0_010834,gutenberg,45,40,85,0.8888888888888888,0.3225806451612903,0.5,0.47619047619047616,0.3125,5
dose56_rw2s0_032015,bnc_spoken,26,24,50,0.9230769230769231,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,4
dose56_rw2s1_000047,gutenberg,33,30,63,0.9090909090909091,0.2222222222222222,0.4,0.42857142857142855,0.24,4
dose56_rw2s0_025502,simple_wiki,21,20,41,0.9523809523809523,0.5882352941176471,0.7692307692307693,0.7692307692307693,0.5882352941176471,5
dose56_rw2s1_001393,childes,21,21,42,1.0,0.1875,0.3333333333333333,0.3333333333333333,0.17647058823529413,4
dose56_rw2s1_012163,gutenberg,33,34,67,1.0303030303030303,0.19230769230769232,0.3333333333333333,0.35714285714285715,0.20833333333333334,5
dose56_rw_015724,simple_wiki,14,13,27,0.9285714285714286,0.09090909090909091,0.2,0.2,0.09090909090909091,3
dose56_rw2s0_004700,simple_wiki,18,16,34,0.8888888888888888,0.21052631578947367,0.36363636363636365,0.36363636363636365,0.21052631578947367,2
dose56_rw2s1_031894,gutenberg,28,30,58,1.0714285714285714,0.12,0.25,0.25,0.12,2
dose56_rw2s1_010215,gutenberg,20,21,41,1.05,0.3333333333333333,0.5454545454545454,0.5454545454545454,0.375,3
dose56_rw2s1_013387,gutenberg,24,18,42,0.75,0.25,0.42857142857142855,0.5,0.2857142857142857,3
dose56_rw2s1_023000,gutenberg,43,49,92,1.1395348837209303,0.25,0.47368421052631576,0.45,0.24324324324324326,4
dose56_rw2s1_019005,gutenberg,25,21,46,0.84,0.17647058823529413,0.3,0.36363636363636365,0.2222222222222222,4
dose56_rw2s0_007223,gutenberg,18,17,35,0.9444444444444444,0.26666666666666666,0.4444444444444444,0.4444444444444444,0.26666666666666666,2
dose56_rw2s1_010049,gutenberg,19,19,38,1.0,0.21428571428571427,0.375,0.375,0.21428571428571427,4
dose56_rw_022045,childes,13,15,28,1.1538461538461537,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.11764705882352941,1
dose56_rw2s0_015444,gutenberg,18,19,37,1.0555555555555556,0.125,0.3333333333333333,0.3333333333333333,0.125,3
dose56_rw2s1_026986,simple_wiki,22,23,45,1.0454545454545454,0.3888888888888889,0.5833333333333334,0.5384615384615384,0.3684210526315789,5
dose56_rw2s0_010933,bnc_spoken,53,40,93,0.7547169811320755,0.14634146341463414,0.2857142857142857,0.2727272727272727,0.13953488372093023,4
dose56_rw2s0_012276,gutenberg,34,38,72,1.1176470588235294,0.4074074074074074,0.6470588235294118,0.6470588235294118,0.4230769230769231,5
dose56_rw2s1_029541,gutenberg,18,20,38,1.1111111111111112,0.35714285714285715,0.625,0.5,0.3125,3
dose56_rw2s1_003026,open_subtitles,45,39,84,0.8666666666666667,0.375,0.5714285714285714,0.6,0.3870967741935484,5
dose56_rw2s0_028362,gutenberg,23,26,49,1.1304347826086956,0.2413793103448276,0.3888888888888889,0.42105263157894735,0.26666666666666666,3
dose56_rw_025742,childes,13,14,27,1.0769230769230769,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.4444444444444444,3
dose56_rw2s1_032581,childes,21,21,42,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.3125,3
dose56_rw2s1_007300,simple_wiki,19,18,37,0.9473684210526315,0.6428571428571429,0.8181818181818182,0.8181818181818182,0.6,4
dose56_rw2s0_011498,gutenberg,22,13,35,0.5909090909090909,0.15384615384615385,0.2857142857142857,0.2857142857142857,0.14285714285714285,2
dose56_rw_043300,childes,14,13,27,0.9285714285714286,0.09090909090909091,0.16666666666666666,0.25,0.14285714285714285,2
dose56_rw2s1_011284,simple_wiki,24,25,49,1.0416666666666667,0.55,0.7857142857142857,0.7333333333333333,0.5238095238095238,5
dose56_rw_034959,open_subtitles,13,12,25,0.9230769230769231,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,1
dose56_rw2s1_007505,gutenberg,32,26,58,0.8125,0.08695652173913043,0.16666666666666666,0.21428571428571427,0.12,4
dose56_rw_015165,bnc_spoken,14,16,30,1.1428571428571428,0.09090909090909091,0.16666666666666666,0.16666666666666666,0.09090909090909091,2
dose56_rw2s1_000420,bnc_spoken,24,23,47,0.9583333333333334,0.38461538461538464,0.625,0.625,0.38461538461538464,2
dose56_rw2s0_016886,open_subtitles,24,23,47,0.9583333333333334,0.07142857142857142,0.14285714285714285,0.2222222222222222,0.11764705882352941,3
dose56_rw2s0_032309,bnc_spoken,18,20,38,1.1111111111111112,0.07692307692307693,0.2,0.16666666666666666,0.07142857142857142,3
dose56_rw2s0_011723,gutenberg,29,27,56,0.9310344827586207,0.2,0.36363636363636365,0.36363636363636365,0.2,4
dose56_rw_027380,childes,13,11,24,0.8461538461538461,0.42857142857142855,0.6,0.6,0.375,2
dose56_rw2s0_028313,gutenberg,22,20,42,0.9090909090909091,0.2222222222222222,0.4,0.4,0.2222222222222222,3
dose56_rw2s0_020398,gutenberg,22,17,39,0.7727272727272727,0.4166666666666667,0.625,0.625,0.4166666666666667,3
dose56_rw2s0_006732,gutenberg,24,24,48,1.0,0.15789473684210525,0.3,0.3076923076923077,0.17391304347826086,4
dose56_rw2s1_005312,gutenberg,23,19,42,0.8260869565217391,0.35714285714285715,0.5555555555555556,0.6,0.4,5
dose56_rw2s1_002939,gutenberg,54,46,100,0.8518518518518519,0.16326530612244897,0.2962962962962963,0.3333333333333333,0.1836734693877551,5
dose56_rw2s1_023624,simple_wiki,24,27,51,1.125,0.2777777777777778,0.5555555555555556,0.6,0.3157894736842105,3
dose56_rw2s0_025452,simple_wiki,24,20,44,0.8333333333333334,0.15789473684210525,0.3,0.3,0.15789473684210525,2
dose56_rw2s1_029988,gutenberg,18,20,38,1.1111111111111112,0.4,0.6666666666666666,0.6666666666666666,0.4,5
dose56_rw2s0_011260,gutenberg,45,36,81,0.8,0.11764705882352941,0.2222222222222222,0.21052631578947367,0.1111111111111111,3
dose56_rw_017294,childes,13,14,27,1.0769230769230769,0.45454545454545453,0.625,0.625,0.45454545454545453,3
dose56_rw2s1_022295,gutenberg,22,24,46,1.0909090909090908,0.4117647058823529,0.5833333333333334,0.5833333333333334,0.4117647058823529,4
dose56_rw2s1_000394,gutenberg,43,43,86,1.0,0.34375,0.5238095238095238,0.5238095238095238,0.34375,4
dose56_rw2s1_022764,bnc_spoken,20,19,39,0.95,0.36363636363636365,0.5714285714285714,0.5714285714285714,0.3333333333333333,5
dose56_rw2s1_016347,simple_wiki,23,16,39,0.6956521739130435,0.5,0.7,0.6363636363636364,0.4666666666666667,5
dose56_rw2s1_005489,gutenberg,30,25,55,0.8333333333333334,0.6666666666666666,0.8888888888888888,0.9,0.6923076923076923,4
dose56_rw2s0_025785,open_subtitles,22,20,42,0.9090909090909091,0.4,0.6,0.6363636363636364,0.4375,3
dose56_rw_040262,childes,14,14,28,1.0,0.6666666666666666,0.8333333333333334,0.8461538461538461,0.6875,5
dose56_rw2s1_028196,gutenberg,22,20,42,0.9090909090909091,0.4166666666666667,0.625,0.6666666666666666,0.46153846153846156,5
dose56_rw2s0_010028,simple_wiki,21,18,39,0.8571428571428571,0.7142857142857143,0.8333333333333334,0.8461538461538461,0.7333333333333333,4
dose56_rw2s0_029136,gutenberg,33,25,58,0.7575757575757576,0.1,0.2,0.2,0.10344827586206896,3
dose56_rw2s1_002945,childes,18,20,38,1.1111111111111112,0.2222222222222222,0.4,0.45454545454545453,0.2631578947368421,3
dose56_rw2s1_019626,simple_wiki,20,17,37,0.85,0.29411764705882354,0.45454545454545453,0.5,0.3333333333333333,2
dose56_rw2s1_023314,open_subtitles,23,22,45,0.9565217391304348,0.16666666666666666,0.375,0.375,0.17647058823529413,3
dose56_rw_014958,bnc_spoken,35,37,72,1.0571428571428572,0.3333333333333333,0.5294117647058824,0.5294117647058824,0.3333333333333333,5
dose56_rw2s1_026273,simple_wiki,21,21,42,1.0,0.2777777777777778,0.45454545454545453,0.45454545454545453,0.2777777777777778,4
dose56_rw2s1_023880,simple_wiki,26,31,57,1.1923076923076923,0.2222222222222222,0.375,0.4,0.2222222222222222,2
dose56_rw2s1_006419,childes,18,23,41,1.2777777777777777,0.3333333333333333,0.6,0.6,0.35294117647058826,5
dose56_rw2s1_030998,gutenberg,25,23,48,0.92,0.42857142857142855,0.6428571428571429,0.6,0.4090909090909091,3
dose56_rw2s0_029725,gutenberg,39,36,75,0.9230769230769231,0.29411764705882354,0.47619047619047616,0.47619047619047616,0.29411764705882354,5
dose56_rw2s0_020541,simple_wiki,23,25,48,1.0869565217391304,0.3157894736842105,0.6,0.5454545454545454,0.3,3
dose56_rw_030795,childes,15,13,28,0.8666666666666667,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.18181818181818182,2
dose56_rw2s0_023975,simple_wiki,18,18,36,1.0,0.36363636363636365,0.5714285714285714,0.6666666666666666,0.46153846153846156,4
dose56_rw2s1_011046,gutenberg,19,20,39,1.0526315789473684,0.46153846153846156,0.75,0.8333333333333334,0.5,5
dose56_rw2s0_031533,open_subtitles,18,20,38,1.1111111111111112,0.3333333333333333,0.5714285714285714,0.625,0.38461538461538464,2
dose56_rw_006890,bnc_spoken,35,30,65,0.8571428571428571,0.5769230769230769,0.75,0.75,0.5555555555555556,5
dose56_rw2s1_013060,simple_wiki,46,49,95,1.065217391304348,0.34146341463414637,0.5833333333333334,0.5555555555555556,0.3409090909090909,3
dose56_rw_042361,childes,17,24,41,1.411764705882353,0.3,0.5,0.5,0.3,3
dose56_rw2s0_024631,gutenberg,40,33,73,0.825,0.15625,0.2777777777777778,0.3157894736842105,0.18181818181818182,5
dose56_rw2s1_007584,open_subtitles,52,44,96,0.8461538461538461,0.13043478260869565,0.25,0.23076923076923078,0.13043478260869565,4
dose56_rw2s0_018098,open_subtitles,33,27,60,0.8181818181818182,0.2631578947368421,0.45454545454545453,0.5,0.2857142857142857,3
dose56_rw2s0_018147,bnc_spoken,22,19,41,0.8636363636363636,0.5333333333333333,0.8,0.8,0.5333333333333333,5
dose56_rw2s0_007363,gutenberg,24,29,53,1.2083333333333333,0.10526315789473684,0.2222222222222222,0.2222222222222222,0.10526315789473684,3
dose56_rw2s0_022071,gutenberg,30,30,60,1.0,0.17391304347826086,0.3076923076923077,0.3076923076923077,0.17391304347826086,4
dose56_rw2s1_003088,gutenberg,30,28,58,0.9333333333333333,0.25,0.4166666666666667,0.46153846153846156,0.2857142857142857,3
dose56_rw2s0_029331,gutenberg,42,43,85,1.0238095238095237,0.2702702702702703,0.43478260869565216,0.44,0.275,3
dose56_rw2s1_008821,gutenberg,21,24,45,1.1428571428571428,0.4375,0.6363636363636364,0.5833333333333334,0.4117647058823529,4
dose56_rw2s0_016663,simple_wiki,18,20,38,1.1111111111111112,0.6153846153846154,1.0,0.8888888888888888,0.6153846153846154,4
dose56_rw2s1_002477,gutenberg,28,24,52,0.8571428571428571,0.16666666666666666,0.3,0.2222222222222222,0.11764705882352941,4
dose56_rw2s1_029693,simple_wiki,19,18,37,0.9473684210526315,0.5294117647058824,0.75,0.75,0.5,5
dose56_rw2s0_000454,gutenberg,31,31,62,1.0,0.1724137931034483,0.3125,0.29411764705882354,0.16666666666666666,4
dose56_rw_017016,childes,13,14,27,1.0769230769230769,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.3333333333333333,2
dose56_rw2s1_001787,simple_wiki,24,25,49,1.0416666666666667,0.42857142857142855,0.6923076923076923,0.6,0.391304347826087,4
dose56_rw_032314,childes,18,17,35,0.9444444444444444,0.35714285714285715,0.5555555555555556,0.5454545454545454,0.375,5
dose56_rw2s0_002270,simple_wiki,18,15,33,0.8333333333333334,0.35714285714285715,0.5555555555555556,0.5,0.3125,3
dose56_rw2s0_019826,gutenberg,23,21,44,0.9130434782608695,0.2777777777777778,0.45454545454545453,0.45454545454545453,0.2777777777777778,4
dose56_rw2s0_015947,gutenberg,22,22,44,1.0,0.125,0.25,0.2857142857142857,0.13333333333333333,3
dose56_rw2s1_004575,gutenberg,24,23,47,0.9583333333333334,0.22727272727272727,0.38461538461538464,0.35714285714285715,0.21739130434782608,3
dose56_rw2s0_005830,gutenberg,35,36,71,1.0285714285714285,0.2916666666666667,0.5,0.5333333333333333,0.32,4
dose56_rw2s0_006939,gutenberg,29,27,56,0.9310344827586207,0.3888888888888889,0.6363636363636364,0.6363636363636364,0.3888888888888889,5
dose56_rw_022480,bnc_spoken,16,14,30,0.875,0.29411764705882354,0.5,0.5,0.29411764705882354,2
dose56_rw2s1_010512,gutenberg,22,22,44,1.0,0.3157894736842105,0.5454545454545454,0.5,0.3,3
dose56_rw2s0_018417,open_subtitles,19,20,39,1.0526315789473684,0.75,0.9,0.8181818181818182,0.6923076923076923,3
dose56_rw_044138,childes,16,19,35,1.1875,0.38461538461538464,0.625,0.625,0.38461538461538464,3
dose56_rw_007483,childes,15,14,29,0.9333333333333333,0.5,0.6666666666666666,0.7,0.5384615384615384,3
dose56_rw2s0_025344,gutenberg,19,15,34,0.7894736842105263,0.2857142857142857,0.5,0.4444444444444444,0.26666666666666666,2
dose56_rw_022858,childes,16,13,29,0.8125,0.3333333333333333,0.5,0.6,0.42857142857142855,3
dose56_rw2s1_017851,gutenberg,31,32,63,1.032258064516129,0.15384615384615385,0.2857142857142857,0.23076923076923078,0.12,3
dose56_rw2s1_011529,childes,23,20,43,0.8695652173913043,0.21428571428571427,0.42857142857142855,0.4444444444444444,0.23529411764705882,3
dose56_rw2s1_007698,simple_wiki,20,20,40,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,5
dose56_rw_038758,childes,16,13,29,0.8125,0.18181818181818182,0.3333333333333333,0.5,0.3076923076923077,3
dose56_rw2s0_014229,open_subtitles,20,22,42,1.1,0.23529411764705882,0.4444444444444444,0.45454545454545453,0.2631578947368421,2
dose56_rw2s0_018775,gutenberg,38,41,79,1.0789473684210527,0.16,0.3076923076923077,0.3333333333333333,0.18518518518518517,5
dose56_rw2s0_004435,gutenberg,23,23,46,1.0,0.42105263157894735,0.6153846153846154,0.5714285714285714,0.4,5
dose56_rw2s0_015807,gutenberg,45,47,92,1.0444444444444445,0.2,0.34782608695652173,0.32,0.18604651162790697,5
dose56_rw2s1_021351,bnc_spoken,18,16,34,0.8888888888888888,0.6363636363636364,0.7777777777777778,0.7777777777777778,0.5833333333333334,5
dose56_rw2s1_031166,gutenberg,42,40,82,0.9523809523809523,0.12121212121212122,0.2222222222222222,0.2222222222222222,0.125,5
dose56_rw2s0_001378,gutenberg,29,27,56,0.9310344827586207,0.125,0.25,0.2857142857142857,0.15384615384615385,2
dose56_rw_023383,gutenberg,26,20,46,0.7692307692307693,0.13636363636363635,0.25,0.25,0.13043478260869565,2
dose56_rw2s0_001837,bnc_spoken,20,30,50,1.5,0.11538461538461539,0.25,0.3076923076923077,0.14814814814814814,2
dose56_rw_012196,childes,14,13,27,0.9285714285714286,0.4166666666666667,0.625,0.625,0.38461538461538464,3
dose56_rw2s0_020659,gutenberg,43,45,88,1.0465116279069768,0.08571428571428572,0.1875,0.17647058823529413,0.08333333333333333,2
dose56_rw2s1_026683,bnc_spoken,22,13,35,0.5909090909090909,0.3,0.5,0.5,0.2727272727272727,2
dose56_rw2s1_001401,childes,18,18,36,1.0,0.6363636363636364,0.7777777777777778,0.7777777777777778,0.6363636363636364,5
dose56_rw2s1_024594,gutenberg,22,26,48,1.1818181818181819,0.17391304347826086,0.3333333333333333,0.38461538461538464,0.20833333333333334,3
dose56_rw2s1_004631,gutenberg,21,20,41,0.9523809523809523,0.21052631578947367,0.36363636363636365,0.36363636363636365,0.21052631578947367,3
dose56_rw2s1_019948,gutenberg,30,24,54,0.8,0.4,0.5882352941176471,0.6111111111111112,0.4074074074074074,3
dose56_rw_026990,gutenberg,12,14,26,1.1666666666666667,0.5714285714285714,0.8,0.8,0.5714285714285714,4
dose56_rw2s0_014632,open_subtitles,19,18,37,0.9473684210526315,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.3333333333333333,5
dose56_rw2s1_002175,gutenberg,21,21,42,1.0,0.058823529411764705,0.16666666666666666,0.16666666666666666,0.058823529411764705,3
dose56_rw2s0_007033,simple_wiki,22,19,41,0.8636363636363636,0.6,0.75,0.7692307692307693,0.5882352941176471,3
dose56_rw2s0_019382,bnc_spoken,35,36,71,1.0285714285714285,0.3,0.5294117647058824,0.5,0.2903225806451613,4
dose56_rw_011564,childes,12,12,24,1.0,0.25,0.4,0.4,0.25,4
dose56_rw_039524,childes,16,14,30,0.875,0.4444444444444444,0.6666666666666666,0.7142857142857143,0.5,5
dose56_rw2s1_020150,bnc_spoken,32,26,58,0.8125,0.08,0.15384615384615385,0.15384615384615385,0.07692307692307693,4
dose56_rw2s1_017606,open_subtitles,19,20,39,1.0526315789473684,0.2857142857142857,0.4444444444444444,0.5,0.3125,3
dose56_rw2s0_000519,open_subtitles,20,19,39,0.95,0.46153846153846156,0.6666666666666666,0.7,0.5,4
dose56_rw2s1_021380,bnc_spoken,39,38,77,0.9743589743589743,0.4838709677419355,0.6521739130434783,0.6521739130434783,0.46875,4
dose56_rw2s1_029891,open_subtitles,18,21,39,1.1666666666666667,0.1875,0.375,0.4444444444444444,0.23529411764705882,3
dose56_rw2s0_005224,simple_wiki,23,22,45,0.9565217391304348,0.6190476190476191,0.7647058823529411,0.7647058823529411,0.6190476190476191,5
dose56_rw2s1_013528,gutenberg,44,37,81,0.8409090909090909,0.5,0.6875,0.6875,0.5,5
dose56_rw2s1_024788,bnc_spoken,18,16,34,0.8888888888888888,0.35714285714285715,0.5555555555555556,0.45454545454545453,0.29411764705882354,2
dose56_rw_013894,simple_wiki,14,18,32,1.2857142857142858,0.7,0.875,0.875,0.7,4
dose56_rw_038429,childes,18,14,32,0.7777777777777778,0.125,0.2222222222222222,0.2222222222222222,0.11764705882352941,3
dose56_rw2s0_001448,childes,23,27,50,1.173913043478261,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,3
dose56_rw2s0_026138,gutenberg,44,37,81,0.8409090909090909,0.1891891891891892,0.3181818181818182,0.3181818181818182,0.1794871794871795,3
dose56_rw2s1_012645,bnc_spoken,25,30,55,1.2,0.2727272727272727,0.46153846153846156,0.5,0.30434782608695654,4
dose56_rw2s0_017099,gutenberg,30,28,58,0.9333333333333333,0.05263157894736842,0.14285714285714285,0.25,0.1,2
dose56_rw2s1_031704,gutenberg,40,40,80,1.0,0.12903225806451613,0.23529411764705882,0.2222222222222222,0.12121212121212122,5
dose56_rw_024186,childes,12,9,21,0.75,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.5555555555555556,3
dose56_rw2s0_009050,gutenberg,27,24,51,0.8888888888888888,0.13636363636363635,0.25,0.25,0.13636363636363635,2
dose56_rw2s0_004694,gutenberg,24,26,50,1.0833333333333333,0.09523809523809523,0.2,0.2,0.09523809523809523,4
dose56_rw2s1_032112,simple_wiki,23,24,47,1.0434782608695652,0.13636363636363635,0.25,0.25,0.13636363636363635,5
dose56_rw2s0_018150,gutenberg,31,29,60,0.9354838709677419,0.4375,0.7777777777777778,0.7777777777777778,0.3888888888888889,5
dose56_rw2s1_013986,simple_wiki,18,23,41,1.2777777777777777,0.5,0.7692307692307693,0.7692307692307693,0.5,5
dose56_rw2s1_024805,open_subtitles,19,23,42,1.2105263157894737,0.3888888888888889,0.5833333333333334,0.5833333333333334,0.3684210526315789,3
dose56_rw_001590,bnc_spoken,15,13,28,0.8666666666666667,0.09090909090909091,0.25,0.25,0.09090909090909091,2
dose56_rw2s0_027682,open_subtitles,19,19,38,1.0,0.5,0.6666666666666666,0.6666666666666666,0.46153846153846156,5
dose56_rw2s0_024572,simple_wiki,19,24,43,1.263157894736842,0.7272727272727273,1.0,0.8888888888888888,0.5714285714285714,4
dose56_rw2s1_016868,open_subtitles,19,22,41,1.1578947368421053,0.5,0.7,0.7,0.4666666666666667,4
dose56_rw2s0_015837,gutenberg,19,24,43,1.263157894736842,0.16666666666666666,0.3076923076923077,0.3076923076923077,0.16666666666666666,2
dose56_rw_027058,gutenberg,15,14,29,0.9333333333333333,0.36363636363636365,0.5714285714285714,0.5,0.3333333333333333,2
dose56_rw2s1_017051,gutenberg,24,21,45,0.875,0.2777777777777778,0.45454545454545453,0.45454545454545453,0.2631578947368421,3
dose56_rw2s0_005643,childes,19,19,38,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.3333333333333333,4
dose56_rw_019217,childes,12,12,24,1.0,0.2,0.3333333333333333,0.3333333333333333,0.2,2
dose56_rw_009947,childes,12,12,24,1.0,0.21428571428571427,0.375,0.3333333333333333,0.2,3
