pair_id,source,original_words,rewrite_words,pair_words,len_ratio,content_jaccard_common_def,content_overlap_min_common_def,stored_content_overlap,stored_content_jaccard,longest_common_contiguous_words_common_def
dose56_rw2s0_014433,switchboard,22,20,42,0.9090909090909091,0.5454545454545454,0.75,0.75,0.5454545454545454,4
dose56_rw_032183,gutenberg,27,24,51,0.8888888888888888,0.4117647058823529,0.7,0.7,0.4117647058823529,5
dose56_rw2s0_009623,bnc_spoken,32,24,56,0.75,0.22727272727272727,0.4166666666666667,0.36363636363636365,0.19047619047619047,4
dose56_rw2s0_018136,bnc_spoken,33,31,64,0.9393939393939394,0.07407407407407407,0.15384615384615385,0.14285714285714285,0.07142857142857142,2
dose56_rw2s1_021763,simple_wiki,20,20,40,1.0,0.35294117647058826,0.5454545454545454,0.5454545454545454,0.3333333333333333,4
dose56_rw2s1_017597,bnc_spoken,18,16,34,0.8888888888888888,0.35714285714285715,0.5555555555555556,0.6,0.375,4
dose56_rw2s1_031478,childes,18,16,34,0.8888888888888888,0.25,0.5,0.4,0.2222222222222222,3
dose56_rw2s1_012175,open_subtitles,26,24,50,0.9230769230769231,0.17647058823529413,0.3333333333333333,0.2727272727272727,0.15,3
dose56_rw2s0_029557,childes,46,39,85,0.8478260869565217,0.16666666666666666,0.3333333333333333,0.3125,0.16129032258064516,4
dose56_rw2s0_025144,open_subtitles,20,22,42,1.1,0.11764705882352941,0.2222222222222222,0.2222222222222222,0.11764705882352941,2
dose56_rw2s0_019419,gutenberg,35,36,71,1.0285714285714285,0.1891891891891892,0.3333333333333333,0.3333333333333333,0.1794871794871795,3
dose56_rw2s1_031618,open_subtitles,22,25,47,1.1363636363636365,0.3,0.5454545454545454,0.5,0.2857142857142857,5
dose56_rw2s1_020957,gutenberg,30,28,58,0.9333333333333333,0.38095238095238093,0.6153846153846154,0.6153846153846154,0.38095238095238093,3
dose56_rw2s1_008236,gutenberg,18,16,34,0.8888888888888888,0.21428571428571427,0.375,0.4444444444444444,0.26666666666666666,3
dose56_rw2s1_004942,simple_wiki,26,29,55,1.1153846153846154,0.55,0.7857142857142857,0.7857142857142857,0.5238095238095238,5
dose56_rw2s0_003686,gutenberg,32,27,59,0.84375,0.23076923076923078,0.375,0.375,0.2222222222222222,3
dose56_rw2s0_031622,open_subtitles,28,23,51,0.8214285714285714,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,3
dose56_rw2s0_004603,gutenberg,27,26,53,0.9629629629629629,0.08,0.15384615384615385,0.16666666666666666,0.08333333333333333,4
dose56_rw_009625,bnc_spoken,20,21,41,1.05,0.3076923076923077,0.5,0.5,0.2857142857142857,4
dose56_rw2s0_005956,simple_wiki,18,21,39,1.1666666666666667,0.35294117647058826,0.6666666666666666,0.6,0.3333333333333333,3
dose56_rw2s1_007886,childes,27,25,52,0.9259259259259259,0.4090909090909091,0.6,0.6,0.4090909090909091,5
dose56_rw2s0_032146,gutenberg,29,29,58,1.0,0.3333333333333333,0.5384615384615384,0.5833333333333334,0.35,3
dose56_rw_004831,childes,24,20,44,0.8333333333333334,0.38095238095238093,0.5714285714285714,0.5714285714285714,0.38095238095238093,5
dose56_rw2s0_021629,gutenberg,50,48,98,0.96,0.2553191489361702,0.42857142857142855,0.41379310344827586,0.24489795918367346,4
dose56_rw2s1_025390,simple_wiki,40,29,69,0.725,0.34615384615384615,0.5625,0.5263157894736842,0.3333333333333333,4
dose56_rw2s1_026850,gutenberg,20,20,40,1.0,0.4,0.6666666666666666,0.6,0.375,4
dose56_rw2s1_029790,bnc_spoken,33,23,56,0.696969696969697,0.25,0.45454545454545453,0.5,0.2857142857142857,4
dose56_rw2s1_028084,gutenberg,32,29,61,0.90625,0.30434782608695654,0.4666666666666667,0.5294117647058824,0.34615384615384615,3
dose56_rw2s0_002510,bnc_spoken,18,18,36,1.0,0.38461538461538464,0.7142857142857143,0.7142857142857143,0.38461538461538464,2
dose56_rw2s0_011965,gutenberg,20,20,40,1.0,0.15789473684210525,0.3,0.3,0.15789473684210525,2
dose56_rw2s0_007662,gutenberg,18,16,34,0.8888888888888888,0.3333333333333333,0.5,0.42857142857142855,0.2727272727272727,4
dose56_rw2s1_014196,simple_wiki,39,36,75,0.9230769230769231,0.41379310344827586,0.6,0.5454545454545454,0.375,5
dose56_rw_038027,open_subtitles,16,13,29,0.8125,0.5,0.7142857142857143,0.7142857142857143,0.5,3
dose56_rw2s0_025490,open_subtitles,19,20,39,1.0526315789473684,0.13636363636363635,0.25,0.25,0.13636363636363635,3
dose56_rw_009760,childes,32,18,50,0.5625,0.47368421052631576,0.8181818181818182,0.8181818181818182,0.45,4
dose56_rw_030572,gutenberg,25,26,51,1.04,0.19047619047619047,0.36363636363636365,0.36363636363636365,0.19047619047619047,2
dose56_rw2s0_015764,gutenberg,54,47,101,0.8703703703703703,0.3684210526315789,0.56,0.5652173913043478,0.35135135135135137,5
dose56_rw_022528,gutenberg,25,28,53,1.12,0.375,0.5625,0.5625,0.375,4
dose56_rw2s0_018944,gutenberg,20,21,41,1.05,0.45454545454545453,0.7142857142857143,0.75,0.5,5
dose56_rw2s0_031121,gutenberg,44,48,92,1.0909090909090908,0.11904761904761904,0.25,0.23809523809523808,0.11363636363636363,2
dose56_rw2s1_020075,childes,28,32,60,1.1428571428571428,0.5294117647058824,0.75,0.7692307692307693,0.5555555555555556,5
dose56_rw2s0_032633,simple_wiki,21,24,45,1.1428571428571428,0.30434782608695654,0.4666666666666667,0.4666666666666667,0.2916666666666667,4
dose56_rw2s1_004715,open_subtitles,18,21,39,1.1666666666666667,0.26666666666666666,0.4444444444444444,0.4,0.23529411764705882,4
dose56_rw2s0_015207,open_subtitles,21,16,37,0.7619047619047619,0.18181818181818182,0.4,0.3333333333333333,0.15384615384615385,2
dose56_rw2s0_025768,gutenberg,38,36,74,0.9473684210526315,0.23529411764705882,0.38095238095238093,0.38095238095238093,0.22857142857142856,3
dose56_rw2s0_022719,simple_wiki,19,19,38,1.0,0.5714285714285714,0.7272727272727273,0.75,0.5625,3
dose56_rw2s1_011069,simple_wiki,25,24,49,0.96,0.7142857142857143,0.9090909090909091,0.8333333333333334,0.6666666666666666,4
dose56_rw2s0_014492,simple_wiki,20,24,44,1.2,0.3333333333333333,0.5454545454545454,0.5454545454545454,0.35294117647058826,3
dose56_rw2s1_000255,simple_wiki,38,36,74,0.9473684210526315,0.1111111111111111,0.21052631578947367,0.22727272727272727,0.1282051282051282,2
dose56_rw2s0_005344,gutenberg,21,22,43,1.0476190476190477,0.23529411764705882,0.4,0.4,0.23529411764705882,4
dose56_rw2s1_009069,gutenberg,21,23,44,1.0952380952380953,0.29411764705882354,0.45454545454545453,0.45454545454545453,0.29411764705882354,4
dose56_rw_036717,childes,12,11,23,0.9166666666666666,0.45454545454545453,0.625,0.625,0.45454545454545453,4
dose56_rw_003521,open_subtitles,13,12,25,0.9230769230769231,0.08333333333333333,0.16666666666666666,0.14285714285714285,0.07692307692307693,2
dose56_rw2s1_006187,gutenberg,31,21,52,0.6774193548387096,0.08,0.15384615384615385,0.14285714285714285,0.07692307692307693,2
dose56_rw2s1_016728,simple_wiki,19,19,38,1.0,0.23529411764705882,0.4,0.45454545454545453,0.29411764705882354,4
dose56_rw_002310,bnc_spoken,19,18,37,0.9473684210526315,0.3076923076923077,0.5714285714285714,0.5714285714285714,0.3076923076923077,3
dose56_rw_002177,bnc_spoken,20,21,41,1.05,0.26666666666666666,0.4444444444444444,0.4,0.25,4
dose56_rw2s0_016204,bnc_spoken,43,35,78,0.813953488372093,0.2903225806451613,0.5,0.47368421052631576,0.28125,4
dose56_rw2s1_005362,childes,22,22,44,1.0,0.13333333333333333,0.25,0.2222222222222222,0.125,3
dose56_rw_035288,open_subtitles,12,13,25,1.0833333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,3
dose56_rw2s0_001690,bnc_spoken,24,25,49,1.0416666666666667,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.5555555555555556,3
dose56_rw_044861,childes,13,16,29,1.2307692307692308,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.2857142857142857,5
dose56_rw2s1_015365,simple_wiki,30,30,60,1.0,0.4,0.6666666666666666,0.6666666666666666,0.4,5
dose56_rw_010647,gutenberg,30,30,60,1.0,0.12,0.2727272727272727,0.25,0.1111111111111111,3
dose56_rw2s1_025557,bnc_spoken,49,47,96,0.9591836734693877,0.3939393939393939,0.65,0.64,0.41025641025641024,5
dose56_rw_019338,gutenberg,23,19,42,0.8260869565217391,0.058823529411764705,0.1111111111111111,0.2,0.1111111111111111,3
dose56_rw2s1_001678,gutenberg,23,21,44,0.9130434782608695,0.14285714285714285,0.25,0.25,0.14285714285714285,4
dose56_rw2s0_007227,gutenberg,25,21,46,0.84,0.25,0.4166666666666667,0.4166666666666667,0.23809523809523808,4
dose56_rw2s1_018813,childes,19,19,38,1.0,0.25,0.5,0.5555555555555556,0.29411764705882354,3
dose56_rw2s1_015995,gutenberg,23,20,43,0.8695652173913043,0.3333333333333333,0.5555555555555556,0.45454545454545453,0.29411764705882354,3
dose56_rw_023839,gutenberg,12,10,22,0.8333333333333334,0.125,0.25,0.25,0.125,1
dose56_rw2s0_023042,gutenberg,28,25,53,0.8928571428571429,0.08333333333333333,0.15384615384615385,0.15384615384615385,0.08,2
dose56_rw2s1_032802,simple_wiki,18,17,35,0.9444444444444444,0.42857142857142855,0.6,0.6,0.42857142857142855,4
dose56_rw2s1_025383,gutenberg,20,18,38,0.9,0.4166666666666667,0.625,0.625,0.4166666666666667,5
dose56_rw2s1_030851,gutenberg,40,38,78,0.95,0.3103448275862069,0.5294117647058824,0.5263157894736842,0.3225806451612903,4
dose56_rw2s1_001488,gutenberg,29,30,59,1.0344827586206897,0.11538461538461539,0.21428571428571427,0.23076923076923078,0.11538461538461539,2
dose56_rw2s0_005791,gutenberg,28,25,53,0.8928571428571429,0.08695652173913043,0.18181818181818182,0.16666666666666666,0.08333333333333333,5
dose56_rw2s0_004498,gutenberg,31,29,60,0.9354838709677419,0.19230769230769232,0.3333333333333333,0.375,0.21428571428571427,3
dose56_rw2s0_019518,simple_wiki,18,18,36,1.0,0.25,0.42857142857142855,0.375,0.1875,3
dose56_rw_013655,open_subtitles,23,15,38,0.6521739130434783,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.06666666666666667,2
dose56_rw_043815,childes,17,17,34,1.0,0.5,0.7142857142857143,0.625,0.45454545454545453,3
dose56_rw_040661,open_subtitles,18,17,35,0.9444444444444444,0.5,0.7,0.7,0.5,4
dose56_rw2s0_016350,gutenberg,21,18,39,0.8571428571428571,0.13333333333333333,0.25,0.14285714285714285,0.07142857142857142,5
dose56_rw_013949,childes,20,19,39,0.95,0.15384615384615385,0.2857142857142857,0.25,0.14285714285714285,4
dose56_rw2s0_015010,gutenberg,21,17,38,0.8095238095238095,0.23076923076923078,0.375,0.375,0.21428571428571427,4
dose56_rw2s1_026854,simple_wiki,20,23,43,1.15,0.46153846153846156,0.75,0.7777777777777778,0.5,3
dose56_rw_040073,childes,17,13,30,0.7647058823529411,0.2,0.4,0.5,0.2727272727272727,2
dose56_rw_031719,gutenberg,17,14,31,0.8235294117647058,0.25,0.42857142857142855,0.375,0.2,3
dose56_rw_036595,childes,12,13,25,1.0833333333333333,0.5,0.75,0.8,0.5714285714285714,4
dose56_rw_015269,gutenberg,13,11,24,0.8461538461538461,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.2727272727272727,3
dose56_rw_035521,childes,12,13,25,1.0833333333333333,0.3333333333333333,0.5,0.5,0.3076923076923077,4
dose56_rw2s1_023001,gutenberg,35,25,60,0.7142857142857143,0.2692307692307692,0.4375,0.4666666666666667,0.2692307692307692,3
dose56_rw2s0_021382,childes,20,14,34,0.7,0.07692307692307693,0.16666666666666666,0.14285714285714285,0.07142857142857142,1
dose56_rw2s0_002996,simple_wiki,26,28,54,1.0769230769230769,0.2608695652173913,0.46153846153846156,0.42857142857142855,0.25,3
dose56_rw_021932,childes,13,12,25,0.9230769230769231,0.36363636363636365,0.5714285714285714,0.5714285714285714,0.36363636363636365,4
dose56_rw2s1_014128,open_subtitles,19,17,36,0.8947368421052632,0.21052631578947367,0.36363636363636365,0.36363636363636365,0.21052631578947367,2
dose56_rw2s1_012148,simple_wiki,18,20,38,1.1111111111111112,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.4,3
dose56_rw_042411,childes,14,14,28,1.0,0.4166666666666667,0.625,0.625,0.4166666666666667,3
dose56_rw_041117,childes,16,20,36,1.25,0.42857142857142855,0.6,0.6,0.42857142857142855,3
dose56_rw_041810,childes,14,11,25,0.7857142857142857,0.5,0.6666666666666666,0.6666666666666666,0.5,4
dose56_rw2s1_012476,gutenberg,27,30,57,1.1111111111111112,0.16666666666666666,0.3076923076923077,0.2857142857142857,0.15384615384615385,3
dose56_rw2s1_006001,bnc_spoken,34,29,63,0.8529411764705882,0.37037037037037035,0.5555555555555556,0.5263157894736842,0.3448275862068966,5
dose56_rw2s1_021710,open_subtitles,24,21,45,0.875,0.3333333333333333,0.5,0.5,0.3333333333333333,4
dose56_rw_012022,childes,14,14,28,1.0,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.16666666666666666,2
dose56_rw2s0_026950,gutenberg,23,25,48,1.0869565217391304,0.13043478260869565,0.25,0.25,0.13636363636363635,2
dose56_rw_022373,bnc_spoken,12,10,22,0.8333333333333334,0.625,0.8333333333333334,0.8333333333333334,0.625,4
dose56_rw2s0_031990,childes,27,24,51,0.8888888888888888,0.16666666666666666,0.375,0.375,0.16666666666666666,5
dose56_rw2s0_023001,gutenberg,36,40,76,1.1111111111111112,0.1724137931034483,0.3125,0.26666666666666666,0.13793103448275862,3
dose56_rw2s0_026253,simple_wiki,21,25,46,1.1904761904761905,0.5294117647058824,0.75,0.75,0.5294117647058824,4
dose56_rw2s1_016713,simple_wiki,23,25,48,1.0869565217391304,0.6111111111111112,0.7857142857142857,0.7857142857142857,0.6111111111111112,4
dose56_rw2s1_010464,gutenberg,28,28,56,1.0,0.38095238095238093,0.5714285714285714,0.5714285714285714,0.38095238095238093,5
dose56_rw2s1_006434,open_subtitles,18,18,36,1.0,0.1111111111111111,0.25,0.2222222222222222,0.1111111111111111,2
dose56_rw_037260,childes,13,12,25,0.9230769230769231,0.5,0.8,0.7142857142857143,0.5,3
dose56_rw2s0_019078,simple_wiki,24,23,47,0.9583333333333334,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.18181818181818182,4
dose56_rw_042404,open_subtitles,25,22,47,0.88,0.5,0.6923076923076923,0.6923076923076923,0.5,5
dose56_rw2s1_002298,open_subtitles,21,23,44,1.0952380952380953,0.35294117647058826,0.6,0.6,0.35294117647058826,5
dose56_rw2s0_000715,simple_wiki,29,31,60,1.0689655172413792,0.36666666666666664,0.5789473684210527,0.5789473684210527,0.36666666666666664,4
dose56_rw2s0_017792,bnc_spoken,22,19,41,0.8636363636363636,0.6153846153846154,0.8888888888888888,0.8,0.5714285714285714,5
dose56_rw2s1_029620,gutenberg,31,31,62,1.0,0.5238095238095238,0.7333333333333333,0.6875,0.5,5
dose56_rw2s1_022207,simple_wiki,22,23,45,1.0454545454545454,0.5454545454545454,0.75,0.75,0.5714285714285714,5
dose56_rw2s1_012040,gutenberg,40,39,79,0.975,0.3076923076923077,0.5,0.5,0.32142857142857145,4
dose56_rw2s0_029695,gutenberg,25,32,57,1.28,0.2,0.5714285714285714,0.5714285714285714,0.19047619047619047,4
dose56_rw2s1_025295,open_subtitles,19,21,40,1.105263157894737,0.2,0.42857142857142855,0.42857142857142855,0.1875,3
dose56_rw2s1_030190,simple_wiki,23,20,43,0.8695652173913043,0.5625,0.75,0.6923076923076923,0.5294117647058824,2
dose56_rw2s1_005620,gutenberg,21,25,46,1.1904761904761905,0.1,0.18181818181818182,0.18181818181818182,0.09523809523809523,3
dose56_rw2s0_012176,gutenberg,23,22,45,0.9565217391304348,0.1875,0.375,0.4,0.2222222222222222,2
dose56_rw_039697,childes,12,12,24,1.0,0.45454545454545453,0.625,0.625,0.45454545454545453,4
dose56_rw2s0_024906,childes,18,17,35,0.9444444444444444,0.38461538461538464,0.625,0.6666666666666666,0.4,5
dose56_rw2s1_012534,gutenberg,26,26,52,1.0,0.3125,0.5,0.5,0.2777777777777778,4
dose56_rw2s1_030729,gutenberg,30,29,59,0.9666666666666667,0.21428571428571427,0.42857142857142855,0.375,0.2,3
dose56_rw2s1_020660,gutenberg,21,26,47,1.2380952380952381,0.3,0.5,0.5,0.3,3
dose56_rw_039940,open_subtitles,14,17,31,1.2142857142857142,0.5,0.75,0.7777777777777778,0.5384615384615384,4
dose56_rw2s0_006408,open_subtitles,18,15,33,0.8333333333333334,0.2857142857142857,0.5,0.5,0.2857142857142857,2
dose56_rw2s1_020621,childes,18,18,36,1.0,0.0625,0.14285714285714285,0.14285714285714285,0.06666666666666667,2
dose56_rw2s0_016201,gutenberg,55,41,96,0.7454545454545455,0.3333333333333333,0.56,0.5555555555555556,0.3333333333333333,5
dose56_rw_034901,childes,15,14,29,0.9333333333333333,0.6,0.8571428571428571,0.8571428571428571,0.6,5
dose56_rw2s0_021715,bnc_spoken,20,20,40,1.0,0.2,0.375,0.4444444444444444,0.25,5
dose56_rw2s1_020521,gutenberg,23,22,45,0.9565217391304348,0.1111111111111111,0.2,0.25,0.14285714285714285,1
dose56_rw_043954,childes,14,18,32,1.2857142857142858,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.38461538461538464,3
dose56_rw2s0_022339,bnc_spoken,24,21,45,0.875,0.3333333333333333,0.5714285714285714,0.375,0.23076923076923078,5
dose56_rw2s0_000838,gutenberg,25,25,50,1.0,0.47058823529411764,0.7272727272727273,0.6363636363636364,0.3888888888888889,4
dose56_rw2s0_020639,open_subtitles,20,19,39,0.95,0.625,0.7692307692307693,0.7692307692307693,0.625,3
dose56_rw2s1_010171,gutenberg,19,19,38,1.0,0.23076923076923078,0.42857142857142855,0.375,0.21428571428571427,3
dose56_rw2s0_030482,simple_wiki,20,25,45,1.25,0.4117647058823529,0.6363636363636364,0.6666666666666666,0.4444444444444444,5
dose56_rw_006613,childes,15,16,31,1.0666666666666667,0.1111111111111111,0.2,0.4,0.2222222222222222,2
dose56_rw2s1_019852,childes,31,40,71,1.2903225806451613,0.6,0.8571428571428571,0.8571428571428571,0.5714285714285714,4
dose56_rw_012493,gutenberg,15,15,30,1.0,0.36363636363636365,0.5714285714285714,0.5,0.3333333333333333,2
dose56_rw2s1_001109,simple_wiki,20,24,44,1.2,0.2857142857142857,0.5,0.5,0.2857142857142857,4
dose56_rw2s0_014252,gutenberg,20,22,42,1.1,0.35294117647058826,0.5454545454545454,0.5,0.3125,2
dose56_rw2s0_015982,switchboard,44,33,77,0.75,0.2222222222222222,0.375,0.4444444444444444,0.27586206896551724,4
dose56_rw2s1_023720,gutenberg,20,18,38,0.9,0.3333333333333333,0.5,0.5,0.3076923076923077,3
dose56_rw_036218,childes,12,13,25,1.0833333333333333,0.4,0.5714285714285714,0.5714285714285714,0.4,5
dose56_rw_038034,open_subtitles,12,13,25,1.0833333333333333,0.1111111111111111,0.2,0.3333333333333333,0.2,3
dose56_rw2s0_008099,gutenberg,37,30,67,0.8108108108108109,0.16666666666666666,0.3125,0.29411764705882354,0.15625,3
dose56_rw2s0_014093,gutenberg,41,36,77,0.8780487804878049,0.3103448275862069,0.47368421052631576,0.5,0.3225806451612903,5
dose56_rw2s0_024134,bnc_spoken,32,27,59,0.84375,0.6470588235294118,0.8461538461538461,0.8571428571428571,0.631578947368421,5
dose56_rw2s1_030528,gutenberg,23,18,41,0.782608695652174,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,2
dose56_rw_003160,gutenberg,15,17,32,1.1333333333333333,0.36363636363636365,0.6666666666666666,0.7142857142857143,0.45454545454545453,3
dose56_rw2s1_005287,gutenberg,48,42,90,0.875,0.22580645161290322,0.3684210526315789,0.42857142857142855,0.2647058823529412,3
dose56_rw2s0_004385,gutenberg,36,27,63,0.75,0.11538461538461539,0.21428571428571427,0.2,0.10714285714285714,4
dose56_rw2s0_007962,bnc_spoken,31,28,59,0.9032258064516129,0.2,0.4,0.3333333333333333,0.18181818181818182,4
dose56_rw2s0_010084,bnc_spoken,18,15,33,0.8333333333333334,0.3333333333333333,0.6,0.42857142857142855,0.23076923076923078,3
dose56_rw_003445,open_subtitles,12,12,24,1.0,0.25,0.4,0.4,0.25,3
dose56_rw2s1_023220,simple_wiki,18,17,35,0.9444444444444444,0.47058823529411764,0.6666666666666666,0.6153846153846154,0.4444444444444444,4
dose56_rw2s0_027662,bnc_spoken,18,15,33,0.8333333333333334,0.0,0.0,0.14285714285714285,0.0625,1
dose56_rw2s1_019410,simple_wiki,26,33,59,1.2692307692307692,0.5,0.75,0.75,0.47368421052631576,4
dose56_rw_033673,bnc_spoken,24,30,54,1.25,0.6,0.9,0.9,0.6,4
dose56_rw2s0_004287,gutenberg,24,23,47,0.9583333333333334,0.4,0.6,0.6363636363636364,0.4117647058823529,4
dose56_rw2s0_022425,open_subtitles,20,27,47,1.35,0.21428571428571427,0.5,0.5,0.21428571428571427,2
dose56_rw_001504,gutenberg,38,32,70,0.8421052631578947,0.0967741935483871,0.2,0.1875,0.09090909090909091,1
dose56_rw2s1_000740,bnc_spoken,22,17,39,0.7727272727272727,0.6,0.75,0.75,0.6,5
dose56_rw2s1_029873,gutenberg,27,29,56,1.0740740740740742,0.13043478260869565,0.2727272727272727,0.2727272727272727,0.13043478260869565,2
dose56_rw2s1_024639,gutenberg,22,23,45,1.0454545454545454,0.26666666666666666,0.5,0.5,0.25,4
dose56_rw2s1_015425,childes,21,23,44,1.0952380952380953,0.47368421052631576,0.75,0.7857142857142857,0.5238095238095238,3
dose56_rw2s0_008551,simple_wiki,28,24,52,0.8571428571428571,0.21052631578947367,0.36363636363636365,0.36363636363636365,0.2,3
dose56_rw2s1_009833,open_subtitles,49,40,89,0.8163265306122449,0.08108108108108109,0.2,0.17647058823529413,0.07894736842105263,3
dose56_rw2s1_009228,gutenberg,22,22,44,1.0,0.3333333333333333,0.5384615384615384,0.5384615384615384,0.3333333333333333,5
dose56_rw_044506,childes,13,11,24,0.8461538461538461,0.7777777777777778,1.0,1.0,0.7777777777777778,4
dose56_rw2s0_025211,open_subtitles,21,26,47,1.2380952380952381,0.2,0.38461538461538464,0.38461538461538464,0.2,2
dose56_rw2s1_012279,gutenberg,51,42,93,0.8235294117647058,0.11904761904761904,0.21739130434782608,0.21739130434782608,0.11904761904761904,3
dose56_rw2s0_023392,childes,25,23,48,0.92,0.5,0.7,0.7,0.4666666666666667,5
dose56_rw_035314,childes,12,11,23,0.9166666666666666,0.25,0.5,0.5,0.25,2
