column,subtask,fine_group,n_items,score_82,score_84,score_alpha075,delta_84_minus_82,gains_82_to_84,losses_82_to_84,net_items_82_to_84,delta_alpha075_minus_82,gains_82_to_alpha075,losses_82_to_alpha075,net_items_82_to_alpha075,delta_alpha075_minus_84,gains_84_to_alpha075,losses_84_to_alpha075,net_items_84_to_alpha075
COMPS,wugs_dist_before,before,13896,38.010938399539434,37.73747841105354,37.47841105354059,-0.2734599884858966,481,519,-38,-0.5325273459988438,250,324,-74,-0.2590673575129472,451,487,-36
COMPS,wugs_dist_in_between,in-between,13896,65.27777777777777,65.53684513529073,65.44329303396661,0.2590673575129614,516,480,36,0.16551525618884,277,254,23,-0.0935521013241214,454,467,-13
EWoK,agent-properties,direct|antonym|concept swap,160,50.625,51.25,50.625,0.625,5,4,1,0.0,2,2,0,-0.625,5,6,-1
EWoK,agent-properties,direct|antonym|variable swap,30,50.0,53.333333333333336,50.0,3.3333333333333357,1,0,1,0.0,0,0,0,-3.3333333333333357,0,1,-1
EWoK,agent-properties,direct|negation|concept swap,50,76.0,78.0,76.0,2.0,1,0,1,0.0,1,1,0,-2.0,0,1,-1
EWoK,agent-properties,direct|other|concept swap,70,58.57142857142857,60.0,55.714285714285715,1.4285714285714306,4,3,1,-2.857142857142854,1,3,-2,-4.285714285714285,1,4,-3
EWoK,agent-properties,direct|variable swap|variable swap,60,50.0,50.0,50.0,0.0,1,1,0,0.0,0,0,0,0.0,1,1,0
EWoK,agent-properties,indirect|antonym|concept swap,330,47.27272727272727,45.75757575757576,46.96969696969697,-1.5151515151515156,8,13,-5,-0.30303030303030454,4,5,-1,1.212121212121211,12,8,4
EWoK,agent-properties,indirect|antonym|variable swap,390,49.743589743589745,46.666666666666664,50.256410256410255,-3.07692307692308,5,17,-12,0.512820512820511,7,5,2,3.589743589743591,21,7,14
EWoK,agent-properties,indirect|game|variable swap,20,45.0,55.0,50.0,10.0,3,1,2,5.0,2,1,1,-5.0,1,2,-1
EWoK,agent-properties,indirect|negation|concept swap,30,60.0,53.333333333333336,56.666666666666664,-6.666666666666664,0,2,-2,-3.3333333333333357,0,1,-1,3.3333333333333286,1,0,1
EWoK,agent-properties,indirect|other|concept swap,70,44.285714285714285,44.285714285714285,45.714285714285715,0.0,1,1,0,1.4285714285714306,1,0,1,1.4285714285714306,1,0,1
EWoK,agent-properties,indirect|variable swap|concept swap,240,50.833333333333336,48.75,50.0,-2.0833333333333357,3,8,-5,-0.8333333333333357,3,5,-2,1.25,9,6,3
EWoK,agent-properties,indirect|variable swap|variable swap,760,49.86842105263158,49.21052631578947,50.0,-0.6578947368421098,13,18,-5,0.1315789473684177,8,7,1,0.7894736842105274,20,14,6
EWoK,material-dynamics,direct|material|concept swap,360,56.94444444444444,61.666666666666664,60.0,4.722222222222221,18,1,17,3.055555555555557,11,0,11,-1.6666666666666643,1,7,-6
EWoK,material-dynamics,indirect|material|concept swap,410,45.1219512195122,44.146341463414636,42.19512195121951,-0.9756097560975618,17,21,-4,-2.9268292682926855,9,21,-12,-1.9512195121951237,11,19,-8
EWoK,material-properties,direct|antonym|concept swap,60,55.0,48.333333333333336,53.333333333333336,-6.666666666666664,0,4,-4,-1.6666666666666643,0,1,-1,5.0,3,0,3
EWoK,material-properties,direct|negation|concept swap,10,40.0,60.0,40.0,20.0,2,0,2,0.0,0,0,0,-20.0,0,2,-2
EWoK,material-properties,indirect|antonym|concept swap,30,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,material-properties,indirect|material|concept swap,70,48.57142857142857,52.857142857142854,52.857142857142854,4.285714285714285,5,2,3,4.285714285714285,3,0,3,0.0,4,4,0
EWoK,physical-dynamics,direct|antonym|concept swap,60,50.0,46.666666666666664,46.666666666666664,-3.3333333333333357,1,3,-2,-3.3333333333333357,0,2,-2,0.0,2,2,0
EWoK,physical-dynamics,indirect|antonym|concept swap,30,70.0,76.66666666666667,73.33333333333333,6.666666666666671,2,0,2,3.3333333333333286,2,1,1,-3.333333333333343,0,1,-1
EWoK,physical-dynamics,indirect|negation|concept swap,10,70.0,60.0,70.0,-10.0,0,1,-1,0.0,0,0,0,10.0,1,0,1
EWoK,physical-dynamics,indirect|other|concept swap,20,30.0,25.0,30.0,-5.0,0,1,-1,0.0,0,0,0,5.0,1,0,1
EWoK,physical-interactions,direct|antonym|concept swap,138,43.47826086956522,42.028985507246375,44.20289855072464,-1.4492753623188435,4,6,-2,0.7246376811594217,1,0,1,2.173913043478265,6,3,3
EWoK,physical-interactions,direct|antonym|variable swap,10,60.0,60.0,60.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,physical-interactions,direct|other|concept swap,10,50.0,40.0,50.0,-10.0,0,1,-1,0.0,0,0,0,10.0,1,0,1
EWoK,physical-interactions,direct|other|variable swap,10,20.0,20.0,20.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,physical-interactions,direct|variable swap|variable swap,50,44.0,44.0,44.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,physical-interactions,direct|variable_swap|concept swap,10,30.0,40.0,30.0,10.0,2,1,1,0.0,0,0,0,-10.0,1,2,-1
EWoK,physical-interactions,direct|variable_swap|variable swap,20,45.0,50.0,45.0,5.0,2,1,1,0.0,0,0,0,-5.0,1,2,-1
EWoK,physical-interactions,indirect|antonym|concept swap,168,56.54761904761905,55.95238095238095,55.95238095238095,-0.595238095238102,7,8,-1,-0.595238095238102,2,3,-1,0.0,9,9,0
EWoK,physical-interactions,indirect|antonym|variable swap,30,46.666666666666664,43.333333333333336,46.666666666666664,-3.3333333333333286,0,1,-1,0.0,0,0,0,3.3333333333333286,1,0,1
EWoK,physical-interactions,indirect|negation|concept swap,20,50.0,55.0,45.0,5.0,2,1,1,-5.0,0,1,-1,-10.0,0,2,-2
EWoK,physical-interactions,indirect|other|concept swap,30,50.0,53.333333333333336,53.333333333333336,3.3333333333333357,1,0,1,3.3333333333333357,1,0,1,0.0,0,0,0
EWoK,physical-interactions,indirect|variable swap|concept swap,20,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,physical-interactions,indirect|variable swap|variable swap,40,47.5,50.0,47.5,2.5,1,0,1,0.0,0,0,0,-2.5,0,1,-1
EWoK,physical-relations,direct|antonym|concept swap,70,54.285714285714285,51.42857142857143,52.857142857142854,-2.857142857142854,1,3,-2,-1.4285714285714306,0,1,-1,1.4285714285714235,2,1,1
EWoK,physical-relations,direct|antonym|variable swap,80,57.5,57.5,56.25,0.0,3,3,0,-1.25,0,1,-1,-1.25,2,3,-1
EWoK,physical-relations,direct|variable swap|concept swap,80,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,physical-relations,direct|variable swap|variable swap,140,49.285714285714285,50.0,49.285714285714285,0.7142857142857153,1,0,1,0.0,0,0,0,-0.7142857142857153,0,1,-1
EWoK,physical-relations,indirect|antonym|concept swap,138,49.27536231884058,50.0,50.72463768115942,0.7246376811594217,3,2,1,1.4492753623188435,2,0,2,0.7246376811594217,3,2,1
EWoK,physical-relations,indirect|antonym|variable swap,90,43.333333333333336,42.22222222222222,43.333333333333336,-1.1111111111111143,1,2,-1,0.0,0,0,0,1.1111111111111143,2,1,1
EWoK,physical-relations,indirect|other|concept swap,10,60.0,60.0,50.0,0.0,0,0,0,-10.0,0,1,-1,-10.0,0,1,-1
EWoK,physical-relations,indirect|variable swap|concept swap,60,45.0,48.333333333333336,46.666666666666664,3.3333333333333357,2,0,2,1.6666666666666643,1,0,1,-1.6666666666666714,0,1,-1
EWoK,physical-relations,indirect|variable swap|variable swap,150,49.333333333333336,50.0,50.0,0.6666666666666643,3,2,1,0.6666666666666643,2,1,1,0.0,3,3,0
EWoK,quantitative-properties,direct|antonym|concept swap,138,46.3768115942029,44.20289855072464,44.20289855072464,-2.173913043478258,5,8,-3,-2.173913043478258,3,6,-3,0.0,6,6,0
EWoK,quantitative-properties,direct|number|concept swap,64,53.125,56.25,51.5625,3.125,5,3,2,-1.5625,2,3,-1,-4.6875,1,4,-3
EWoK,quantitative-properties,direct|other|concept swap,8,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,quantitative-properties,direct|variable swap|concept swap,12,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,quantitative-properties,indirect|antonym|concept swap,70,48.57142857142857,52.857142857142854,50.0,4.285714285714285,3,0,3,1.4285714285714306,1,0,1,-2.857142857142854,0,2,-2
EWoK,quantitative-properties,indirect|number|concept swap,16,56.25,56.25,62.5,0.0,1,1,0,6.25,1,0,1,6.25,1,0,1
EWoK,quantitative-properties,indirect|other|concept swap,6,50.0,50.0,66.66666666666667,0.0,0,0,0,16.66666666666667,1,0,1,16.66666666666667,1,0,1
EWoK,social-interactions,direct|antonym|concept swap,110,59.09090909090909,56.36363636363637,57.27272727272727,-2.7272727272727266,3,6,-3,-1.8181818181818201,1,3,-2,0.9090909090909065,4,3,1
EWoK,social-interactions,direct|other|concept swap,10,90.0,90.0,90.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,social-interactions,direct|variable swap|concept swap,16,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,social-interactions,direct|variable swap|variable swap,16,56.25,50.0,56.25,-6.25,0,1,-1,0.0,1,1,0,6.25,2,1,1
EWoK,social-interactions,indirect|antonym|concept swap,126,46.82539682539682,50.79365079365079,49.20634920634921,3.9682539682539684,9,4,5,2.3809523809523867,6,3,3,-1.5873015873015817,3,5,-2
EWoK,social-interactions,indirect|antonym|variable swap,16,43.75,50.0,50.0,6.25,1,0,1,6.25,1,0,1,0.0,0,0,0
EWoK,social-properties,direct|antonym|concept swap,140,52.142857142857146,52.142857142857146,52.142857142857146,0.0,1,1,0,0.0,3,3,0,0.0,3,3,0
EWoK,social-properties,direct|negation|concept swap,30,36.666666666666664,33.333333333333336,36.666666666666664,-3.3333333333333286,1,2,-1,0.0,1,1,0,3.3333333333333286,1,0,1
EWoK,social-properties,indirect|antonym|concept swap,90,50.0,45.55555555555556,48.888888888888886,-4.444444444444443,0,4,-4,-1.1111111111111143,0,1,-1,3.3333333333333286,3,0,3
EWoK,social-properties,indirect|negation|concept swap,10,30.0,20.0,10.0,-10.0,0,1,-1,-20.0,0,2,-2,-10.0,0,1,-1
EWoK,social-properties,indirect|other|concept swap,58,43.10344827586207,44.827586206896555,41.37931034482759,1.724137931034484,3,2,1,-1.724137931034484,0,1,-1,-3.448275862068968,2,4,-2
EWoK,social-relations,direct|active-passive|concept swap,10,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,social-relations,direct|active-passive|variable swap,20,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,social-relations,direct|antonym|concept swap,80,47.5,50.0,48.75,2.5,7,5,2,1.25,2,1,1,-1.25,4,5,-1
EWoK,social-relations,direct|antonym|variable swap,120,50.0,53.333333333333336,50.833333333333336,3.3333333333333357,8,4,4,0.8333333333333357,2,1,1,-2.5,5,8,-3
EWoK,social-relations,direct|negation|concept swap,20,45.0,40.0,40.0,-5.0,0,1,-1,-5.0,0,1,-1,0.0,0,0,0
EWoK,social-relations,direct|other|concept swap,68,55.88235294117647,58.8235294117647,58.8235294117647,2.941176470588232,5,3,2,2.941176470588232,2,0,2,0.0,3,3,0
EWoK,social-relations,direct|variable swap|concept swap,140,47.142857142857146,50.0,49.285714285714285,2.857142857142854,6,2,4,2.142857142857139,4,1,3,-0.7142857142857153,2,3,-1
EWoK,social-relations,direct|variable swap|variable swap,280,48.92857142857143,49.642857142857146,50.0,0.7142857142857153,6,4,2,1.0714285714285694,4,1,3,0.3571428571428541,4,3,1
EWoK,social-relations,indirect|antonym|concept swap,190,56.31578947368421,52.10526315789474,54.73684210526316,-4.210526315789473,8,16,-8,-1.5789473684210549,3,6,-3,2.6315789473684177,16,11,5
EWoK,social-relations,indirect|antonym|variable swap,140,51.42857142857143,52.142857142857146,50.0,0.7142857142857153,6,5,1,-1.4285714285714306,2,4,-2,-2.142857142857146,6,9,-3
EWoK,social-relations,indirect|other|concept swap,100,39.0,42.0,43.0,3.0,5,2,3,4.0,4,0,4,1.0,4,3,1
EWoK,social-relations,indirect|other|variable swap,20,55.0,55.0,55.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,social-relations,indirect|variable swap|concept swap,120,51.666666666666664,50.0,52.5,-1.6666666666666643,7,9,-2,0.8333333333333357,2,1,1,2.5,10,7,3
EWoK,social-relations,indirect|variable swap|variable swap,240,50.416666666666664,50.0,50.416666666666664,-0.4166666666666643,10,11,-1,0.0,2,2,0,0.4166666666666643,12,11,1
EWoK,spatial-relations,direct|antonym|concept swap,80,33.75,33.75,33.75,0.0,1,1,0,0.0,0,0,0,0.0,1,1,0
EWoK,spatial-relations,direct|antonym|variable swap,20,65.0,70.0,70.0,5.0,1,0,1,5.0,1,0,1,0.0,0,0,0
EWoK,spatial-relations,indirect|antonym|concept swap,200,49.5,49.0,49.0,-0.5,3,4,-1,-0.5,2,3,-1,0.0,4,4,0
EWoK,spatial-relations,indirect|antonym|variable swap,40,50.0,50.0,47.5,0.0,2,2,0,-2.5,1,2,-1,-2.5,3,4,-1
EWoK,spatial-relations,indirect|negation|concept swap,10,50.0,50.0,50.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
EWoK,spatial-relations,indirect|variable swap|concept swap,60,46.666666666666664,48.333333333333336,45.0,1.6666666666666714,4,3,1,-1.6666666666666643,0,1,-1,-3.3333333333333357,2,4,-2
EWoK,spatial-relations,indirect|variable swap|variable swap,80,47.5,47.5,47.5,0.0,3,3,0,0.0,2,2,0,0.0,4,4,0
Entity,ambiref_0_ops,numops=0,508,26.181102362204726,25.393700787401574,25.19685039370079,-0.7874015748031518,10,14,-4,-0.984251968503937,3,8,-5,-0.19685039370078528,10,11,-1
Entity,ambiref_1_ops,numops=1,428,15.186915887850468,14.25233644859813,14.953271028037383,-0.934579439252337,4,8,-4,-0.2336448598130847,1,2,-1,0.7009345794392523,6,3,3
Entity,ambiref_2_ops,numops=2,413,23.97094430992736,24.455205811138015,24.93946731234867,0.4842615012106535,8,6,2,0.968523002421307,6,2,4,0.4842615012106535,6,4,2
