source,source_words,source_rows,source_fraction_words,logfreq_child_aoa_pearson_r,logfreq_child_aoa_p,logfreq_model_aoa_pearson_r,logfreq_model_aoa_p
childes,25748800,160930,0.257488,-0.20470345666118278,3.2381845412288874e-05,-0.5242477979569843,2.7635540270675513e-17
neutral_cleanqwen_topup_compact_reinvest::open_subtitles,90,10,9e-07,-0.06219994366289246,0.21106539642591635,,
simple_wiki,10590400,66190,0.105904,-0.026136369066564608,0.5995142003960682,-0.5475849971246579,5.288174118304045e-19
cleanqwen_fineweb_compact_view_reinvest,4235110,30050,0.0423511,-0.0070858910241071715,0.8868127739082863,-0.49316172453672874,3.42255424203021e-15
qwen_pair_packed,16568000,122360,0.16568,-0.0009529377045479383,0.984727853344128,-0.5788118967819172,1.599320628181886e-21
gutenberg,18593600,116210,0.185936,0.005800524277573864,0.9072420601285012,-0.5359813349479383,3.928450409396247e-18
open_subtitles,18294400,114340,0.182944,0.03718278709694597,0.45496647740970036,-0.6279062552231642,4.476157380896644e-26
bnc_spoken,5758400,35990,0.057584,0.04205884899545964,0.39798606540793247,-0.5682002537754139,1.2305392245430155e-20
switchboard,211200,1320,0.002112,0.15921184466580468,0.0012877621832727908,-0.5531787916301023,1.955555245597923e-19
