adapter_params_loaded,adapter_scale_config,checkpoint,device,elapsed_sec,loaded_class,records,role,total_params_loaded
995584,1.75,chck_80M,cuda:0,20.35,transformers_modules.chck_80M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,BASE0,35463008
995584,1.75,chck_90M,cuda:0,19.26,transformers_modules.chck_90M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,BASE0,35463008
995584,1.75,chck_100M,cuda:0,19.4,transformers_modules.chck_100M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,BASE0,35463008
995584,1.75,chck_80M,cuda:0,19.72,transformers_modules.chck_80M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,DOSE21,35463008
995584,1.75,chck_90M,cuda:0,19.05,transformers_modules.chck_90M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,DOSE21,35463008
995584,1.75,chck_100M,cuda:0,19.31,transformers_modules.chck_100M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,DOSE21,35463008
995584,1.75,chck_80M,cuda:0,20.23,transformers_modules.chck_80M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,DOSE25,35463008
995584,1.75,chck_90M,cuda:0,19.05,transformers_modules.chck_90M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,DOSE25,35463008
995584,1.75,chck_100M,cuda:0,24.32,transformers_modules.chck_100M.adapter_scaled_modeling.AdapterDebertaV2ForMaskedLM,32476,DOSE25,35463008
