role,n_checkpoints,n,gain,repeated_nll,unrepeated_nll
BASE0,3,2000.0,4.0028882491861575,0.40166396976674795,4.404552218952905
DOSE21,3,2000.0,4.01758101487716,0.3933157541643704,4.410896769041531
DOSE25,3,2000.0,4.014693656404472,0.3944779718956018,4.409171628300075
