role,token_class,n_checkpoints,n,T,U,N,A_T,A_U,G
BASE0,nonoverlap,3,2732.0,6.265451956758405,7.904145317366225,8.183950318763076,1.9184983620046705,0.2798050013968513,1.6386933606078191
BASE0,overlap,3,3160.0,1.19821191947779,7.90451882083017,8.071525885294465,6.873313965816674,0.16700706446429378,6.706306901352381
DOSE21,nonoverlap,3,2732.0,6.216226566877848,7.857340716011232,8.154237954014855,1.9380113871370066,0.2968972380036236,1.641114149133383
DOSE21,overlap,3,3160.0,1.2443777468009867,7.876374800509393,8.049312500145511,6.804934753344525,0.1729376996361173,6.631997053708408
DOSE25,nonoverlap,3,2732.0,6.189858758992076,7.924755247404118,8.21253385309929,2.022675094107214,0.2877786056951721,1.7348964884120421
DOSE25,overlap,3,3160.0,1.1682579451025452,8.011416625632819,8.105115680536892,6.936857735434349,0.09369905490407578,6.843158680530273
