arch,arm,checkpoint,companion_words,gain,probe_family,probe_id,repeated_nll,role,seed,source_domain,source_example_id,source_words,span_len,unrepeated_nll
BASE0,BASE0,chck_80M,19,2.1377067249268293,heldout_natural_source_repeat,heldoutcopy:1:0:34715,0.018768342211842537,,NA,gutenberg,34715,31,1,2.156475067138672
BASE0,BASE0,chck_80M,8,3.09713389351964,heldout_natural_source_repeat,heldoutcopy:1:100:46093,0.013788919895887375,,NA,open_subtitles,46093,11,1,3.1109228134155273
BASE0,BASE0,chck_80M,17,5.436150789260864,heldout_natural_source_repeat,heldoutcopy:1:101:9638,0.1346900463104248,,NA,childes,9638,28,1,5.570840835571289
BASE0,BASE0,chck_80M,8,7.084504585713148,heldout_natural_source_repeat,heldoutcopy:1:102:38847,0.02388431504368782,,NA,open_subtitles,38847,12,1,7.108388900756836
BASE0,BASE0,chck_80M,28,9.029395401477814,heldout_natural_source_repeat,heldoutcopy:1:103:25389,0.04804199934005737,,NA,gutenberg,25389,52,1,9.077437400817871
BASE0,BASE0,chck_80M,16,11.264362171292305,heldout_natural_source_repeat,heldoutcopy:1:104:23610,0.10188977420330048,,NA,gutenberg,23610,25,1,11.366251945495605
BASE0,BASE0,chck_80M,8,5.29402469098568,heldout_natural_source_repeat,heldoutcopy:1:105:9850,0.24422718584537506,,NA,childes,9850,11,1,5.538251876831055
BASE0,BASE0,chck_80M,20,0.005512777715921402,heldout_natural_source_repeat,heldoutcopy:1:106:33545,0.028775621205568314,,NA,gutenberg,33545,33,1,0.034288398921489716
BASE0,BASE0,chck_80M,8,5.593497679568827,heldout_natural_source_repeat,heldoutcopy:1:107:27677,0.011505677364766598,,NA,gutenberg,27677,10,1,5.605003356933594
BASE0,BASE0,chck_80M,9,0.007344203069806099,heldout_natural_source_repeat,heldoutcopy:1:108:31140,0.0235672015696764,,NA,gutenberg,31140,15,1,0.030911404639482498
BASE0,BASE0,chck_80M,9,12.682811095379293,heldout_natural_source_repeat,heldoutcopy:1:109:39267,0.013724015094339848,,NA,open_subtitles,39267,14,1,12.696535110473633
BASE0,BASE0,chck_80M,8,11.708774775266647,heldout_natural_source_repeat,heldoutcopy:1:10:4664,0.43940141797065735,,NA,bnc_spoken,4664,11,1,12.148176193237305
BASE0,BASE0,chck_80M,8,3.6122792661190033,heldout_natural_source_repeat,heldoutcopy:1:110:42641,0.11970940232276917,,NA,open_subtitles,42641,12,1,3.7319886684417725
BASE0,BASE0,chck_80M,8,2.018932521343231,heldout_natural_source_repeat,heldoutcopy:1:111:16252,0.13738185167312622,,NA,childes,16252,10,1,2.1563143730163574
BASE0,BASE0,chck_80M,8,7.298472344875336,heldout_natural_source_repeat,heldoutcopy:1:112:21179,0.3241501450538635,,NA,childes,21179,13,1,7.622622489929199
BASE0,BASE0,chck_80M,15,10.444229044020176,heldout_natural_source_repeat,heldoutcopy:1:113:36547,0.07260521501302719,,NA,gutenberg,36547,24,1,10.516834259033203
BASE0,BASE0,chck_80M,28,1.0228546559810638,heldout_natural_source_repeat,heldoutcopy:1:114:31372,0.020904570817947388,,NA,gutenberg,31372,53,1,1.0437592267990112
BASE0,BASE0,chck_80M,25,1.0453410148620605,heldout_natural_source_repeat,heldoutcopy:1:115:48479,5.670536041259766,,NA,open_subtitles,48479,41,1,6.715877056121826
BASE0,BASE0,chck_80M,8,2.004963807761669,heldout_natural_source_repeat,heldoutcopy:1:116:8771,0.08935458213090897,,NA,childes,8771,10,1,2.094318389892578
BASE0,BASE0,chck_80M,8,9.170583374798298,heldout_natural_source_repeat,heldoutcopy:1:117:35397,0.11700569838285446,,NA,gutenberg,35397,13,1,9.287589073181152
BASE0,BASE0,chck_80M,8,3.9982080459594727,heldout_natural_source_repeat,heldoutcopy:1:118:21260,0.8156070709228516,,NA,childes,21260,10,1,4.813815116882324
BASE0,BASE0,chck_80M,8,2.6728286743164062,heldout_natural_source_repeat,heldoutcopy:1:119:13377,2.42917537689209,,NA,childes,13377,13,1,5.102004051208496
BASE0,BASE0,chck_80M,11,0.236222505569458,heldout_natural_source_repeat,heldoutcopy:1:11:10575,0.8697588443756104,,NA,childes,10575,17,1,1.1059813499450684
BASE0,BASE0,chck_80M,8,0.0003180301864631474,heldout_natural_source_repeat,heldoutcopy:1:120:16330,0.00027926836628466845,,NA,childes,16330,10,1,0.0005972985527478158
BASE0,BASE0,chck_80M,12,6.792668417096138,heldout_natural_source_repeat,heldoutcopy:1:121:47969,0.22715513408184052,,NA,open_subtitles,47969,19,1,7.0198235511779785
BASE0,BASE0,chck_80M,8,6.376415640115738,heldout_natural_source_repeat,heldoutcopy:1:122:37483,0.3571992814540863,,NA,gutenberg,37483,11,1,6.733614921569824
BASE0,BASE0,chck_80M,8,2.7637646794319153,heldout_natural_source_repeat,heldoutcopy:1:123:14826,0.9679357409477234,,NA,childes,14826,10,1,3.7317004203796387
