contrast,role_a,role_b,n,delta_gain,gain_a,gain_b,delta_repeated_nll,delta_unrepeated_nll
DOSE21minusBASE0,DOSE21,BASE0,2000,0.014692765691002307,4.01758101487716,4.0028882491861575,-0.008348215602377529,0.006344550088625667
DOSE25minusBASE0,DOSE25,BASE0,2000,0.011805407218314912,4.014693656404472,4.0028882491861575,-0.007185997871146155,0.004619409347169423
DOSE25minusDOSE21,DOSE25,DOSE21,2000,-0.0028873584726873958,4.014693656404472,4.01758101487716,0.0011622177312313742,-0.0017251407414562436
