component,coherent86_score,dense_seed62064_MM_score,dense_seed62065_MM_score,ms_acquisition_seed62064_MS_score,clean_pres_seed62064_MSplusKL_score,clean_pres_seed62065_MSplusKL_score,dense_seed62064_MM_minus_coherent86,dense_seed62065_MM_minus_coherent86,ms_acquisition_seed62064_MS_minus_coherent86,clean_pres_seed62064_MSplusKL_minus_coherent86,clean_pres_seed62065_MSplusKL_minus_coherent86,clean64_minus_ms_acquisition,clean65_minus_ms_acquisition,clean65_minus_clean64
BLiMP,68.51,68.06,68.02,68.12,68.26,68.22,-0.45000000000000284,-0.4900000000000091,-0.39000000000000057,-0.25,-0.29000000000000625,0.14000000000000057,0.09999999999999432,-0.04000000000000625
Supplement,63.64,63.04,63.09,63.08,63.28,63.29,-0.6000000000000014,-0.5499999999999972,-0.5600000000000023,-0.35999999999999943,-0.3500000000000014,0.20000000000000284,0.21000000000000085,0.00999999999999801
EWoK,50.02,49.92,49.77,49.95,49.82,49.72,-0.10000000000000142,-0.25,-0.07000000000000028,-0.20000000000000284,-0.30000000000000426,-0.13000000000000256,-0.23000000000000398,-0.10000000000000142
Entity,28.32,29.37,29.42,29.39,29.4,29.45,1.0500000000000007,1.1000000000000014,1.0700000000000003,1.0799999999999983,1.129999999999999,0.00999999999999801,0.05999999999999872,0.05000000000000071
COMPS,52.05,52.15,52.15,52.15,52.16,52.14,0.10000000000000142,0.10000000000000142,0.10000000000000142,0.10999999999999943,0.09000000000000341,0.00999999999999801,-0.00999999999999801,-0.01999999999999602
GlobalPIQA,38.565,40.05,40.05,40.05,40.05,40.05,1.4849999999999994,1.4849999999999994,1.4849999999999994,1.4849999999999994,1.4849999999999994,0.0,0.0,0.0
Reading,8.165,8.219999999999999,8.21,8.195,8.2,8.195,0.054999999999999716,0.045000000000001705,0.030000000000001137,0.03500000000000014,0.030000000000001137,0.004999999999999005,0.0,-0.004999999999999005
