domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.5013574660633484,778,0.35203619909502265,0.705989110707804,1102,0.011708433739840984
social-relations,1548,0.5484496124031008,435,0.2810077519379845,0.6223175965665236,699,0.37776224967092276
physical-relations,818,0.5122249388753056,271,0.3312958435207824,0.6791979949874687,399,0.11144477972993627
material-dynamics,770,0.4766233766233766,253,0.32857142857142857,0.6277915632754343,403,-0.08463138341903687
spatial-relations,490,0.48367346938775513,192,0.39183673469387753,0.758893280632411,253,-0.018809080123901367
physical-interactions,556,0.5143884892086331,156,0.2805755395683453,0.5777777777777777,270,0.0929154867772013
social-properties,328,0.4054878048780488,147,0.4481707317073171,0.7538461538461538,195,-0.5028693731874228
social-interactions,294,0.5136054421768708,96,0.32653061224489793,0.6713286713286714,143,-0.05961638689041138
quantitative-properties,314,0.5987261146496815,64,0.20382165605095542,0.5079365079365079,126,0.4202583699952811
material-properties,170,0.5882352941176471,38,0.2235294117647059,0.5428571428571428,70,0.39481150184292346
physical-dynamics,120,0.5666666666666667,31,0.25833333333333336,0.5961538461538461,52,0.6853430699557066
