ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
variable swap,2564,0.500780031201248,1010,0.39391575663026523,0.7890625,1280,0.01671761632314883
antonym,3374,0.5139300533491404,1004,0.2975696502667457,0.6121951219512195,1640,0.06074582229484804
material,840,0.4797619047619048,274,0.3261904761904762,0.6270022883295194,437,-0.08755353093147278
other,490,0.5612244897959183,101,0.20612244897959184,0.4697674418604651,215,0.4227938652038574
negation,190,0.6368421052631579,30,0.15789473684210525,0.43478260869565216,69,0.5186505913734436
number,80,0.6,21,0.2625,0.65625,32,0.013005007058382034
variable_swap,30,0.36666666666666664,13,0.43333333333333335,0.6842105263157895,19,-0.3078291945857927
active-passive,30,0.5666666666666667,7,0.23333333333333334,0.5384615384615384,13,2.0992955714464188
game,20,0.65,1,0.05,0.14285714285714285,7,0.7123278379440308
